source_qid,target_qid,property_type,identifier
Q101214,Q89534,P62,6000000007361102207
Q112311,Q100649,P62,6000000007383300812
Q104404,Q92734,P62,6000000007385605773
Q113126,Q101465,P62,6000000007386692192
Q112988,Q101327,P62,6000000007386995918
Q112984,Q101323,P62,6000000007387096731
Q117450,Q105795,P62,6000000007387136841
Q112986,Q101325,P62,6000000007387160702
Q117587,Q105932,P62,6000000007387164617
Q115284,Q103623,P62,6000000007387264577
Q105024,Q93359,P62,6000000007387447360
Q111810,Q100148,P62,6000000007387709280
Q112331,Q100669,P62,6000000007409211549
Q113046,Q101385,P62,6000000007409259511
Q113044,Q101383,P62,6000000007409317511
Q112333,Q100671,P62,6000000007409382319
Q116482,Q104829,P62,6000000007410868784
Q117120,Q105467,P62,6000000007427191859
Q114912,Q103248,P62,6000000007427366483
Q115208,Q103547,P62,6000000007427508274
Q114386,Q102721,P62,6000000007427569283
Q112013,Q100350,P62,6000000007427665201
Q111596,Q99933,P62,6000000007427915422
Q108577,Q96918,P62,6000000007427927262
Q112075,Q100413,P62,6000000007427965254
Q108145,Q96484,P62,6000000007434286643
Q108141,Q96480,P62,6000000007434456503
Q108143,Q96482,P62,6000000007434602232
Q108139,Q96478,P62,6000000007434611218
Q117316,Q105662,P62,6000000007438198799
Q112189,Q100527,P62,6000000007438611276
Q104090,Q92416,P62,6000000007463347384
Q104631,Q92964,P62,6000000007465424145
Q107555,Q95894,P62,6000000007467211424
Q107557,Q95896,P62,6000000007467596870
Q103410,Q91731,P62,6000000007566148508
Q101006,Q89327,P62,6000000007566186648
Q108075,Q96414,P62,6000000007601767905
Q109442,Q97783,P62,6000000007601841544
Q107017,Q95355,P62,6000000007602004302
Q110055,Q98396,P62,6000000007602043374
Q107514,Q95854,P62,6000000007602092890
Q110581,Q98920,P62,6000000007602111455
Q108757,Q97099,P62,6000000007602142320
Q105639,Q93972,P62,6000000007602193270
Q106618,Q94956,P62,6000000007602203201
Q107019,Q95357,P62,6000000007603449604
Q107621,Q95960,P62,6000000007609528614
Q110589,Q98928,P62,6000000007609639632
Q108909,Q97250,P62,6000000007609687429
Q107123,Q95462,P62,6000000007609720405
Q110063,Q98404,P62,6000000007609720568
Q108228,Q96569,P62,6000000007609745338
Q114767,Q103103,P62,6000000007615753662
Q107334,Q95674,P62,6000000007624466659
Q105466,Q93800,P62,6000000007648421422
Q117613,Q105959,P62,6000000007713525260
Q100871,Q89191,P62,6000000007728125080
Q103084,Q91404,P62,6000000007728477677
Q103066,Q91386,P62,6000000007728655276
Q103026,Q91346,P62,6000000007728736354
Q100642,Q88960,P62,6000000007728817336
Q105002,Q93337,P62,6000000007742585804
Q116464,Q104811,P62,6000000007751198276
Q105222,Q93556,P62,6000000007753994653
Q104544,Q92876,P62,6000000007754008596
Q104556,Q92888,P62,6000000007754008640
Q104554,Q92886,P62,6000000007754008644
Q104552,Q92884,P62,6000000007754008648
Q104548,Q92880,P62,6000000007754008652
Q105224,Q93558,P62,6000000007754008886
Q116868,Q105215,P62,6000000007754293886
Q114855,Q103191,P62,6000000007754293907
Q116866,Q105213,P62,6000000007754293912
Q114853,Q103189,P62,6000000007754293944
Q116864,Q105211,P62,6000000007754293948
Q112543,Q100882,P62,6000000007754293964
Q114390,Q102725,P62,6000000007754294045
Q112005,Q100342,P62,6000000007754294050
Q116191,Q104535,P62,6000000007818789797
Q113272,Q101611,P62,6000000007818790141
Q116334,Q104680,P62,6000000007818815046
Q112928,Q101267,P62,6000000007821686289
Q106225,Q94563,P62,6000000007825337302
Q107023,Q95361,P62,6000000007825370257
Q109276,Q97618,P62,6000000007839405395
Q104442,Q92772,P62,6000000007847541840
Q117114,Q105461,P62,6000000007863298198
Q101146,Q89467,P62,6000000007898581909
Q112187,Q100525,P62,6000000007989584819
Q116029,Q104373,P62,6000000008009285998
Q114508,Q102843,P62,6000000008010025730
Q116394,Q104741,P62,6000000008010117294
Q107961,Q96300,P62,6000000008046205368
Q114904,Q103240,P62,6000000008061373199
Q105342,Q93676,P62,6000000008114111556
Q105368,Q93702,P62,6000000008114132821
Q115733,Q104075,P62,6000000008192337350
Q115092,Q103429,P62,6000000008197492978
Q116604,Q104951,P62,6000000008201361458
Q110885,Q99224,P62,6000000008223618298
Q113010,Q101349,P62,6000000008248436781
Q111584,Q99921,P62,6000000008248436846
Q112860,Q101199,P62,6000000008248641859
Q112203,Q100541,P62,6000000008248641879
Q112858,Q101197,P62,6000000008248641882
Q104378,Q92708,P62,6000000008278621622
Q104376,Q92706,P62,6000000008278681556
Q104988,Q93323,P62,6000000008278691625
Q116087,Q104431,P62,6000000008279925832
Q116396,Q104743,P62,6000000008280116728
Q114476,Q102811,P62,6000000008280157326
Q114480,Q102815,P62,6000000008280178235
Q115375,Q103715,P62,6000000008289908571
Q117551,Q105896,P62,6000000008296499272
Q114890,Q103226,P62,6000000008301377974
Q114551,Q102887,P62,6000000008301527994
Q114892,Q103228,P62,6000000008301609481
Q115791,Q104133,P62,6000000008316125197
Q115182,Q103519,P62,6000000008316202249
Q115379,Q103719,P62,6000000008316276220
Q115857,Q104200,P62,6000000008316290521
Q109709,Q98049,P62,6000000008368586678
Q110275,Q98615,P62,6000000008368591673
Q110277,Q98617,P62,6000000008368615483
Q108332,Q96673,P62,6000000008368616680
Q110777,Q99116,P62,6000000008368684759
Q110775,Q99114,P62,6000000008368715622
Q108334,Q96675,P62,6000000008368731455
Q109014,Q97356,P62,6000000008368733405
Q109711,Q98051,P62,6000000008368734351
Q107687,Q96026,P62,6000000008368810243
Q109012,Q97354,P62,6000000008368818358
Q107350,Q95690,P62,6000000008369478766
Q107352,Q95692,P62,6000000008369788047
Q116049,Q104393,P62,6000000008394795743
Q112121,Q100459,P62,6000000008394986410
Q116374,Q104720,P62,6000000008395909530
Q117402,Q105748,P62,6000000008395947277
Q116081,Q104425,P62,6000000008395970430
Q117603,Q105949,P62,6000000008417121934
Q116510,Q104857,P62,6000000008426513012
Q106504,Q94842,P62,6000000008456902896
Q105647,Q93980,P62,6000000008457681508
Q117400,Q105746,P62,6000000008460531915
Q115166,Q103503,P62,6000000008460694572
Q112808,Q101147,P62,6000000008460859430
Q117390,Q105736,P62,6000000008461166126
Q115222,Q103561,P62,6000000008461340698
Q117483,Q105829,P62,6000000008461396927
Q115695,Q104037,P62,6000000008462456097
Q112748,Q101087,P62,6000000008462624558
Q112177,Q100515,P62,6000000008462655492
Q117489,Q105835,P62,6000000008462672311
Q111466,Q99803,P62,6000000008462726780
Q112299,Q100637,P62,6000000008462728872
Q111638,Q99975,P62,6000000008462740693
Q112960,Q101299,P62,6000000008462749677
Q112962,Q101301,P62,6000000008462771805
Q112291,Q100629,P62,6000000008462787422
Q111916,Q100254,P62,6000000008462800259
Q111439,Q99777,P62,6000000008462813912
Q112293,Q100631,P62,6000000008462818542
Q115697,Q104039,P62,6000000008462872220
Q112361,Q100700,P62,6000000008463025320
Q106773,Q95111,P62,6000000008474713211
Q117605,Q105951,P62,6000000008477543238
Q117941,Q106286,P62,6000000008489639200
Q113120,Q101459,P62,6000000008491893076
Q115547,Q103888,P62,6000000008491980181
Q117707,Q106053,P62,6000000008492080382
Q112836,Q101175,P62,6000000008500188072
Q115395,Q103735,P62,6000000008500342708
Q117821,Q106166,P62,6000000008500448739
Q106275,Q94613,P62,6000000008501053624
Q105990,Q94325,P62,6000000008501056685
Q108597,Q96938,P62,6000000008506564343
Q113164,Q101503,P62,6000000008532115424
Q106185,Q94523,P62,6000000008540236103
Q117557,Q105902,P62,6000000008549433925
Q117555,Q105900,P62,6000000008549433930
Q117559,Q105904,P62,6000000008549433952
Q117553,Q105898,P62,6000000008549433957
Q117561,Q105906,P62,6000000008549433967
Q109899,Q98239,P62,6000000008563809822
Q110441,Q98780,P62,6000000008564099522
Q110443,Q98782,P62,6000000008564246621
Q107847,Q96186,P62,6000000008564490241
Q112818,Q101157,P62,6000000008574657538
Q115272,Q103611,P62,6000000008574707754
Q115270,Q103609,P62,6000000008574741665
Q115491,Q103832,P62,6000000008576298585
Q111920,Q100258,P62,6000000008580589848
Q102676,Q90996,P62,6000000008593407315
Q112830,Q101169,P62,6000000008595166759
Q104466,Q92797,P62,6000000008596626487
Q112307,Q100645,P62,6000000008615639004
Q117591,Q105936,P62,6000000008627520807
Q114982,Q103319,P62,6000000008627678874
Q117034,Q105381,P62,6000000008627690454
Q117032,Q105379,P62,6000000008627740128
Q117847,Q106192,P62,6000000008628390481
Q104527,Q92859,P62,6000000008630206503
Q103680,Q92004,P62,6000000008630376320
Q103442,Q91763,P62,6000000008630394273
Q103686,Q92010,P62,6000000008630424202
Q104028,Q92354,P62,6000000008630437353
Q103448,Q91769,P62,6000000008630455215
Q103255,Q91574,P62,6000000008630537270
Q114442,Q102778,P62,6000000008630657908
Q111548,Q99885,P62,6000000008640492634
Q113086,Q101425,P62,6000000008640492680
Q116314,Q104660,P62,6000000008640512646
Q106106,Q94443,P62,6000000008641743558
Q105887,Q94223,P62,6000000008641779817
Q106092,Q94427,P62,6000000008641842473
Q105893,Q94229,P62,6000000008641924557
Q106074,Q94409,P62,6000000008641970370
Q105901,Q94237,P62,6000000008642066237
Q107871,Q96210,P62,6000000008648880737
Q107326,Q95666,P62,6000000008648944182
Q107873,Q96212,P62,6000000008648946803
Q109867,Q98207,P62,6000000008649048875
Q106819,Q95157,P62,6000000008649056419
Q107332,Q95672,P62,6000000008649097772
Q107324,Q95664,P62,6000000008649127132
Q107328,Q95668,P62,6000000008649139142
Q107867,Q96206,P62,6000000008649237292
Q108541,Q96882,P62,6000000008649240744
Q105851,Q94187,P62,6000000008653737854
Q105798,Q94130,P62,6000000008654381875
Q105849,Q94185,P62,6000000008654701527
Q105846,Q94181,P62,6000000008654701582
Q106426,Q94765,P62,6000000008659535971
Q109244,Q97586,P62,6000000008659643171
Q109887,Q98227,P62,6000000008659683030
Q107887,Q96226,P62,6000000008659740776
Q108555,Q96896,P62,6000000008659783172
Q107893,Q96232,P62,6000000008659790567
Q110427,Q98766,P62,6000000008659806973
Q110429,Q98768,P62,6000000008659879157
Q107891,Q96230,P62,6000000008659887760
Q109236,Q97578,P62,6000000008659888020
Q106829,Q95167,P62,6000000008659937212
Q109240,Q97582,P62,6000000008659946030
Q108553,Q96894,P62,6000000008659951757
Q108557,Q96898,P62,6000000008659955812
Q108559,Q96900,P62,6000000008659989420
Q109234,Q97576,P62,6000000008660009750
Q107889,Q96228,P62,6000000008660012282
Q109238,Q97580,P62,6000000008660012916
Q109883,Q98223,P62,6000000008660037535
Q109242,Q97584,P62,6000000008660081571
Q109885,Q98225,P62,6000000008660101562
Q106137,Q94475,P62,6000000008669110763
Q108567,Q96908,P62,6000000008681423689
Q105689,Q94022,P62,6000000008681612748
Q116372,Q104718,P62,6000000008681836720
Q105645,Q93978,P62,6000000008681870697
Q106420,Q94759,P62,6000000008682229141
Q117052,Q105399,P62,6000000008682284029
Q105800,Q94132,P62,6000000008682339111
Q106428,Q94766,P62,6000000008682400112
Q117060,Q105407,P62,6000000008682449963
Q106432,Q94770,P62,6000000008682470800
Q117422,Q105768,P62,6000000008682485625
Q115443,Q103784,P62,6000000008682490946
Q106833,Q95171,P62,6000000008682510052
Q117428,Q105774,P62,6000000008682531787
Q115000,Q103337,P62,6000000008682544372
Q106831,Q95169,P62,6000000008682578307
Q114864,Q103201,P62,6000000008682580378
Q115168,Q103505,P62,6000000008682603214
Q105627,Q93961,P62,6000000008717492200
Q105635,Q93968,P62,6000000008717571020
Q105655,Q93988,P62,6000000008717594979
Q105659,Q93992,P62,6000000008717628615
Q105687,Q94020,P62,6000000008717637168
Q105633,Q93966,P62,6000000008717639726
Q105663,Q93996,P62,6000000008717652704
Q105681,Q94014,P62,6000000008717717838
Q105685,Q94018,P62,6000000008717718548
Q105631,Q93964,P62,6000000008717729659
Q105661,Q93994,P62,6000000008717758422
Q105683,Q94016,P62,6000000008717791464
Q105844,Q94177,P62,6000000008717815618
Q116450,Q104797,P62,6000000008717987582
Q116446,Q104793,P62,6000000008717987587
Q116448,Q104795,P62,6000000008717987592
Q115274,Q103613,P62,6000000008742204683
Q117573,Q105918,P62,6000000008742263430
Q117078,Q105425,P62,6000000008742265381
Q117454,Q105799,P62,6000000008743744197
Q115178,Q103515,P62,6000000008744161257
Q117452,Q105797,P62,6000000008744189247
Q115080,Q103417,P62,6000000008752112059
Q117955,Q106300,P62,6000000008752392585
Q115032,Q103369,P62,6000000008755327888
Q111752,Q100090,P62,6000000008763070272
Q117569,Q105914,P62,6000000008763696046
Q112263,Q100601,P62,6000000008772812145
Q116922,Q105269,P62,6000000008772998539
Q112265,Q100603,P62,6000000008773020563
Q111878,Q100216,P62,6000000008773030435
Q112918,Q101257,P62,6000000008773054333
Q117521,Q105866,P62,6000000008773066208
Q114918,Q103254,P62,6000000008773122236
Q105226,Q93560,P62,6000000008776835676
Q103696,Q92020,P62,6000000008778929625
Q104040,Q92366,P62,6000000008779038917
Q104038,Q92364,P62,6000000008779139414
Q105458,Q93792,P62,6000000008784827531
Q105442,Q93776,P62,6000000008784988821
Q105452,Q93786,P62,6000000008785311429
Q105434,Q93768,P62,6000000008785368331
Q109849,Q98189,P62,6000000008786188729
Q105322,Q93656,P62,6000000008788074765
Q116994,Q105341,P62,6000000008799357531
Q116328,Q104674,P62,6000000008799825540
Q104078,Q92404,P62,6000000008821061697
Q103962,Q92288,P62,6000000008821892527
Q103716,Q92040,P62,6000000008822771075
Q104916,Q93251,P62,6000000008843356041
Q117749,Q106095,P62,6000000008881594183
Q115469,Q103810,P62,6000000008881968821
Q112225,Q100563,P62,6000000008943713155
Q112223,Q100561,P62,6000000008943763488
Q115575,Q103916,P62,6000000008943787235
Q109635,Q97975,P62,6000000008963759914
Q117028,Q105375,P62,6000000008971744029
Q118005,Q106351,P62,6000000008972004386
Q117398,Q105744,P62,6000000008979180174
Q115534,Q103874,P62,6000000008979310636
Q107482,Q95822,P62,6000000008995832820
Q105775,Q94108,P62,6000000008995837686
Q110041,Q98382,P62,6000000008995889435
Q110567,Q98906,P62,6000000008996043344
Q115919,Q104262,P62,6000000009055735909
Q116738,Q105085,P62,6000000009056953679
Q116734,Q105081,P62,6000000009056987575
Q114740,Q103077,P62,6000000009056997918
Q116732,Q105079,P62,6000000009057020981
Q110565,Q98904,P62,6000000009057273029
Q108051,Q96391,P62,6000000009057329076
Q108717,Q97059,P62,6000000009057361095
Q109408,Q97750,P62,6000000009057750328
Q110039,Q98380,P62,6000000009057773216
Q105046,Q93381,P62,6000000009085591304
Q104094,Q92420,P62,6000000009112057030
Q104673,Q93006,P62,6000000009112460332
Q103726,Q92050,P62,6000000009112504301
Q104092,Q92418,P62,6000000009112518213
Q104663,Q92996,P62,6000000009113021746
Q106253,Q94591,P62,6000000009113693814
Q108925,Q97266,P62,6000000009114967288
Q105814,Q94147,P62,6000000009115140731
Q116348,Q104694,P62,6000000009134899473
Q116346,Q104692,P62,6000000009134971522
Q114484,Q102819,P62,6000000009135080571
Q114482,Q102817,P62,6000000009135082354
Q104508,Q92839,P62,6000000009148350117
Q104024,Q92350,P62,6000000009150569606
Q105176,Q93510,P62,6000000009150707233
Q103253,Q91572,P62,6000000009196541883
Q103684,Q92008,P62,6000000009196591720
Q101210,Q89530,P62,6000000009196613693
Q103700,Q92024,P62,6000000009236453821
Q104048,Q92374,P62,6000000009236474171
Q101440,Q89761,P62,6000000009236942462
Q112561,Q100900,P62,6000000009238197363
Q104138,Q92464,P62,6000000009246254934
Q112117,Q100455,P62,6000000009275517466
Q115925,Q104268,P62,6000000009280768237
Q109747,Q98087,P62,6000000009290929045
Q107747,Q96086,P62,6000000009290940182
Q106713,Q95051,P62,6000000009291398149
Q110301,Q98641,P62,6000000009291785557
Q109086,Q97428,P62,6000000009292632327
Q110913,Q99252,P62,6000000009292691363
Q107239,Q95579,P62,6000000009292691501
Q108399,Q96741,P62,6000000009293008230
Q116550,Q104897,P62,6000000009297486113
Q114607,Q102943,P62,6000000009297506092
Q116548,Q104895,P62,6000000009297625996
Q114609,Q102945,P62,6000000009297892503
Q103841,Q92166,P62,6000000009300271095
Q104245,Q92573,P62,6000000009300385178
Q114769,Q103105,P62,6000000009305082700
Q114468,Q102803,P62,6000000009305082755
Q116698,Q105045,P62,6000000009305102054
Q116696,Q105043,P62,6000000009305166215
Q114725,Q103061,P62,6000000009305166243
Q103843,Q92168,P62,6000000009327823160
Q104808,Q93142,P62,6000000009327865937
Q104247,Q92575,P62,6000000009327998977
Q104806,Q93140,P62,6000000009328040001
Q104810,Q93144,P62,6000000009328142685
Q103845,Q92170,P62,6000000009336269876
Q103568,Q91891,P62,6000000009336630235
Q111710,Q100048,P62,6000000009374380610
Q104130,Q92456,P62,6000000009376734169
Q103757,Q92082,P62,6000000009377225413
Q107167,Q95507,P62,6000000009387649996
Q107683,Q96022,P62,6000000009387753512
Q110755,Q99094,P62,6000000009387812490
Q117601,Q105947,P62,6000000009432254322
Q114681,Q103017,P62,6000000009438313077
Q105184,Q93518,P62,6000000009525415567
Q104520,Q92851,P62,6000000009525609234
Q109400,Q97742,P62,6000000009542565878
Q108709,Q97051,P62,6000000009542630662
Q108045,Q96385,P62,6000000009542657867
Q110031,Q98372,P62,6000000009542865266
Q110557,Q98896,P62,6000000009542881245
Q116057,Q104401,P62,6000000009580023719
Q105044,Q93379,P62,6000000009589046181
Q105911,Q94247,P62,6000000009610022045
Q105903,Q94239,P62,6000000009610045920
Q116466,Q104813,P62,6000000009684599380
Q103911,Q92236,P62,6000000009708211755
Q102758,Q91078,P62,6000000009708220049
Q102576,Q90896,P62,6000000009708369560
Q102616,Q90936,P62,6000000009708502383
Q105320,Q93654,P62,6000000009739554259
Q116254,Q104600,P62,6000000009783372221
Q104665,Q92998,P62,6000000009825720471
Q104942,Q93277,P62,6000000009836383667
Q103724,Q92048,P62,6000000009857169858
Q104653,Q92986,P62,6000000009857390599
Q111780,Q100118,P62,6000000009860206722
Q117070,Q105417,P62,6000000009861098073
Q105486,Q93820,P62,6000000009865730670
Q110981,Q99320,P62,6000000009871108567
Q105488,Q93822,P62,6000000009877484043
Q104412,Q92742,P62,6000000009877847071
Q105094,Q93429,P62,6000000009879631286
Q116432,Q104779,P62,6000000009888659116
Q115905,Q104248,P62,6000000009889183950
Q114785,Q103121,P62,6000000009905270152
Q112820,Q101159,P62,6000000009905432691
Q116762,Q105109,P62,6000000009905682553
Q105533,Q93866,P62,6000000009928795342
Q105535,Q93868,P62,6000000009928839211
Q114366,Q102701,P62,6000000009958478755
Q106147,Q94485,P62,6000000009964437836
Q110485,Q98824,P62,6000000009964458079
Q111484,Q99821,P62,6000000009975935730
Q111914,Q100252,P62,6000000009979618243
Q117072,Q105419,P62,6000000010011073025
Q105220,Q93554,P62,6000000010022093650
Q104633,Q92966,P62,6000000010110336261
Q116472,Q104819,P62,6000000010124505553
Q110151,Q98491,P62,6000000010140997727
Q109550,Q97891,P62,6000000010141044999
Q108847,Q97189,P62,6000000010141274751
Q107583,Q95922,P62,6000000010141290502
Q108180,Q96520,P62,6000000010141310578
Q110679,Q99018,P62,6000000010141329341
Q117448,Q105793,P62,6000000010145156129
Q116902,Q105249,P62,6000000010145159383
Q114980,Q103317,P62,6000000010145164785
Q107915,Q96254,P62,6000000010145403642
Q107917,Q96256,P62,6000000010145538098
Q116061,Q104405,P62,6000000010200510536
Q102854,Q91174,P62,6000000010258062346
Q102900,Q91220,P62,6000000010258093420
Q103909,Q92234,P62,6000000010258173414
Q117801,Q106146,P62,6000000010266948655
Q116386,Q104733,P62,6000000010267554450
Q117378,Q105724,P62,6000000010310631548
Q116750,Q105097,P62,6000000010375358797
Q107121,Q95460,P62,6000000010454472990
Q107943,Q96282,P62,6000000010459261862
Q108603,Q96944,P62,6000000010459534043
Q112027,Q100364,P62,6000000010492313608
