property,qid,value,occurrences
P61,Q136461,Q1171928,3
P61,Q136462,Q434217,3
P61,Q136463,Q328763,3
P61,Q136464,Q531941,3
P61,Q136465,Q25668650,3
P61,Q136466,Q25668658,3
P61,Q136467,Q115805697,3
P61,Q136468,Q2512375,3
P61,Q136469,Q18699300,3
P61,Q136470,Q4532956,3
P61,Q136471,Q96074768,3
P61,Q136472,Q5381849,3
P61,Q136473,Q75451536,3
P61,Q136474,Q75451545,3
P61,Q136475,Q105105,3
P61,Q136476,Q371670,3
P61,Q136477,Q918807,3
P61,Q136478,Q110884,3
P61,Q136479,Q313395,3
P61,Q136480,Q332728,3
P61,Q136481,Q313057,3
P61,Q136482,Q109240,3
P61,Q136483,Q109248,3
P61,Q136484,Q345579,3
P61,Q136485,Q1729271,3
P61,Q136486,Q5199926,3
P61,Q136487,Q20562131,3
P61,Q136488,Q1753089,3
P61,Q136489,Q116052797,3
P61,Q136490,Q3404342,3
P61,Q136491,Q2705895,3
P61,Q136492,Q116055585,3
P61,Q136493,Q2527369,3
P61,Q136494,Q116112810,3
P61,Q136495,Q4530068,3
P61,Q136496,Q116055632,3
P61,Q136497,Q2692282,3
P61,Q136498,Q514591,3
P61,Q136499,Q3464100,3
P61,Q136500,Q17984884,3
P61,Q136501,Q20558584,3
P61,Q136502,Q1001936,3
P61,Q136503,Q46768,3
P61,Q136504,Q867859,3
P61,Q136505,Q232094,3
P61,Q136506,Q238023,3
P61,Q136507,Q486630,3
P61,Q136508,Q291738,3
P61,Q136509,Q450702,3
P61,Q136510,Q504556,3
P61,Q136511,Q1427539,3
P61,Q136512,Q45522,3
P61,Q136513,Q231063,3
P61,Q136514,Q464452,3
P61,Q136515,Q46418,3
P61,Q136516,Q3699891,3
P61,Q136517,Q3643598,3
P61,Q136518,Q3141679,3
P61,Q136519,Q116112671,3
P61,Q136520,Q116112677,3
P61,Q136521,Q2381536,3
P61,Q136522,Q53196467,3
P61,Q136523,Q16323098,3
P61,Q136524,Q3948100,3
P61,Q136525,Q2758802,3
P61,Q136526,Q20732908,3
P61,Q136527,Q112640610,3
P61,Q136528,Q116112642,3
P61,Q136529,Q116052928,3
P61,Q136530,Q116109716,3
P61,Q136531,Q116113328,3
P61,Q136532,Q558767,3
P61,Q136533,Q729736,3
P61,Q136534,Q712949,3
P61,Q136535,Q879099,3
P61,Q136536,Q739838,3
P61,Q136537,Q110622327,3
P61,Q136538,Q110622305,3
P61,Q136539,Q116052963,3
P61,Q136540,Q116146052,3
P61,Q136541,Q4454645,3
P61,Q136542,Q545175,3
P61,Q136543,Q4531356,3
P61,Q136544,Q4220848,3
P61,Q136545,Q2487289,3
P61,Q136546,Q24635388,3
P61,Q136547,Q888051,3
P61,Q136548,Q886414,3
P61,Q136549,Q470862,3
P61,Q136550,Q5623740,3
P61,Q136551,Q97159685,3
P61,Q136552,Q45217222,3
P61,Q136553,Q13128004,3
P61,Q136554,Q1183310,3
P61,Q136555,Q114774971,3
P61,Q136556,Q2295972,3
P61,Q136557,Q116055006,3
P61,Q136558,Q116109695,3
P61,Q136559,Q116054548,3
P61,Q136560,Q116147845,3
P61,Q136561,Q116147905,3
P61,Q136562,Q2258265,3
P61,Q136563,Q110582716,3
P61,Q136564,Q3835721,3
P61,Q136565,Q459606,3
P61,Q136566,Q2093405,3
P61,Q136567,Q3855161,3
P61,Q136568,Q3731162,3
P61,Q136569,Q6728331,3
P61,Q136570,Q272054,3
P61,Q136571,Q1866811,3
P61,Q136572,Q1406372,3
P61,Q136573,Q3258097,3
P61,Q136574,Q43401974,3
P61,Q136575,Q6129446,3
P61,Q136576,Q3874643,3
P61,Q136577,Q3586229,3
P61,Q136578,Q5518484,3
P61,Q136579,Q1584977,3
P61,Q136580,Q831685,3
P61,Q136581,Q1987228,3
P61,Q136582,Q1413003,3
P61,Q136583,Q1987269,3
P61,Q136584,Q3888709,3
P61,Q136585,Q4289095,3
P61,Q136586,Q20561997,3
P61,Q136587,Q20559608,3
P61,Q136588,Q122260576,3
P61,Q136589,Q110153004,3
P61,Q136590,Q128855780,3
P61,Q136591,Q56181001,3
P61,Q136592,Q116052901,3
P61,Q136593,Q116478762,3
P61,Q136594,Q116052973,3
P61,Q136595,Q116052998,3
P61,Q136596,Q116178253,3
P61,Q136597,Q61060419,3
P61,Q136598,Q110152948,3
P61,Q136599,Q110152932,3
P61,Q136600,Q110622161,3
P61,Q136601,Q56177971,3
P61,Q136602,Q116146072,3
P61,Q136603,Q97532134,3
P61,Q136604,Q116478765,3
P61,Q136605,Q116812138,3
P61,Q136606,Q110560384,3
P61,Q136607,Q97532285,3
P61,Q136608,Q110560353,3
P61,Q136609,Q110560350,3
P61,Q136610,Q110622033,3
P61,Q136611,Q110622138,3
P61,Q136612,Q110622094,3
P61,Q136613,Q110622029,3
P61,Q136614,Q110622026,3
P61,Q136615,Q110622104,3
P61,Q136616,Q127225289,3
P61,Q136617,Q99086809,3
P61,Q136618,Q99239201,3
P61,Q136619,Q116178205,3
P61,Q136620,Q116478756,3
P61,Q136621,Q116178237,3
P61,Q136622,Q116812335,3
P61,Q136623,Q112532299,3
P61,Q136624,Q422205,3
P61,Q136625,Q20577082,3
P61,Q136626,Q76204632,3
P61,Q136627,Q76273195,3
P61,Q136628,Q112532293,3
P61,Q136629,Q76300411,3
P61,Q136630,Q76299809,3
P61,Q136631,Q76300426,3
P61,Q136632,Q76300322,3
P61,Q136633,Q714874,3
P61,Q136634,Q75292043,3
P61,Q136635,Q75292020,3
P61,Q136636,Q16574141,3
P61,Q136637,Q31871,3
P61,Q136638,Q31695,3
P61,Q136639,Q19392764,3
P61,Q136640,Q29017,3
P61,Q136641,Q31709,3
P61,Q136642,Q4806856,3
P61,Q136643,Q98697964,3
P61,Q136644,Q121643089,3
P61,Q136645,Q5903799,3
P61,Q136646,Q75384586,3
P61,Q136647,Q3525824,3
P61,Q136648,Q4950137,3
P61,Q136649,Q313017,3
P61,Q136650,Q181896,3
P61,Q136651,Q459894,3
P61,Q136652,Q3138817,3
P61,Q136653,Q19949677,3
P61,Q136654,Q29351,3
P61,Q136655,Q19950422,3
P61,Q136656,Q116940269,3
P61,Q136657,Q2543933,3
P61,Q136658,Q208331,3
P61,Q136659,Q8772694,3
P61,Q136660,Q5857781,3
P61,Q136661,Q5981396,3
P61,Q136662,Q6146163,3
P61,Q136663,Q3100183,3
P61,Q136664,Q16596797,3
P61,Q136665,Q2016354,3
P61,Q136666,Q166572,3
P61,Q136667,Q10708694,3
P61,Q136668,Q5628913,3
P61,Q136669,Q110703075,3
P61,Q136670,Q936090,3
P61,Q136671,Q110703067,3
P61,Q136672,Q16539531,3
P61,Q136673,Q5891441,3
P61,Q136674,Q203647,3
P61,Q136675,Q75291923,3
P61,Q136676,Q610698,3
P61,Q136677,Q16728867,3
P61,Q136678,Q13611173,3
P61,Q136679,Q3481428,3
P61,Q13668,Q11405594,3
P61,Q136680,Q611633,3
P61,Q136681,Q16729386,3
P61,Q136682,Q11162089,3
P61,Q136683,Q16578735,3
P61,Q136684,Q16427456,3
P61,Q136685,Q135529141,3
P61,Q136686,Q773609,3
P61,Q136687,Q11705582,3
P61,Q136688,Q15709594,3
P61,Q136689,Q16421105,3
P61,Q136690,Q3773422,3
P61,Q136691,Q2519089,3
P61,Q136692,Q2312958,3
P61,Q136693,Q2156333,3
P61,Q136694,Q304688,3
P61,Q136695,Q883726,3
P61,Q136696,Q600581,3
P61,Q136697,Q234410,3
P61,Q136698,Q241165,3
P61,Q136699,Q283107,3
P61,Q136700,Q269691,3
P61,Q136701,Q43974,3
P61,Q136702,Q723791,3
P61,Q136703,Q272148,3
P61,Q136704,Q5691626,3
P61,Q136705,Q75451563,3
P61,Q136706,Q75451568,3
P61,Q136707,Q2011924,3
P61,Q136708,Q2454699,3
P61,Q136709,Q2492493,3
P61,Q136710,Q456953,3
P61,Q136711,Q393081,3
P61,Q136712,Q3606512,3
P61,Q136713,Q15984271,3
P61,Q136714,Q4830524,3
P61,Q136715,Q13410600,3
P61,Q136716,Q606604,3
P61,Q136717,Q15985037,3
P61,Q136718,Q11944102,3
P61,Q136719,Q15975732,3
P61,Q136720,Q1347613,3
P61,Q136721,Q421190,3
P61,Q136722,Q930518,3
P61,Q136723,Q6900291,3
P61,Q136724,Q5961731,3
P61,Q136725,Q512689,3
P61,Q136726,Q4893357,3
P61,Q136727,Q313052,3
P61,Q136728,Q11783606,3
P61,Q136729,Q461784,3
P61,Q136730,Q2349623,3
P61,Q136731,Q2064634,3
P61,Q136732,Q878437,3
P61,Q136733,Q5307778,3
P61,Q136734,Q1259636,3
P61,Q136735,Q18639401,3
P61,Q136736,Q4813408,3
P61,Q136737,Q11938849,3
P61,Q136738,Q2003480,3
P61,Q136739,Q7104122,3
P61,Q136740,Q18224605,3
P61,Q136741,Q20100534,3
P61,Q136742,Q109490629,3
P61,Q136743,Q312442,3
P61,Q136744,Q317020,3
P61,Q136745,Q632595,3
P61,Q136746,Q51673,3
P61,Q136747,Q20938,3
P61,Q136748,Q351538,3
P61,Q136749,Q350246,3
P61,Q136750,Q887967,3
P61,Q136751,Q2495012,3
P61,Q136752,Q734029,3
P61,Q136753,Q2457060,3
P61,Q136754,Q3626128,3
P61,Q136755,Q3626138,3
P61,Q136756,Q4813409,3
P61,Q136757,Q168186,3
P61,Q136758,Q132652423,3
P61,Q136759,Q65157878,3
P61,Q136760,Q121345081,3
P61,Q136761,Q121345007,3
P61,Q136762,Q9161798,3
P61,Q136763,Q515392,3
P61,Q136764,Q106963975,3
P61,Q136765,Q732413,3
P61,Q136766,Q2573783,3
P61,Q136767,Q455594,3
P61,Q136768,Q433816,3
P61,Q136769,Q25668649,3
P61,Q136770,Q25668657,3
P61,Q136771,Q115806723,3
P61,Q136772,Q115806778,3
P61,Q136773,Q115806861,3
P61,Q136774,Q115806942,3
P61,Q136775,Q115807054,3
P61,Q136776,Q2901724,3
P61,Q136777,Q11936164,3
P61,Q136778,Q272197,3
P61,Q136779,Q96074770,3
P61,Q13678,Q11564057,3
P61,Q136780,Q3567571,3
P61,Q136781,Q75451525,3
P61,Q136782,Q75451538,3
P61,Q136783,Q75451547,3
P61,Q136784,Q235392,3
P61,Q136785,Q2309988,3
P61,Q136786,Q110895,3
P61,Q136787,Q97317078,3
P61,Q136788,Q315269,3
P61,Q136789,Q1845160,3
P61,Q136790,Q2457875,3
P61,Q136791,Q115626804,3
P61,Q136792,Q735704,3
P61,Q136793,Q728177,3
P61,Q136794,Q154934,3
P61,Q136795,Q75454851,3
P61,Q136796,Q20562480,3
P61,Q136797,Q886399,3
P61,Q136798,Q116055587,3
P61,Q136799,Q116055583,3
P61,Q136800,Q7446899,3
P61,Q136801,Q1089089,3
P61,Q136802,Q19872950,3
P61,Q136803,Q116112807,3
P61,Q136804,Q3398155,3
P61,Q136805,Q4218947,3
P61,Q136806,Q116055631,3
P61,Q136807,Q129955,3
P61,Q136808,Q352995,3
P61,Q136809,Q18124532,3
P61,Q136810,Q43107,3
P61,Q136811,Q317232,3
P61,Q136812,Q108329803,3
P61,Q136813,Q45530,3
P61,Q136814,Q182070,3
P61,Q136815,Q16190110,3
P61,Q136816,Q46762,3
P61,Q136817,Q109793322,3
P61,Q136818,Q166731,3
P61,Q136819,Q731546,3
P61,Q136820,Q1115070,3
P61,Q136821,Q367598,3
P61,Q136822,Q653221,3
P61,Q136823,Q260258,3
P61,Q136824,Q352506,3
P61,Q136825,Q4957545,3
P61,Q136826,Q126107314,3
P61,Q136827,Q33941,3
P61,Q136828,Q354415,3
P61,Q136829,Q319252,3
P61,Q136830,Q63970512,3
P61,Q136831,Q114712200,3
P61,Q136832,Q114689847,3
P61,Q136833,Q110956047,3
P61,Q136834,Q273627,3
P61,Q136835,Q63533,3
P61,Q136836,Q437472,3
P61,Q136837,Q114712319,3
P61,Q136838,Q3328010,3
P61,Q136839,Q3682566,3
P61,Q136840,Q737268,3
P61,Q136841,Q4241293,3
P61,Q136842,Q19665654,3
P61,Q136843,Q20569683,3
P61,Q136844,Q7401174,3
P61,Q136845,Q6449987,3
P61,Q136846,Q3428284,3
P61,Q136847,Q3141674,3
P61,Q136848,Q116112679,3
P61,Q136849,Q16323100,3
P61,Q136850,Q331697,3
P61,Q136851,Q112640609,3
P61,Q136852,Q116112640,3
P61,Q136853,Q116052929,3
P61,Q136854,Q116052927,3
P61,Q136855,Q116109593,3
P61,Q136856,Q116113230,3
P61,Q136857,Q1270060,3
P61,Q136858,Q951677,3
P61,Q136859,Q881179,3
P61,Q136860,Q2306302,3
P61,Q136861,Q2305771,3
P61,Q136862,Q881203,3
P61,Q136863,Q881463,3
P61,Q136864,Q878693,3
P61,Q136865,Q116146055,3
P61,Q136866,Q110622304,3
P61,Q136867,Q116052962,3
P61,Q136868,Q116146051,3
P61,Q136869,Q3464537,3
P61,Q136870,Q3945687,3
P61,Q136871,Q3399340,3
P61,Q136872,Q53573757,3
P61,Q136873,Q886395,3
P61,Q136874,Q5623736,3
P61,Q136875,Q19560438,3
P61,Q136876,Q4763163,3
P61,Q136877,Q486165,3
P61,Q136878,Q886387,3
P61,Q136879,Q2557442,3
P61,Q136880,Q13406412,3
P61,Q136881,Q1271354,3
P61,Q136882,Q2278971,3
P61,Q136883,Q13127839,3
P61,Q136884,Q110585204,3
P61,Q136885,Q116109691,3
P61,Q136886,Q116054541,3
P61,Q136887,Q116147822,3
P61,Q136888,Q116147904,3
P61,Q136889,Q3677330,3
P61,Q136890,Q3680783,3
P61,Q136891,Q110582715,3
P61,Q136892,Q1462742,3
P61,Q136893,Q16711442,3
P61,Q136894,Q1511145,3
P61,Q136895,Q5319611,3
P61,Q136896,Q5362018,3
P61,Q136897,Q1585666,3
P61,Q136898,Q265973,3
P61,Q136899,Q3218591,3
P61,Q136900,Q43376180,3
P61,Q136901,Q1254862,3
P61,Q136902,Q40329915,3
P61,Q136903,Q116052779,3
P61,Q136904,Q20559023,3
P61,Q136905,Q10963012,3
P61,Q136906,Q4220784,3
P61,Q136907,Q122260575,3
P61,Q136908,Q116052952,3
P61,Q136909,Q128855777,3
P61,Q13691,Q11363141,3
P61,Q136910,Q128855798,3
P61,Q136911,Q116052939,3
P61,Q136912,Q116052945,3
P61,Q136913,Q116052900,3
P61,Q136914,Q116478761,3
P61,Q136915,Q116052975,3
P61,Q136916,Q116052910,3
P61,Q136917,Q116052999,3
P61,Q136918,Q99086817,3
P61,Q136919,Q116147095,3
P61,Q136920,Q116812199,3
P61,Q136921,Q116178252,3
P61,Q136922,Q3403488,3
P61,Q136923,Q110152920,3
P61,Q136924,Q116052972,3
P61,Q136925,Q117307093,3
P61,Q136926,Q110152950,3
P61,Q136927,Q110152871,3
P61,Q136928,Q4394788,3
P61,Q136929,Q110636694,3
P61,Q136930,Q116052891,3
P61,Q136931,Q11935381,3
P61,Q136932,Q116178194,3
P61,Q136933,Q116812203,3
P61,Q136934,Q116812368,3
P61,Q136935,Q116812411,3
P61,Q136936,Q127413861,3
P61,Q136937,Q128855674,3
P61,Q136938,Q110622155,3
P61,Q136939,Q116178240,3
P61,Q136940,Q110622243,3
P61,Q136941,Q110622237,3
P61,Q136942,Q110413744,3
P61,Q136943,Q110636629,3
P61,Q136944,Q116146071,3
P61,Q136945,Q116052802,3
P61,Q136946,Q97532125,3
P61,Q136947,Q110582548,3
P61,Q136948,Q116478759,3
P61,Q136949,Q116812137,3
P61,Q136950,Q110560389,3
P61,Q136951,Q110560205,3
P61,Q136952,Q99084968,3
P61,Q136953,Q116469756,3
P61,Q136954,Q117277455,3
P61,Q136955,Q97532276,3
P61,Q136956,Q99239214,3
P61,Q136957,Q110560357,3
P61,Q136958,Q110560366,3
P61,Q136959,Q110560373,3
P61,Q136960,Q110560349,3
P61,Q136961,Q112964834,3
P61,Q136962,Q110622032,3
P61,Q136963,Q110622139,3
P61,Q136964,Q99084481,3
P61,Q136965,Q110622101,3
P61,Q136966,Q110622086,3
P61,Q136967,Q110622030,3
P61,Q136968,Q110622031,3
P61,Q136969,Q110622025,3
P61,Q136970,Q116469772,3
P61,Q136971,Q110622103,3
P61,Q136972,Q127225288,3
P61,Q136973,Q99086799,3
P61,Q136974,Q116178236,3
P61,Q136975,Q127413856,3
P61,Q136976,Q99239200,3
P61,Q136977,Q110560271,3
P61,Q136978,Q116478755,3
P61,Q136979,Q116812143,3
P61,Q13698,Q20041018,3
P61,Q136980,Q110560222,3
P61,Q136981,Q131741094,3
P61,Q136982,Q116812334,3
P61,Q136983,Q116109688,3
P61,Q136984,Q20558822,3
P61,Q136985,Q15707351,3
P61,Q136986,Q2564740,3
P61,Q136987,Q2076198,3
P61,Q136988,Q75976208,3
P61,Q136989,Q116470832,3
P61,Q136990,Q1281127,3
P61,Q136991,Q110662989,3
P61,Q136992,Q76204630,3
P61,Q136993,Q116478907,3
P61,Q136994,Q110582806,3
P61,Q136995,Q76273196,3
P61,Q136996,Q110622211,3
P61,Q136997,Q112532269,3
P61,Q136998,Q116111573,3
P61,Q136999,Q116147123,3
P61,Q137000,Q110582386,3
P61,Q137001,Q116812464,3
P61,Q137002,Q76300403,3
P61,Q137003,Q76299810,3
P61,Q137004,Q76300325,3
P61,Q137005,Q18239110,3
P61,Q137006,Q826238,3
P61,Q137007,Q437974,3
P61,Q137008,Q5712436,3
P61,Q137009,Q2841528,3
P61,Q137010,Q719517,3
P61,Q137011,Q75292022,3
P61,Q137012,Q19950045,3
P61,Q137013,Q131341093,3
P61,Q137014,Q9283247,3
P61,Q137015,Q31721,3
P61,Q137016,Q29042590,3
P61,Q137017,Q2656291,3
P61,Q137018,Q318912,3
P61,Q137019,Q31706,3
P61,Q137020,Q12341816,3
P61,Q137021,Q30325673,3
P61,Q137022,Q98697971,3
P61,Q137023,Q16559506,3
P61,Q137024,Q9053166,3
P61,Q137025,Q11684521,3
P61,Q137026,Q5923300,3
P61,Q137027,Q3142702,3
P61,Q137028,Q187519,3
P61,Q137029,Q272103,3
P61,Q137030,Q193658,3
P61,Q137031,Q3494265,3
P61,Q137032,Q333359,3
P61,Q137033,Q543880,3
P61,Q137034,Q232425,3
P61,Q137035,Q130629840,3
P61,Q137036,Q242746,3
P61,Q137037,Q2981947,3
P61,Q137038,Q134128,3
P61,Q137039,Q53436,3
P61,Q137040,Q614802,3
P61,Q137041,Q19949686,3
P61,Q137042,Q19950726,3
P61,Q137043,Q5960192,3
P61,Q137044,Q11682241,3
P61,Q137045,Q3355204,3
P61,Q137046,Q310999,3
P61,Q137047,Q3121005,3
P61,Q137048,Q6161921,3
P61,Q137049,Q1618976,3
P61,Q137050,Q362163,3
P61,Q137051,Q4571352,3
P61,Q137052,Q3356544,3
P61,Q137053,Q8960628,3
P61,Q137054,Q16726140,3
P61,Q137055,Q2284422,3
P61,Q137056,Q262187,3
P61,Q137057,Q3432384,3
P61,Q137058,Q343088,3
P61,Q137059,Q316042,3
P61,Q13706,Q11483422,3
P61,Q137060,Q75291924,3
P61,Q137061,Q11973158,3
P61,Q137062,Q5729472,3
P61,Q137063,Q16728989,3
P61,Q137064,Q16652310,3
P61,Q137065,Q500833,3
P61,Q137066,Q4898536,3
P61,Q137067,Q15550853,3
P61,Q137068,Q135529140,3
P61,Q137069,Q20639052,3
P61,Q137070,Q20713330,3
P61,Q137071,Q20713310,3
P61,Q137072,Q20713317,3
P61,Q137073,Q16201846,3
P61,Q137074,Q135529251,3
P61,Q137075,Q15709591,3
P61,Q137076,Q172345,3
P61,Q137077,Q1960347,3
P61,Q137078,Q42838,3
P61,Q137079,Q1771200,3
P61,Q137080,Q451114,3
P61,Q137081,Q80518,3
P61,Q137082,Q1402029,3
P61,Q137083,Q510179,3
P61,Q137084,Q5959253,3
P61,Q137085,Q348227,3
P61,Q137086,Q1567543,3
P61,Q137087,Q3127394,3
P61,Q137088,Q333319,3
P61,Q137089,Q231827,3
P61,Q137090,Q169547,3
P61,Q137091,Q150735,3
P61,Q137092,Q152463,3
P61,Q137093,Q71231,3
P61,Q137094,Q333356,3
P61,Q137095,Q1340512,3
P61,Q137096,Q822663,3
P61,Q137097,Q3936025,3
P61,Q137098,Q3524601,3
P61,Q137099,Q3046904,3
P61,Q137100,Q2898859,3
P61,Q137101,Q23015567,3
P61,Q137102,Q1058209,3
P61,Q137103,Q1400410,3
P61,Q137104,Q16934477,3
P61,Q137105,Q75451567,3
P61,Q137106,Q2419470,3
P61,Q137107,Q664568,3
P61,Q137108,Q20560509,3
P61,Q137109,Q889042,3
P61,Q137110,Q299479,3
P61,Q137111,Q771518,3
P61,Q137112,Q3136171,3
P61,Q137113,Q17897906,3
P61,Q137114,Q207634,3
P61,Q137115,Q10295838,3
P61,Q137116,Q970958,3
P61,Q137117,Q270287,3
P61,Q137118,Q80398,3
P61,Q137119,Q1372571,3
P61,Q13712,Q20038733,3
P61,Q137120,Q10261582,3
P61,Q137121,Q21093591,3
P61,Q137122,Q1119292,3
P61,Q137123,Q521565,3
P61,Q137124,Q459354,3
P61,Q137125,Q173795,3
P61,Q137126,Q273612,3
P61,Q137127,Q2352675,3
P61,Q137128,Q4796329,3
P61,Q137129,Q201303,3
P61,Q137130,Q363394,3
P61,Q137131,Q3528340,3
P61,Q137132,Q18639399,3
P61,Q137133,Q16188102,3
P61,Q137134,Q9203376,3
P61,Q137135,Q662209,3
P61,Q137136,Q662267,3
P61,Q137137,Q469714,3
P61,Q137138,Q6707324,3
P61,Q137139,Q16931515,3
P61,Q137140,Q320090,3
P61,Q137141,Q345053,3
P61,Q137142,Q320029,3
P61,Q137143,Q105424944,3
P61,Q137144,Q632585,3
P61,Q137145,Q357585,3
P61,Q137146,Q6485329,3
P61,Q137147,Q3618991,3
P61,Q137148,Q507578,3
P61,Q137149,Q318803,3
P61,Q137150,Q11923347,3
P61,Q137151,Q598225,3
P61,Q137152,Q233077,3
P61,Q137153,Q229483,3
P61,Q137154,Q458397,3
P61,Q137155,Q576388,3
P61,Q137156,Q460160,3
P61,Q137157,Q233704,3
P61,Q137158,Q1048,3
P61,Q137159,Q235087,3
P61,Q137160,Q939773,3
P61,Q137161,Q2502297,3
P61,Q137162,Q380371,3
P61,Q137163,Q4813407,3
P61,Q137164,Q6487856,3
P61,Q137165,Q5805745,3
P61,Q137166,Q200922,3
P61,Q137167,Q3623185,3
P61,Q137168,Q313933,3
P61,Q137169,Q358097,3
P61,Q137170,Q312430,3
P61,Q137171,Q706206,3
P61,Q137172,Q13426498,3
P61,Q137173,Q2258574,3
P61,Q137174,Q5222939,3
P61,Q137175,Q963816,3
P61,Q137176,Q318445,3
P61,Q137177,Q28405515,3
P61,Q137178,Q131840721,3
P61,Q137179,Q428645,3
P61,Q137180,Q888600,3
P61,Q137181,Q1175568,3
P61,Q137182,Q25668648,3
P61,Q137183,Q25668659,3
P61,Q137184,Q115807184,3
P61,Q137185,Q115807230,3
P61,Q137186,Q115807389,3
P61,Q137187,Q740779,3
P61,Q137188,Q2462642,3
P61,Q137189,Q114865583,3
P61,Q137190,Q11927082,3
P61,Q137191,Q465506,3
P61,Q137192,Q5504765,3
P61,Q137193,Q96074771,3
P61,Q137194,Q889974,3
P61,Q137195,Q729480,3
P61,Q137196,Q880235,3
P61,Q137197,Q3049131,3
P61,Q137198,Q879978,3
P61,Q137199,Q312601,3
P61,Q137200,Q195443,3
P61,Q137201,Q313079,3
P61,Q137202,Q318237,3
P61,Q137203,Q4063418,3
P61,Q137204,Q272326,3
P61,Q137205,Q75386319,3
P61,Q137206,Q1272157,3
P61,Q137207,Q76121903,3
P61,Q137208,Q1563850,3
P61,Q137209,Q75617723,3
P61,Q137210,Q818588,3
P61,Q137211,Q75454854,3
P61,Q137212,Q75454857,3
P61,Q137213,Q75454868,3
P61,Q137214,Q20563248,3
P61,Q137215,Q2705883,3
P61,Q137216,Q2588211,3
P61,Q137217,Q116055588,3
P61,Q137218,Q116055582,3
P61,Q137219,Q122361645,3
P61,Q137220,Q20559551,3
P61,Q137221,Q116112805,3
P61,Q137222,Q983627,3
P61,Q137223,Q116055630,3
P61,Q137224,Q3274749,3
P61,Q137225,Q195980,3
P61,Q137226,Q106406089,3
P61,Q137227,Q164210,3
P61,Q137228,Q535053,3
P61,Q137229,Q234562,3
P61,Q137230,Q172168,3
P61,Q137231,Q107680478,3
P61,Q137232,Q607934,3
P61,Q137233,Q45535,3
P61,Q137234,Q443147,3
P61,Q137235,Q185844,3
P61,Q137236,Q114690128,3
P61,Q137237,Q716684,3
P61,Q137238,Q657687,3
P61,Q137239,Q718779,3
P61,Q13724,Q11451523,3
P61,Q137240,Q1229801,3
P61,Q137241,Q1541651,3
P61,Q137242,Q666885,3
P61,Q137243,Q47036883,3
P61,Q137244,Q29603990,3
P61,Q137245,Q254471,3
P61,Q137246,Q3854359,3
P61,Q137247,Q12292735,3
P61,Q137248,Q114689945,3
P61,Q137249,Q715508,3
P61,Q13725,Q11451548,3
P61,Q137250,Q316284,3
P61,Q137251,Q189108,3
P61,Q137252,Q3862855,3
P61,Q137253,Q3404543,3
P61,Q137254,Q954012,3
P61,Q137255,Q25397580,3
P61,Q137256,Q116112714,3
P61,Q137257,Q20558281,3
P61,Q137258,Q122733442,3
P61,Q137259,Q112640608,3
P61,Q13726,Q88233768,3
P61,Q137260,Q116112638,3
P61,Q137261,Q116052930,3
P61,Q137262,Q116052926,3
P61,Q137263,Q108180089,3
P61,Q137264,Q116113227,3
P61,Q137265,Q117846333,3
P61,Q137266,Q124655862,3
P61,Q137267,Q881482,3
P61,Q137268,Q110622303,3
P61,Q137269,Q116052961,3
P61,Q137270,Q116146050,3
P61,Q137271,Q13128270,3
P61,Q137272,Q116110945,3
P61,Q137273,Q101246520,3
P61,Q137274,Q116113098,3
P61,Q137275,Q2670643,3
P61,Q137276,Q20561826,3
P61,Q137277,Q110153007,3
P61,Q137278,Q2707095,3
P61,Q137279,Q2343906,3
P61,Q137280,Q116146049,3
P61,Q137281,Q116052983,3
P61,Q137282,Q85853375,3
P61,Q137283,Q3122589,3
P61,Q137284,Q2606192,3
P61,Q137285,Q110583474,3
P61,Q137286,Q116054542,3
P61,Q137287,Q116054540,3
P61,Q137288,Q116147797,3
P61,Q137289,Q116147788,3
P61,Q137290,Q1089042,3
P61,Q137291,Q2519763,3
P61,Q137292,Q4416150,3
P61,Q137293,Q110582675,3
P61,Q137294,Q572381,3
P61,Q137295,Q112532090,3
P61,Q137296,Q3854230,3
P61,Q137297,Q1272509,3
P61,Q137298,Q116052782,3
P61,Q137299,Q116156561,3
P61,Q137300,Q5250464,3
P61,Q137301,Q4302367,3
P61,Q137302,Q122260574,3
P61,Q137303,Q116052953,3
P61,Q137304,Q128855774,3
P61,Q137305,Q128855671,3
P61,Q137306,Q116052940,3
P61,Q137307,Q32735,3
P61,Q137308,Q110152921,3
P61,Q137309,Q116052718,3
P61,Q137310,Q116478760,3
P61,Q137311,Q116052969,3
P61,Q137312,Q116052909,3
P61,Q137313,Q116052894,3
P61,Q137314,Q116812389,3
P61,Q137315,Q1087998,3
P61,Q137316,Q116147084,3
P61,Q137317,Q116812198,3
P61,Q137318,Q116178249,3
P61,Q137319,Q3049458,3
P61,Q137320,Q110153008,3
P61,Q137321,Q110153009,3
P61,Q137322,Q117307092,3
P61,Q137323,Q3399280,3
P61,Q137324,Q110152869,3
P61,Q137325,Q116146047,3
P61,Q137326,Q116054880,3
P61,Q137327,Q110413740,3
P61,Q137328,Q110383094,3
P61,Q137329,Q116812401,3
P61,Q137330,Q6787522,3
P61,Q137331,Q75561239,3
P61,Q137332,Q110585554,3
P61,Q137333,Q110636691,3
P61,Q137334,Q110636952,3
P61,Q137335,Q3404186,3
P61,Q137336,Q116178193,3
P61,Q137337,Q116178212,3
P61,Q137338,Q116178227,3
P61,Q137339,Q128855701,3
P61,Q137340,Q116812202,3
