QID,Wikidata_QID,Geni_IDs,Label,Description,Properties
Q108710,Q5909420,,Mardanshah,,10
Q108711,,,Mola Yahya II  .,,7
Q108712,Q315873,,Kavadh II,,12
Q108713,,,Salam  Al Idrees,,7
Q108714,Q271282,,Azarmidokht,,10
Q108715,,,Souleiman,,6
Q108716,Q271300,,Boran,,13
Q108717,,,Issa,,6
Q108718,Q3067016,,Farrukhzad Khosrau V,,10
Q108719,,,Ahmad,,6
Q10872,,,Gion-nyōgo,,1
Q108720,Q11176633,,Javanshir,,10
Q108721,,,Muhammad an-Natiq  Al-Hashimi,,7
Q108722,Q12214923,,Zaynab al-Husayniyya,,8
Q108723,,,alHussein,,6
Q108724,Q12228924,,Ahmad Ibn 'Îsâ Ibn Zayd,,10
Q108725,,,Ibrahim,,6
Q108726,Q6402167,,Muhammad al-Mahruq,,7
Q108727,,,Idrees,,6
Q108728,Q124043486,,Rayta daughter of Obaidullah Al Harithi,,9
Q108729,,,?  Abu alAshair,,7
Q10873,,,sister of Gion-nyōgo,,1
Q108730,Q16122378,,Umm Salamah al-Makhzumiyah,,9
Q108731,,,Ismail  son of KASSIM,,7
Q108732,Q124043767,,Muhammad son of Abu Al-Abbas Al-Saffah,,9
Q108733,,,Ismaeel,,6
Q108734,Q112112010,,Rayta daughter of al-Saffah,,10
Q108735,,,Ali,,6
Q108736,Q45108841,,Arwa daughter of Mansur al-Himyari,,11
Q108737,,,Mohammed,,6
Q108738,Q112122208,,Fatimah daughter of Muhammad al-Taymi,,10
Q108739,,,alHassan,,6
Q10874,Q900258,,Fujiwara no Tamako,Empress consort of Emperor Toba of Japan,11
Q108740,Q54875079,,Hamada daughter of Issa,,9
Q108741,,,alHussein,,6
Q108742,Q293482,,Al-Mahdi,,13
Q108743,,,Abdullah,,6
Q108744,Q111461812,,Sulayman ibn Abi Ja'far,,8
Q108745,,,Ali,,6
Q108746,Q118259093,,Aliyah daughter of al-Mansur,,8
Q108747,,,Ahmed,,6
Q108748,Q124435854,,Salih al-Miskin,,8
Q108749,,,Mohammed,,6
Q10875,,,Rō no Onkata,,1
Q108750,Q118192599,,Ja'far ibn Abdallah al-Mansur,,13
Q108751,,,Ali,,6
Q108752,Q124435841,,Ja'far al-Ashgar,,8
Q108753,,,Al-Qasem,,6
Q108754,Q124496236,,Abd al-Wahhab ibn Ibrahim,,8
Q108755,,,Ahmed,,6
Q108756,Q124214938,,Muhammad ibn Ibrahim,,10
Q108757,,,Qasim  Hasany,,7
Q108758,Q305965,,Abbasa,,11
Q108759,,,Kasim  Gazi,,7
Q10876,,,Kakugyō-hosshinnō,,1
Q108760,Q85739398,,Abdallah al-Zaynabi,,10
Q108761,,,Ali,,6
Q108762,Q4115160,,Said ibn al-Musayyib,,10
Q108763,,,Yahya al-Zahid Al-Hasani,,7
Q108764,Q12234967,,Ka'b ibn Lu'ayy,,10
Q108765,,,Wife of Sharif Abdullah,,6
Q108766,Q11950981,,Taym ibn Murrah,,9
Q108767,Q61310641,,Husayn,,8
Q108768,Q126889289,,Yaqaza ibn Murrah,,9
Q108769,Q61310603,,Ali ibn Abd Allah,,8
Q10877,,,Kakuhō-hosshinnō,,1
Q108770,Q124744455,,Bashir ibn Sa'ad,,10
Q108771,,,Abu Ja’far Muhammad son of Abdullh al-Akbar,,6
Q108772,Q128416,,Ibrahim ibn al-Walid,,9
Q108773,,,Idris  Al-Hasani,,7
Q108774,Q4702144,,Al-Abbas ibn al-Walid,,10
Q108775,,,No Name  Zauja-e-Abdullah al-Qasem son of Dawood as-,,7
Q108776,Q128413,,Yazid III,,10
Q108777,,,Abdulrahman son of Abdullah al-Qasem as-Salmani,,6
Q108778,Q116974652,,Masrur ibn al-Walid,,8
Q108779,,,Ismail son of  Yusuf,,7
Q108780,Q11909481,,Bishr ibn al-Walid,,8
Q108781,,,NN Mrs. Yahya Al-Hadi ila'l-Haqq,,6
Q108782,Q30082534,,Umar ibn al-Walid,,9
Q108783,,,Muhammad al-Murtada bin  Yahya Al-Hadi ila'l-Haqq,,9
Q108784,Q12216122,,Sa'id ibn Hisham,,9
Q108785,,,Fatima,,6
Q108786,Q22688777,,Abd al-Wahid ibn Sulayman,,8
Q108787,,,Ahmad son of  .,,8
Q108788,Q115059596,,Ayub son of Suleiman,,10
Q108789,,,Sa'id  Al-Hashimi,,7
Q10879,,,Junshi-naishinnō,,1
Q108790,Q126889666,,Sa'd ibn Taym,,9
Q108791,,,Almansour (Almuhaddith),,6
Q108792,Q124746302,,Zurārah ibn ʻudus,,9
Q108793,,,Syed  Aqeel,,7
Q108794,Q5899961,,Ummul Banīn Najmah,,9
Q108795,,,Syed Husammuddin,,6
Q108796,Q25105,,Ali al-Ridha,,13
Q108797,,,Imam Shah Sayyid Abdul Rahamani  Al Ridha,,7
Q108798,Q6447904,,Zayd ibn Musa al-Kadhim,,8
Q108799,,,Hudayth,,6
Q1088,,,Pholidota,,8
Q10880,,,Shōe-hosshinnō,,1
Q108800,Q108854686,,Fazl ibn Musa ibn Ja'far,,8
Q108801,,,Ja’far al-Kadhab,,8
Q108802,Q5961712,,Ahmad ibn Musa,,8
Q108803,,,Imam Hasan al-Askari,,8
Q108804,Q5948937,,Muhammad ibn Musa ibn Ja'far,,8
Q108805,,,Muhammad al-Dujayl,,6
Q108806,Q20420108,,Qasim ibn Musa,,8
Q108807,,,Al-Husayn son of Ali al-Hadi,,7
Q108808,Q27627976,,Ibrahim ibn Musa al-Kazim,,9
Q108809,,,Aliyya daughter of Ali al-Hadi,,6
Q10881,,,Gyōkei,,1
Q108810,Q125497819,,Abdullah ibn Musa,,8
Q108811,,,Ahmad Abu al-Mukarim,,6
Q108812,Q5936361,,Husayn ibn Musa,,9
Q108813,,,Syed Abdullah,,6
Q108814,Q109547463,,Ismail ibn Musa,,8
Q108815,,,Syed Mohammad,,6
Q108816,Q22687561,,Hakima daughter of Musa,,8
Q108817,,,Syed Muhammad Akbar,,6
Q108818,Q445398,,Fātima daughter of Mūsā,,11
Q108819,,,Ishaq,,6
Q10882,Q281833,,Taira no Kiyomori,Japanese samurai (1118-1181),11
Q108820,Q12177591,,Amina daughter of Musa,,8
Q108821,,,Syed Najm ud Din,,6
Q108822,Q97190428,,Abbas ibn Musa,,10
Q108823,,,Muhammad,,6
Q108824,Q128246104,,Yahya ibn Musa,,10
Q108825,,,Muhammad Husain  al-Syitti,,7
Q108826,Q134386786,,Jafar al-Khawari,,8
Q108827,,,Ahmad,,6
Q108828,Q2702256,,Muhammad ibn Ismail,,11
Q108829,,,Abu Ali al-Hasan,,6
Q10883,Q349287,,Emperor Sutoku,Emperor of Japan,12
Q108830,Q25302788,,Ali ibn Ismail,,10
Q108831,,,Muhammad Al-Husayni,,7
Q108832,Q69784721,,Muḥammad An-Naqib,,9
Q108833,,,Syed Aalim  Alam,,7
Q108834,Q18689546,,Hamīdah al-Barbariyyah,,9
Q108835,,,syed muhammad Alam,,6
Q108836,Q12223504,,Abd Allah ibn Suhayl,,10
Q108837,,,Syed Abdullah Thani,,6
Q108838,Q22304984,,Abū Jandal,,8
Q108839,,,Syed Kamal  Shah,,7
Q10884,,,Yuan Ren Zi,,1
Q108840,Q124773808,,Hashim ibn Sa'id,,9
Q108841,,,syed saifullah,,6
Q108842,Q27961876,,Abu Ubayda ibn Uqba,,9
Q108843,,,Seid Mohammad b. Ahmad Arabi (12),,6
Q108844,Q125494012,,Sa'id ibn Sa'id ibn al-As,,8
Q108845,,,Hadi  son of Jaafer,,7
Q108846,Q125494011,,Abd Allah ibn Sa'id ibn al-As,,8
Q108847,,,Mosa  Al- Mosawi,,7
Q108848,Q125494004,,Ubayda ibn Sa'id ibn al-As,,8
Q108849,,,Musa al-Najl,,6
Q10885,,,Fujiwara no Muneko (daughter of Fujiwara no Takamune),,1
Q108850,Q124746811,,Al-As ibn Abi Uhayha,,10
Q108851,,,Ishaq Al-Husayni,,6
Q108852,Q22689017,,Fatima daughter of Safwan,,8
Q108853,,,Muhammad al-Barqawi Al-Husayni,,6
Q108854,Q29000,,Abd ar-Rahman I,,11
Q108855,,,Husayn al-Khazfah Al-Husayni,,6
Q108856,Q111599046,,Aban ibn Mu'awiya ibn Hisham,,9
Q108857,,,al-Muhsin al-Jarhi Al-Husayni,,6
Q108858,Q125493136,,Al-Hakam ibn al-Walid ibn Yazid,,8
Q108859,,,al-Husayn al-Rida Al-Husayni,,6
Q10886,,,Teng Yuan Shi Jing Noniang,,1
Q108860,Q2410824,,Ubay ibn Khalaf,,9
Q108861,,,طاهر أبو الطيب,,6
Q108862,Q20382864,,Sa'id ibn Qays al-Hamdani,,8
Q108863,,,Fatima Al-Husayni,,6
Q108864,Q2737233,,Muhammad ibn Idris,,10
Q108865,,,al-Hasan Al-Dinawari,,6
Q108866,Q2876415,,Aïssa Ben Idriss,,9
Q108867,,,al-Husayn Al-Dinawari,,6
Q108868,Q3207222,,al-Qāsim ibn Ibrāhīm al-Rassī,,10
Q108869,,,Ali al-Ahwal Al-Husayni,,6
Q10887,,,Saiun-hosshinnō,,1
Q108870,Q20100738,,Ibn Tabataba,,9
Q108871,,,al-Husayn Al-Husayni,,6
Q108872,Q127603274,,Ali ibn Abd al-Rahman,,9
Q108873,,,Ishaq Al-Husayni,,6
Q108874,Q315902,,Hormizd IV,,11
Q108875,,,Isa  Al-Husayni,,7
Q108876,Q6760972,,Maria,,12
Q108877,,,Fatima  Al-Husayni,,7
Q108878,Q5950714,,Gordiya,,11
Q108879,,,Muhammad  Al-Husayni,,7
Q108880,Q313629,,Ardashir III,,10
Q108881,,,Ali Al-Husayni,,6
Q108882,Q347447,,Shahrbaraz,,11
Q108883,,,Zayd  Al-Husayni,,7
Q108884,Q60532142,,Nika Perska,,11
Q108885,,,Musa  Al-Husayni,,7
Q108886,Q730453,,Hormizd VI,,9
Q108887,,,Jaafar,,6
Q108888,Q16201649,,Mihran Bahram-i Chubin,,11
Q108889,,,Mohammed,,6
Q108890,Q86753286,,Ubaydallah ibn al-Mahdi,,10
Q108891,,,alHassan  .,,7
Q108892,Q125494065,,Isa ibn Ali al-Abbasi,,8
Q108893,,,Mousa  .,,7
Q108894,Q642283,,Al-Khayzuran,,11
Q108895,,,alHussein  .,,7
Q108896,Q293490,,Al-Hadi,,13
Q108897,,,Abdullah  .,,7
Q108898,Q131002,,Harun al-Rashid,,13
Q108899,,,alHussein  .,,7
Q1089,,,Artiofabula,,9
Q10890,Q110753017,,Fujiwara no Izuna,,7
Q108900,Q4663558,,Ulaia binte Almadi,,10
Q108901,,,Mohammed  .,,7
Q108902,Q13369891,,Banuqa,,8
Q108903,,,Muhammad  Al-Husayni,,7
Q108904,Q1959106,,Ibrahim ibn al-Mahdi,,11
Q108905,,,Al-Husayni  Al-Husayni,,7
Q108906,Q106695020,,Salsal daughter of Ata,,9
Q108907,,,Isteri.9,,6
Q108908,Q125493777,,Isa ibn Ja'far al-Akbar,,8
Q108909,,,Sayyidina Tahir son of Sayyidina Abil Atho Abdullah,,6
Q10891,,,Teng Yuan Gong Lai  (xian Yuan Liu ),,1
Q108910,Q127875064,,Sulayman ibn Ja'far al-Akbar,,8
Q108911,,,Mohammud Khuwarzmi awal  Syed,,7
Q108912,Q127875201,,Ubayd Allah ibn Ja'far al-Akbar,,8
Q108913,,,Umm Yahya,,6
Q108914,Q2388506,,Zubaidah daughter of Ja`far,,13
Q108915,,,Ali  Al-Husayni,,7
Q108916,Q112229732,,Lubabah bint Ja'far,,9
Q108917,,,Yahya  Al-Husayni,,7
Q108918,Q2269030,,Ja'far ibn Yahya,,12
Q108919,,,Zainab daughter of  Abdullah Al-Hasan,,7
Q10892,Q11659572,,Nanba Yoritsune,,8
Q108920,Q125493897,,Sulayman ibn Abd Allah al-Zaynabi,,8
Q108921,,,Al-Husayn son of Ahmad al-Muhajir,,6
Q108922,Q12236836,,Lu'ayy ibn Ghalib,,10
Q108923,,,Ali son of Ahmad al-Muhajir,,6
Q108924,Q124773853,,Husays ibn Ka'b,,9
Q108925,,,,,5
Q108926,Q124768220,,Adi ibn Ka'b,,9
Q108927,,,Muhammad  Al-Husayni,,7
Q108928,Q11903753,,Abd-al-Màlik ibn Úmar,,10
Q108929,,,Abdullah  Al-Husayni,,7
Q10893,Q535920,,Asukai Masatsune,Japanese poet and writer,10
Q108930,Q124768210,,Udas ibn Zayd,,9
Q108931,,,Mohammed  .,,7
Q108932,Q4166500,,As'ad ibn Zurara,,9
Q108933,,,alHussein  .,,7
Q108934,Q16125560,,Hajib ibn Zurara,,9
Q108935,,,alHassan  .,,7
Q108936,Q12237384,,Laqit ibn Zurara,,10
Q108937,,,Ahmed  .,,7
Q108938,Q124773488,,Maʻbad ibn zurārah,,8
Q108939,,,Mohammed  .,,7
Q10894,,,Nan Bo Zong Chang,,1
Q108940,Q6534412,,Sabīkah Khayzurān,,9
Q108941,,,Ali  .,,7
Q108942,Q25088,,Muhammad al-Jawad,,13
Q108943,,,Sadr Eddine  .,,7
Q108944,Q109547465,,Musa al-Muhaddith,,7
Q108945,,,Mousa  .,,7
Q108946,Q4119465,,Ahmad al-Wafi,,11
Q108947,,,Mousa  .,,7
Q108948,Q69784748,,Isa An-Naqib,,9
Q108949,,,Jaafar  .,,7
Q10895,Q11061237,,Taira no Tsunemori,samurai,11
Q108950,Q134821306,,Sa'id ibn Sahm,,9
Q108951,,,Hamza  .,,7
Q108952,Q5636805,,Habib ibn Abi Ubayda al-Fihri,,11
Q108953,,,Hamza  .,,7
Q108954,Q5951105,,Sa'id ibn al-'As,,11
Q108955,,,Husayn  Al-Husayni,,7
Q108956,Q348593,,Hisham I of Córdoba,,11
Q108957,,,Mohammed  .,,7
Q108958,,,Ali ibn Muhammad,,7
Q108959,,,Ali  .,,7
Q10896,Q106472140,,Minamoto no Yoshitoshi's daughter,Minamoto no Akimichi's wife,8
Q108960,,,alHussein  .,,7
Q108961,Q681523,,Yahya ibn Muhammad,,11
Q108962,,,alHasas  .,,7
Q108963,Q16118537,,Muhammad al-Tha'ir,,10
Q108964,,,Mousa  .,,7
Q108965,Q25549976,,Dawud ibn Musa II,,7
Q108966,,,alHussein  .,,7
Q108967,Q16118493,,Muhammad al-Akbar,,8
Q108968,,,Ali  .,,7
Q108969,Q127603288,,Yahya ibn Ali,,10
Q10897,Q11088241,,Myoun,,8
Q108970,,,Mohammed  .,,7
Q108971,Q207381,,Khosrow I,,12
Q108972,,,Ali  .,,7
Q108973,Q615409,,Anosazad,,10
Q108974,,,Ahmed  .,,7
Q108975,Q181764,,Maurice,,13
Q108976,,,Mohammed  .,,7
Q108977,Q3695445,,Constantina,,13
Q108978,,,Sayid Abdullah,,6
Q108979,Q354997,,Theodosius,,12
Q10898,Q106495426,,Minamoto no Akimichi's daughter,Wife of Fujiwara no Chikataka,6
Q108980,,,N.N.  Zauja-e-Aslan al-Isbili,,7
Q108981,Q366707,,Tiberius,,11
Q108982,,,'Amr bin Aslan al-Isbili,,7
Q108983,Q97667169,,Petrus,,9
Q108984,,,Jaafar  .,,7
Q108985,Q97667244,,Paulus,,9
Q108986,,,alHussein  .,,7
Q108987,Q97667269,,Justin,,9
Q108988,,,Jaafar  .,,7
Q108989,Q97667327,,Justinian,,9
Q10899,,,Daughter of Shinano no Kami Minamoto no Arifusa (wife of Minamoto no Yoshikuni),,1
Q108990,,,Mohammed  Al Mahdi,,7
Q108991,Q97667345,,Anastasia,,9
Q108992,,,"Muhammad ibn Ubaydu’lláh, “al-Qá’im”, Fatimid Caliph of Egypt (873-946)",,6
Q108993,Q97667143,,Theoctista,,9
Q108994,,,"Imaam Abdullah ""Al-Mahdi Billah"" bin Imaam Husain ""Radi Abdullah"" 1st Fatimid Caliph",,9
Q108995,Q17989359,,Bahram Gushnasp,,9
Q108996,,,No Name  Zauja-e-al-Hussein son of Ahmad,,7
Q108997,Q311283,,Bahram Chobin,,12
Q108998,,,Ali son of al-Hussein,,6
Q108999,Q24963069,,Mardansina,,9
Q1090,,,Tylopoda (camels),,8
Q10900,,,Daughter of Minamoto no Arifusa (mother of Shinzei?),,1
Q109000,,,No Name  Zauja-e-Ismail al-Ahwal son of Ahmad,,7
Q109001,Q60841508,,Bahram Siyavashan,,10
Q109002,,,al-Hussein (Abu'l Qasim) bin Ismail,,6
Q109003,Q2351358,,Vistahm,,10
Q109004,,,Ahmad son of Ismail,,6
Q109005,Q2967762,,Shapur-i Shahrvaraz,,9
Q109006,,,Ali son of Ismail,,6
Q109007,Q16202340,,Niketas the Persian,,9
Q109008,,,Mohammed son of Ismail,,6
Q109009,Q16205226,,Siyavakhsh,,9
Q10901,,,Du Nojun,,1
Q109010,,,alHussein  .,,7
Q109011,Q112063709,,Umm Isa daughter of Musa al-Hadi,,9
Q109012,,,10,,6
Q109013,Q133797729,,Ja'far ibn al-Hadi,,9
Q109014,,,SYED GHALIB UL DIN,,6
Q109015,Q134454911,,Abd Allah ibn al-Hadi,,9
Q109016,,,Hamza son of Ali Akbar,,6
Q109017,Q118467054,,Abbasa daughter of Sulayman,,8
Q109018,,,"Sayyida Baarra ""Umm-ul-Khair""  Zauja-e-Imaam Husain ""Radi Abdullah""",,7
Q109019,Q112285888,,Umm Muhammad daughter of Salih,,8
Q10902,,,Fujiwara no Yoshitō,,1
Q109020,,,"Sayyidati No Name (1) binte Imaam Husain ""Radi Abdullah""",,6
Q109021,Q293495,,Al-Amin,,13
Q109022,,,"No Name  Zauja-e-Sayyidi Muhammad ""Saeed-ul-Khair",,7
Q109023,Q61056,,al-Maʾmun,,13
Q109024,,,No Name 1st child son of Saeed ul Khair,,6
Q109025,Q284550,,Al-Mu'tasim,,13
Q109026,,,No Name 2nd child son of Saeed ul Khair,,6
Q109027,Q12178781,,Ahmed Al-Sabti,,9
Q109028,,,No Name 3rd child son of Saeed ul Khair,,6
Q109029,Q4703080,,Al-Qasim ibn Harun al-Rashid,,10
Q10903,Q108124363,,Fujiwara no Munetada's daughter (Minamoto no Akikuni's wife),,5
Q109030,,,No Name 4th child bin Saeed ul Khair,,6
Q109031,Q124534606,,Abu ʿIsa Muhammad ibn Harun al-Rashid,,9
Q109032,,,No Name 5th child bin Saeed ul Khair,,6
Q109033,Q107285975,,Sukaynah bint Harun al-Rashid,,8
Q109034,,,No Name 6th child bin Saeed ul Khair,,6
Q109035,Q22948920,,Shāriyah,,9
Q109036,,,No Name 7th child bin Saeed ul Khair,,6
Q109037,Q2724450,,Yahya ibn Khalid,,11
Q109038,,,No Name 8th child bin Saeed ul Khair,,6
Q109039,Q106234523,,Oraib,,10
Q54571,Q1910177,,Sadnalegs,Tibetan emperor (761-815),10
Q54572,Q2466099,,James of Aragon //,,10
Q54573,,,,,1
Q54574,,,Zhu Zhu   Zhang Zhang,,9
Q54575,Q45462421,,Cheng Mou,Tang dynasty person CBDB = 193128,9
Q54576,Q2010109,,Juan de Aragón y Anjou //,,10
Q54577,,,,,1
Q54578,,,Lian Shun  Li Li,,9
Q54579,Q26209530,,Wei Ren,Sui dynasty person CBDB = 31184,8
Q5458,,,Nicolas de Isla y de Sandoval,,6
Q54580,Q3929569,,Raimondo Berengario d'Aragona //,,11
Q54581,,,,,1
Q54582,,,Li   Birth Surname,,9
Q54583,Q26209539,,Wei Hongqing,Tang dynasty person CBDB = 31185,8
Q54584,,,,,1
Q54585,Q367226,,Frederick III of Sicily //,,12
Q54586,,,Sì Dá,,7
Q54587,Q7979772,,Wei Wen,Chinese imperial chancellor,9
Q54588,,,,,1
Q54589,Q378250,,"Constance of Sicily, Queen of Cyprus //",,11
Q5459,,,Petronilla De Islas,,6
Q54590,,,Sì Bǐng,,7
Q54591,Q65804872,,Cui Shi,wife of Wei,7
Q54592,,,,,1
Q54593,Q381273,,Peter II of Sicily //,,10
Q54594,,,Sì Yú,,9
Q54595,Q45487966,,Cui Mou,"person, CBDB = 177697",9
Q54596,,,,,1
Q54597,Q1388172,,Manfred of Athens //,,10
Q54598,,,Fu Fuhe  Zi Xing,,9
Q54599,Q45420615,,Cui Congli,Tang dynasty person CBDB = 31948,8
Q546,,,Testar Testaria,,6
Q5460,,,,,1
Q54600,,,,,1
Q54601,Q2010317,,"Elisabeth of Sicily, Duchess of Bavaria //",,10
Q54602,,,Kuki-Chin–Naga,,7
Q54603,Q45581440,,Shangguan Hong,Tang dynasty person CBDB = 179439,9
Q54604,,,,,1
Q54605,Q1060357,,William II of Athens //,,10
Q54606,,,Fu Si   Zi Xing,,9
Q54607,Q45581503,,Shangguan Tingzhi,Tang dynasty person CBDB = 179441,8
Q54608,,,,,1
Q54609,Q557092,,"John, marquess of Randazzo //",,10
Q5461,,,Petrona de Arellano,,6
Q54610,,,Xie  Ju Ju   Lin,,9
Q54611,Q45581567,,Shangguan Tingzhang,Tang dynasty person CBDB = 179442,9
Q54612,,,,,1
Q54613,Q1788074,,Margaret of Sicily //,,10
Q54614,,,Ye   Lin,,8
Q54615,Q45558309,,Wang Huizhi,Tang dynasty person CBDB = 194934,9
Q54616,,,,,1
Q54617,Q878340,,Sancho of Majorca //,,10
Q54618,,,Kun   Lin,,8
Q54619,Q45499345,,Wang Tongzhi,Tang dynasty person CBDB = 146196,9
Q5462,,,Cristóbal de Arellano,,6
Q54620,,,,,1
Q54621,Q20003360,,Jaume III de Xèrica //,,8
Q54622,,,Ya Shou   Gui Gui,,9
Q54623,Q10271786,,Cui Xinggong,"person, CBDB = 154187",9
Q54624,,,,,1
Q54625,Q16626846,,Bertrand III des Baux //,,10
Q54626,,,Ruo Xiang  Huang Huang,,8
Q54627,Q9755,,Emperor Dezong of Tang,emperor of the Tang Dynasty,12
Q54628,,,,,1
Q54629,Q2124082,,"Azzo VIII d'Este, Marquis of Ferrara //",,10
Q5463,,,Juan López de Elizalde y Aberruza,,6
Q54630,,,Ruo Mo  Huang Huang,,9
Q54631,Q65805518,,Li Shi,mother of Wangxun,8
Q54632,,,,,1
Q54633,Q16674336,,Marie des Baux //,,10
Q54634,,,Ruo Si  Huang Huang,,8
Q54635,Q65805517,,Li Shi,wife of Wangxun,7
Q54636,,,,,1
Q54637,Q17453190,,Fresco d'Este //,,10
Q54638,,,Ruo Huai  Huang Huang,,8
Q54639,Q45525736,,Wang Zhi?,Tang dynasty person CBDB = 141376,11
Q5464,,,Leonor Becerra y Sánchez de Mendoza,,6
Q54640,,,,,1
Q54641,Q1001451,,Budivoj I of Krumlov //,,10
Q54642,,,Sal,,7
Q54643,Q45652300,,Wang Qi,Tang dynasty person CBDB = 154784,7
Q54644,,,,,1
Q54645,Q116948393,,Perchta of Falkenstein //,,8
Q54646,,,Ruo Han  Huang Huang,,8
Q54647,Q24834458,,Q24834458,,7
Q54648,,,,,1
Q54649,Q2586529,,Witiko II. von Krumau //,,10
Q5465,,,Juan Lopez de Lizalde,,6
Q54650,,,Qi   Zeng Ceng,,9
Q54651,Q65806874,,Li Shi,Xiangyanggongzhu,7
Q54652,,,,,1
Q54653,Q2588333,,Vok I of Krumlov //,,10
Q54654,,,Lin Gong  Huang Huang Lin Gong  38a,,9
Q54655,Q45420389,,Dou Xiaoli,Tang dynasty person CBDB = 31824,8
Q54656,,,,,1
Q54657,Q11719581,,Jan of Falkenstein //,,9
Q54658,,,La Zha   Yu Yu,,9
Q54659,Q45474627,,Dou Xiaode,Tang dynasty person CBDB = 172121,9
Q5466,,,Isabel Lopez De Elizalde,,6
Q54660,,,,,1
Q54661,Q85123987,,unknown daughter of Záviš of Falkenstein //,,9
Q54662,,,Yi Shao   Huang,,9
Q54663,Q45475015,,Dou Xiaoli,Tang dynasty person CBDB = 172127,9
Q54664,,,,,1
Q54665,Q18639857,,Stevo Vasojević //,,8
Q54666,,,Yi Yi   Zhang Zhang,,9
Q54667,Q45475331,,Dou Xiaochong,Tang dynasty person CBDB = 172132,8
Q54668,,,,,1
Q54669,Q120350,,Ivan Stephen of Bulgaria //,,10
Q5467,,,Miguel Lopez De Elizalde,,6
Q54670,,,Qian Gong  Li Li,,9
Q54671,Q45475394,,Dou Xiaozhen,Tang dynasty person CBDB = 172133,9
Q54672,,,,,1
Q54673,Q7499093,,Shishman //,,10
Q54674,,,Li   Birth Surname,,9
Q54675,Q45475844,,Dou Xiaocheng,Tang dynasty person CBDB = 172140,8
Q54676,,,,,1
Q54677,Q7901091,,Urošica //,,9
Q54678,,,Jì Shēng,,9
Q54679,Q45475907,,Dou Xiaoguo,Tang dynasty person CBDB = 172141,9
Q5468,,,Agustín López De Elizalde,,6
Q54680,,,,,1
Q54681,Q1289015,,"Stephen I, Ban of Bosnia //",,10
Q54682,,,Song Fu Zhou  Zi Xing,,9
Q54683,Q45420387,,Dou Mian,Tang dynasty person CBDB = 31822,8
Q54684,,,,,1
Q54685,Q965795,,"Stephen II, Ban of Bosnia //",,10
Q54686,,,Tibeto-Burman O2a2b1a1 (M117),,8
Q54687,Q45476350,,Dou Xuan,Tang dynasty person CBDB = 172149,8
Q54688,,,,,1
Q54689,Q2750878,,Vladislaus of Bosnia //,,10
Q5469,,,Nicolas Lopez De Elisalde,,6
Q54690,,,Ju   Zi Xing,,9
Q54691,Q45476478,,Dou Xun,Tang dynasty person CBDB=172152,8
Q54692,,,,,1
Q54693,Q16109272,,Ninoslav Kotroman //,,9
Q54694,,,Tan   Lin,,9
Q54695,Q45476605,,Dou Cui,Tang dynasty person CBDB = 172156,8
Q54696,Q17998203,,Catherine of Bosnia //,,10
Q54697,,,,,1
Q54698,,,Kai   Lin,,8
Q54699,Q45476159,,Dou Jian,Tang dynasty person CBDB = 172146,9
Q547,,,Solenogastres Solenogastres,,6
Q5470,,,Andres López de Lizardi y Becerra,,6
Q54700,Q23015724,,Costanza Morosini //,,9
Q54701,,,,,1
Q54702,,,Di   Lin,,8
Q54703,Q45505212,,Dou Han,Tang dynasty person CBDB = 140944,10
Q54704,Q2095490,,"William VI, Marquess of Montferrat //",,10
Q54705,,,,,1
Q54706,,,Jun   Lin,,8
Q54707,Q45476032,,Dou Lian,Tang dynasty person CBDB = 172144,8
Q54708,Q16536647,,Berta di Clavesana //,,10
Q54709,,,,,1
Q5471,,,Ovalentaria,,7
Q54710,,,Zhongyong of Wu,,9
Q54711,Q45476096,,Dou Gang,Tang dynasty person CBDB = 172145,8
Q54712,Q458701,,Alix of Montferrat //,,10
Q54713,,,,,1
Q54714,,,Yuan Shou   Gui Gui,,9
Q54715,Q45503665,,Zhang Qushe,Tang dynasty person CBDB = 140914,12
Q54716,Q3637285,,Beatrice of Montferrat //,,9
Q54717,,,,,1
Q54718,,,Wen  Huang Huang,,9
Q54719,Q45504492,,Zhang Quyi,Tang dynasty person CBDB = 140930,11
Q5472,,,Beatriz López de Elizalde y Becerra,,6
Q54720,,,,,1
Q54721,Q451949,,"Amadeus IV, Count of Savoy //",,10
Q54722,,,Tibeto-Burman O2a2b1a1 (M117),,8
Q54723,Q16904984,,Q16904984,,8
Q54724,,,,,1
Q54725,Q4768921,,"Anne of Burgundy, Countess of Savoy //",,8
Q54726,,,Jue Xi   Zeng Ceng,,9
Q54727,Q45496919,,Yang Mou,Tang dynasty person CBDB = 172546,9
Q54728,,,,,1
Q54729,Q2929521,,"Beatrice of Savoy, Marchioness of Saluzzo //",,11
Q5473,,,"Teresa Rodríguez Ponce , ( de Siodia Macias )",,6
Q54730,,,Yu  Huang Huang Yu  39a,,9
Q54731,Q45681440,,Wu Xinzhong,Tang dynasty person CBDB = 181467,8
Q54732,,,,,1
Q54733,Q30887770,,Aymar III of Poitiers //,,8
Q54734,,,Zhan Zhan   Yu Yu,,9
Q54735,Q45681471,,Wu Xinzhong,Tang dynasty person CBDB = 181468,7
Q54736,,,,,1
Q54737,Q62647,,"Albert I, Duke of Brunswick-Lüneburg //",,10
Q54738,,,Yuan   Huang,,9
