tangle_size	tangle_head	parent	parent_label	child	child_label	wd_verdict	flag	action	detail
11	Q136957	Q136957	Meurig ab Ynyr Gwent	Q137384	Ynyr, lord of Gwent	confirmed		REVIEW	Wikidata agrees Meurig ab Ynyr Gwent is a parent of Ynyr, lord of Gwent
11	Q136957	Q136958	Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam	Q137384	Ynyr, lord of Gwent	confirmed		REVIEW	Wikidata agrees Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam is a parent of Ynyr, lord of Gwent
11	Q136957	Q136996	Iorwerth Hir ap Llywarch Gam of Maelor	Q137385	Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick	confirmed		REVIEW	Wikidata agrees Iorwerth Hir ap Llywarch Gam of Maelor is a parent of Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick
11	Q136957	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	Q137449	Lleuki|Nest ferch Gwerstan ap Gwaithfoed	confirmed		REVIEW	Wikidata agrees Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys is a parent of Lleuki|Nest ferch Gwerstan ap Gwaithfoed
11	Q136957	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	Q137900	Cynfyn ap Gwerstan	confirmed		REVIEW	Wikidata agrees Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys is a parent of Cynfyn ap Gwerstan
11	Q136957	Q137383	Nest ferch Gwrgan ab Ithel ab Idwallon	Q136957	Meurig ab Ynyr Gwent	confirmed		REVIEW	Wikidata agrees Nest ferch Gwrgan ab Ithel ab Idwallon is a parent of Meurig ab Ynyr Gwent
11	Q136957	Q137384	Ynyr, lord of Gwent	Q137899	Morfudd ferch Ynir	confirmed		REVIEW	Wikidata agrees Ynyr, lord of Gwent is a parent of Morfudd ferch Ynir
11	Q136957	Q137385	Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick	Q136958	Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam	confirmed		REVIEW	Wikidata agrees Ednyfed ab Iorwerth Hir ap Llywarch Gam of Crick is a parent of Elen ferch Ednyfed ab Iorwerth Hir ap Llywarch Gam
11	Q136957	Q137449	Lleuki|Nest ferch Gwerstan ap Gwaithfoed	Q136996	Iorwerth Hir ap Llywarch Gam of Maelor	confirmed		REVIEW	Wikidata agrees Lleuki|Nest ferch Gwerstan ap Gwaithfoed is a parent of Iorwerth Hir ap Llywarch Gam of Maelor
11	Q136957	Q137878	NN ferch Cynfyn ap Gwerystan ap Gwaithfoed	Q137383	Nest ferch Gwrgan ab Ithel ab Idwallon	confirmed		REVIEW	Wikidata agrees NN ferch Cynfyn ap Gwerystan ap Gwaithfoed is a parent of Nest ferch Gwrgan ab Ithel ab Idwallon
11	Q136957	Q137899	Morfudd ferch Ynir	Q137320	Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys	confirmed		REVIEW	Wikidata agrees Morfudd ferch Ynir is a parent of Gwerstan ap Gwaithfoed ap Gloddieu ap Gwrhydur Hir, lord of Powys
11	Q136957	Q137900	Cynfyn ap Gwerstan	Q137878	NN ferch Cynfyn ap Gwerystan ap Gwaithfoed	confirmed		REVIEW	Wikidata agrees Cynfyn ap Gwerstan is a parent of NN ferch Cynfyn ap Gwerystan ap Gwaithfoed
10	Q6421	Q6421	Shaodian	Q87856	Generation 2  	unknown		REVIEW	no Wikidata ID for Generation 2
10	Q6421	Q87840	  	Q6421	Shaodian	unknown		REVIEW	no Wikidata ID for Q87840
10	Q6421	Q87842	  	Q87840	  	unknown		REVIEW	no Wikidata ID for Q87842 and Q87840
10	Q6421	Q87844	  	Q87842	  	unknown		REVIEW	no Wikidata ID for Q87844 and Q87842
10	Q6421	Q87846	  	Q87844	  	unknown		REVIEW	no Wikidata ID for Q87846 and Q87844
10	Q6421	Q87848	  	Q87846	  	unknown		REVIEW	no Wikidata ID for Q87848 and Q87846
10	Q6421	Q87850	Generation 5  	Q87848	  	unknown		REVIEW	no Wikidata ID for Generation 5 and Q87848
10	Q6421	Q87852	Generation 4  	Q87850	Generation 5  	unknown		REVIEW	no Wikidata ID for Generation 4 and Generation 5
10	Q6421	Q87854	Generation 3  	Q87852	Generation 4  	unknown		REVIEW	no Wikidata ID for Generation 3 and Generation 4
10	Q6421	Q87856	Generation 2  	Q87854	Generation 3  	unknown		REVIEW	no Wikidata ID for Generation 2 and Generation 3
8	Q73170	Q73170	Gaius Servilius	Q73985	Quintus Servilius	unknown		REVIEW	no Wikidata ID for Gaius Servilius and Quintus Servilius
8	Q73170	Q73332	Publius Servilius	Q73170	Gaius Servilius	unknown		REVIEW	no Wikidata ID for Publius Servilius and Gaius Servilius
8	Q73170	Q73479	Quintus Servilius	Q73332	Publius Servilius	unknown		REVIEW	no Wikidata ID for Quintus Servilius and Publius Servilius
8	Q73170	Q73599	Gnaeus Servilius	Q73479	Quintus Servilius	unknown		REVIEW	no Wikidata ID for Gnaeus Servilius and Quintus Servilius
8	Q73170	Q73710	Servilius	Q73599	Gnaeus Servilius	unknown		REVIEW	no Wikidata ID for Servilius and Gnaeus Servilius
8	Q73170	Q73812	Gaius Servilius	Q73710	Servilius	unknown		REVIEW	no Wikidata ID for Gaius Servilius and Servilius
8	Q73170	Q73910	Gaius Servilius	Q73812	Gaius Servilius	unknown		REVIEW	no Wikidata ID for Gaius Servilius and Gaius Servilius
8	Q73170	Q73985	Quintus Servilius	Q73910	Gaius Servilius	unknown		REVIEW	no Wikidata ID for Quintus Servilius and Gaius Servilius
7	Q85478	Q85478	Sekhemre Sankhtawy Neferhotep III	Q85578	Sankhenre Mentuhotep VI	unknown		REVIEW	no Wikidata ID for Sekhemre Sankhtawy Neferhotep III and Sankhenre Mentuhotep VI
7	Q85478	Q85498	Sekhemre Sementawi Djehuti	Q85478	Sekhemre Sankhtawy Neferhotep III	unknown		REVIEW	no Wikidata ID for Sekhemre Sementawi Djehuti and Sekhemre Sankhtawy Neferhotep III
7	Q85478	Q85500	Mentuhotep . 	Q85478	Sekhemre Sankhtawy Neferhotep III	unknown		REVIEW	no Wikidata ID for Mentuhotep . and Sekhemre Sankhtawy Neferhotep III
7	Q85478	Q85500	Mentuhotep . 	Q85578	Sankhenre Mentuhotep VI	unknown		REVIEW	no Wikidata ID for Mentuhotep . and Sankhenre Mentuhotep VI
7	Q85478	Q85514	Senebhenaf . 	Q85498	Sekhemre Sementawi Djehuti	unknown		REVIEW	no Wikidata ID for Senebhenaf . and Sekhemre Sementawi Djehuti
7	Q85478	Q85514	Senebhenaf . 	Q85500	Mentuhotep . 	unknown		REVIEW	no Wikidata ID for Senebhenaf . and Mentuhotep .
7	Q85478	Q85528	Yauyebi of  Egypt	Q85514	Senebhenaf . 	unknown		REVIEW	no Wikidata ID for Yauyebi of Egypt and Senebhenaf .
7	Q85478	Q85554	Sebekemsaf . 	Q85528	Yauyebi of  Egypt	unknown		REVIEW	no Wikidata ID for Sebekemsaf . and Yauyebi of Egypt
7	Q85478	Q85578	Sankhenre Mentuhotep VI	Q85554	Sebekemsaf . 	unknown		REVIEW	no Wikidata ID for Sankhenre Mentuhotep VI and Sebekemsaf .
7	Q138061	Q138061	Joan ferch Ieuan ap Rhys ap Llowdden	Q138810	Llywelyn Ddû ab Owain	confirmed		REVIEW	Wikidata agrees Joan ferch Ieuan ap Rhys ap Llowdden is a parent of Llywelyn Ddû ab Owain
7	Q138061	Q138810	Llywelyn Ddû ab Owain	Q140234	Llywelyn Foethus ap Llywelyn Ddû ab Owain	confirmed		REVIEW	Wikidata agrees Llywelyn Ddû ab Owain is a parent of Llywelyn Foethus ap Llywelyn Ddû ab Owain
7	Q138061	Q139043	Ieuan ap Rhys	Q138061	Joan ferch Ieuan ap Rhys ap Llowdden	confirmed		REVIEW	Wikidata agrees Ieuan ap Rhys is a parent of Joan ferch Ieuan ap Rhys ap Llowdden
7	Q138061	Q139067	Gruffudd Foethus ap Llywelyn	Q140681	Lleucu ferch Gruffudd	confirmed		REVIEW	Wikidata agrees Gruffudd Foethus ap Llywelyn is a parent of Lleucu ferch Gruffudd
7	Q138061	Q140234	Llywelyn Foethus ap Llywelyn Ddû ab Owain	Q139067	Gruffudd Foethus ap Llywelyn	confirmed		REVIEW	Wikidata agrees Llywelyn Foethus ap Llywelyn Ddû ab Owain is a parent of Gruffudd Foethus ap Llywelyn
7	Q138061	Q140643	Rhys ap Llowdden y Gath	Q139043	Ieuan ap Rhys	confirmed		REVIEW	Wikidata agrees Rhys ap Llowdden y Gath is a parent of Ieuan ap Rhys
7	Q138061	Q140681	Lleucu ferch Gruffudd	Q140643	Rhys ap Llowdden y Gath	confirmed		REVIEW	Wikidata agrees Lleucu ferch Gruffudd is a parent of Rhys ap Llowdden y Gath
7	Q171493	Q171493	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171595	Rangacharya Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Venkatacharyar Jatavallabha (Jatavallabha award by Maha and Rangacharya Jatavallabha (Jatavallabha award by Maha
7	Q171493	Q171595	Rangacharya Jatavallabha (Jatavallabha award by Maha	Q171604	Venkatacharya Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Rangacharya Jatavallabha (Jatavallabha award by Maha and Venkatacharya Jatavallabha (Jatavallabha award by Maha
7	Q171493	Q171604	Venkatacharya Jatavallabha (Jatavallabha award by Maha	Q171614	Srinivasacharya Jatavallabha	unknown		REVIEW	no Wikidata ID for Venkatacharya Jatavallabha (Jatavallabha award by Maha and Srinivasacharya Jatavallabha
7	Q171493	Q171614	Srinivasacharya Jatavallabha	Q171622	Srinivasacharyar Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Srinivasacharya Jatavallabha and Srinivasacharyar Jatavallabha (Jatavallabha award by Maha
7	Q171493	Q171622	Srinivasacharyar Jatavallabha (Jatavallabha award by Maha	Q171636	Venkatacharya Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Srinivasacharyar Jatavallabha (Jatavallabha award by Maha and Venkatacharya Jatavallabha (Jatavallabha award by Maha
7	Q171493	Q171636	Venkatacharya Jatavallabha (Jatavallabha award by Maha	Q171648	Rangacharya Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Venkatacharya Jatavallabha (Jatavallabha award by Maha and Rangacharya Jatavallabha (Jatavallabha award by Maha
7	Q171493	Q171648	Rangacharya Jatavallabha (Jatavallabha award by Maha	Q171493	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	unknown		REVIEW	no Wikidata ID for Rangacharya Jatavallabha (Jatavallabha award by Maha and Venkatacharyar Jatavallabha (Jatavallabha award by Maha
6	Q138363	Q138363	Gepaepyris	Q138365	Tiberius Julius Cotys I	confirmed		REVIEW	Wikidata agrees Gepaepyris is a parent of Tiberius Julius Cotys I
6	Q138363	Q138365	Tiberius Julius Cotys I	Q148022	Rhescuporis I	confirmed		REVIEW	Wikidata agrees Tiberius Julius Cotys I is a parent of Rhescuporis I
6	Q138363	Q139511	Cotys III	Q138363	Gepaepyris	confirmed		REVIEW	Wikidata agrees Cotys III is a parent of Gepaepyris
6	Q138363	Q141360	Rhoemetalces I	Q139511	Cotys III	confirmed		REVIEW	Wikidata agrees Rhoemetalces I is a parent of Cotys III
6	Q138363	Q144020	Cotys II	Q141360	Rhoemetalces I	confirmed		REVIEW	Wikidata agrees Cotys II is a parent of Rhoemetalces I
6	Q138363	Q148022	Rhescuporis I	Q144020	Cotys II	confirmed		REVIEW	Wikidata agrees Rhescuporis I is a parent of Cotys II
5	Q73782	Q73782	Appius Claudius Caecus	Q78812	Tiberius Claudius Nero	unknown		REVIEW	no Wikidata ID for Tiberius Claudius Nero
5	Q73782	Q73887	Gaius Claudius Crassus Inrelligensis	Q73782	Appius Claudius Caecus	confirmed		REVIEW	Wikidata agrees Gaius Claudius Crassus Inrelligensis is a parent of Appius Claudius Caecus
5	Q73782	Q73970	Appius Claudius Crassus Inregillensis	Q73887	Gaius Claudius Crassus Inrelligensis	confirmed		REVIEW	Wikidata agrees Appius Claudius Crassus Inregillensis is a parent of Gaius Claudius Crassus Inrelligensis
5	Q73782	Q78752	Publius  Claudius-Nero	Q73970	Appius Claudius Crassus Inregillensis	unknown		REVIEW	no Wikidata ID for Publius Claudius-Nero
5	Q73782	Q78812	Tiberius Claudius Nero	Q78752	Publius  Claudius-Nero	unknown		REVIEW	no Wikidata ID for Tiberius Claudius Nero and Publius Claudius-Nero
5	Q75123	Q75123	Deimachus	Q132251	Enarete	confirmed		REVIEW	Wikidata agrees Deimachus is a parent of Enarete
5	Q75123	Q131896	Tyro	Q131902	Neleus	confirmed		REVIEW	Wikidata agrees Tyro is a parent of Neleus
5	Q75123	Q131902	Neleus	Q75123	Deimachus	contradicted		REVIEW	Wikidata records no link between them
5	Q75123	Q132251	Enarete	Q132367	Salmoneus	confirmed		REVIEW	Wikidata agrees Enarete is a parent of Salmoneus
5	Q75123	Q132367	Salmoneus	Q131896	Tyro	confirmed		REVIEW	Wikidata agrees Salmoneus is a parent of Tyro
5	Q104371	Q104371	Arsende  de Cabrera	Q107162	Ermengol VII, Count of Urgell	unknown		REVIEW	no Wikidata ID for Arsende de Cabrera
5	Q104371	Q107162	Ermengol VII, Count of Urgell	Q123407	Marquesa d'Urgell	confirmed		REVIEW	Wikidata agrees Ermengol VII, Count of Urgell is a parent of Marquesa d'Urgell
5	Q104371	Q123407	Marquesa d'Urgell	Q124325	Guerau IV de Cabrera	confirmed		REVIEW	Wikidata agrees Marquesa d'Urgell is a parent of Guerau IV de Cabrera
5	Q104371	Q124325	Guerau IV de Cabrera	Q124326	Guerau V de Cabrera	confirmed		REVIEW	Wikidata agrees Guerau IV de Cabrera is a parent of Guerau V de Cabrera
5	Q104371	Q124326	Guerau V de Cabrera	Q104371	Arsende  de Cabrera	unknown		REVIEW	no Wikidata ID for Arsende de Cabrera
4	Q4617	Q4617	Pedaiah	Q4626	Zebudah	confirmed		REVIEW	Wikidata agrees Pedaiah is a parent of Zebudah
4	Q4617	Q4626	Zebudah	Q135406	Jehoiakim	confirmed		REVIEW	Wikidata agrees Zebudah is a parent of Jehoiakim
4	Q4617	Q135406	Jehoiakim	Q135539	Jeconiah	confirmed		REVIEW	Wikidata agrees Jehoiakim is a parent of Jeconiah
4	Q4617	Q135539	Jeconiah	Q4617	Pedaiah	contradicted		REVIEW	Wikidata records no link between them
4	Q77782	Q77782	Pinarius	Q78264	Lucius Pinarius	confirmed		REVIEW	Wikidata agrees Pinarius is a parent of Lucius Pinarius
4	Q77782	Q77955	Lucius Pinarius Scarpus	Q77782	Pinarius	unknown		REVIEW	no Wikidata ID for Lucius Pinarius Scarpus
4	Q77782	Q78108	Lucius Pinarius Scarpus	Q77955	Lucius Pinarius Scarpus	unknown		REVIEW	no Wikidata ID for Lucius Pinarius Scarpus and Lucius Pinarius Scarpus
4	Q77782	Q78264	Lucius Pinarius	Q78108	Lucius Pinarius Scarpus	unknown		REVIEW	no Wikidata ID for Lucius Pinarius Scarpus
4	Q111318	Q111318	Pepin of Landen	Q111320	Begga	confirmed		REVIEW	Wikidata agrees Pepin of Landen is a parent of Begga
4	Q111318	Q111320	Begga	Q135895	Pepin of Herstal	confirmed		REVIEW	Wikidata agrees Begga is a parent of Pepin of Herstal
4	Q111318	Q113081	Charles Martel	Q111318	Pepin of Landen	contradicted		REVIEW	Wikidata records no link between them
4	Q111318	Q135895	Pepin of Herstal	Q113081	Charles Martel	confirmed		REVIEW	Wikidata agrees Pepin of Herstal is a parent of Charles Martel
4	Q118732	Q118732	Olaf Geirstad-Alf	Q136091	Gandalf Alfgeirsson	confirmed		REVIEW	Wikidata agrees Olaf Geirstad-Alf is a parent of Gandalf Alfgeirsson
4	Q118732	Q123845	Alfhild	Q118732	Olaf Geirstad-Alf	confirmed		REVIEW	Wikidata agrees Alfhild is a parent of Olaf Geirstad-Alf
4	Q118732	Q135856	Alfarin	Q123845	Alfhild	confirmed		REVIEW	Wikidata agrees Alfarin is a parent of Alfhild
4	Q118732	Q136091	Gandalf Alfgeirsson	Q135856	Alfarin	confirmed		REVIEW	Wikidata agrees Gandalf Alfgeirsson is a parent of Alfarin
4	Q144542	Q144542	Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig	Q148522	Dyddgu ferch Cadwgan Fottwm ab Ednyfed ap Cadwgan Ddû	confirmed		REVIEW	Wikidata agrees Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig is a parent of Dyddgu ferch Cadwgan Fottwm ab Ednyfed ap Cadwgan Ddû
4	Q144542	Q146349	Cynwrig Fychan ap Cynwrig	Q148521	Tudur Fongam ap Cynwrig Fychan ap Cynwrig ap Llywarch	confirmed		REVIEW	Wikidata agrees Cynwrig Fychan ap Cynwrig is a parent of Tudur Fongam ap Cynwrig Fychan ap Cynwrig ap Llywarch
4	Q144542	Q148521	Tudur Fongam ap Cynwrig Fychan ap Cynwrig ap Llywarch	Q144542	Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig	confirmed		REVIEW	Wikidata agrees Tudur Fongam ap Cynwrig Fychan ap Cynwrig ap Llywarch is a parent of Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig
4	Q144542	Q148522	Dyddgu ferch Cadwgan Fottwm ab Ednyfed ap Cadwgan Ddû	Q146349	Cynwrig Fychan ap Cynwrig	confirmed		REVIEW	Wikidata agrees Dyddgu ferch Cadwgan Fottwm ab Ednyfed ap Cadwgan Ddû is a parent of Cynwrig Fychan ap Cynwrig
4	Q160928	Q160928	Swammbhu Brambha	Q160981	Person Q160981	unknown		REVIEW	no Wikidata ID for Swammbhu Brambha and Person Q160981
4	Q160928	Q160946	11 Rudras	Q160928	Swammbhu Brambha	unknown		REVIEW	no Wikidata ID for 11 Rudras and Swammbhu Brambha
4	Q160928	Q160965	Kasayap Muni	Q160946	11 Rudras	unknown		REVIEW	no Wikidata ID for Kasayap Muni and 11 Rudras
4	Q160928	Q160981	Person Q160981	Q160965	Kasayap Muni	unknown		REVIEW	no Wikidata ID for Person Q160981 and Kasayap Muni
4	Q161658	Q161658	Maharaja Parameswara @ Raja Iskandar Shah Paduka Sri Ratna Vira Vikrama di-Raja	Q161777	Dewa Amas Sang Aji Kala	unknown		REVIEW	no Wikidata ID for Maharaja Parameswara @ Raja Iskandar Shah Paduka Sri Ratna Vira Vikrama di-Raja and Dewa Amas Sang Aji Kala
4	Q161658	Q161777	Dewa Amas Sang Aji Kala	Q161966	Demang Lebar Daun Mangkabumi (Bendahara I)	unknown		REVIEW	no Wikidata ID for Dewa Amas Sang Aji Kala and Demang Lebar Daun Mangkabumi (Bendahara I)
4	Q161658	Q161966	Demang Lebar Daun Mangkabumi (Bendahara I)	Q162275	Wan Sendari (Radin Ratna Cenderapuri)	unknown		REVIEW	no Wikidata ID for Demang Lebar Daun Mangkabumi (Bendahara I) and Wan Sendari (Radin Ratna Cenderapuri)
4	Q161658	Q162275	Wan Sendari (Radin Ratna Cenderapuri)	Q161658	Maharaja Parameswara @ Raja Iskandar Shah Paduka Sri Ratna Vira Vikrama di-Raja	unknown		REVIEW	no Wikidata ID for Wan Sendari (Radin Ratna Cenderapuri) and Maharaja Parameswara @ Raja Iskandar Shah Paduka Sri Ratna Vira Vikrama di-Raja
3	Q72798	Q72798	Marcus Livius Drusus	Q73119	Marcus Livius Drusus	confirmed		REVIEW	Wikidata agrees Marcus Livius Drusus is a parent of Marcus Livius Drusus
3	Q72798	Q72951	Gaius Livius Drusus	Q72798	Marcus Livius Drusus	confirmed		REVIEW	Wikidata agrees Gaius Livius Drusus is a parent of Marcus Livius Drusus
3	Q72798	Q73119	Marcus Livius Drusus	Q72951	Gaius Livius Drusus	contradicted		REVIEW	Wikidata records no link between them
3	Q73383	Q73383	Lucius Junius  Brutus	Q73644	C. Junius  Brutus	unknown		REVIEW	no Wikidata ID for Lucius Junius Brutus and C. Junius Brutus
3	Q73383	Q73518	C. Junius Junius Brutus  Brutus	Q73383	Lucius Junius  Brutus	unknown		REVIEW	no Wikidata ID for C. Junius Junius Brutus Brutus and Lucius Junius Brutus
3	Q73383	Q73644	C. Junius  Brutus	Q73518	C. Junius Junius Brutus  Brutus	unknown		REVIEW	no Wikidata ID for C. Junius Brutus and C. Junius Junius Brutus Brutus
3	Q73824	Q73824	Agathocles of Pella	Q135467	Alcimachus of Apollonia	confirmed		REVIEW	Wikidata agrees Agathocles of Pella is a parent of Alcimachus of Apollonia
3	Q73824	Q73925	Alcimachus	Q73824	Agathocles of Pella	contradicted		REVIEW	Wikidata records no link between them
3	Q73824	Q135467	Alcimachus of Apollonia	Q73925	Alcimachus	confirmed		REVIEW	Wikidata agrees Alcimachus of Apollonia is a parent of Alcimachus
3	Q76693	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	Q77155	Sergius Ovtavius Laenes	unknown		REVIEW	no Wikidata ID for Sergius Octavius Pontianus Laenes Octavius Pontainus and Sergius Ovtavius Laenes
3	Q76693	Q76933	Sergius Octavius Pontainus	Q76693	Sergius Octavius Pontianus Laenes Octavius  Pontainus	unknown		REVIEW	no Wikidata ID for Sergius Octavius Pontainus and Sergius Octavius Pontianus Laenes Octavius Pontainus
3	Q76693	Q77155	Sergius Ovtavius Laenes	Q76933	Sergius Octavius Pontainus	unknown		REVIEW	no Wikidata ID for Sergius Ovtavius Laenes and Sergius Octavius Pontainus
3	Q86607	Q86607	Acha  Ish Kfar Temarta	Q91134	"Abba ""Abbahu""  bar Acha bar Sallah al-Kafri"	unknown		REVIEW	"no Wikidata ID for Acha Ish Kfar Temarta and Abba ""Abbahu"" bar Acha bar Sallah al-Kafri"
3	Q86607	Q86617	Shila  Ish Kfar Temarta	Q86607	Acha  Ish Kfar Temarta	unknown		REVIEW	no Wikidata ID for Shila Ish Kfar Temarta and Acha Ish Kfar Temarta
3	Q86607	Q91134	"Abba ""Abbahu""  bar Acha bar Sallah al-Kafri"	Q86617	Shila  Ish Kfar Temarta	unknown		REVIEW	"no Wikidata ID for Abba ""Abbahu"" bar Acha bar Sallah al-Kafri and Shila Ish Kfar Temarta"
2	Q18066	Q18066	Nagano Norinari	Q32705	長野尚業	inherited		REVIEW	Wikidata itself has Nagano Norinari (Q11654206) as BOTH parent and child of 長野尚業 (Q106814279) — the contradiction is upstream
2	Q18066	Q32705	長野尚業	Q18066	Nagano Norinari	inherited		REVIEW	Wikidata itself has 長野尚業 (Q106814279) as BOTH parent and child of Nagano Norinari (Q11654206) — the contradiction is upstream
2	Q29144	Q29144	kay uyarsh  Raja Iran	Q29148	kay pisan  Raja Iran	unknown		REVIEW	no Wikidata ID for kay uyarsh Raja Iran and kay pisan Raja Iran
2	Q29144	Q29148	kay pisan  Raja Iran	Q29144	kay uyarsh  Raja Iran	unknown		REVIEW	no Wikidata ID for kay pisan Raja Iran and kay uyarsh Raja Iran
2	Q73530	Q73530	Marcus Flaccus	Q73653	Cassus Curvus	unknown		REVIEW	no Wikidata ID for Marcus Flaccus and Cassus Curvus
2	Q73530	Q73653	Cassus Curvus	Q73530	Marcus Flaccus	unknown		REVIEW	no Wikidata ID for Cassus Curvus and Marcus Flaccus
2	Q88454	Q88454	Esther  bat Sahlan ben Abraham	Q90982	Esther  bat Yosef ben 'Amram haDayyan al-Sijilma	unknown		REVIEW	no Wikidata ID for Esther bat Sahlan ben Abraham and Esther bat Yosef ben 'Amram haDayyan al-Sijilma
2	Q88454	Q90982	Esther  bat Yosef ben 'Amram haDayyan al-Sijilma	Q88454	Esther  bat Sahlan ben Abraham	unknown		REVIEW	no Wikidata ID for Esther bat Yosef ben 'Amram haDayyan al-Sijilma and Esther bat Sahlan ben Abraham
2	Q119481	Q119481	Pons Hug d'Entença	Q124343	Jussiana d'Entença	inherited		REVIEW	Wikidata itself has Pons Hug d'Entença (Q21001415) as BOTH parent and child of Jussiana d'Entença (Q14083227) — the contradiction is upstream
2	Q119481	Q124343	Jussiana d'Entença	Q119481	Pons Hug d'Entença	inherited		REVIEW	Wikidata itself has Jussiana d'Entença (Q14083227) as BOTH parent and child of Pons Hug d'Entença (Q21001415) — the contradiction is upstream
