parent	child
Q140020	Q139062
Q140021	Q142036
Q140022	Q140418
Q140022	Q140419
Q140022	Q140420
Q140023	Q140235
Q140024	Q142038
Q140025	Q138695
Q140026	Q139144
Q140026	Q142040
Q140028	Q142042
Q140028	Q142043
Q140030	Q142044
Q140031	Q142046
Q140032	Q142047
Q140032	Q142048
Q140032	Q142049
Q140033	Q142052
Q140033	Q142053
Q140033	Q142054
Q140036	Q142056
Q140036	Q142057
Q140037	Q140081
Q140037	Q140082
Q140038	Q140019
Q140039	Q142058
Q140040	Q142037
Q140041	Q140283
Q140042	Q138702
Q140043	Q142060
Q140044	Q142061
Q140045	Q142062
Q140046	Q140586
Q140047	Q142044
Q140048	Q142063
Q140048	Q142064
Q140049	Q142065
Q140050	Q138714
Q140051	Q138715
Q140052	Q142069
Q140053	Q142071
Q140054	Q138719
Q140054	Q138720
Q140054	Q138721
Q140055	Q142073
Q140055	Q142074
Q140056	Q138834
Q140057	Q142076
Q140058	Q142077
Q140059	Q142079
Q140060	Q142080
Q140067	Q141960
Q140068	Q139099
Q140068	Q139861
Q140068	Q142081
Q140068	Q142082
Q140068	Q142083
Q140069	Q142084
Q140070	Q142085
Q140070	Q142086
Q140071	Q138731
Q140071	Q142087
Q140072	Q138732
Q140073	Q139026
Q140074	Q139021
Q140074	Q140320
Q140075	Q142088
Q140076	Q142089
Q140077	Q140677
Q140077	Q142090
Q140078	Q142091
Q140079	Q138881
Q140079	Q139106
Q140079	Q139107
Q140079	Q140777
Q14008	Q13434
Q140080	Q139129
Q140081	Q141804
Q140081	Q141928
Q140081	Q142094
Q140082	Q142095
Q140083	Q142096
Q140084	Q142097
Q140084	Q142098
Q140085	Q142099
Q140087	Q142100
Q140088	Q138747
Q140089	Q142047
Q140089	Q142048
Q140089	Q142049
Q140090	Q142008
Q140090	Q142009
Q140091	Q142104
Q140091	Q142105
Q140091	Q142106
Q140091	Q142107
Q140091	Q142108
Q140092	Q138751
Q140093	Q142109
Q140094	Q138832
Q140095	Q138842
Q140095	Q140077
Q140095	Q140078
Q140096	Q142110
Q140097	Q142111
Q140098	Q138753
Q140099	Q142112
Q140100	Q142113
Q140101	Q142096
Q140102	Q142115
Q140103	Q142116
Q140104	Q140312
Q140105	Q138755
Q140106	Q138936
Q140107	Q142118
Q140108	Q142120
Q140109	Q138757
Q140110	Q142122
Q140110	Q142123
Q140111	Q142125
Q140112	Q138759
Q140112	Q140806
Q140112	Q140807
Q140115	Q142127
Q140115	Q142128
Q140116	Q141895
Q140116	Q141896
Q140116	Q141897
Q140119	Q140170
Q140120	Q142131
Q140120	Q142132
Q140121	Q142133
Q140121	Q142134
Q140121	Q142135
Q140121	Q142136
Q140121	Q142137
Q140122	Q139983
Q140123	Q141877
Q140124	Q138761
Q140124	Q140125
Q140124	Q142139
Q140124	Q142143
Q140124	Q142144
Q140125	Q142146
Q140125	Q142147
Q140125	Q142148
Q140125	Q142149
Q140126	Q142150
Q140126	Q142152
Q140126	Q142153
Q140126	Q142154
Q140126	Q142155
Q140126	Q54773
Q140131	Q140132
Q140131	Q140133
Q140131	Q140134
Q140131	Q142161
Q140132	Q142165
Q140132	Q142166
Q140132	Q142167
Q140132	Q142168
Q140132	Q142169
Q140134	Q142171
Q140134	Q142172
Q140135	Q142176
Q140135	Q142177
Q140136	Q138765
Q140137	Q138766
Q140137	Q138959
Q140138	Q142180
Q140139	Q142181
Q140140	Q138768
Q140141	Q142183
Q140141	Q142184
Q140141	Q142185
Q140142	Q138769
Q140142	Q138770
Q140143	Q142188
Q140144	Q142189
Q140145	Q142190
Q140146	Q138772
Q140146	Q138773
Q140147	Q142191
Q140147	Q142192
Q140148	Q142193
Q140149	Q142194
Q140150	Q142191
Q140150	Q142192
Q140151	Q138875
Q140151	Q138876
Q140151	Q142195
Q140151	Q142196
Q140152	Q142197
Q140153	Q142198
Q140154	Q138777
Q140154	Q140106
Q140154	Q140107
Q140155	Q140236
Q140155	Q142199
Q140156	Q142200
Q140157	Q138836
Q140157	Q138837
Q140157	Q138838
Q140157	Q138839
Q140157	Q138840
Q140158	Q142202
Q140158	Q142203
Q140158	Q142204
Q140159	Q138780
Q140159	Q142208
Q140159	Q142209
Q140160	Q138780
Q140160	Q142208
Q140160	Q142209
Q140162	Q140085
Q140163	Q142215
Q140164	Q138781
Q140164	Q142220
Q140165	Q138781
Q140166	Q140167
Q140166	Q140168
Q140166	Q140169
Q140167	Q142224
Q140167	Q142225
Q140167	Q142226
Q140167	Q142227
Q140168	Q142229
Q140168	Q142230
Q140168	Q142231
Q140169	Q142232
Q140169	Q142233
Q140169	Q142234
Q140169	Q142235
Q140170	Q138784
Q140170	Q139906
Q140170	Q140032
Q140170	Q140033
Q140170	Q140131
Q140170	Q140171
Q140170	Q140172
Q140170	Q142236
Q140171	Q142243
Q140171	Q142244
Q140171	Q142245
Q140171	Q142246
Q140171	Q142247
Q140171	Q142248
Q140172	Q138794
Q140172	Q142250
Q140172	Q142251
Q140172	Q142252
Q140172	Q142253
Q140172	Q142254
Q140172	Q142255
Q140173	Q140174
Q140173	Q140175
Q140174	Q142258
Q140174	Q142259
Q140174	Q142260
Q140174	Q142261
Q140174	Q142262
Q140174	Q142263
Q140174	Q142264
Q140175	Q142267
Q140175	Q142268
Q140175	Q142269
Q140176	Q140177
Q140176	Q140178
Q140176	Q140179
Q140176	Q140180
Q140177	Q142258
Q140177	Q142259
Q140177	Q142260
Q140177	Q142261
Q140177	Q142262
Q140177	Q142263
Q140177	Q142264
Q140178	Q142271
Q140178	Q142272
Q140178	Q142273
Q140179	Q138815
Q140179	Q142274
Q140179	Q142275
Q140180	Q142245
Q140181	Q142277
Q140182	Q138786
Q140183	Q138786
Q140184	Q142283
Q140184	Q142284
Q140185	Q142286
Q140188	Q142292
Q140188	Q142293
Q140188	Q142294
Q140188	Q142295
Q140188	Q142296
Q140190	Q127734
Q140190	Q142299
Q140190	Q142300
Q140190	Q142301
Q140191	Q127734
Q140192	Q138787
Q140193	Q138788
Q140193	Q142306
Q140193	Q142307
Q140193	Q142308
Q140194	Q138788
Q140196	Q138789
Q140196	Q140197
Q140196	Q142311
Q140196	Q142312
Q140196	Q142313
Q140196	Q142314
Q140197	Q142315
Q140197	Q142316
Q140197	Q142317
Q140197	Q142318
Q140197	Q142319
Q140198	Q138789
Q140198	Q142315
Q140198	Q142316
Q140198	Q142317
Q140198	Q142318
Q140198	Q142319
Q140199	Q140197
Q140199	Q142311
Q140199	Q142312
Q140199	Q142314
Q140200	Q140201
Q140200	Q140202
Q140201	Q142325
Q140202	Q142327
Q140203	Q142331
Q140204	Q142333
Q140205	Q142334
Q140206	Q142335
Q140207	Q138794
Q140207	Q142255
Q140208	Q142340
Q140209	Q138796
Q140210	Q142339
Q140211	Q138797
Q140211	Q138798
Q140211	Q138799
Q140212	Q142347
Q140212	Q142348
Q140213	Q142349
Q140213	Q142350
Q140213	Q142351
Q140213	Q142352
Q140213	Q142353
Q140213	Q142354
Q140214	Q142356
Q140214	Q142357
Q140214	Q142358
Q140214	Q142359
Q140215	Q142004
Q140216	Q142361
Q140216	Q142362
Q140216	Q142363
Q140216	Q142364
Q140217	Q142366
Q140217	Q142367
Q140218	Q142368
Q140219	Q142370
Q140220	Q142371
Q140221	Q140225
Q140221	Q140226
Q140221	Q142372
Q140223	Q142377
Q140223	Q142378
Q140224	Q138803
Q140224	Q142381
Q140224	Q142382
Q140225	Q140366
Q140225	Q140367
Q140226	Q142383
Q140227	Q138805
Q140227	Q140094
Q140227	Q140095
Q140227	Q140096
Q140227	Q140097
Q140228	Q138806
Q140228	Q138807
Q140229	Q142385
Q140230	Q142386
Q140230	Q142387
Q140231	Q142388
Q140232	Q138809
Q140233	Q138809
Q140234	Q139067
Q140234	Q139068
Q140235	Q140020
Q140236	Q138812
Q140237	Q142393
Q140238	Q138813
Q140238	Q140176
Q140238	Q140240
Q140238	Q140241
Q140238	Q140242
Q140238	Q140243
Q140238	Q140244
Q140238	Q140245
Q140238	Q140246
Q140238	Q140247
Q140239	Q138813
Q140239	Q140176
Q140239	Q140240
Q140239	Q140241
Q140239	Q140242
Q140239	Q140243
Q140239	Q140244
Q140239	Q140245
Q140239	Q140246
Q140239	Q140247
Q140241	Q142228
Q140241	Q142402
Q140241	Q142403
Q140241	Q142404
Q140241	Q142405
Q140241	Q142406
Q140243	Q142150
Q140243	Q142152
Q140243	Q142153
Q140243	Q142154
Q140243	Q142155
Q140243	Q142408
Q140243	Q142409
Q140243	Q142410
Q140243	Q142411
Q140243	Q54773
Q140246	Q142415
Q140246	Q142416
Q140246	Q142417
Q140246	Q142418
Q140246	Q142419
Q140246	Q142420
Q140246	Q142421
Q140247	Q142422
Q140250	Q138814
Q140250	Q142441
Q140251	Q138814
Q140251	Q142441
Q140252	Q142446
Q140252	Q142447
Q140252	Q142448
Q140252	Q142449
Q140252	Q142450
Q140252	Q142451
Q140252	Q142452
Q140252	Q142453
Q140252	Q142454
Q140257	Q142457
Q140258	Q138815
Q140258	Q142274
Q140258	Q142275
Q140259	Q138817
Q140259	Q138818
Q140259	Q138819
Q140260	Q142464
Q140261	Q142465
Q140261	Q142466
Q140262	Q142467
Q140263	Q142468
Q140263	Q142469
Q140264	Q142470
Q140265	Q142471
Q140266	Q140452
Q140266	Q142473
Q140266	Q142474
Q140267	Q142475
Q140268	Q142476
Q140269	Q142477
Q14027	Q14520
Q14027	Q14521
Q140270	Q138823
Q140270	Q138824
Q140270	Q138825
Q140271	Q142479
Q140271	Q142480
Q140272	Q142481
Q140272	Q142482
Q140273	Q142483
Q140274	Q138826
Q140275	Q140274
Q140276	Q139070
Q140276	Q142484
Q140277	Q142486
Q140278	Q142487
Q140279	Q138831
Q140279	Q140457
Q140279	Q142490
Q140279	Q142491
Q14028	Q14491
Q14028	Q14492
Q14028	Q14522
Q140280	Q142492
Q140281	Q142493
Q140282	Q142494
Q140283	Q138833
Q140283	Q142495
Q140283	Q142496
Q140284	Q142498
Q140284	Q142499
Q140285	Q142500
Q140286	Q142501
Q140287	Q142502
Q140288	Q142503
Q140288	Q142504
Q140288	Q142505
Q140289	Q142507
Q140290	Q142508
Q140291	Q142510
Q140292	Q142512
Q140293	Q142513
Q140294	Q142515
Q140294	Q142516
Q140295	Q142517
Q140295	Q142518
Q140296	Q138841
Q140297	Q142521
Q140298	Q142522
Q140299	Q138843
Q140299	Q142524
Q140300	Q138844
Q140300	Q138845
Q140301	Q140608
Q140301	Q142527
Q140301	Q142528
Q140301	Q142529
Q140302	Q139033
Q140303	Q142531
Q140304	Q138846
Q140305	Q142533
Q140306	Q138848
Q140306	Q138849
Q140307	Q142536
Q140308	Q142537
Q140309	Q142539
Q140309	Q142540
Q140310	Q140653
Q140310	Q140654
Q140311	Q140658
Q140312	Q138995
Q140313	Q142542
Q140314	Q138854
Q140315	Q138996
Q140316	Q142543
Q140317	Q142544
Q140318	Q140584
Q140319	Q138861
Q140320	Q138862
Q140320	Q140583
Q140321	Q138863
Q140322	Q142547
Q140322	Q142548
Q140323	Q138866
Q140324	Q142186
Q140324	Q142549
Q140324	Q142550
Q140325	Q142551
Q140326	Q138868
Q140326	Q138869
Q140326	Q138871
Q140326	Q138872
Q140327	Q140337
Q140327	Q140338
Q140327	Q140339
Q140327	Q140340
Q140327	Q140341
Q140327	Q140342
Q140327	Q140343
Q140327	Q140344
Q140328	Q142554
Q140328	Q142555
Q140329	Q142556
Q140330	Q142557
Q140330	Q142558
Q140331	Q142559
Q140331	Q142560
Q140331	Q142561
Q140331	Q142562
Q140332	Q142563
Q140333	Q142564
Q140334	Q142565
Q140335	Q138874
Q140335	Q142567
Q140336	Q138874
Q140336	Q142567
Q140337	Q140519
Q140337	Q140520
Q140337	Q140521
Q140338	Q142569
Q140338	Q142570
Q140338	Q142571
Q140338	Q142572
Q140339	Q140332
Q140339	Q142573
Q140340	Q142574
Q140340	Q142575
Q140341	Q142576
Q140342	Q140372
Q140343	Q142577
Q140344	Q142578
Q140345	Q142576
Q140346	Q138877
Q140346	Q138878
Q140346	Q138879
Q140347	Q142582
Q140347	Q142583
Q140348	Q142584
Q140349	Q142585
Q140350	Q142587
Q140351	Q142589
Q140352	Q142590
Q140352	Q142591
Q140352	Q142592
Q140353	Q138883
Q140354	Q138977
Q140354	Q138978
Q140354	Q138979
Q140354	Q140690
Q140354	Q140691
Q140355	Q140590
Q140356	Q138884
Q140356	Q138885
Q140356	Q138886
Q140356	Q138887
Q140357	Q142596
Q140357	Q142597
Q140357	Q142598
Q140357	Q142599
Q140357	Q142600
Q140357	Q142601
Q140357	Q142602
Q140357	Q142603
Q140358	Q142077
Q140358	Q142604
Q140359	Q142605
Q140360	Q142553
Q140361	Q142606
Q140362	Q142607
Q140363	Q140057
Q140364	Q142608
Q140365	Q142609
Q140365	Q142610
Q140365	Q142611
Q140366	Q142612
Q140366	Q142613
Q140367	Q142614
Q140368	Q142079
Q140368	Q142616
Q140369	Q140616
Q140370	Q142617
Q140370	Q142618
Q140371	Q142619
Q140372	Q142620
Q140373	Q138891
Q140374	Q142622
Q140375	Q142076
Q140376	Q142473
Q140376	Q142474
Q140377	Q140459
Q140378	Q142623
Q140379	Q142624
Q140379	Q142625
Q140379	Q142626
Q140379	Q142627
Q140380	Q142629
Q140381	Q142630
Q140382	Q138896
Q140383	Q142632
Q140384	Q138897
Q140384	Q138898
Q140385	Q140304
Q140386	Q138899
Q140386	Q140587
Q140386	Q142636
Q140387	Q142637
Q140387	Q142638
Q140388	Q138900
Q140389	Q142640
Q140390	Q142084
Q140391	Q142641
Q140391	Q142642
Q140392	Q142643
Q140393	Q138901
Q140394	Q142644
Q140394	Q142645
Q140395	Q142647
Q140395	Q142648
Q140395	Q142649
Q140395	Q142650
Q140396	Q142651
Q140397	Q139064
Q140398	Q142653
Q140399	Q142655
Q140400	Q141886
Q140400	Q141887
Q140401	Q142656
Q140402	Q140146
Q140403	Q142651
Q140404	Q142657
Q140405	Q140155
Q140405	Q140156
Q140406	Q142659
Q140407	Q142661
Q140408	Q140353
Q140408	Q142663
Q140409	Q138980
Q140409	Q138981
Q140409	Q138982
Q140409	Q138983
Q140410	Q142661
Q140412	Q138915
Q140413	Q140414
Q140413	Q140415
Q140413	Q140416
Q140413	Q140417
Q140414	Q142670
Q140414	Q142671
Q140415	Q142672
Q140415	Q142673
Q140416	Q141873
Q140416	Q141874
Q140416	Q141875
Q140417	Q142674
Q140418	Q142675
Q140419	Q142525
Q140420	Q142676
Q140421	Q139060
Q140422	Q142678
Q140423	Q142679
Q140423	Q142680
Q140424	Q138919
Q140425	Q138920
Q140426	Q142683
Q140427	Q142684
Q140427	Q142685
Q140427	Q142686
Q140427	Q142687
Q140427	Q142688
Q140427	Q142689
Q140427	Q142690
Q140428	Q142691
Q140428	Q142692
Q140429	Q142693
Q140430	Q142694
Q140431	Q142695
Q140432	Q138921
Q140433	Q142697
Q140433	Q142698
Q140434	Q142699
Q140435	Q142700
Q140436	Q138923
Q140436	Q142703
Q140436	Q142704
Q140437	Q138924
Q140437	Q138925
Q140437	Q138926
Q140437	Q138927
Q140437	Q138928
Q140437	Q138929
Q140437	Q138930
Q140437	Q140221
Q140438	Q140665
Q140438	Q140666
Q140439	Q142708
Q140439	Q142709
Q14044	Q14529
Q140440	Q142711
Q140441	Q142712
Q140441	Q142713
Q140442	Q142715
Q140442	Q142716
Q140442	Q142717
Q140442	Q142718
Q140443	Q142485
Q140444	Q142720
Q140444	Q142721
Q140445	Q142723
Q140446	Q142724
Q140447	Q142726
Q140448	Q138931
Q140448	Q138932
Q140449	Q142727
Q140449	Q142728
Q140450	Q142729
Q140451	Q142730
Q140452	Q142731
Q140453	Q142733
Q140454	Q142734
Q140455	Q138935
Q140456	Q142736
Q140457	Q138936
Q140458	Q138937
Q140459	Q142737
Q140460	Q142738
Q140461	Q142739
Q140462	Q138939
Q140463	Q138939
Q140464	Q140559
Q140465	Q139002
Q140465	Q139003
Q140466	Q142742
Q140467	Q138940
Q140468	Q138940
Q140469	Q138941
Q140470	Q138942
Q140470	Q140486
Q140470	Q140556
Q140471	Q140472
Q140471	Q140473
Q140471	Q140474
Q140472	Q142748
Q140473	Q142749
Q140473	Q142750
Q140474	Q142751
Q140475	Q142753
Q140475	Q142754
Q140476	Q140523
Q140476	Q140524
Q140476	Q140525
Q140476	Q142756
Q140477	Q142569
Q140477	Q142570
Q140477	Q142571
Q140477	Q142572
Q140478	Q142758
Q140478	Q142759
Q140479	Q142761
Q140479	Q142762
Q14048	Q14531
Q14048	Q14532
Q140480	Q142764
Q140481	Q142765
Q140482	Q138971
Q140483	Q138951
Q140484	Q140528
Q140484	Q140529
Q140484	Q140530
Q140485	Q142768
Q140485	Q142769
Q140486	Q138952
Q140486	Q138953
Q140486	Q138954
Q140487	Q142770
Q140488	Q142553
Q140489	Q142772
Q140490	Q142774
Q140491	Q138957
Q140492	Q142776
Q140493	Q139035
Q140494	Q139037
Q140495	Q138958
Q140496	Q142574
Q140496	Q142575
Q140497	Q142779
Q140498	Q138959
Q140499	Q138960
Q140500	Q142782
Q140501	Q138961
Q140502	Q138961
Q140503	Q138962
Q140503	Q138963
Q140504	Q142786
Q140504	Q142787
Q140504	Q142788
Q140504	Q142789
Q140504	Q142790
Q140505	Q142791
Q140505	Q142792
Q140506	Q142794
Q140506	Q142795
Q140507	Q142796
Q140508	Q142797
Q140509	Q142798
Q140510	Q138964
Q140510	Q138965
Q140511	Q138964
Q140512	Q140513
Q140512	Q140514
Q140512	Q140515
Q140512	Q140516
Q140512	Q140517
Q140512	Q142801
Q140512	Q142802
Q140512	Q142803
Q140513	Q142806
Q140513	Q142807
Q140513	Q142808
Q140513	Q142809
Q140513	Q142810
Q140513	Q142811
Q140514	Q142812
Q140514	Q142813
Q140515	Q142814
Q140515	Q142815
Q140515	Q142816
Q140516	Q140503
Q140517	Q142817
Q140518	Q142819
Q140519	Q142820
Q140519	Q142821
Q140520	Q142822
Q140521	Q142823
Q140522	Q138967
Q140523	Q142825
Q140523	Q142826
Q140524	Q142827
Q140524	Q142828
Q140525	Q142829
Q140526	Q138968
Q140527	Q138969
Q140528	Q142832
Q140528	Q142833
Q140528	Q142834
Q140528	Q142835
Q140529	Q142774
Q140530	Q142836
Q140531	Q138970
Q140532	Q138970
Q140533	Q142839
Q140534	Q138972
Q140535	Q142840
Q140536	Q142841
Q140537	Q142842
Q140538	Q142843
Q140539	Q142845
Q140539	Q142846
Q140539	Q142847
Q140539	Q142848
Q140540	Q142849
Q140540	Q142850
Q140540	Q142851
Q140541	Q142852
Q140542	Q142853
Q140543	Q142854
Q140544	Q142856
Q140545	Q142857
Q140546	Q142859
Q140546	Q142860
Q140547	Q140330
Q140547	Q140331
Q140548	Q142862
Q140548	Q142863
Q140548	Q142864
Q140549	Q142757
Q140549	Q142865
Q140550	Q140534
Q140550	Q142866
Q140551	Q142867
Q140552	Q142868
Q140553	Q142869
Q140554	Q142859
Q140554	Q142860
Q140555	Q138988
Q140556	Q142862
Q140556	Q142863
Q140556	Q142864
Q140557	Q140619
Q140557	Q142770
Q140557	Q142871
Q140558	Q140512
Q140558	Q142615
Q140558	Q142872
Q140558	Q142873
Q140558	Q142874
Q140558	Q142875
Q140558	Q142876
Q140558	Q142877
Q140559	Q140560
Q140560	Q140512
Q140560	Q142615
Q140560	Q142872
Q140560	Q142873
Q140560	Q142874
Q140560	Q142875
Q140560	Q142876
Q140560	Q142877
Q140561	Q138992
Q140561	Q138993
Q140562	Q138994
Q140563	Q142820
Q140563	Q142821
Q140564	Q142882
Q140564	Q142883
Q140565	Q138996
Q140566	Q138997
Q140567	Q138997
Q140568	Q138999
Q140568	Q139000
Q140569	Q142889
Q140570	Q142732
Q140570	Q142891
Q140570	Q142892
Q140570	Q142893
Q140571	Q142894
Q140572	Q142895
Q140573	Q142896
Q140574	Q142897
Q140576	Q140568
Q140576	Q142885
Q140577	Q142898
Q140578	Q139009
Q140578	Q139010
Q140579	Q142902
Q140580	Q139011
Q140580	Q139012
Q140581	Q142830
Q140582	Q142903
Q140583	Q139013
Q140584	Q142755
Q140584	Q142904
Q140585	Q139014
Q140585	Q140574
Q140586	Q139016
Q140587	Q139017
Q140588	Q139018
Q140589	Q142906
Q140589	Q142907
Q140590	Q142908
Q140590	Q142909
Q140591	Q142911
Q140592	Q142912
Q140593	Q142914
Q140593	Q142915
Q140594	Q139023
Q140594	Q142918
Q140594	Q142919
Q140594	Q142920
Q140594	Q142921
Q140595	Q139023
Q140595	Q142918
Q140595	Q142919
Q140595	Q142920
Q140595	Q142921
Q140596	Q139024
Q140597	Q142632
Q140598	Q139025
Q140599	Q139025
Q140600	Q142494
Q140601	Q142538
Q140601	Q142923
Q140602	Q142924
Q140603	Q142200
Q140604	Q139027
Q140604	Q142392
Q140605	Q139027
Q140605	Q142392
Q140606	Q139028
Q140606	Q140680
Q140606	Q140681
Q140606	Q140682
Q140606	Q140683
Q140607	Q142926
Q140608	Q140611
Q140608	Q140612
Q140611	Q142932
Q140611	Q142933
Q140611	Q142934
Q140611	Q142935
Q140611	Q142936
Q140611	Q142937
Q140611	Q142938
Q140611	Q142939
Q140612	Q142940
Q140612	Q142941
Q140612	Q142942
Q140613	Q142944
Q140613	Q142945
Q140614	Q142946
Q140615	Q142947
Q140616	Q139030
Q140616	Q139031
Q140617	Q142949
Q140618	Q142951
Q140618	Q142952
Q140618	Q142953
Q140619	Q139032
Q140619	Q139036
Q140620	Q142955
Q140620	Q142956
Q140620	Q142957
Q140620	Q142958
Q140620	Q142959
Q140621	Q142960
Q140622	Q142961
Q140622	Q142962
Q140623	Q142963
Q140624	Q142965
Q140625	Q142966
Q140626	Q139034
Q140627	Q142969
Q140627	Q142970
Q140627	Q142971
Q140627	Q142972
Q140628	Q142973
Q140629	Q142975
Q140630	Q142977
Q140631	Q142978
Q140632	Q139038
Q140633	Q139038
Q140634	Q139039
Q140635	Q142984
Q140636	Q139040
Q140636	Q139041
Q140636	Q139042
Q140637	Q142987
Q140638	Q142988
Q140639	Q142990
Q140640	Q142991
Q140640	Q142992
Q140640	Q142993
Q140641	Q142994
Q140642	Q142995
Q140643	Q139043
Q140644	Q139044
Q140644	Q139045
Q140644	Q139046
Q140644	Q139047
Q140644	Q139048
Q140644	Q139049
Q140644	Q139050
Q140644	Q139051
Q140644	Q139052
Q140644	Q139053
Q140645	Q142999
Q140645	Q143000
Q140645	Q143001
Q140645	Q143002
Q140646	Q143003
Q140647	Q143004
Q140647	Q143005
Q140647	Q143006
Q140648	Q143007
Q140648	Q143008
Q140648	Q143009
Q140648	Q143010
Q140649	Q143011
Q140649	Q143012
Q140650	Q143013
Q140650	Q143014
Q140650	Q143015
Q140651	Q143016
Q140652	Q143017
Q140653	Q143018
Q140654	Q143019
Q140655	Q143021
Q140656	Q143023
Q140657	Q143024
Q140658	Q142733
Q140659	Q143025
Q140659	Q143026
Q140659	Q143027
Q140660	Q143028
Q140661	Q143029
Q140662	Q143030
Q140662	Q143031
Q140662	Q143032
Q140663	Q143034
Q140664	Q143035
Q140665	Q143036
Q140666	Q142188
Q140667	Q143037
Q140668	Q143038
Q140669	Q143039
Q14067	Q14545
Q140670	Q139059
Q140671	Q143042
Q140672	Q139060
Q140673	Q142954
Q140673	Q143046
Q140673	Q143047
Q140673	Q143048
Q140674	Q142608
Q140675	Q139063
Q140676	Q143049
Q140677	Q139065
Q140677	Q143050
Q140678	Q140679
Q140679	Q143055
Q140679	Q143056
Q14068	Q14546
Q14068	Q14548
Q140680	Q142582
Q140680	Q142583
Q140681	Q140619
Q140681	Q140643
Q140681	Q142871
Q140682	Q143057
Q140683	Q143058
Q140683	Q143059
Q140684	Q139069
Q140685	Q143062
Q140685	Q143063
Q140686	Q143064
Q140687	Q143065
Q140688	Q143066
Q140689	Q143067
Q140690	Q142927
Q140690	Q143068
Q140690	Q143069
Q140690	Q143070
Q140690	Q143071
Q140690	Q143072
Q140690	Q143073
Q140691	Q143074
Q140692	Q139074
Q140692	Q140596
Q140693	Q139074
Q140693	Q140596
Q140694	Q143078
Q140694	Q143079
Q140694	Q143080
Q140695	Q139076
Q140696	Q140712
Q140697	Q139077
Q140698	Q140449
Q140698	Q140450
Q140698	Q140451
Q140698	Q142867
Q140699	Q142481
Q140699	Q142482
Q140700	Q139080
Q140701	Q143085
Q140702	Q139081
Q140703	Q143078
Q140703	Q143079
Q140703	Q143080
Q140704	Q139083
Q140705	Q143089
Q140706	Q139084
Q140707	Q139085
Q140708	Q143093
Q140709	Q139086
Q140710	Q143094
Q140711	Q143095
Q140712	Q143096
Q140713	Q143097
Q140714	Q139092
Q140715	Q140766
Q140715	Q143098
Q140716	Q139093
Q140717	Q139094
Q140717	Q139095
Q140717	Q139096
Q140717	Q139097
Q140717	Q139098
Q140718	Q143099
Q140718	Q143100
Q140719	Q142002
Q140719	Q142349
Q140719	Q142350
Q140719	Q142351
Q140719	Q142352
Q140719	Q142353
Q140719	Q142354
Q140720	Q143101
Q140721	Q143102
Q140722	Q143103
Q140723	Q143104
Q140724	Q139099
Q140724	Q139861
Q140724	Q142081
Q140724	Q142082
Q140724	Q142083
Q140725	Q140819
Q140726	Q139100
Q140726	Q139101
Q140726	Q139102
Q140726	Q139103
Q140727	Q143108
Q140728	Q143109
Q140729	Q142365
Q140729	Q142369
Q140729	Q143110
Q140729	Q143111
Q140729	Q143112
Q140730	Q143113
Q140731	Q143114
Q140732	Q143115
Q140733	Q140734
Q140733	Q140735
Q140733	Q140736
Q140733	Q140737
Q140733	Q140738
Q140733	Q140739
Q140734	Q143117
Q140734	Q143118
Q140734	Q143119
Q140734	Q143120
Q140735	Q143121
Q140736	Q143122
Q140736	Q143123
Q140736	Q143124
Q140736	Q143125
Q140737	Q143126
Q140738	Q143127
Q140739	Q143128
Q140739	Q143129
Q14074	Q14551
Q140740	Q143130
Q140741	Q143131
Q140742	Q139104
Q140743	Q139988
Q140744	Q143135
Q140745	Q143136
Q140746	Q143138
Q140747	Q143139
Q140748	Q143141
Q140749	Q139996
Q140749	Q139997
Q140749	Q139998
Q140750	Q143142
Q140750	Q143143
Q140750	Q143144
Q140751	Q143145
Q140752	Q143146
Q140753	Q143147
Q140754	Q143148
Q140755	Q143149
Q140756	Q139117
Q140757	Q140211
Q140757	Q140718
Q140758	Q143152
Q140758	Q143153
Q140759	Q143154
Q140760	Q139121
Q140760	Q139122
Q140761	Q143156
Q140761	Q143157
Q140761	Q143158
Q140762	Q143159
Q140762	Q143160
Q140762	Q143161
Q140763	Q142657
Q140764	Q139123
Q140765	Q143163
Q140766	Q139124
Q140766	Q139125
Q140766	Q139126
Q140766	Q139127
Q140767	Q143164
Q140768	Q143133
Q140768	Q143150
Q140768	Q143165
Q140769	Q143166
Q140769	Q143167
Q14077	Q14136
Q14077	Q14554
Q140770	Q143168
Q140771	Q143169
Q140772	Q140756
Q140773	Q143170
Q140774	Q143171
Q140775	Q142667
Q140777	Q142389
Q140777	Q143173
Q140777	Q143174
Q140777	Q143175
Q140778	Q142043
Q140779	Q143176
Q140780	Q143177
Q140781	Q143179
Q140781	Q143180
Q140782	Q139148
Q140782	Q140228
Q140782	Q143181
Q140783	Q140232
Q140784	Q143155
Q140784	Q143182
Q140785	Q143183
Q140786	Q143184
Q140787	Q143185
Q140788	Q139912
Q140789	Q143186
Q140790	Q143183
Q140791	Q143187
Q140792	Q143188
Q140792	Q143189
Q140793	Q143190
Q140794	Q143191
Q140795	Q141804
Q140795	Q141928
Q140795	Q142094
Q140796	Q143192
Q140797	Q143190
Q140798	Q143193
Q140799	Q139138
Q140800	Q143195
Q140801	Q143196
Q140802	Q139141
Q140803	Q140733
Q140804	Q143198
Q140804	Q143199
Q140805	Q143200
Q140805	Q143201
Q140806	Q139913
Q140806	Q139914
