qid	label	wikidata_qid	wikidata_name	name_score
Q35474	Daughter of Date Tanemune (wife of Nikaido Teruyuki)	Q108320500	伊達稙宗の娘 (二階堂照行の妻)	0.00
Q35478	伊達稙宗の次女 (懸田俊宗の継室)	Q108321292	伊達稙宗の次女 (懸田俊宗の継室)	0.00
Q35482	亘理綱宗	Q108326320	亘理綱宗	0.00
Q35486	桑折宗貞	Q108335791	桑折宗貞	0.00
Q35490	葛西晴清	Q17223365	葛西晴清	0.00
Q35494	越河御前	Q108355772	越河御前	0.00
Q35498	最上義定	Q11515460	最上義定	0.00
Q35502	摂津元親	Q110900376	摂津元親	0.00
Q35506	庭田重秀	Q109260457	庭田重秀	0.00
Q35510	清閑寺共綱	Q109789875	清閑寺共綱	0.00
Q35514	富小路頼直	Q110072262	富小路頼直	0.00
Q35518	高辻豊長	Q109315825	高辻豊長	0.00
Q35542	坊城俊方	Q109303618	坊城俊方	0.00
Q35550	坊城俊広の娘 (中御門宣顕の妻)	Q109303670	坊城俊広の娘 (中御門宣顕の妻)	0.00
Q35554	坊城正姫	Q109303806	坊城正姫	0.00
Q35558	小倉公連	Q109304401	小倉公連	0.00
Q35562	小倉熙季	Q109304583	小倉熙季	0.00
Q35570	唐橋在庸	Q109307129	唐橋在庸	0.00
Q35574	清岡長時	Q109307131	清岡長時	0.00
Q35578	桒原長義	Q109307147	桒原長義	0.00
Q35582	唐橋在隆	Q109307176	唐橋在隆	0.00
Q35586	五条為房	Q109307323	五条為房	0.00
Q35590	宗賀	Q109318642	宗賀	0.00
Q35602	西洞院時成	Q109319177	西洞院時成	0.00
Q35606	中山冷泉為尚	Q96714646	中山冷泉為尚	0.00
Q35610	今城定経	Q109320564	今城定経	0.00
Q35614	吉田兼則の娘 (入江相尚の妻)	Q109322713	吉田兼則の娘 (入江相尚の妻)	0.00
Q35618	入江相敬	Q109322718	入江相敬	0.00
Q35623	倉橋泰房	Q109322766	倉橋泰房	0.00
Q35627	土御門泰福の娘 (倉橋泰貞の妻)	Q109322808	土御門泰福の娘 (倉橋泰貞の妻)	0.00
Q35631	倉橋泰貞の娘 (愛宕通晴の妻)	Q109322780	倉橋泰貞の娘 (愛宕通晴の妻)	0.00
Q35635	倉橋泰章	Q109322814	倉橋泰章	0.00
Q35639	土御門隆俊	Q109322838	土御門隆俊	0.00
Q35643	池尻共条	Q109796046	池尻共条	0.00
Q35651	河鰭基秀の娘 (高辻豊長の妻)	Q110950816	河鰭基秀の娘 (高辻豊長の妻)	0.00
Q35655	河鰭基秀の娘 (野宮定逸の妻)	Q110950821	河鰭基秀の娘 (野宮定逸の妻)	0.00
Q35659	正親町三条実彦	Q11545667	正親町三条実彦	0.00
Q35663	滋野井公澄の娘 (堀河冬輔の妻)	Q110966656	滋野井公澄の娘 (堀河冬輔の妻)	0.00
Q35687	櫛笥隆朝	Q109337228	櫛笥隆朝	0.00
Q35691	鷲尾隆尹	Q109338750	鷲尾隆尹	0.00
Q35699	櫛笥隆成	Q109352219	櫛笥隆成	0.00
Q35703	園池実守	Q110886456	園池実守	0.00
Q35707	綾小路有胤	Q109352393	綾小路有胤	0.00
Q35711	綾小路俊景の娘 (七条信方の妻)	Q109836107	綾小路俊景の娘 (七条信方の妻)	0.00
Q35715	三条西公勝	Q109936164	三条西公勝	0.00
Q35719	三条西公福	Q110089328	三条西公福	0.00
Q35723	慈光寺具仲	Q110817816	慈光寺具仲	0.00
Q35731	染町	Q110167712	染町	0.00
Q35936	水無瀬兼豊	Q109832354	水無瀬兼豊	0.00
Q35940	水無瀬孝源	Q110061133	水無瀬孝源	0.00
Q35944	後水尾院右衛門佐局	Q6139694	右卫门佐	0.00
Q35948	水無瀬氏信の娘 (水無瀬兼豊の妻)	Q110065069	水無瀬氏信の娘 (水無瀬兼豊の妻)	0.00
Q35952	水無瀬氏信の娘 (堤輝長の妻)	Q110066587	水無瀬氏信の娘 (堤輝長の妻)	0.00
Q35956	水無瀬氏孝	Q110060996	水無瀬氏孝	0.00
Q35964	堤為任	Q110067110	堤為任	0.00
Q35968	吉良鶴姫	Q109247766	吉良鶴姫	0.00
Q35972	お豊の方	Q110192763	お豊の方	0.00
Q35976	お重の方	Q110192975	お重の方	0.00
Q35980	島津久東	Q110603887	島津久東	0.00
Q35984	島津久福 (島津綱貴の九男)	Q110607868	島津久福 (島津綱貴の九男)	0.00
Q35988	島津忠紀	Q60991044	島津忠紀	0.00
Q36004	島津久亮	Q115586605	島津久亮	0.00
Q35996	島津貴澄	Q60613828	島津貴澄	0.00
Q36024	前田玄以の娘 (三条西実条の正室)	Q108884325	前田玄以の娘 (三条西実条の正室)	0.00
Q36028	武者小路公種	Q109936215	武者小路公種	0.00
Q36032	三条西泰長	Q109936270	三条西泰長	0.00
Q36036	西郊実号	Q109936377	西郊実号	0.00
Q36040	松平和泉守の養女 (最上義智の正室)	Q109936463	松平和泉守の養女 (最上義智の正室)	0.00
Q36048	光深	Q109937245	光深	0.00
Q36056	阿野公緒	Q110142508	阿野公緒	0.00
Q36064	清水谷公美	Q110976722	清水谷公美	0.00
Q36068	清水谷陳季	Q110976394	清水谷陳季	0.00
Q36072	中御門宣順	Q109194598	中御門宣順	0.00
Q36076	岡崎宣持	Q109796907	岡崎宣持	0.00
Q36080	池尻共孝	Q109790038	池尻共孝	0.00
Q36084	五条為適の娘 (池尻共孝の妻)	Q109790157	五条為適の娘 (池尻共孝の妻)	0.00
Q36088	梅園久季	Q109796564	梅園久季	0.00
Q36092	池尻勝房の娘 (今城定経の妻)	Q109806637	池尻勝房の娘 (今城定経の妻)	0.00
Q36096	池尻勝房の娘 (松平勝以の継室)	Q109819295	池尻勝房の娘 (松平勝以の継室)	0.00
Q36100	池尻勝房の娘 (東坊城資長の妻)	Q109819495	池尻勝房の娘 (東坊城資長の妻)	0.00
Q36104	白川雅陳王	Q96715869	白川雅陳王	0.00
Q36108	四辻公理の娘 (白川雅喬王の妻)	Q109806575	四辻公理の娘 (白川雅喬王の妻)	0.00
Q36112	白川雅光王	Q108842661	白川雅光王	0.00
Q36116	白川雅冬王	Q109799287	白川雅冬王	0.00
Q36120	高倉永重	Q110079290	高倉永重	0.00
Q36141	石野基棟	Q110249706	石野基棟	0.00
Q36145	石野基綱	Q110250670	石野基綱	0.00
Q36149	野宮定縁	Q110948999	野宮定縁	0.00
Q36157	野宮定基の娘 (野宮定俊の妻)	Q110733581	野宮定基の娘 (野宮定俊の妻)	0.00
Q36165	久世経式	Q110884781	久世経式	0.00
Q36189	持明院基久の娘 (持明院基定の正室)	Q108841156	持明院基久の娘 (持明院基定の正室)	0.00
Q36193	石野基顕	Q110249587	石野基顕	0.00
Q36197	久野俊純	Q11369729	久野俊純	0.00
Q36201	高辻総長	Q110138095	高辻総長	0.00
Q36205	花園公晴	Q109867221	花園公晴	0.00
Q21068	摩貞夫人	Q84511240	摩貞夫人	0.00
Q36253	金崇斌	Q16176054	김숭빈	0.00
Q21118	獨孤開遠	Q73515795	獨孤開遠	0.00
Q21119	独孤机	Q26156591	独孤机	0.00
Q21138	王方翼	Q15904891	王方翼	0.00
Q21144	义安公主	Q16603307	义安公主	0.00
Q21145	平原公主	Q16603402	平原公主	0.00
Q21146	永富公主	Q16603466	永富公主	0.00
Q21147	義歸公主	Q16603569	義歸公主	0.00
Q21148	西河公主	Q16603627	西河公主	0.00
Q36281	順陽公主	Q16603731	顺阳公主	0.00
Q21153	宇文俭	Q10946174	宇文俭	0.00
Q36284	宇文盛	Q10946199	宇文盛	0.00
Q36288	宇文直	Q10143399	宇文直	0.00
Q36292	宇文純	Q10946204	宇文纯	0.00
Q21159	宇文逌	Q10946220	宇文逌	0.00
Q21160	宇文通	Q10946221	宇文通	0.00
Q21161	宇文震	Q10946226	宇文震	0.00
Q21162	宜都公主	Q67989342	宜都公主	0.00
Q21163	义阳公主	Q16603308	义阳公主	0.00
Q36308	崔氏 (煬帝の側室)	Q108686048	崔氏 (煬帝の側室)	0.00
Q21226	崔妃	Q11053526	崔妃	0.00
Q21257	燕郡公主	Q16603511	燕郡公主	0.00
Q21309	豆卢贵妃	Q8251286	豆卢贵妃	0.00
Q21330	陆氏	Q15902545	陆氏	0.00
Q21334	李氏	Q133447420	李氏	0.00
Q21372	独孤修法	Q26156592	独孤修法	0.00
Q21384	贺兰让	Q66235054	贺兰让	0.00
Q36465	和気保家	Q109932236	和気保家	0.00
Q36469	月輪尹賢	Q110055607	月輪尹賢	0.00
Q36473	藤原成基	Q110055740	藤原成基	0.00
Q36477	小早川弘景 (初代)	Q11460845	小早川弘景 (初代)	0.00
Q36481	小早川扶平	Q11460847	小早川扶平	0.00
Q36485	乃美家氏	Q108875747	乃美家氏	0.00
Q36489	紀親文	Q110874112	紀親文	0.00
Q36493	蘆名盛滋	Q11625149	蘆名盛滋	0.00
Q36497	蘆名氏方	Q11625142	蘆名氏方	0.00
Q36501	蘆名盛舜の娘 (相馬盛胤の正室)	Q106768643	蘆名盛舜の娘 (相馬盛胤の正室)	0.00
Q36505	蘆名氏某	Q106766669	蘆名氏某	0.00
Q36509	上杉憲武	Q55521590	上杉憲武	0.00
Q36517	那須資持	Q11642962	那須資持	0.00
Q36521	高師英	Q104204175	高師英	0.00
Q36525	山名堯政	Q115587149	山名堯政	0.00
Q36533	朝倉景明	Q111201574	朝倉景明	0.00
Q36549	Ivaki-godzen	Q108320738	岩城御前	0.00
Q36553	小梁川盛宗 (戦国時代)	Q108302255	小梁川盛宗 (戦国時代)	0.00
Q36561	天童重頼	Q109681544	天童重頼	0.00
Q36565	石川仲光	Q106995179	石川仲光	0.00
Q36569	小杉山御台	Q108302938	小杉山御台	0.00
Q36573	岩瀬御台	Q109290462	岩瀬御台	0.00
Q36577	蘆名亀王丸	Q11625140	蘆名亀王丸	0.00
Q36581	江戸崎御前	Q109279781	江戸崎御前	0.00
Q36589	大田原資清の娘 (佐久山義隆の室)	Q106775150	大田原資清の娘 (佐久山義隆の室)	0.00
Q36597	陽月貞春大姉	Q107177820	陽月貞春大姉	0.00
Q36601	芳賀高勝	Q17219281	芳賀高勝	0.00
Q36605	大寿院	Q109290368	大寿院	0.00
Q36609	高倉永敦	Q109853074	高倉永敦	0.00
Q36613	佐竹義隣	Q11383480	佐竹義隣	0.00
Q36617	佐竹義寛	Q110949081	佐竹義寛	0.00
Q36629	佐竹義久の養女 (小場義成の正室)	Q110889814	佐竹義久の養女 (小場義成の正室)	0.00
Q36633	佐竹義重の養女 (岩城常隆の継室)	Q108906979	佐竹義重の養女 (岩城常隆の継室)	0.00
Q36636	蘆野盛泰	Q11625162	蘆野盛泰	0.00
Q36640	斯波詮好	Q110903942	斯波詮好	0.00
Q36644	本阿弥妙秀	Q109732835	本阿弥妙秀	0.00
Q36652	本阿弥法秀	Q109741306	本阿弥法秀	0.00
Q36656	本阿弥妙光	Q109741740	本阿弥妙光	0.00
Q36664	Amago Sanehisa	Q11464925	尼子誠久	0.00
Q36668	尼子豊久	Q10265646	尼子豊久	0.00
Q36672	尼子敬久	Q10265626	尼子敬久	0.00
Q36676	尼子国久の娘 (宍道経慶の妻)	Q110943329	尼子国久の娘 (宍道経慶の妻)	0.00
Q36681	尼子国久の娘 (湯原信綱の妻)	Q110943421	尼子国久の娘 (湯原信綱の妻)	0.00
Q36689	和束屋形の娘 (一色晴具の妻)	Q111375067	和束屋形の娘 (一色晴具の妻)	0.00
Q36701	戸田実光	Q110284147	戸田実光	0.00
Q36705	戸田綱光	Q110284102	戸田綱光	0.00
Q36713	阿蘇惟豊	Q11657652	阿蘇惟豊	0.00
Q36717	菊池武経	Q11619805	菊池武経	0.00
Q36729	山口盛仲	Q134513378	山口盛仲	0.00
Q36733	山口教房	Q134513382	山口教房	0.00
Q36741	水谷正村の娘 (結城晴朝の正室)	Q107172394	水谷正村の娘 (結城晴朝の正室)	0.00
Q36745	大塚権之介	Q110889133	大塚権之介	0.00
Q36749	佐竹義賢	Q110889167	佐竹義賢	0.00
Q36753	小野崎宣政	Q110889403	小野崎宣政	0.00
Q36757	一色直房	Q110821666	一色直房	0.00
Q36761	一色直武	Q110822169	一色直武	0.00
Q36765	蜷川親朝	Q108818834	蜷川親朝	0.00
Q36769	江馬左馬助	Q110068506	江馬左馬助	0.00
Q36777	Ota Sigetsura	Q108805859	太田茂連	0.00
Q36785	武田元度	Q28689809	武田元度	0.00
Q36789	久我堯通	Q11369359	久我堯通	0.00
Q36793	岩倉乗具	Q11474137	岩倉乗具	0.00
Q36797	西園寺公朝の娘 (松木宗満の妻)	Q110057064	西園寺公朝の娘 (松木宗満の妻)	0.00
Q36801	万里小路秀房	Q108852630	万里小路秀房	0.00
Q36805	津守国繁の娘 (日野輝資の妻)	Q108956739	津守国繁の娘 (日野輝資の妻)	0.00
Q36809	冷光院斉月貞雲	Q110135191	冷光院斉月貞雲	0.00
Q36813	瑞泉院齢仲芳寿大姉	Q110090348	瑞泉院齢仲芳寿大姉	0.00
Q36817	花山院忠広	Q110153071	花山院忠広	0.00
Q36821	花山院定教 (左近衛中将)	Q11615284	花山院定教 (左近衛中将)	0.00
Q36825	花山院万子	Q110153274	花山院万子	0.00
Q36829	専修寺堯円	Q110154574	専修寺堯円	0.00
Q36833	三室戸誠光	Q110086904	三室戸誠光	0.00
Q36837	三室戸資順	Q110086926	三室戸資順	0.00
Q36841	北小路徳光	Q111170803	北小路徳光	0.00
Q36845	柳原資基	Q111170784	柳原資基	0.00
Q36849	愛宕通晴の娘 (伊東祐隆の正室)	Q109322988	愛宕通晴の娘 (伊東祐隆の正室)	0.00
Q36853	斎藤兵部少輔	Q11500468	斎藤兵部少輔	0.00
Q36857	足利嗣知	Q110821340	足利嗣知	0.00
Q36861	赤井家清	Q23986626	赤井家清	0.00
Q36865	赤井幸家	Q134522976	赤井幸家	0.00
Q36881	栄芳院宣通	Q109833630	栄芳院宣通	0.00
Q36885	宣政 (本願寺)	Q109833722	宣政 (本願寺)	0.00
Q36889	霊瑞院	Q109833743	霊瑞院	0.00
Q36897	野宮定逸	Q110949125	野宮定逸	0.00
Q36901	Siokava Kunimitsu	Q108778915	塩川国満	0.00
Q36905	龍照院 (塩川国満の妻)	Q111203649	龍照院 (塩川国満の妻)	0.00
Q36909	碧松院	Q109179069	碧松院	0.00
Q36918	中山慶親	Q96714772	中山慶親	0.00
Q36922	中山冷泉為親	Q96714609	中山冷泉為親	0.00
Q36930	四辻公音	Q108840097	四辻公音	0.00
Q36934	四辻実仲の娘 (四辻季遠の母)	Q108840101	四辻実仲の娘 (四辻季遠の母)	0.00
Q36938	藪嗣孝	Q108857448	藪嗣孝	0.00
Q36946	四辻季輔	Q108840282	四辻季輔	0.00
Q36950	鍋島乙成姫	Q111019903	鍋島乙成姫	0.00
Q36954	上冷泉為和の養女 (滋野井季国の妻)	Q109945585	上冷泉為和の養女 (滋野井季国の妻)	0.00
Q36958	滋野井公古	Q109945329	滋野井公古	0.00
Q36962	五辻為仲	Q109946273	五辻為仲	0.00
Q36978	久野与次郎	Q108490859	久野与次郎	0.00
Q36982	鳥居康忠	Q108490918	鳥居康忠	0.00
Q36990	Kanetomi Yosida	Q109321328	吉田兼富	0.00
Q36994	清原業賢	Q110393619	清原業賢	0.00
Q36998	吉田兼将	Q109321555	吉田兼将	0.00
Q37002	富小路資直	Q102246945	富小路資直	0.00
Q37006	富小路種直	Q109830280	富小路種直	0.00
Q37014	五条為経	Q109308583	五条為経	0.00
Q37018	岩手信盛	Q119344823	岩手信盛	0.00
Q37030	福島正鎮	Q11593159	福島正鎮	0.00
Q37034	佐久間正勝の娘 (織田貞置の正室)	Q111182087	佐久間正勝の娘 (織田貞置の正室)	0.00
Q37046	津和野局	Q111215399	津和野局	0.00
Q37050	毛利徳鶴丸	Q126006391	毛利徳鶴丸	0.00
Q37083	稲葉正倚	Q110968151	稲葉正倚	0.00
Q37087	織田善右衛門	Q95511949	織田善右衛門	0.00
Q37091	関成次	Q11655795	関成次	0.00
Q37099	浅野氏次	Q106678619	浅野氏次	0.00
Q37103	阿野実顕	Q11657994	阿野実顕	0.00
Q37107	吉田兼治の娘 (阿野実顕の妻)	Q109896485	吉田兼治の娘 (阿野実顕の妻)	0.00
Q37111	高力隆長の娘 (阿野実藤の妻)	Q110142164	高力隆長の娘 (阿野実藤の妻)	0.00
Q37115	阿野実字	Q110142256	阿野実字	0.00
Q37119	安井御前	Q18235830	安井御前	0.00
Q37123	安井重知	Q106678497	安井重知	0.00
Q37131	浅野長継	Q109936736	浅野長継	0.00
Q37135	船越永景	Q98734487	船越永景	0.00
Q37139	近藤重直	Q18758751	近藤重直	0.00
Q37151	朝倉教景の娘 (織田久長の正室)	Q111134365	朝倉教景の娘 (織田久長の正室)	0.00
Q37159	織田敏宗	Q11608385	織田敏宗	0.00
Q37163	Nagayosi Maki	Q11570630	牧長義	0.00
Q37167	Toyama Kageto	Q11642033	遠山景任	0.00
Q37171	Oda Nobuyasu	Q11608276	織田信安	0.00
Q37175	飯尾尚清の娘 (長谷川秀一の妻)	Q108760953	飯尾尚清の娘 (長谷川秀一の妻)	0.00
Q37179	丹羽長政	Q115596087	丹羽長政	0.00
Q37187	蜂屋直政	Q109966347	蜂屋直政	0.00
Q37191	丹羽長次 (旗本)	Q109966601	丹羽長次 (旗本)	0.00
Q37195	決光院	Q109966697	決光院	0.00
Q37199	撃林院	Q109966803	撃林院	0.00
Q37218	下間頼龍の娘 (日置忠俊の妻)	Q109657158	下間頼龍の娘 (日置忠俊の妻)	0.00
Q37234	柴田義宣	Q108991081	柴田義宣	0.00
Q37238	東園基教	Q109799521	東園基教	0.00
Q37242	園基任の娘 (柳原茂光の妻)	Q110081113	園基任の娘 (柳原茂光の妻)	0.00
Q37246	山内玉姫	Q110656819	山内玉姫	0.00
Q37254	京極菊姫	Q108101043	京極菊姫	0.00
Q37266	今出川公規	Q11376748	今出川公規	0.00
Q37270	今出川伊季	Q11376741	今出川伊季	0.00
Q37274	蜂屋謙入	Q115587250	蜂屋謙入	0.00
Q37278	津川義冬	Q11556112	津川義冬	0.00
Q37286	心月女王	Q134436065	心月女王	0.00
Q37298	桑折景長	Q11537555	桑折景長	0.00
Q37302	桑折政長	Q11537553	桑折政長	0.00
Q37306	三沢於常	Q108907479	三沢於常	0.00
Q37310	伊達村倫	Q11380784	伊達村倫	0.00
Q37322	相如院	Q108907505	相如院	0.00
Q37326	三沢宗直の娘 (伊達村興の正室)	Q108907549	三沢宗直の娘 (伊達村興の正室)	0.00
Q37334	岡村於隆の方	Q109352490	岡村於隆の方	0.00
Q37338	高橋倫	Q110883548	高橋倫	0.00
Q37346	伊達和姫	Q110883636	伊達和姫	0.00
Q37358	月光院 (亘理元宗の正室)	Q109327887	月光院 (亘理元宗の正室)	0.00
Q37378	東園基量	Q109806342	東園基量	0.00
Q37382	東園基賢の娘 (京極高住の正室)	Q109806490	東園基賢の娘 (京極高住の正室)	0.00
Q37386	東園基賢の娘 (白川雅光王の妻)	Q109806524	東園基賢の娘 (白川雅光王の妻)	0.00
Q37391	葉川基淳	Q110074521	葉川基淳	0.00
Q37395	波多基維	Q110074670	波多基維	0.00
Q37399	柳原資行	Q110080938	柳原資行	0.00
Q37403	日野光茂	Q113206530	日野光茂	0.00
Q37419	伊勢貞房	Q108960859	伊勢貞房	0.00
Q37423	伊勢貞助	Q62601439	伊勢貞助	0.00
Q37439	松倉重政の娘 (坊城俊昌の妻)	Q109864672	松倉重政の娘 (坊城俊昌の妻)	0.00
Q37447	甘露寺時長	Q110058891	甘露寺時長	0.00
Q37451	甘露寺嗣長	Q110059102	甘露寺嗣長	0.00
Q37455	橋本実村	Q108855679	橋本実村	0.00
Q37459	万里小路淳房	Q109854191	万里小路淳房	0.00
Q37467	裏辻季盛	Q108855870	裏辻季盛	0.00
Q37475	葉室頼重	Q109852009	葉室頼重	0.00
Q37479	橋本実松	Q109852460	橋本実松	0.00
Q37483	斯波義康	Q20040540	斯波義康	0.00
Q37487	津川近利	Q11556115	津川近利	0.00
Q37491	津川近治	Q11556117	津川近治	0.00
Q37515	和田政秀	Q109116522	和田政秀	0.00
Q37519	Daughter of Gamo Hidetsuna (legal wife of Gamo Sadahide)	Q109116531	蒲生秀綱の娘 (蒲生貞秀の正室)	0.00
Q37527	慈照院 (南部信直の後室)	Q110074315	慈照院 (南部信直の後室)	0.00
Q37531	仙寿院 (南部利直の側室)	Q29411039	仙寿院 (南部利直の側室)	0.00
Q37543	関盛吉	Q22131468	関盛吉	0.00
Q37547	関一利	Q119380356	関一利	0.00
Q37550	北畠材親	Q11403859	北畠材親	0.00
Q37554	Wada Korenaga	Q11418009	和田惟長	0.00
Q37558	安藤重長の娘 (丹羽光重正室)	Q111027821	安藤重長の娘 (丹羽光重正室)	0.00
Q37566	池田美恵子	Q111192640	池田美恵子	0.00
Q37570	池田唯子	Q111196347	池田唯子	0.00
Q37574	松平親俊	Q115587300	松平親俊	0.00
Q37578	西尾吉次	Q11627721	西尾吉次	0.00
Q37582	松平一忠	Q106317211	松平一忠	0.00
Q37586	酒井康忠	Q106702943	酒井康忠	0.00
Q37590	酒井忠善	Q115596126	酒井忠善	0.00
Q37594	酒井恒城	Q115587147	酒井恒城	0.00
Q37598	稲垣重綱の娘 (本多忠相の正室)	Q110050858	稲垣重綱の娘 (本多忠相の正室)	0.00
Q37602	松平勝宗	Q106317197	松平勝宗	0.00
Q37606	内藤宗清	Q113232056	内藤宗清	0.00
Q37618	水野鶴	Q111021241	水野鶴	0.00
Q37622	有馬清純	Q11516808	有馬清純	0.00
Q37626	一色氏勝	Q108745029	一色氏勝	0.00
Q37630	板倉久	Q110727182	板倉久	0.00
Q37638	直江景明	Q11581800	直江景明	0.00
Q37646	植村家政の娘 (安部信之の正室)	Q111143495	植村家政の娘 (安部信之の正室)	0.00
Q37650	安部信世	Q111143617	安部信世	0.00
Q37658	星覚院 (松下重綱の正室)	Q111216504	星覚院 (松下重綱の正室)	0.00
Q37682	明石正風	Q18989874	明石正風	0.00
Q37686	浦上誠宗	Q11558120	浦上誠宗	0.00
Q37690	斎藤長実の娘 (筑紫広門の妻)	Q110903023	斎藤長実の娘 (筑紫広門の妻)	0.00
Q37694	筑紫信門	Q79737485	筑紫信門	0.00
Q37698	養福院 (立花直次の正室)	Q110903054	養福院 (立花直次の正室)	0.00
Q37706	小笠原賀留	Q111027288	小笠原賀留	0.00
Q37710	小笠原伊予	Q111027487	小笠原伊予	0.00
Q37714	黒田利	Q110901613	黒田利	0.00
Q37718	大関高増	Q11439903	大関高増	0.00
Q37722	常覚院	Q108884522	常覚院	0.00
Q37726	酒井忠恒	Q8515187	사카이 다다쓰네	0.00
Q37730	岡部親綱	Q11473868	岡部親綱	0.00
Q37734	Sadatsuna Tsutiya	Q11473873	土屋貞綱	0.00
Q37738	岡部元信の娘	Q106056828	岡部元信の娘	0.00
Q37742	岡部真堯	Q126006454	岡部真堯	0.00
Q37746	岡部行隆の娘 (有馬清純の正室)	Q111023306	岡部行隆の娘 (有馬清純の正室)	0.00
Q37758	Nabesima Oman	Q134298867	Набэсима Оман	0.00
Q37762	Nabesima Naotaka	Q59552275	鍋島直堯	0.00
Q37767	Taku Sigetoki	Q11430609	多久茂辰	0.00
Q37771	Taku Sigenori	Q11430610	多久茂矩	0.00
Q37775	Isakhaya Sigeyosi	Q11632021	諫早茂敬	0.00
Q37779	Kumasiro Iseman	Q134300058	Кумасиро Исэман	0.00
Q37783	Kumasiro Onari	Q134299962	Кумасиро Онари	0.00
Q37787	奥平義政	Q134695467	奥平義政	0.00
Q37791	奥平貞次	Q134699753	奥平貞次	0.00
Q37795	長坂信宅	Q24867249	長坂信宅	0.00
Q37799	法雲院 (山内豊昌の側室)	Q111307255	法雲院 (山内豊昌の側室)	0.00
Q37803	山内多代	Q110656129	山内多代	0.00
Q37811	姉小路安姫	Q110136258	姉小路安姫	0.00
Q37815	内藤元長	Q118697839	内藤元長	0.00
Q37823	内藤忠興の娘 (土方雄次の正室)	Q113244689	内藤忠興の娘 (土方雄次の正室)	0.00
Q37835	蒲生郷喜	Q111018799	蒲生郷喜	0.00
Q37839	土方雄重	Q8514867	히지카타 가쓰시게	0.00
Q37843	平岡頼資	Q11482630	平岡頼資	0.00
Q37847	栄久院 (阿部正鎮の正室)	Q111254668	栄久院 (阿部正鎮の正室)	0.00
Q37855	阿部正鎮の娘 (戸田光邦の正室)	Q111260902	阿部正鎮の娘 (戸田光邦の正室)	0.00
Q37863	酒井忠雄	Q87869620	酒井忠雄	0.00
Q37867	秋山虎繁の娘 (秋山昌詮の妻)	Q111296225	秋山虎繁の娘 (秋山昌詮の妻)	0.00
Q37871	柴田勝全	Q108134238	柴田勝全	0.00
Q37875	西郷忠員	Q11629667	西郷忠員	0.00
Q37887	近藤忠吉	Q111253747	近藤忠吉	0.00
Q37891	Mitimasa Edo	Q11551122	江戸通雅	0.00
Q37895	板倉慶	Q110727644	板倉慶	0.00
Q37903	山口秀景	Q95400574	山口秀景	0.00
Q37911	日野福	Q109917846	日野福	0.00
Q37915	本多康慶の娘 (本多康文の正室)	Q110969211	本多康慶の娘 (本多康文の正室)	0.00
Q37919	榊原久政	Q110825129	榊原久政	0.00
Q37923	榊原久近	Q110825146	榊原久近	0.00
Q37928	榊原久通	Q110825167	榊原久通	0.00
Q37932	菅沼定継	Q11619298	菅沼定継	0.00
Q37940	菅沼定仙	Q106680683	菅沼定仙	0.00
Q37948	Sadasige Kimura	Q11518807	木村定重	0.00
Q37964	品川高如	Q11418433	品川高如	0.00
Q37968	西郷延員	Q11629664	西郷延員	0.00
Q37976	石川成綱	Q118747099	石川成綱	0.00
Q37988	Ikoma Yosinaga	Q11574909	生駒善長	0.00
Q37992	坪内家定	Q55973368	坪内家定	0.00
Q38000	慈光院 (蜂須賀家政の正室)	Q17992523	慈光院 (蜂須賀家政の正室)	0.00
Q38004	阿喜姫	Q17988308	阿喜姫	0.00
Q38008	小笠原満	Q111027354	小笠原満	0.00
Q38020	稲垣重綱の娘 (真田信政の正室)	Q110050864	稲垣重綱の娘 (真田信政の正室)	0.00
Q38718	池田千子	Q111050998	池田千子	0.00
Q38164	庭田重具	Q108841005	庭田重具	0.00
Q38168	葉室頼宣	Q108972167	葉室頼宣	0.00
Q38176	葛岡玄仲の娘 (西洞院時慶の正室)	Q109983934	葛岡玄仲の娘 (西洞院時慶の正室)	0.00
Q38180	近衛綱姫	Q134560613	近衛綱姫	0.00
Q38184	高倉永相の娘 (水無瀬氏成の妻)	Q109822018	高倉永相の娘 (水無瀬氏成の妻)	0.00
Q38188	七条隆脩	Q109822750	七条隆脩	0.00
Q38192	水無瀬氏成の娘 (甘露寺嗣長の妻)	Q110060795	水無瀬氏成の娘 (甘露寺嗣長の妻)	0.00
Q38196	森大姫	Q111132137	森大姫	0.00
Q38200	伊勢貞敦	Q109330461	伊勢貞敦	0.00
Q38205	松平乗寿の娘 (増山正利の正室)	Q110967960	松平乗寿の娘 (増山正利の正室)	0.00
Q38209	六角広安	Q110875164	六角広安	0.00
Q38213	堀田正元の娘 (白須正休の妻)	Q110281520	堀田正元の娘 (白須正休の妻)	0.00
Q38217	清閑寺熙定	Q11561445	清閑寺熙定	0.00
Q38233	阿部正晴	Q24861352	阿部正晴	0.00
Q38237	阿部正府	Q24872635	阿部正府	0.00
Q38241	前田頴	Q111018666	前田頴	0.00
Q38245	烏丸光康の娘 (広橋国光の妻)	Q109784593	烏丸光康の娘 (広橋国光の妻)	0.00
Q38249	烏丸光康の娘 (正親町季秀の正室)	Q109788083	烏丸光康の娘 (正親町季秀の正室)	0.00
Q38257	烏丸光康の娘 (広橋兼勝の妻)	Q109924223	烏丸光康の娘 (広橋兼勝の妻)	0.00
