qid	label	wikidata_qid	wikidata_name	name_score
Q57695	大久保忠明	Q115586728	大久保忠明	0.00
Q57704	荒尾成倫	Q11618461	荒尾成倫	0.00
Q57719	脇坂安総	Q24892307	脇坂安総	0.00
Q57737	大岡忠恒の娘 (池田政永の妻のち池田政能の妻)	Q111153687	大岡忠恒の娘 (池田政永の妻のち池田政能の妻)	0.00
Q57755	中根忠豪の娘 (伊木忠興の妻)	Q111261011	中根忠豪の娘 (伊木忠興の妻)	0.00
Q57782	桑山一慶	Q111173504	桑山一慶	0.00
Q57785	桑山一玄の娘	Q111173721	桑山一玄の娘	0.00
Q57788	桑山一玄の娘	Q111173872	桑山一玄の娘	0.00
Q57794	伊木忠真	Q11379412	伊木忠真	0.00
Q57797	池田方智	Q111182490	池田方智	0.00
Q57800	風早実積の娘 (梅溪通賢の妻)	Q113164226	風早実積の娘 (梅溪通賢の妻)	0.00
Q57809	戸次鎮秀	Q64783636	戸次鎮秀	0.00
Q57812	戸次統常	Q11496418	戸次統常	0.00
Q57815	臼杵鎮定	Q109298778	臼杵鎮定	0.00
Q57821	内藤清成の娘 (日向政成の妻)	Q113280287	内藤清成の娘 (日向政成の妻)	0.00
Q57824	内藤清成の娘 (小浜光隆の正室)	Q113280515	内藤清成の娘 (小浜光隆の正室)	0.00
Q57836	藤堂良以	Q109862280	藤堂良以	0.00
Q57839	森於徳	Q111009581	森於徳	0.00
Q57842	正親町三条実久	Q11545666	正親町三条実久	0.00
Q57845	小笠原棟敬	Q64782627	小笠原棟敬	0.00
Q57851	小笠原忠徴の娘 (戸沢正実の正室)	Q108094056	小笠原忠徴の娘 (戸沢正実の正室)	0.00
Q57854	堀田正愛	Q11427637	堀田正愛	0.00
Q57875	戸田光廩	Q110969362	戸田光廩	0.00
Q57878	松平忠勧	Q110969376	松平忠勧	0.00
Q57881	牧野千姫	Q110969686	牧野千姫	0.00
Q57884	牧野貞通の娘 (本多忠敝の正室)	Q110969707	牧野貞通の娘 (本多忠敝の正室)	0.00
Q57896	尾池義辰	Q11465366	尾池義辰	0.00
Q57902	滋岡辰長の娘 (藪保季の妻)	Q110646292	滋岡辰長の娘 (藪保季の妻)	0.00
Q57911	阿部倶姫	Q134617065	阿部倶姫	0.00
Q57914	阿部銑	Q134617341	阿部銑	0.00
Q57920	松平結子	Q134564303	松平結子	0.00
Q57923	舟橋秀賢	Q109873036	舟橋秀賢	0.00
Q57926	舟橋経賢	Q109897245	舟橋経賢	0.00
Q57929	舟橋弘賢	Q109898719	舟橋弘賢	0.00
Q57932	松寿院 (小笠原秀清の妻)	Q108903083	松寿院 (小笠原秀清の妻)	0.00
Q57935	小笠原長良	Q109895629	小笠原長良	0.00
Q57938	Sadanari Murai	Q11523013	村井貞成	0.00
Q57941	村井清次	Q11522987	村井清次	0.00
Q57944	慈光院 (佐々成政の正室)	Q110086787	慈光院 (佐々成政の正室)	0.00
Q57947	遠山秀友	Q11642057	遠山秀友	0.00
Q57950	田北鑑生	Q11576230	田北鑑生	0.00
Q57953	田北紹鉄	Q11576228	田北紹鉄	0.00
Q57956	田北鎮周	Q11576227	田北鎮周	0.00
Q57959	臼杵長景	Q11613294	臼杵長景	0.00
Q57977	波川清宗の娘 (北之川親安の妻)	Q108811039	波川清宗の娘 (北之川親安の妻)	0.00
Q57983	柴田宗朝	Q108871766	柴田宗朝	0.00
Q57989	Sukemitsu Kinovaki	Q22129472	木脇祐光	0.00
Q58004	島津久通	Q115586942	島津久通	0.00
Q58019	興行寺蓮実	Q108963908	興行寺蓮実	0.00
Q58025	安藤朴翁	Q128852089	安藤朴翁	0.00
Q58040	松平由重	Q115587223	松平由重	0.00
Q58043	内藤貞正	Q30932220	内藤貞正	0.00
Q58046	藤谷為時	Q113207646	藤谷為時	0.00
Q58049	西大路隆要	Q111225670	西大路隆要	0.00
Q58073	中山栄親の家女房	Q108857026	中山栄親の家女房	0.00
Q58079	四条隆師	Q108857020	四条隆師	0.00
Q58106	久我従子	Q110957901	久我従子	0.00
Q58109	西洞院信順	Q110955595	西洞院信順	0.00
Q58112	西洞院八千	Q110958730	西洞院八千	0.00
Q58115	吉田清子	Q110961903	吉田清子	0.00
Q58118	冷泉為則	Q110961886	冷泉為則	0.00
Q58121	三室戸緝光	Q110961917	三室戸緝光	0.00
Q58124	冷泉初子	Q110961924	冷泉初子	0.00
Q58127	吉田兼里	Q109321566	吉田兼里	0.00
Q58194	久我綾姫	Q110955656	久我綾姫	0.00
Q58355	Kendzi Nisivaki	Q134384486	Кэндзи Нисиваки	0.00
Q58382	堀直利の娘 (成瀬正幸の正室)	Q110645807	堀直利の娘 (成瀬正幸の正室)	0.00
Q58385	成瀬正泰	Q11495571	成瀬正泰	0.00
Q58388	藪公師	Q108857510	藪公師	0.00
Q58502	醍醐顕子	Q108890397	醍醐顕子	0.00
Q58505	堀田正陳	Q11427653	堀田正陳	0.00
Q58508	水谷勝比の娘 (堀田正陳の継室)	Q111104427	水谷勝比の娘 (堀田正陳の継室)	0.00
Q58520	脇坂八重	Q111103687	脇坂八重	0.00
Q58535	青山重成	Q57887781	青山重成	0.00
Q58538	青山忠重	Q57887784	青山忠重	0.00
Q58550	清閑寺共福	Q110974563	清閑寺共福	0.00
Q58553	清閑寺兼子	Q110975936	清閑寺兼子	0.00
Q58556	清閑寺貞子	Q110251538	清閑寺貞子	0.00
Q58608	山口直信	Q134524245	山口直信	0.00
Q58617	関長道	Q11656472	関長道	0.00
Q58620	中院通繁	Q110660378	中院通繁	0.00
Q58626	千種有名	Q110662994	千種有名	0.00
Q58665	이비가	Q16177570	이비가	0.00
Q58668	정견모주	Q16262429	정견모주	0.00
Q58689	Li Zhan	Q17025953	李让	0.00
Q58692	Li In	Q17025850	李愔	0.00
Q58701	Li Khun	Q15945102	李宏 (西凉)	0.00
Q58704	Li Tyao	Q15946901	李眺	0.00
Q58764	tshe-spong-bz'-'bri-m-thod-dkr /	Q107412076	ཚེ་སྤོང་བཟའ་འབྲི་མ་ཐོད་དཀར།	0.00
Q58782	慕容智	Q81745998	慕容智	0.00
Q58788	李季英	Q17164415	李季英	0.00
Q58791	慕容宣昌	Q24835820	慕容宣昌	0.00
Q58794	慕容宣彻	Q24835823	慕容宣彻	0.00
Q59021	杨元孙	Q83875264	杨元孙	0.00
Q59060	柳氏	Q74553277	柳氏	0.00
Q59332	窦朗	Q56600493	窦朗	0.00
Q59430	宇文陵	Q10145297	宇文陵	0.00
Q59433	宇文仲	Q10946172	宇文仲	0.00
Q59436	王弼	Q48889956	王弼	0.00
Q59502	郑嫔	Q133223014	郑嫔	0.00
Q59505	高颺	Q17218200	高颺	0.00
Q59511	高偃	Q26197560	高偃	0.00
Q59514	高琨	Q28481406	高琨	0.00
Q59517	閭妃	Q16076657	閭妃	0.00
Q59520	元亶	Q10889539	元亶	0.00
Q59523	元巶	Q19817355	元巶	0.00
Q59526	元孟蕤	Q16603319	元孟蕤	0.00
Q59529	元仲蒨	Q16603318	元仲蒨	0.00
Q59532	元季聪	Q16603321	元季聪	0.00
Q59547	司马显姿	Q8253701	司马显姿	0.00
Q59556	元昌	Q10889694	元昌	0.00
Q59559	建徳公主	Q16603413	建德公主	0.00
Q59562	太原公主	Q16603362	太原公主	0.00
Q59565	阳平公主	Q16603705	阳平公主	0.00
Q59568	司馬朏	Q28481386	司馬朏	0.00
Q59571	司马庆云	Q61314843	司马庆云	0.00
Q59574	乙弗绘	Q55708085	乙弗绘	0.00
Q59580	卢昌寓	Q19855475	卢昌寓	0.00
Q59586	卢元聿	Q17500451	卢元聿	0.00
Q59598	东平公主	Q16603299	东平公主	0.00
Q59601	浮陽公主	Q16603478	浮陽公主	0.00
Q59604	潁川公主 (北斉)	Q16603733	颍川公主	0.00
Q59607	高阿难	Q17035258	高阿难	0.00
Q59619	高淯	Q11668624	高淯	0.00
Q59622	高湝	Q11668627	高湝	0.00
Q59625	高湜	Q11668630	高湜	0.00
Q59628	高𤁒	Q11668859	高凝	0.00
Q59631	高浚	Q11671823	高浚	0.00
Q59634	高淹	Q11671856	高淹	0.00
Q59637	高済	Q11671860	高济	0.00
Q59640	高潤	Q11671892	高润	0.00
Q59646	高渙	Q15909954	高涣	0.00
Q59649	高洽	Q16075327	高洽	0.00
Q59652	元韶	Q10889842	元韶	0.00
Q59655	楽陵公主 (北斉)	Q16603312	乐陵公主	0.00
Q59658	高婁斤	Q17025044	高娄斤	0.00
Q59661	高整信	Q15926712	高整信	0.00
Q59664	高妙儀	Q16603744	高妙仪	0.00
Q59670	乙海	Q26197551	乙海	0.00
Q59718	李雅	Q67936467	李雅	0.00
Q59733	史善应	Q131930063	史善应	0.00
Q59739	Nalozhnitsa Li	Q8250179	李夫人	0.00
Q59742	胡延之	Q24833527	胡延之	0.00
Q59745	盧氏	Q133467845	盧氏	0.00
Q59751	초제후	Q8257283	楚帝皇后	0.00
Q59784	韋挺	Q15944659	韋挺	0.00
Q60010	杨晖	Q26209004	杨晖	0.00
Q60037	楊貴嬪	Q24841346	楊貴嬪	0.00
Q60100	Kin In	Q11547106	殷鈞	0.00
Q60190	蕭方諸	Q16075279	蕭方諸	0.00
Q60193	蕭方矩	Q11622086	蕭方矩	0.00
Q60196	소방략	Q16075339	蕭方略	0.00
Q60205	元莒犁	Q16603324	元莒犁	0.00
Q60208	蕭礩	Q95114843	蕭礩	0.00
Q60211	蕭堅	Q95115262	蕭堅	0.00
Q60214	蕭確	Q16076960	萧确	0.00
Q60217	蕭会理	Q15931307	蕭會理	0.00
Q60220	蕭通理	Q16260798	蕭通理	0.00
Q60223	蕭乂理	Q15933988	蕭乂理	0.00
Q60226	安固公主	Q16603376	安固公主	0.00
Q60229	萧应	Q65061361	萧应	0.00
Q60325	張交	Q48889555	張交	0.00
Q60343	永世公主	Q14921949	永世公主	0.00
Q60346	陈道巨	Q22813426	陈道巨	0.00
Q60352	昭皇后 (陳霸先)	Q8257697	昭皇后 (陳霸先)	0.00
Q60385	严淑媛	Q30943130	严淑媛	0.00
Q60397	到仲挙	Q11396952	到仲挙	0.00
Q60457	裴氏	Q133503468	裴氏	0.00
Q60601	高各拔	Q26184280	高各拔	0.00
Q60604	高真	Q61723639	高真	0.00
Q60607	高稚	Q61723627	高稚	0.00
Q60610	韓期姫	Q8257295	韓期姬	0.00
Q60613	高恵宝	Q30945064	高惠宝	0.00
Q60625	韦徵	Q61725240	韦徵	0.00
Q60631	韦义远	Q26208800	韦义远	0.00
Q60649	郑颖考	Q76011085	郑颖考	0.00
Q60652	郑仲明	Q28415536	郑仲明	0.00
Q60667	韋陟	Q15955494	韦陟	0.00
Q61061	慕容兆	Q22773567	慕容兆	0.00
Q61163	mng-rje-thod-dkr-legs /	Q107420565	མང་རྗེ་ཐོད་དཀར་ལེགས།	0.00
Q61266	咸安公主	Q10921765	咸安公主	0.00
Q61269	唐安公主	Q10922666	唐安公主	0.00
Q61275	文安公主 (唐德宗)	Q11079702	文安公主 (唐德宗)	0.00
Q61485	李誼	Q11098003	李誼	0.00
Q61614	源直心	Q18907250	源直心	0.00
Q61689	郭袭业	Q66310095	郭袭业	0.00
Q62007	崔兰宾	Q76011403	崔兰宾	0.00
Q62019	李敬仪	Q56598162	李敬仪	0.00
Q62022	崔徽華	Q22099010	崔徽华	0.00
Q62025	崔巨倫	Q17991559	崔巨倫	0.00
Q62045	王氏	Q133472591	王氏	0.00
Q62048	李晖仪	Q15921405	李晖仪	0.00
Q62125	崔孝演	Q30942969	崔孝演	0.00
Q62128	崔孝直	Q17991567	崔孝直	0.00
Q62320	Koretake Aso	Q11657647	阿蘇惟武	0.00
Q62323	多々良貞成	Q134519330	多々良貞成	0.00
Q62335	伊勢盛経	Q106651920	伊勢盛経	0.00
Q62341	堀田正方の娘 (堀田正陳の正室)	Q111104099	堀田正方の娘 (堀田正陳の正室)	0.00
Q62356	設楽貞清の娘 (森川重俊の正室)	Q134515416	設楽貞清の娘 (森川重俊の正室)	0.00
Q62359	森川重名	Q109983645	森川重名	0.00
Q62362	梅渓通賢	Q113164109	梅渓通賢	0.00
Q62368	花房幸次	Q11284087	하나부사 유키쓰구	0.00
Q62371	花房正盛	Q109288023	花房正盛	0.00
Q62374	花房正信	Q110087081	花房正信	0.00
Q62377	花房正堅	Q110087134	花房正堅	0.00
Q62389	香西元盛	Q11667752	香西元盛	0.00
Q62392	柳本賢治	Q11534339	柳本賢治	0.00
Q62395	石井行康	Q110602964	石井行康	0.00
Q62398	石井康子 (船橋本賢の妻)	Q110643899	石井康子 (船橋本賢の妻)	0.00
Q62401	長谷信昌	Q110644043	長谷信昌	0.00
Q62404	Syoni Noriyori	Q11464739	少弐教頼	0.00
Q62407	少弐政資	Q11464738	少弐政資	0.00
Q62410	大乗坊長勝	Q107159593	大乗坊長勝	0.00
Q62413	大乗坊長勝の娘 (石井忠繁の正室)	Q107159573	大乗坊長勝の娘 (石井忠繁の正室)	0.00
Q62419	Ryudzodzi Iekadzu	Q11679390	龍造寺家和	0.00
Q62425	Ryudzodzi Nobutika	Q11679386	龍造寺信周	0.00
Q62431	石井忠高	Q107159690	石井忠高	0.00
Q62443	清原枝賢	Q108057264	清原枝賢	0.00
Q62452	津田敬脩	Q11556291	津田敬脩	0.00
Q62458	多羅尾光吉	Q128851671	多羅尾光吉	0.00
Q62461	多羅尾光太	Q58139846	多羅尾光太	0.00
Q62464	山口光広	Q58139844	山口光広	0.00
Q62470	下間盛頼	Q111219394	下間盛頼	0.00
Q62473	下間兼頼	Q111219399	下間兼頼	0.00
Q62482	下間頼包	Q111152277	下間頼包	0.00
Q62485	下間頼清	Q111219925	下間頼清	0.00
Q62496	松平静	Q110175692	松平静	0.00
Q62499	松平禎	Q110176775	松平禎	0.00
Q62514	松平信晴	Q108097096	松平信晴	0.00
Q62520	池田長喬 (井原池田家)	Q111153143	池田長喬 (井原池田家)	0.00
Q62524	松平忠元 (五井松平家)	Q108843958	松平忠元 (五井松平家)	0.00
Q62536	佐竹義忠	Q8514539	사타케 요시타다	0.00
Q62548	松井宗富	Q110309823	松井宗富	0.00
Q62551	Matsui Yukan	Q11104200	松井友閑	0.00
Q62556	細川輝経	Q11606009	細川輝経	0.00
Q62562	今枝易良	Q115585984	今枝易良	0.00
Q62565	日置忠弼	Q11510233	日置忠弼	0.00
Q62568	舟橋臣子	Q110961624	舟橋臣子	0.00
Q62571	舟橋貞子	Q110961671	舟橋貞子	0.00
Q62595	小田部やや	Q110909300	小田部やや	0.00
Q62604	安藤基能	Q110952607	安藤基能	0.00
Q62616	池田長常 (片桐池田家)	Q11552184	池田長常 (片桐池田家)	0.00
Q62625	山口直衛	Q134527330	山口直衛	0.00
Q62643	諏訪頼広	Q108896854	諏訪頼広	0.00
Q62652	鎌原重澄	Q15838917	鎌原重澄	0.00
Q62691	土屋定政	Q60985491	土屋定政	0.00
Q62700	Ryudzodzi Masaie	Q8514268	류조지 마사이에	0.00
Q62703	Egami Ietane	Q11259190	에가미 이에타네	0.00
Q62706	Ryudzodzi Tanemitsu	Q11679401	龍造寺胤栄	0.00
Q62709	Omura Sumisaki	Q11436052	大村純前	0.00
Q62712	Goto Sumiaki	Q11488585	後藤純明	0.00
Q62721	Taku Yasutosi	Q11430599	多久安順	0.00
Q62724	Oda Masamitsu	Q11463126	小田政光	0.00
Q62730	喜連川彭氏	Q11419252	喜連川彭氏	0.00
Q62751	柳沢定	Q110141191	柳沢定	0.00
Q62763	外山光親	Q134451309	外山光親	0.00
Q62766	柳沢信貞の娘 (風早公元の妻)	Q110885688	柳沢信貞の娘 (風早公元の妻)	0.00
Q62769	柳沢信貞の娘 (外山光熈の母)	Q134453017	柳沢信貞の娘 (外山光熈の母)	0.00
Q62772	風早実豊	Q110885264	風早実豊	0.00
Q62775	東常慶	Q11526821	東常慶	0.00
Q62787	朽木稙元	Q11521632	朽木稙元	0.00
Q62790	朽木稙治	Q11521633	朽木稙治	0.00
Q62793	朽木迪綱	Q134570476	朽木迪綱	0.00
Q62796	朽木昌充	Q134570582	朽木昌充	0.00
Q62802	本多秀清	Q109678928	本多秀清	0.00
Q62808	本多正時	Q108803103	本多正時	0.00
Q62811	板倉八百子	Q109656355	板倉八百子	0.00
Q62979	成瀬正壽	Q11495567	成瀬正壽	0.00
Q62982	成瀬鋪	Q109270154	成瀬鋪	0.00
Q63003	大村純昌の娘 (相良長福の正室)	Q113257692	大村純昌の娘 (相良長福の正室)	0.00
Q63006	小崎秀子	Q111018478	小崎秀子	0.00
Q63009	津村豊子	Q111018545	津村豊子	0.00
Q63015	岩城隆永	Q8514803	이와키 다카나가	0.00
Q63018	岩城隆信	Q8515920	이와키 다카노부	0.00
Q63027	伊勢貞陳	Q105711173	伊勢貞陳	0.00
Q63036	小笠原長隆 (阿波小笠原氏)	Q106672018	小笠原長隆 (阿波小笠原氏)	0.00
Q63045	松平高	Q109182485	松平高	0.00
Q63048	池田氏 (相馬益胤の側室)	Q109182906	池田氏 (相馬益胤の側室)	0.00
Q63060	佐竹義諶	Q8514491	사타케 요시쓰마	0.00
Q63063	相馬益胤の娘 (青山幸礼の継室のち織田信学の正室)	Q109186348	相馬益胤の娘 (青山幸礼の継室のち織田信学の正室)	0.00
Q63066	相馬糸子	Q109186503	相馬糸子	0.00
Q63069	相馬維子	Q109186711	相馬維子	0.00
Q63072	松平久子	Q108684308	松平久子	0.00
Q63081	益田尹兼	Q11581251	益田尹兼	0.00
Q63084	杉興重の娘 (益田藤兼の正室)	Q111214220	杉興重の娘 (益田藤兼の正室)	0.00
Q63096	野村祐春	Q20042142	野村祐春	0.00
Q63099	黒田長邦	Q11678712	黒田長邦	0.00
Q63102	黒田春姫	Q110166083	黒田春姫	0.00
Q63105	黒田長貞の四女 (唐橋在家の後室)	Q110166106	黒田長貞の四女 (唐橋在家の後室)	0.00
Q63108	黒田長貞の娘 (白川資顕の妻)	Q110166150	黒田長貞の娘 (白川資顕の妻)	0.00
Q63120	松平徽	Q108092868	松平徽	0.00
Q63126	大炊御門家孝の娘 (庭田重能の正室)	Q110724055	大炊御門家孝の娘 (庭田重能の正室)	0.00
Q63144	津軽類橘	Q111098419	津軽類橘	0.00
Q63147	松平妙子	Q108683990	松平妙子	0.00
Q63153	池田誠子	Q111097744	池田誠子	0.00
Q63156	関仲滋	Q111097754	関仲滋	0.00
Q63179	遠藤胤統の娘 (最上義昶の正室)	Q110296907	遠藤胤統の娘 (最上義昶の正室)	0.00
Q63188	諏訪忠林の娘 (松平乗完の正室)	Q110738185	諏訪忠林の娘 (松平乗完の正室)	0.00
Q63197	佐世広長	Q108915012	佐世広長	0.00
Q63200	佐世宣直	Q108915016	佐世宣直	0.00
Q63203	佐世就説の娘 (益田就固の妻)	Q108915132	佐世就説の娘 (益田就固の妻)	0.00
Q63212	阿曽沼広秀	Q30932275	阿曽沼広秀	0.00
Q63215	阿曽沼元秀	Q55177747	阿曽沼元秀	0.00
Q63220	井原元以の娘 (益田就固の正室)	Q108915079	井原元以の娘 (益田就固の正室)	0.00
Q63223	堀河康直	Q109341977	堀河康直	0.00
Q63226	本多某の娘 (樋口宜康の妻)	Q110687696	本多某の娘 (樋口宜康の妻)	0.00
Q63229	樋口功康	Q110647138	樋口功康	0.00
Q63235	土倉一善	Q11423083	土倉一善	0.00
Q63241	関千衛子	Q110961759	関千衛子	0.00
Q63244	甘露寺愛長	Q110961953	甘露寺愛長	0.00
Q63247	甘露寺美香子	Q110961981	甘露寺美香子	0.00
Q63253	西尾年	Q111132763	西尾年	0.00
Q63277	小笠原秀子	Q108487677	小笠原秀子	0.00
Q63280	藤堂武子	Q108486513	藤堂武子	0.00
Q63289	本荘信子	Q108487876	本荘信子	0.00
Q63292	佐々木日佐子	Q108487966	佐々木日佐子	0.00
Q63295	松井宏子	Q108488044	松井宏子	0.00
Q63304	板倉勝暁の娘 (土井利厚の正室)	Q109656356	板倉勝暁の娘 (土井利厚の正室)	0.00
Q63334	了智院	Q108889457	了智院	0.00
Q63337	井上孝子	Q108915334	井上孝子	0.00
Q63346	毛利茂登子	Q108890579	毛利茂登子	0.00
Q63361	大久保忠郷	Q115586641	大久保忠郷	0.00
Q63395	伊木忠芳	Q111260991	伊木忠芳	0.00
Q63410	戸次親良	Q115587023	戸次親良	0.00
Q63413	臼杵鑑定	Q109298727	臼杵鑑定	0.00
Q63420	日向政成	Q45830103	日向政成	0.00
Q63435	藤堂嘉長	Q110973311	藤堂嘉長	0.00
Q63438	森正致	Q111009578	森正致	0.00
Q63447	小笠原きん	Q108497482	小笠原きん	0.00
Q63453	松平洵子	Q109186303	松平洵子	0.00
Q63465	西山至之	Q11627893	西山至之	0.00
Q63491	臼杵鑑続	Q11613293	臼杵鑑続	0.00
Q63497	臼杵鎮続	Q11613291	臼杵鎮続	0.00
Q63500	養孝院 (立花道雪の継母)	Q110909344	養孝院 (立花道雪の継母)	0.00
Q63503	長宗我部元親 (南北朝時代)	Q64784540	長宗我部元親	0.00
Q63509	Tikakiyo Kheva	Q22126226	戸波親清	0.00
Q63518	島津久竹	Q115586850	島津久竹	0.00
Q63530	周覚玄真	Q108963898	周覚玄真	0.00
Q63545	藤谷為敦	Q113208000	藤谷為敦	0.00
Q63548	安藤次由の娘 (安藤寛長の正室)	Q110959439	安藤次由の娘 (安藤寛長の正室)	0.00
Q63557	裏辻公周	Q110960783	裏辻公周	0.00
Q63575	松平忠明 (五井松平家)	Q108844255	松平忠明 (五井松平家)	0.00
Q63578	西洞院信堅	Q110958157	西洞院信堅	0.00
Q63581	阿野実紐の娘 (冷泉為則の妻)	Q110975863	阿野実紐の娘 (冷泉為則の妻)	0.00
Q63584	冷泉為全	Q113206786	冷泉為全	0.00
Q63587	松林為成	Q113207496	松林為成	0.00
Q63971	青山正長	Q58139834	青山正長	0.00
Q64030	伊達於信	Q108683856	伊達於信	0.00
Q64033	伊達隼	Q108683883	伊達隼	0.00
Q64039	大沢基実	Q115586826	大沢基実	0.00
Q64102	G-zha Sin	Q15900471	辛夫人	0.00
Q64108	唐瑶の娘 (李翻の妻)	Q108682465	唐瑶の娘 (李翻の妻)	0.00
Q64111	李怀达	Q18381242	李怀达	0.00
Q64201	慕容神威	Q16260651	慕容神威	0.00
Q64204	慕容曦光	Q24835957	慕容曦光	0.00
Q64207	慕容曦輪	Q65050131	慕容曦轮	0.00
Q64707	窦真	Q56600492	窦真	0.00
Q64839	宇文兴	Q10946180	宇文兴	0.00
Q64848	蘇勗	Q11625174	蘇勗	0.00
Q64892	潘貴人	Q8253747	潘貴人	0.00
Q64895	高椒房	Q8262918	高椒房	0.00
Q64898	高平公主	Q16603745	高平公主	0.00
Q64901	李恵	Q18236183	李恵	0.00
Q64913	冯穆	Q28410496	冯穆	0.00
Q64916	馮顥	Q48889550	馮顥	0.00
Q64929	李媛華	Q8257093	李媛華	0.00
Q64938	元楚華	Q16603322	元楚華	0.00
Q64941	元季瑶	Q16603320	元季瑶	0.00
Q64944	元子正	Q10889626	元子正	0.00
Q64947	宁陵公主	Q16603370	宁陵公主	0.00
Q64950	襄城公主	Q16603621	襄城公主	0.00
Q64953	孟椒房	Q17500557	孟椒房	0.00
Q64956	郑始容	Q16603666	郑始容	0.00
Q64959	元欣	Q10889739	元欣	0.00
Q64965	元永业	Q56260506	元永业	0.00
Q64968	韓貴人	Q30942753	韓貴人	0.00
Q64971	元諶	Q11388060	元諶	0.00
Q64974	元謐	Q17990830	元謐	0.00
Q64977	元譚	Q11388063	元譚	0.00
Q64983	元昶	Q47184417	元昶	0.00
Q64986	元通	Q47184421	元通	0.00
Q64989	元翼	Q22078874	元翼	0.00
Q64992	元显和	Q133503402	元显和	0.00
Q64995	元樹	Q11387912	元樹	0.00
Q64998	元晔	Q133503405	元晔	0.00
Q65001	元坦	Q11387809	元坦	0.00
Q65004	元仲英	Q48928112	元仲英	0.00
Q65007	元育	Q11077223	拓跋育	0.00
Q65010	元端	Q11388023	元端	0.00
Q65016	元誕 (昌楽王)	Q11388057	元誕 (昌楽王)	0.00
Q65019	元氏	Q133521372	元氏	0.00
Q65044	罗云	Q55695861	罗云	0.00
Q65047	高玄	Q55707976	高显	0.00
Q65053	胡智	Q16603579	胡智	0.00
Q65059	河南长公主	Q16603473	河南长公主	0.00
Q65068	李神儁	Q18236203	李神儁	0.00
Q65074	于晖	Q9384882	于晖	0.00
Q65086	司马显明	Q61723543	司马显明	0.00
Q65104	胡明相	Q8253660	胡明相	0.00
Q65107	高嫔	Q8253645	高嫔	0.00
Q65110	王嫔	Q8253756	王嫔	0.00
Q65113	张嫔	Q8262908	张嫔	0.00
Q65122	李氏	Q76011027	李氏	0.00
Q65131	卢道约	Q19855480	卢道约	0.00
Q65134	卢道和	Q19855478	卢道和	0.00
Q65137	卢道侃	Q17500457	卢道侃	0.00
Q65143	卢昌期	Q17500453	卢昌期	0.00
Q65199	鄭大車	Q8250192	鄭大車	0.00
Q65202	韩娘	Q15896232	韩娘	0.00
Q65205	游娘	Q8250208	游娘	0.00
Q65211	婁内干	Q24833660	娄内干	0.00
Q65214	娄信相	Q56600360	娄信相	0.00
Q65217	娄拔	Q56600361	娄拔	0.00
Q65220	婁昭	Q21094093	娄昭	0.00
Q65226	元长仁	Q10889835	元长仁	0.00
Q65232	杨嬪 (北齐孝昭帝)	Q8250202	杨嬪 (北齐孝昭帝)	0.00
Q65238	高彥基	Q10566766	高彥基	0.00
Q65240	Ummu Hubaib born of Asad	Q115777145	Умм Хабиб бинт Асад	0.00
Q65241	高彥康	Q10566767	高彥康	0.00
Q65244	高彥德	Q10566769	高彥德	0.00
Q65247	高彥忠	Q10566772	高彥忠	0.00
Q65253	高彥理	Q16075325	高彥理	0.00
Q65262	段昭儀	Q8250206	段昭仪 (北齐文宣帝)	0.00
Q65265	顔玉光	Q8250187	顏玉光	0.00
Q65268	李祖猗	Q15932032	李祖猗	0.00
Q65283	高绍仁	Q15955585	高绍仁	0.00
Q65286	高紹廉	Q11672720	高绍廉	0.00
Q65289	中山公主	Q16603302	中山公主	0.00
Q65295	元玉儀	Q16603323	元玉儀	0.00
Q65298	李昌儀	Q16905369	李昌仪	0.00
Q65301	宋娘	Q8250198	宋娘	0.00
Q65304	陈氏	Q8250141	陈氏	0.00
Q65310	高孝瑜	Q11669126	高孝瑜	0.00
Q65313	高孝珩	Q11669127	高孝珩	0.00
Q65316	高孝琬	Q11669125	高孝琬	0.00
Q65322	高紹信	Q10566810	高紹信	0.00
Q65328	盧氏 (高湝妃)	Q15900355	盧氏 (高湝妃)	0.00
Q65331	高宝德	Q48902607	高宝德	0.00
Q65334	尉景	Q10259880	尉景	0.00
Q65337	尉粲	Q10259882	尉粲	0.00
Q65343	乙乾归	Q22101150	乙乾归	0.00
Q65403	李筠	Q67936296	李筠	0.00
Q65412	史崇礼	Q131930066	史崇礼	0.00
Q65415	鄭氏	Q133467855	鄭氏	0.00
Q65487	韦万石	Q60994440	韦万石	0.00
Q65835	王質	Q11573215	王質	0.00
Q65841	王勱	Q11572892	王勱	0.00
Q65871	蕭正仁	Q19653806	蕭正仁	0.00
Q65874	蕭正表	Q17993310	蕭正表	0.00
Q65877	長楽公主 (南朝梁)	Q16603694	长乐公主	0.00
Q65880	蕭正信	Q95141339	蕭正信	0.00
Q65883	蕭正立	Q95141591	蕭正立	0.00
Q65886	蕭恪	Q16904137	蕭恪	0.00
Q65889	蕭祗	Q10513906	蕭祗	0.00
Q65892	蕭恭	Q95020924	蕭恭	0.00
Q65898	蕭退	Q10513910	蕭退	0.00
Q65901	蕭循	Q22813934	萧循	0.00
Q65904	蕭範	Q27920991	蕭範	0.00
Q65907	蕭諮	Q56600365	蕭諮	0.00
Q65916	蕭寧	Q95025641	蕭寧	0.00
Q65919	蕭恬	Q95025763	蕭恬	0.00
Q65922	蕭永	Q95025874	蕭永	0.00
