tangle	size	tangle_head	parent	parent_label	child	child_label	ancestors_lost	stranded	lost_qids
11	7	Joan ferch Ieuan ap Rhys ap Llowdden	Q138061	Joan ferch Ieuan ap Rhys ap Llowdden	Q138810	Llywelyn Ddû ab Owain	307	1	Q112492 Q113928 Q113954 Q114004 Q114006 Q114107 Q114205 Q115688 Q116389 Q116397 Q116407 Q116489 Q116491 Q116493 Q116517 Q116617 Q116619 Q116621 Q116667 Q116741 Q116755 Q116757 Q116883 Q119077 Q119507 Q120177 Q120179 Q120185 Q120308 Q120312 Q120440 Q120474 Q120476 Q120482 Q120486 Q120540 Q120544 Q120658 Q120686 Q120688 Q120838 Q120840 Q121209 Q124587 Q124589 Q124779 Q124783 Q125687 Q125689 Q125699 Q125701 Q125703 Q125821 Q125823 Q125825 Q126001 Q126057 Q126061 Q126067 Q126089 Q126109 Q126269 Q126271 Q126421 Q126423 Q126427 Q129181 Q135850 Q136080 Q136319 Q136332 Q136337 Q136538 Q136540 Q136591 Q136595 Q136613 Q136617 Q136626 Q136866 Q136868 Q136880 Q136911 Q136912 Q136917 Q136918 Q136967 Q136973 Q136991 Q136992 Q137006 Q137268 Q137270 Q137280 Q137281 Q137306 Q137359 Q137360 Q137414 Q137416 Q137438 Q137441 Q137442 Q137509 Q137805 Q137807 Q137822 Q137824 Q137825 Q137840 Q137861 Q137977 Q137978 Q137979 Q138053 Q138061 Q138069 Q138071 Q138095 Q138096 Q138102 Q138103 Q138203 Q138608 Q138616 Q138618 Q138632 Q138634 Q138635 Q138646 Q138656 Q138683 Q138733 Q138735 Q138738 Q138752 Q138780 Q138781 Q138810 Q138866 Q138900 Q138901 Q138905 Q138906 Q138907 Q139007 Q139025 Q139026 Q139043 Q139064 Q139065 Q139067 Q139091 Q139111 Q139887 Q139919 Q139933 Q139937 Q139947 Q139967 Q139968 Q139969 Q139980 Q139981 Q140005 Q140036 Q140067 Q140073 Q140077 Q140082 Q140085 Q140095 Q140159 Q140160 Q140162 Q140164 Q140165 Q140227 Q140234 Q140323 Q140324 Q140388 Q140389 Q140391 Q140393 Q140395 Q140397 Q140598 Q140599 Q140606 Q140643 Q140677 Q140681 Q140750 Q140970 Q140973 Q141155 Q141156 Q141848 Q141849 Q141893 Q141917 Q141926 Q141960 Q141961 Q141962 Q141963 Q141982 Q141986 Q142021 Q142029 Q142047 Q142055 Q142056 Q142095 Q142099 Q142186 Q142205 Q142206 Q142208 Q142210 Q142211 Q142217 Q142218 Q142256 Q142390 Q142579 Q142580 Q142633 Q142634 Q142639 Q142640 Q142642 Q142646 Q142648 Q142652 Q142922 Q142996 Q143043 Q143044 Q143050 Q143143 Q143189 Q143470 Q143749 Q144514 Q144515 Q144585 Q144617 Q144660 Q144787 Q144807 Q144808 Q144825 Q144989 Q144990 Q144991 Q144992 Q144995 Q145000 Q145001 Q145111 Q145386 Q145661 Q145662 Q145716 Q145717 Q145723 Q145724 Q145725 Q145726 Q145728 Q145729 Q145730 Q145732 Q145735 Q146211 Q146274 Q146277 Q146434 Q146758 Q146772 Q146773 Q146942 Q146943 Q147294 Q148481 Q148662 Q148846 Q149090 Q149091 Q149092 Q149093 Q149094 Q149104 Q149105 Q150173 Q150175 Q150225 Q150226 Q150227 Q150228 Q150229 Q150230 Q150236 Q150969 Q151135
11	7	Joan ferch Ieuan ap Rhys ap Llowdden	Q139067	Gruffudd Foethus ap Llywelyn	Q140681	Lleucu ferch Gruffudd	220	0	Q127878 Q127882 Q135712 Q135715 Q135845 Q135849 Q135850 Q136075 Q136076 Q136080 Q136317 Q136319 Q136321 Q136322 Q136332 Q136538 Q136540 Q136589 Q136591 Q136595 Q136598 Q136599 Q136613 Q136617 Q136866 Q136868 Q136908 Q136911 Q136912 Q136917 Q136918 Q136926 Q136930 Q136967 Q136973 Q136995 Q137268 Q137270 Q137272 Q137303 Q137306 Q137323 Q137334 Q137359 Q137360 Q137414 Q137416 Q137441 Q137450 Q137805 Q137807 Q137822 Q137824 Q137825 Q137826 Q137861 Q137879 Q137926 Q137927 Q137977 Q137978 Q137979 Q138023 Q138053 Q138061 Q138069 Q138071 Q138102 Q138110 Q138111 Q138113 Q138608 Q138615 Q138618 Q138632 Q138634 Q138635 Q138636 Q138649 Q138673 Q138675 Q138683 Q138705 Q138707 Q138733 Q138735 Q138740 Q138748 Q138808 Q138809 Q138810 Q138866 Q138900 Q138901 Q138905 Q138906 Q138907 Q139007 Q139025 Q139026 Q139043 Q139064 Q139065 Q139067 Q139120 Q139125 Q139887 Q139913 Q139919 Q139933 Q139937 Q139938 Q139953 Q139979 Q139996 Q139997 Q140005 Q140044 Q140073 Q140079 Q140090 Q140232 Q140233 Q140234 Q140323 Q140324 Q140388 Q140389 Q140391 Q140393 Q140395 Q140397 Q140594 Q140595 Q140598 Q140599 Q140643 Q140681 Q140715 Q140749 Q140766 Q140768 Q140777 Q140782 Q140783 Q140806 Q140812 Q141806 Q141848 Q141849 Q141880 Q141890 Q141917 Q141919 Q141930 Q142009 Q142012 Q142021 Q142049 Q142061 Q142081 Q142092 Q142186 Q142389 Q142390 Q142639 Q142640 Q142642 Q142646 Q142648 Q142652 Q142916 Q142917 Q142918 Q142922 Q142996 Q143132 Q143133 Q143140 Q143181 Q143188 Q143212 Q144438 Q144514 Q144515 Q144606 Q144616 Q144618 Q144619 Q144778 Q145385 Q145386 Q145550 Q145723 Q145724 Q145725 Q145726 Q145728 Q145729 Q145730 Q145732 Q145735 Q146106 Q146211 Q146387 Q146426 Q148361 Q148481 Q148608 Q150031 Q150225 Q150226 Q150227 Q150228 Q150229 Q150230 Q150236 Q151089 Q151126 Q151127
12	7	Sekhemre Sankhtawy Neferhotep III	Q85514	Senebhenaf . 	Q85498	Sekhemre Sementawi Djehuti	12	0	Q85478 Q85498 Q85500 Q85514 Q85528 Q85530 Q85552 Q85554 Q85556 Q85558 Q85578 Q85580
12	7	Sekhemre Sankhtawy Neferhotep III	Q85514	Senebhenaf . 	Q85500	Mentuhotep . 	12	0	Q85478 Q85498 Q85500 Q85514 Q85528 Q85530 Q85552 Q85554 Q85556 Q85558 Q85578 Q85580
12	7	Sekhemre Sankhtawy Neferhotep III	Q85478	Sekhemre Sankhtawy Neferhotep III	Q85578	Sankhenre Mentuhotep VI	2	0	Q85478 Q85498
12	7	Sekhemre Sankhtawy Neferhotep III	Q85498	Sekhemre Sementawi Djehuti	Q85478	Sekhemre Sankhtawy Neferhotep III	1	1	Q85498
12	7	Sekhemre Sankhtawy Neferhotep III	Q85500	Mentuhotep . 	Q85478	Sekhemre Sankhtawy Neferhotep III	0	0	
12	7	Sekhemre Sankhtawy Neferhotep III	Q85500	Mentuhotep . 	Q85578	Sankhenre Mentuhotep VI	0	0	
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171493	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171595	Rangacharya Jatavallabha (Jatavallabha award by Maha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171595	Rangacharya Jatavallabha (Jatavallabha award by Maha	Q171604	Venkatacharya Jatavallabha (Jatavallabha award by Maha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171604	Venkatacharya Jatavallabha (Jatavallabha award by Maha	Q171614	Srinivasacharya Jatavallabha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171614	Srinivasacharya Jatavallabha	Q171622	Srinivasacharyar Jatavallabha (Jatavallabha award by Maha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171622	Srinivasacharyar Jatavallabha (Jatavallabha award by Maha	Q171636	Venkatacharya Jatavallabha (Jatavallabha award by Maha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171636	Venkatacharya Jatavallabha (Jatavallabha award by Maha	Q171648	Rangacharya Jatavallabha (Jatavallabha award by Maha	53	0	Q160507 Q160508 Q160509 Q160510 Q160532 Q160533 Q160534 Q160535 Q160870 Q160871 Q160891 Q168885 Q168970 Q169204 Q169441 Q169720 Q170131 Q170356 Q170481 Q170559 Q170639 Q170703 Q170753 Q170795 Q170840 Q170875 Q170907 Q170943 Q170976 Q171005 Q171032 Q171055 Q171056 Q171075 Q171076 Q171098 Q171099 Q171124 Q171125 Q171171 Q171224 Q171256 Q171257 Q171279 Q171309 Q171378 Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
13	7	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	Q171648	Rangacharya Jatavallabha (Jatavallabha award by Maha	Q171493	Venkatacharyar Jatavallabha (Jatavallabha award by Maha	7	0	Q171493 Q171595 Q171604 Q171614 Q171622 Q171636 Q171648
14	6	Gepaepyris	Q139511	Cotys III	Q138363	Gepaepyris	172	0	Q108975 Q108977 Q109099 Q109101 Q109187 Q109253 Q109303 Q118392 Q130059 Q130984 Q130994 Q131020 Q131230 Q131666 Q131715 Q131775 Q131789 Q132102 Q132239 Q132240 Q132242 Q132257 Q132408 Q132443 Q132477 Q132498 Q132499 Q132577 Q132585 Q132604 Q132607 Q132613 Q132821 Q132822 Q132823 Q132826 Q132880 Q133027 Q133052 Q133306 Q133344 Q133364 Q133600 Q133770 Q133836 Q133856 Q133857 Q133858 Q133971 Q133977 Q133985 Q134106 Q134107 Q134139 Q134160 Q134161 Q134167 Q134310 Q134330 Q134435 Q134472 Q134605 Q134608 Q134663 Q134669 Q134803 Q135774 Q135794 Q135914 Q135967 Q135968 Q136208 Q136727 Q137126 Q137643 Q137646 Q138363 Q138365 Q139511 Q141360 Q141361 Q144020 Q148022 Q59546 Q73050 Q73053 Q73215 Q73218 Q73359 Q73362 Q73368 Q73374 Q73377 Q73380 Q73497 Q73500 Q73503 Q73506 Q73512 Q73515 Q73623 Q73626 Q73629 Q73632 Q73635 Q73638 Q73737 Q73740 Q73743 Q73746 Q73749 Q73830 Q73845 Q73848 Q73851 Q73854 Q73857 Q73860 Q73928 Q73934 Q73937 Q73940 Q73943 Q73946 Q73997 Q74000 Q74003 Q74006 Q74058 Q74117 Q74120 Q74186 Q74228 Q74231 Q74282 Q74284 Q74287 Q74290 Q74344 Q74347 Q74350 Q74386 Q74389 Q74392 Q74434 Q74437 Q74479 Q74482 Q74521 Q74524 Q74575 Q74578 Q74617 Q74620 Q74659 Q74662 Q74683 Q74686 Q74704 Q74723 Q74732 Q74747 Q74759 Q74768 Q74771 Q74780 Q74789 Q78603 Q78710 Q79004 Q79010 Q79013
15	5	Arsende  de Cabrera	Q123407	Marquesa d'Urgell	Q124325	Guerau IV de Cabrera	1542	1	(1542 records, not listed)
15	5	Arsende  de Cabrera	Q107162	Ermengol VII, Count of Urgell	Q123407	Marquesa d'Urgell	1120	0	(1120 records, not listed)
15	5	Arsende  de Cabrera	Q104371	Arsende  de Cabrera	Q107162	Ermengol VII, Count of Urgell	992	0	(992 records, not listed)
15	5	Arsende  de Cabrera	Q124325	Guerau IV de Cabrera	Q124326	Guerau V de Cabrera	254	0	Q100001 Q100009 Q100013 Q100142 Q100152 Q100154 Q100190 Q100204 Q100208 Q100212 Q100224 Q100242 Q100282 Q100286 Q100505 Q100517 Q100519 Q100569 Q100571 Q100595 Q100609 Q100619 Q100665 Q100667 Q100673 Q100675 Q101095 Q101097 Q101103 Q101113 Q101215 Q101219 Q101249 Q101267 Q101269 Q101291 Q101293 Q101381 Q101387 Q102297 Q102603 Q103961 Q103963 Q103991 Q103993 Q104027 Q104258 Q104260 Q104369 Q104371 Q104427 Q105101 Q105311 Q106994 Q107158 Q107162 Q107214 Q110938 Q111523 Q111545 Q112370 Q112374 Q112845 Q112847 Q112849 Q112999 Q113001 Q113583 Q113585 Q113591 Q113625 Q113650 Q113652 Q113656 Q113658 Q113710 Q113712 Q113925 Q113955 Q113957 Q113959 Q113991 Q114154 Q114244 Q114748 Q114758 Q114804 Q114806 Q114808 Q114830 Q114969 Q115610 Q115772 Q115774 Q115778 Q115780 Q115860 Q115862 Q116044 Q118205 Q118207 Q118238 Q118285 Q118287 Q118289 Q118293 Q118313 Q118317 Q118318 Q118456 Q118651 Q118769 Q119274 Q119682 Q123407 Q123439 Q123444 Q123448 Q123450 Q124325 Q124326 Q125050 Q125052 Q125070 Q125072 Q79114 Q79132 Q79138 Q79144 Q79153 Q79162 Q79174 Q79186 Q79192 Q79195 Q79205 Q79208 Q79220 Q79223 Q79229 Q79235 Q79241 Q79244 Q79250 Q79253 Q79262 Q79277 Q79280 Q79283 Q79286 Q79295 Q79298 Q79313 Q79328 Q79331 Q79334 Q79349 Q79358 Q79361 Q79364 Q79367 Q79370 Q79388 Q79391 Q79397 Q79400 Q79406 Q79415 Q79421 Q79424 Q79435 Q79438 Q79450 Q79477 Q79480 Q79486 Q79519 Q79537 Q79543 Q79597 Q79618 Q79636 Q79684 Q79767 Q79908 Q80048 Q80271 Q80417 Q80795 Q81111 Q81599 Q81867 Q82822 Q84000 Q99498 Q99502 Q99504 Q99506 Q99512 Q99514 Q99522 Q99524 Q99526 Q99528 Q99534 Q99536 Q99538 Q99540 Q99542 Q99546 Q99548 Q99550 Q99552 Q99554 Q99561 Q99563 Q99565 Q99567 Q99569 Q99579 Q99581 Q99583 Q99593 Q99595 Q99603 Q99605 Q99611 Q99613 Q99615 Q99617 Q99619 Q99621 Q99623 Q99625 Q99629 Q99631 Q99753 Q99759 Q99765 Q99777 Q99779 Q99803 Q99805 Q99807 Q99809 Q99851 Q99853 Q99883 Q99889 Q99939 Q99983 Q99985 Q99987 Q99993
16	5	Tyro	Q131896	Tyro	Q131902	Neleus	176	0	Q130015 Q130019 Q130027 Q130061 Q130067 Q130071 Q130077 Q130125 Q130131 Q130189 Q130452 Q130456 Q130560 Q130582 Q130584 Q130648 Q130686 Q130708 Q130714 Q130716 Q131024 Q131030 Q131064 Q131066 Q131068 Q131114 Q131228 Q131332 Q131510 Q131683 Q131717 Q131757 Q131896 Q131902 Q132041 Q132042 Q132189 Q132251 Q132255 Q132256 Q132283 Q132321 Q132324 Q132327 Q132328 Q132332 Q132367 Q132620 Q133062 Q133388 Q133389 Q133464 Q133503 Q133529 Q133534 Q133620 Q133643 Q133796 Q134004 Q134175 Q134222 Q134359 Q134368 Q74656 Q74934 Q74937 Q74970 Q74973 Q75054 Q75072 Q75096 Q75099 Q75120 Q75123 Q75132 Q75135 Q75153 Q75162 Q75165 Q75174 Q75177 Q75180 Q75183 Q75192 Q75195 Q75207 Q75210 Q75213 Q75216 Q75219 Q75222 Q75225 Q75237 Q75240 Q75243 Q75246 Q75249 Q75252 Q75255 Q75258 Q75261 Q75264 Q75276 Q75279 Q75282 Q75285 Q75288 Q75291 Q75294 Q75297 Q75300 Q75303 Q75306 Q75315 Q75318 Q75321 Q75324 Q75327 Q75336 Q75339 Q75342 Q75345 Q75348 Q75351 Q75357 Q75360 Q75363 Q75366 Q75369 Q75372 Q75375 Q75381 Q75384 Q75387 Q75390 Q75396 Q90291 Q90309 Q90315 Q90317 Q90319 Q90325 Q90359 Q90368 Q90374 Q90376 Q90382 Q90388 Q90394 Q90406 Q90408 Q90442 Q90448 Q90476 Q90478 Q90480 Q90484 Q90512 Q90514 Q90518 Q90520 Q90522 Q90524 Q90528 Q90530 Q90564 Q90566 Q90568 Q90570 Q90574 Q90576 Q90594 Q90596 Q90598 Q90602 Q90606
16	5	Tyro	Q75123	Deimachus	Q132251	Enarete	163	0	Q130015 Q130019 Q130027 Q130067 Q130071 Q130077 Q130125 Q130131 Q130189 Q130452 Q130456 Q130560 Q130582 Q130584 Q130648 Q130686 Q130708 Q130714 Q130716 Q131064 Q131066 Q131068 Q131114 Q131228 Q131332 Q131510 Q131683 Q131717 Q131896 Q131902 Q132041 Q132042 Q132189 Q132251 Q132255 Q132256 Q132321 Q132324 Q132327 Q132328 Q132332 Q132367 Q132620 Q133062 Q133388 Q133389 Q133464 Q133503 Q133529 Q133534 Q133620 Q133643 Q133796 Q134004 Q134175 Q134222 Q134359 Q134368 Q75054 Q75072 Q75096 Q75099 Q75123 Q75132 Q75135 Q75153 Q75162 Q75165 Q75174 Q75177 Q75180 Q75183 Q75192 Q75195 Q75207 Q75210 Q75213 Q75216 Q75219 Q75222 Q75225 Q75237 Q75240 Q75243 Q75246 Q75249 Q75252 Q75255 Q75258 Q75261 Q75264 Q75276 Q75279 Q75282 Q75285 Q75288 Q75291 Q75294 Q75297 Q75300 Q75303 Q75306 Q75315 Q75318 Q75321 Q75324 Q75327 Q75336 Q75339 Q75342 Q75345 Q75348 Q75351 Q75357 Q75360 Q75363 Q75366 Q75369 Q75372 Q75375 Q75381 Q75384 Q75387 Q75390 Q75396 Q90291 Q90315 Q90317 Q90319 Q90325 Q90359 Q90368 Q90374 Q90376 Q90382 Q90388 Q90394 Q90406 Q90408 Q90442 Q90448 Q90476 Q90478 Q90480 Q90484 Q90512 Q90514 Q90518 Q90520 Q90522 Q90524 Q90528 Q90530 Q90564 Q90566 Q90568 Q90570 Q90574 Q90594 Q90596 Q90598 Q90602 Q90606
16	5	Tyro	Q132251	Enarete	Q132367	Salmoneus	149	0	Q130015 Q130019 Q130027 Q130067 Q130071 Q130077 Q130125 Q130131 Q130452 Q130456 Q130560 Q130582 Q130686 Q130708 Q130714 Q130716 Q131064 Q131066 Q131068 Q131114 Q131228 Q131510 Q131683 Q131717 Q131896 Q131902 Q132189 Q132251 Q132256 Q132321 Q132324 Q132327 Q132328 Q132332 Q132367 Q132620 Q133062 Q133388 Q133389 Q133464 Q133503 Q133529 Q133534 Q133620 Q133643 Q133796 Q134004 Q134175 Q134222 Q134359 Q134368 Q74934 Q74937 Q75072 Q75096 Q75099 Q75120 Q75123 Q75132 Q75135 Q75162 Q75165 Q75174 Q75177 Q75180 Q75183 Q75207 Q75210 Q75213 Q75216 Q75219 Q75222 Q75237 Q75240 Q75243 Q75246 Q75249 Q75252 Q75255 Q75258 Q75261 Q75264 Q75276 Q75279 Q75282 Q75285 Q75288 Q75291 Q75294 Q75297 Q75300 Q75303 Q75306 Q75315 Q75318 Q75321 Q75324 Q75327 Q75336 Q75339 Q75342 Q75345 Q75348 Q75351 Q75357 Q75360 Q75363 Q75366 Q75369 Q75372 Q75375 Q75381 Q75384 Q75387 Q75390 Q75396 Q90291 Q90315 Q90319 Q90325 Q90359 Q90368 Q90376 Q90382 Q90394 Q90406 Q90408 Q90442 Q90448 Q90480 Q90484 Q90512 Q90514 Q90518 Q90520 Q90522 Q90524 Q90528 Q90530 Q90564 Q90566 Q90568 Q90570 Q90574 Q90594 Q90596 Q90598 Q90602 Q90606
16	5	Tyro	Q132367	Salmoneus	Q131896	Tyro	47	1	Q130027 Q130189 Q130560 Q130584 Q130648 Q130714 Q131228 Q131332 Q131717 Q131896 Q131902 Q132041 Q132042 Q132189 Q132251 Q132255 Q132256 Q132321 Q132367 Q132620 Q133062 Q133388 Q133389 Q133464 Q133503 Q133529 Q133534 Q133620 Q133796 Q134004 Q134175 Q134222 Q134359 Q134368 Q74934 Q74937 Q75120 Q75123 Q75153 Q75162 Q75165 Q75192 Q75195 Q90317 Q90388 Q90476 Q90478
16	5	Tyro	Q131902	Neleus	Q75123	Deimachus	44	0	Q130189 Q130584 Q130648 Q131332 Q131896 Q131902 Q132041 Q132042 Q132251 Q132367 Q74934 Q74937 Q75072 Q75120 Q75123 Q75153 Q75192 Q75195 Q90291 Q90317 Q90388 Q90408 Q90442 Q90448 Q90476 Q90478 Q90512 Q90514 Q90518 Q90520 Q90522 Q90524 Q90528 Q90530 Q90564 Q90566 Q90568 Q90570 Q90574 Q90594 Q90596 Q90598 Q90602 Q90606
17	5	Appius Claudius Caecus	Q73970	Appius Claudius Crassus Inregillensis	Q73887	Gaius Claudius Crassus Inrelligensis	16	0	Q151743 Q151792 Q151822 Q151844 Q151874 Q73782 Q73785 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78752 Q78812
17	5	Appius Claudius Caecus	Q78812	Tiberius Claudius Nero	Q78752	Publius  Claudius-Nero	16	1	Q151743 Q151792 Q151822 Q151844 Q151874 Q73782 Q73785 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78752 Q78812
17	5	Appius Claudius Caecus	Q73782	Appius Claudius Caecus	Q78812	Tiberius Claudius Nero	15	0	Q151743 Q151792 Q151822 Q151844 Q151874 Q73782 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78752 Q78812
17	5	Appius Claudius Caecus	Q73887	Gaius Claudius Crassus Inrelligensis	Q73782	Appius Claudius Caecus	15	0	Q151743 Q151792 Q151822 Q151844 Q151874 Q73782 Q73785 Q73887 Q73970 Q74091 Q74159 Q74162 Q74213 Q78752 Q78812
17	5	Appius Claudius Caecus	Q78752	Publius  Claudius-Nero	Q73970	Appius Claudius Crassus Inregillensis	7	1	Q73782 Q73785 Q73887 Q73890 Q73970 Q78752 Q78812
18	4	Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig	Q148521	Tudur Fongam ap Cynwrig Fychan ap Cynwrig ap Llywarch	Q144542	Morfudd ferch Tudur Fongam ap Cynwrig Fychan ap Cynwrig	58	1	Q123789 Q127892 Q135824 Q136050 Q136279 Q136537 Q136540 Q136865 Q136868 Q136880 Q137270 Q137280 Q137281 Q137440 Q137824 Q137840 Q138098 Q138099 Q138634 Q138646 Q139099 Q139100 Q139936 Q139947 Q140726 Q140732 Q140807 Q141851 Q141915 Q141926 Q142040 Q142081 Q143106 Q143107 Q143115 Q143202 Q144438 Q144442 Q144446 Q144518 Q144519 Q144521 Q144542 Q144603 Q144770 Q146340 Q146348 Q146349 Q148361 Q148364 Q148365 Q148369 Q148521 Q148522 Q148594 Q148793 Q151033 Q151045
19	4	Olaf Geirstad-Alf	Q123845	Alfhild	Q118732	Olaf Geirstad-Alf	4	1	Q118732 Q123845 Q135856 Q136091
20	4	Pepin of Landen	Q111320	Begga	Q135895	Pepin of Herstal	275	0	Q109489 Q109601 Q109650 Q109832 Q110168 Q110170 Q110620 Q110624 Q110626 Q110774 Q111137 Q111139 Q111143 Q111145 Q111147 Q111255 Q111318 Q111320 Q111897 Q111901 Q111905 Q112100 Q112985 Q112987 Q113005 Q113081 Q113271 Q114961 Q114963 Q123620 Q135895 Q136016 Q137789 Q154041 Q166971 Q59483 Q59513 Q59645 Q59678 Q59707 Q59740 Q59773 Q59806 Q59836 Q59869 Q59935 Q59968 Q59997 Q60030 Q60063 Q60096 Q60129 Q60161 Q60194 Q60227 Q60261 Q60293 Q60326 Q60356 Q60386 Q60419 Q60452 Q60485 Q60518 Q60548 Q60581 Q60614 Q60647 Q60680 Q60713 Q60746 Q60779 Q60845 Q60878 Q60911 Q60944 Q60974 Q61008 Q61041 Q61074 Q61107 Q61140 Q61173 Q61202 Q61235 Q61268 Q61301 Q61334 Q61367 Q61400 Q61433 Q61466 Q61499 Q61664 Q61694 Q61727 Q61759 Q61825 Q61858 Q61990 Q62023 Q62056 Q62089 Q62123 Q62189 Q62222 Q62321 Q62351 Q62384 Q62418 Q62451 Q62484 Q62561 Q62603 Q62635 Q62668 Q62800 Q62833 Q62863 Q62896 Q63058 Q63091 Q63323 Q63356 Q63388 Q63421 Q63451 Q63550 Q63583 Q63616 Q63649 Q63912 Q63939 Q64038 Q64071 Q64202 Q64235 Q64331 Q64714 Q64747 Q65034 Q65067 Q65714 Q65747 Q65781 Q65814 Q66197 Q66227 Q66391 Q67184 Q67217 Q67250 Q67283 Q67474 Q67831 Q68845 Q68878 Q68911 Q68941 Q68974 Q69739 Q70038 Q70242 Q70292 Q70295 Q70298 Q70301 Q70304 Q70325 Q70883 Q70916 Q71840 Q71852 Q72365 Q72368 Q72552 Q73086 Q73089 Q73092 Q73095 Q75420 Q75423 Q75426 Q75429 Q75504 Q75507 Q75513 Q75519 Q75525 Q75534 Q75537 Q75546 Q75549 Q75564 Q75567 Q75582 Q75585 Q75588 Q75616 Q75619 Q75622 Q75625 Q75640 Q75643 Q75676 Q75679 Q75682 Q75685 Q75703 Q75706 Q75709 Q75712 Q75760 Q75763 Q75766 Q75769 Q75796 Q75799 Q75802 Q75805 Q75868 Q75871 Q75874 Q75904 Q75907 Q75910 Q75913 Q75916 Q75919 Q76012 Q76015 Q76021 Q76024 Q76027 Q76072 Q76075 Q76078 Q76081 Q76084 Q76207 Q76210 Q76213 Q76271 Q76274 Q76277 Q76280 Q76283 Q76286 Q76289 Q76292 Q76448 Q76451 Q76454 Q76508 Q76511 Q76514 Q76517 Q76520 Q76523 Q76741 Q76744 Q76749 Q76752 Q76755 Q76759 Q76990 Q76993 Q77002 Q77005 Q77224 Q77467 Q99314 Q99627 Q99641 Q99645
