tangle	size	tangle_head	parent	parent_label	child	child_label	ancestors_lost	stranded	lost_qids
4	14	Godo  Arnaldes de Baiao	Q101113	D. Ausindo Soares	Q113625	D.Teodoredo Ausendes Soares	309	0	Q100142 Q100152 Q100154 Q100212 Q100505 Q100517 Q100519 Q101095 Q101097 Q101103 Q101113 Q105311 Q111909 Q112999 Q113001 Q113583 Q113585 Q113591 Q113625 Q114244 Q114969 Q118456 Q151576 Q75489 Q75492 Q75495 Q75498 Q75501 Q75510 Q75528 Q75552 Q75555 Q75591 Q75594 Q75597 Q75600 Q75646 Q75649 Q75652 Q75655 Q75658 Q75715 Q75718 Q75727 Q75730 Q75733 Q75736 Q75739 Q75808 Q75811 Q75814 Q75829 Q75832 Q75835 Q75838 Q75922 Q75925 Q75928 Q75931 Q75934 Q75958 Q75961 Q75964 Q75967 Q75970 Q75973 Q75976 Q76087 Q76090 Q76093 Q76096 Q76099 Q76102 Q76108 Q76138 Q76141 Q76144 Q76147 Q76150 Q76153 Q76156 Q76159 Q76162 Q76295 Q76298 Q76301 Q76304 Q76307 Q76310 Q76319 Q76352 Q76355 Q76358 Q76361 Q76364 Q76367 Q76370 Q76373 Q76376 Q76378 Q76385 Q76526 Q76529 Q76532 Q76535 Q76538 Q76541 Q76571 Q76574 Q76583 Q76586 Q76589 Q76592 Q76595 Q76598 Q76599 Q76602 Q76611 Q76614 Q76619 Q76762 Q76765 Q76768 Q76771 Q76774 Q76810 Q76813 Q76819 Q76822 Q76825 Q76828 Q76831 Q76834 Q76837 Q76840 Q76852 Q77008 Q77011 Q77014 Q77050 Q77056 Q77059 Q77062 Q77065 Q77068 Q77284 Q77287 Q77290 Q77506 Q77509 Q77512 Q77737 Q77740 Q77743 Q77937 Q79060 Q79063 Q79066 Q79069 Q79072 Q79078 Q79084 Q79087 Q79093 Q79099 Q79102 Q79108 Q79111 Q79114 Q79117 Q79126 Q79132 Q79135 Q79138 Q79144 Q79147 Q79153 Q79162 Q79168 Q79174 Q79186 Q79192 Q79195 Q79205 Q79208 Q79220 Q79223 Q79229 Q79235 Q79241 Q79244 Q79250 Q79253 Q79262 Q79277 Q79280 Q79283 Q79286 Q79295 Q79298 Q79313 Q79328 Q79331 Q79334 Q79349 Q79358 Q79361 Q79364 Q79367 Q79370 Q79388 Q79391 Q79397 Q79400 Q79406 Q79415 Q79421 Q79424 Q79435 Q79438 Q79450 Q79480 Q79537 Q79618 Q82122 Q89860 Q99498 Q99500 Q99502 Q99504 Q99506 Q99508 Q99510 Q99512 Q99514 Q99516 Q99518 Q99520 Q99522 Q99524 Q99526 Q99528 Q99530 Q99532 Q99534 Q99536 Q99538 Q99540 Q99542 Q99544 Q99546 Q99548 Q99550 Q99552 Q99554 Q99556 Q99558 Q99561 Q99563 Q99565 Q99567 Q99569 Q99571 Q99573 Q99575 Q99577 Q99579 Q99581 Q99583 Q99585 Q99587 Q99589 Q99591 Q99593 Q99595 Q99597 Q99599 Q99601 Q99603 Q99605 Q99607 Q99609 Q99611 Q99613 Q99615 Q99617 Q99619 Q99621 Q99623 Q99625 Q99629 Q99631 Q99633 Q99677 Q99753 Q99759 Q99765 Q99777 Q99779 Q99803 Q99805 Q99807 Q99809 Q99851 Q99853 Q99883 Q99939 Q99985 Q99987
4	14	Godo  Arnaldes de Baiao	Q113625	D.Teodoredo Ausendes Soares	Q79388	D. Ausindo Ximeno	306	0	Q100009 Q100140 Q100142 Q100152 Q100154 Q100186 Q100212 Q100282 Q100286 Q100505 Q100517 Q100519 Q100665 Q100667 Q100673 Q100675 Q101095 Q101097 Q101103 Q101113 Q101231 Q101233 Q101235 Q101381 Q101387 Q101505 Q102231 Q102235 Q103930 Q103934 Q103936 Q104258 Q104260 Q106521 Q106994 Q109481 Q109489 Q109601 Q109650 Q109832 Q110842 Q111143 Q111255 Q111901 Q112999 Q113001 Q113583 Q113585 Q113591 Q113625 Q113897 Q114154 Q114244 Q114969 Q118177 Q118179 Q118456 Q118649 Q118651 Q118769 Q118870 Q118872 Q123620 Q123976 Q136016 Q137789 Q166971 Q59483 Q59513 Q59645 Q59678 Q59707 Q59740 Q59773 Q59806 Q59836 Q59869 Q59935 Q59968 Q59997 Q60030 Q60063 Q60096 Q60129 Q60161 Q60194 Q60227 Q60261 Q60293 Q60326 Q60356 Q60386 Q60419 Q60452 Q60485 Q60518 Q60548 Q60581 Q60614 Q60647 Q60680 Q60713 Q60746 Q60779 Q60845 Q60878 Q60911 Q60944 Q60974 Q61008 Q61041 Q61074 Q61107 Q61140 Q61173 Q61202 Q61235 Q61268 Q61301 Q61334 Q61367 Q61400 Q61433 Q61466 Q61499 Q61664 Q61694 Q61727 Q61759 Q61825 Q61858 Q61990 Q62023 Q62056 Q62089 Q62123 Q62189 Q62222 Q62321 Q62351 Q62384 Q62418 Q62451 Q62484 Q62561 Q62603 Q62635 Q62668 Q62800 Q62833 Q62863 Q62896 Q63058 Q63091 Q63323 Q63356 Q63388 Q63421 Q63451 Q63550 Q63583 Q63616 Q63649 Q63912 Q63939 Q64038 Q64071 Q64202 Q64235 Q64714 Q64747 Q65034 Q65067 Q65714 Q65747 Q65781 Q65814 Q66197 Q66227 Q67184 Q67217 Q67250 Q67283 Q67474 Q68845 Q68878 Q68911 Q68941 Q68974 Q69739 Q70038 Q70242 Q70292 Q70295 Q70298 Q70301 Q70304 Q70325 Q70883 Q70916 Q71840 Q71852 Q72365 Q72368 Q72552 Q73086 Q73089 Q73092 Q73095 Q75420 Q75423 Q75426 Q75429 Q75432 Q75435 Q75441 Q75444 Q75447 Q75450 Q75453 Q75456 Q75459 Q75462 Q75465 Q75468 Q75471 Q75474 Q75477 Q75480 Q75483 Q75486 Q79114 Q79132 Q79144 Q79162 Q79186 Q79205 Q79208 Q79229 Q79235 Q79244 Q79250 Q79253 Q79277 Q79280 Q79283 Q79295 Q79298 Q79313 Q79328 Q79334 Q79349 Q79358 Q79364 Q79367 Q79370 Q79388 Q79391 Q79397 Q79400 Q79406 Q79415 Q79421 Q79424 Q79435 Q79438 Q79450 Q79480 Q79537 Q79618 Q99314 Q99747 Q99749 Q99751 Q99753 Q99757 Q99759 Q99765 Q99767 Q99777 Q99779 Q99785 Q99787 Q99795 Q99797 Q99803 Q99805 Q99807 Q99809 Q99815 Q99817 Q99825 Q99849 Q99851 Q99853 Q99879 Q99883 Q99887 Q99931 Q99933 Q99939 Q99973 Q99975 Q99985 Q99987 Q99995
4	14	Godo  Arnaldes de Baiao	Q79388	D. Ausindo Ximeno	Q79415	D.Soeiro Ausendes	306	0	Q100009 Q100140 Q100142 Q100152 Q100154 Q100186 Q100212 Q100282 Q100286 Q100505 Q100517 Q100519 Q100665 Q100667 Q100673 Q100675 Q101095 Q101097 Q101103 Q101113 Q101231 Q101233 Q101235 Q101381 Q101387 Q101505 Q102231 Q102235 Q103930 Q103934 Q103936 Q104258 Q104260 Q105311 Q106521 Q106994 Q109481 Q109489 Q109601 Q109650 Q109832 Q110842 Q111143 Q111255 Q111901 Q112999 Q113001 Q113583 Q113585 Q113591 Q113625 Q113897 Q114154 Q114244 Q114969 Q118177 Q118179 Q118456 Q118649 Q118651 Q118769 Q118870 Q118872 Q123620 Q123976 Q136016 Q137789 Q166971 Q59483 Q59513 Q59645 Q59678 Q59707 Q59740 Q59773 Q59806 Q59836 Q59869 Q59935 Q59968 Q59997 Q60030 Q60063 Q60096 Q60129 Q60161 Q60194 Q60227 Q60261 Q60293 Q60326 Q60356 Q60386 Q60419 Q60452 Q60485 Q60518 Q60548 Q60581 Q60614 Q60647 Q60680 Q60713 Q60746 Q60779 Q60845 Q60878 Q60911 Q60944 Q60974 Q61008 Q61041 Q61074 Q61107 Q61140 Q61173 Q61202 Q61235 Q61268 Q61301 Q61334 Q61367 Q61400 Q61433 Q61466 Q61499 Q61664 Q61694 Q61727 Q61759 Q61825 Q61858 Q61990 Q62023 Q62056 Q62089 Q62123 Q62189 Q62222 Q62321 Q62351 Q62384 Q62418 Q62451 Q62484 Q62561 Q62603 Q62635 Q62668 Q62800 Q62833 Q62863 Q62896 Q63058 Q63091 Q63323 Q63356 Q63388 Q63421 Q63451 Q63550 Q63583 Q63616 Q63649 Q63912 Q63939 Q64038 Q64071 Q64202 Q64235 Q64714 Q64747 Q65034 Q65067 Q65714 Q65747 Q65781 Q65814 Q66197 Q66227 Q67184 Q67217 Q67250 Q67283 Q67474 Q68845 Q68878 Q68911 Q68941 Q68974 Q69739 Q70038 Q70242 Q70292 Q70295 Q70298 Q70301 Q70304 Q70325 Q70883 Q70916 Q71840 Q71852 Q72365 Q72368 Q72552 Q73086 Q73089 Q73092 Q73095 Q75420 Q75423 Q75426 Q75429 Q75432 Q75435 Q75441 Q75444 Q75447 Q75450 Q75453 Q75456 Q75459 Q75462 Q75465 Q75468 Q75471 Q75474 Q75477 Q75480 Q75483 Q75486 Q79114 Q79132 Q79144 Q79162 Q79186 Q79205 Q79208 Q79229 Q79235 Q79244 Q79250 Q79253 Q79277 Q79280 Q79283 Q79295 Q79298 Q79313 Q79328 Q79331 Q79349 Q79358 Q79361 Q79367 Q79370 Q79388 Q79397 Q79400 Q79406 Q79415 Q79421 Q79424 Q79435 Q79438 Q79450 Q79480 Q79537 Q79618 Q99314 Q99747 Q99749 Q99751 Q99753 Q99757 Q99759 Q99765 Q99767 Q99777 Q99779 Q99785 Q99787 Q99795 Q99797 Q99803 Q99805 Q99807 Q99809 Q99815 Q99817 Q99825 Q99849 Q99851 Q99853 Q99879 Q99883 Q99887 Q99931 Q99933 Q99939 Q99973 Q99975 Q99985 Q99987 Q99995
4	14	Godo  Arnaldes de Baiao	Q79435	D.Arnaldo  Ximenes	Q79438	Sancho  ou Sancho Arnolfo Ximenes	305	0	Q100009 Q100140 Q100142 Q100152 Q100154 Q100186 Q100212 Q100282 Q100286 Q100505 Q100517 Q100519 Q100665 Q100667 Q100673 Q100675 Q101095 Q101097 Q101103 Q101113 Q101231 Q101233 Q101235 Q101381 Q101387 Q101505 Q102231 Q102235 Q103930 Q103934 Q103936 Q104258 Q104260 Q105311 Q106521 Q106994 Q109481 Q109489 Q109601 Q109650 Q109832 Q110842 Q111143 Q111255 Q111901 Q112999 Q113001 Q113583 Q113585 Q113591 Q113625 Q113897 Q114154 Q114244 Q114969 Q118177 Q118179 Q118456 Q118649 Q118651 Q118769 Q118870 Q118872 Q123620 Q123976 Q136016 Q137789 Q166971 Q59483 Q59513 Q59645 Q59678 Q59707 Q59740 Q59773 Q59806 Q59836 Q59869 Q59935 Q59968 Q59997 Q60030 Q60063 Q60096 Q60129 Q60161 Q60194 Q60227 Q60261 Q60293 Q60326 Q60356 Q60386 Q60419 Q60452 Q60485 Q60518 Q60548 Q60581 Q60614 Q60647 Q60680 Q60713 Q60746 Q60779 Q60845 Q60878 Q60911 Q60944 Q60974 Q61008 Q61041 Q61074 Q61107 Q61140 Q61173 Q61202 Q61235 Q61268 Q61301 Q61334 Q61367 Q61400 Q61433 Q61466 Q61499 Q61664 Q61694 Q61727 Q61759 Q61825 Q61858 Q61990 Q62023 Q62056 Q62089 Q62123 Q62189 Q62222 Q62321 Q62351 Q62384 Q62418 Q62451 Q62484 Q62561 Q62603 Q62635 Q62668 Q62800 Q62833 Q62863 Q62896 Q63058 Q63091 Q63323 Q63356 Q63388 Q63421 Q63451 Q63550 Q63583 Q63616 Q63649 Q63912 Q63939 Q64038 Q64071 Q64202 Q64235 Q64714 Q64747 Q65034 Q65067 Q65714 Q65747 Q65781 Q65814 Q66197 Q66227 Q67184 Q67217 Q67250 Q67283 Q67474 Q68845 Q68878 Q68911 Q68941 Q68974 Q69739 Q70038 Q70242 Q70292 Q70295 Q70298 Q70301 Q70304 Q70325 Q70883 Q70916 Q71840 Q71852 Q72365 Q72368 Q72552 Q73086 Q73089 Q73092 Q73095 Q75420 Q75423 Q75426 Q75429 Q75432 Q75435 Q75441 Q75444 Q75447 Q75450 Q75453 Q75456 Q75459 Q75462 Q75465 Q75468 Q75471 Q75474 Q75477 Q75480 Q75483 Q75486 Q79114 Q79132 Q79144 Q79162 Q79186 Q79205 Q79208 Q79229 Q79235 Q79244 Q79250 Q79253 Q79277 Q79280 Q79283 Q79295 Q79298 Q79313 Q79328 Q79331 Q79349 Q79358 Q79361 Q79367 Q79370 Q79388 Q79391 Q79400 Q79406 Q79415 Q79424 Q79435 Q79438 Q79450 Q79480 Q79537 Q79618 Q99314 Q99747 Q99749 Q99751 Q99753 Q99757 Q99759 Q99765 Q99767 Q99777 Q99779 Q99785 Q99787 Q99795 Q99797 Q99803 Q99805 Q99807 Q99809 Q99815 Q99817 Q99825 Q99849 Q99851 Q99853 Q99879 Q99883 Q99887 Q99931 Q99933 Q99939 Q99973 Q99975 Q99985 Q99987 Q99995
4	14	Godo  Arnaldes de Baiao	Q79438	Sancho  ou Sancho Arnolfo Ximenes	Q79424	Gil  Guille em Narbonne	280	0	Q100009 Q100140 Q100142 Q100152 Q100154 Q100186 Q100212 Q100282 Q100286 Q100505 Q100517 Q100519 Q100665 Q100667 Q100673 Q100675 Q101095 Q101097 Q101103 Q101113 Q101231 Q101233 Q101235 Q101381 Q101387 Q101505 Q102231 Q102235 Q103930 Q103934 Q103936 Q104258 Q104260 Q105311 Q106521 Q106994 Q109481 Q109489 Q109601 Q109650 Q109832 Q110842 Q111255 Q113583 Q113585 Q113591 Q113625 Q113897 Q114154 Q114244 Q118177 Q118179 Q118649 Q118651 Q118769 Q118870 Q118872 Q123620 Q123976 Q136016 Q137789 Q166971 Q59483 Q59513 Q59645 Q59678 Q59707 Q59740 Q59773 Q59806 Q59836 Q59869 Q59935 Q59968 Q59997 Q60030 Q60063 Q60096 Q60129 Q60161 Q60194 Q60227 Q60261 Q60293 Q60326 Q60386 Q60419 Q60452 Q60485 Q60518 Q60548 Q60581 Q60614 Q60647 Q60680 Q60713 Q60746 Q60779 Q60845 Q60878 Q60911 Q60944 Q60974 Q61008 Q61041 Q61074 Q61107 Q61140 Q61173 Q61202 Q61235 Q61268 Q61301 Q61334 Q61367 Q61400 Q61433 Q61466 Q61499 Q61664 Q61694 Q61727 Q61759 Q61825 Q61858 Q61990 Q62023 Q62056 Q62089 Q62123 Q62189 Q62222 Q62321 Q62351 Q62384 Q62418 Q62451 Q62484 Q62561 Q62603 Q62635 Q62668 Q62800 Q62833 Q62863 Q62896 Q63058 Q63091 Q63323 Q63356 Q63388 Q63421 Q63451 Q63550 Q63583 Q63616 Q63649 Q63912 Q63939 Q64038 Q64071 Q64202 Q64235 Q64714 Q64747 Q65034 Q65067 Q65714 Q65747 Q65781 Q65814 Q66197 Q66227 Q67184 Q67217 Q67250 Q67283 Q67474 Q68845 Q68878 Q68911 Q68941 Q68974 Q69739 Q70038 Q70242 Q70292 Q70295 Q70298 Q70301 Q70304 Q70325 Q70883 Q70916 Q71840 Q71852 Q72365 Q72368 Q72552 Q73086 Q73089 Q73092 Q73095 Q75420 Q75423 Q75426 Q75429 Q75432 Q75435 Q75441 Q75444 Q75447 Q75450 Q75453 Q75456 Q75459 Q75462 Q75465 Q75468 Q75471 Q75474 Q75477 Q75480 Q75483 Q75486 Q79241 Q79262 Q79286 Q79331 Q79334 Q79361 Q79364 Q79388 Q79391 Q79397 Q79415 Q79421 Q79424 Q79435 Q79438 Q79450 Q79480 Q79537 Q79618 Q99314 Q99747 Q99749 Q99751 Q99753 Q99757 Q99759 Q99765 Q99767 Q99777 Q99779 Q99785 Q99787 Q99795 Q99797 Q99803 Q99805 Q99807 Q99809 Q99815 Q99817 Q99825 Q99849 Q99851 Q99853 Q99879 Q99883 Q99887 Q99931 Q99933 Q99939 Q99973 Q99975 Q99985 Q99987 Q99995
5	14	Aditi Kashyapa	Q153381	Aditi Kashyapa	Q153465	TVASTAR Kashyapa	61	0	Q130322 Q153381 Q153390 Q153429 Q153438 Q153443 Q153444 Q153460 Q153465 Q153494 Q153503 Q153674 Q153692 Q153705 Q1955 Q1968 Q1978 Q1989 Q1991 Q2001 Q2034 Q2035 Q2047 Q2057 Q2066 Q2075 Q2087 Q2151 Q2152 Q49598 Q49638 Q49642 Q49703 Q49711 Q49715 Q49767 Q49803 Q49807 Q50064 Q50068 Q50072 Q50176 Q50180 Q50249 Q50253 Q50257 Q50261 Q50315 Q50319 Q50323 Q50376 Q50428 Q50480 Q50540 Q50544 Q50548 Q50552 Q50613 Q50617 Q50621 Q53559
5	14	Aditi Kashyapa	Q153381	Aditi Kashyapa	Q1991	Surya Sun God	61	0	Q130322 Q153381 Q153390 Q153429 Q153438 Q153443 Q153444 Q153460 Q153465 Q153494 Q153503 Q153674 Q153692 Q153705 Q1955 Q1968 Q1978 Q1989 Q1991 Q2001 Q2034 Q2035 Q2047 Q2057 Q2066 Q2075 Q2087 Q2151 Q2152 Q49598 Q49638 Q49642 Q49703 Q49711 Q49715 Q49767 Q49803 Q49807 Q50064 Q50068 Q50072 Q50176 Q50180 Q50249 Q50253 Q50257 Q50261 Q50315 Q50319 Q50323 Q50376 Q50428 Q50480 Q50540 Q50544 Q50548 Q50552 Q50613 Q50617 Q50621 Q53559
5	14	Aditi Kashyapa	Q153444	SUNITA Anga	Q153438	VENA Anga	30	1	Q153381 Q153389 Q153390 Q153398 Q153429 Q153438 Q153444 Q153460 Q153465 Q1924 Q1939 Q1954 Q1955 Q1968 Q1978 Q1989 Q1991 Q2001 Q2035 Q49598 Q49638 Q49642 Q49703 Q49711 Q49715 Q49767 Q49803 Q49807 Q50072 Q50261
5	14	Aditi Kashyapa	Q153460	SANJNA \ Saranyu Saranyu Saranyu/	Q2035	Yama Dharma King of Death	3	0	Q153460 Q153465 Q50261
5	14	Aditi Kashyapa	Q153429	PRITHU (Vishnu's amsam) Vena	Q1989	Vijitashva	1	1	Q153429
5	14	Aditi Kashyapa	Q1991	Surya Sun God	Q2035	Yama Dharma King of Death	1	0	Q1991
5	14	Aditi Kashyapa	Q2001	Archis(Lakshmi's amsam)	Q1989	Vijitashva	1	1	Q2001
6	14	Aditi Kashyapa	Q160615	VENA Anga	Q160596	PRITHU Vena	59	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160615	VENA Anga	Q160597	ARCHIS	59	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160539	PRACHINBARHI	Q160512	PRACHETAS (10 sons)	58	1	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160576	Vijitashva	Q160560	HAVIRDHANA	58	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160673	YAMA Dharma	Q160640	SUNITA Anga	58	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160730	TVASTAR Kashyapa	Q160707	SANJNA \ Saranyu Saranyu	58	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160489	DAKSHA Prachetas	Q160460	Aditi Kashyapa	57	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160560	HAVIRDHANA	Q160539	PRACHINBARHI	57	0	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160511 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160536 Q160537 Q160538 Q160539 Q160560 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160512	PRACHETAS (10 sons)	Q160489	DAKSHA Prachetas	56	1	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160507 Q160508 Q160509 Q160510 Q160512 Q160513 Q160532 Q160533 Q160534 Q160535 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864 Q168885
6	14	Aditi Kashyapa	Q160460	Aditi Kashyapa	Q160580	SURYA Dev aka SUN GOD Kashyap	47	0	Q160460 Q160489 Q160490 Q160511 Q160512 Q160513 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864
6	14	Aditi Kashyapa	Q160460	Aditi Kashyapa	Q160730	TVASTAR Kashyapa	47	0	Q160460 Q160489 Q160490 Q160511 Q160512 Q160513 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160639 Q160640 Q160671 Q160672 Q160673 Q160674 Q160705 Q160706 Q160707 Q160727 Q160728 Q160729 Q160730 Q160731 Q160747 Q160748 Q160749 Q160765 Q160766 Q160786 Q160787 Q160788 Q160810 Q160811 Q160836 Q160837 Q160838 Q160864
6	14	Aditi Kashyapa	Q160640	SUNITA Anga	Q160615	VENA Anga	30	1	Q160459 Q160460 Q160487 Q160488 Q160489 Q160490 Q160509 Q160510 Q160511 Q160512 Q160513 Q160536 Q160537 Q160538 Q160539 Q160559 Q160560 Q160575 Q160576 Q160577 Q160580 Q160596 Q160597 Q160615 Q160640 Q160673 Q160674 Q160707 Q160730 Q160731
6	14	Aditi Kashyapa	Q160707	SANJNA \ Saranyu Saranyu	Q160673	YAMA Dharma	3	0	Q160707 Q160730 Q160731
6	14	Aditi Kashyapa	Q160580	SURYA Dev aka SUN GOD Kashyap	Q160673	YAMA Dharma	1	0	Q160580
6	14	Aditi Kashyapa	Q160596	PRITHU Vena	Q160576	Vijitashva	1	0	Q160596
6	14	Aditi Kashyapa	Q160597	ARCHIS	Q160576	Vijitashva	1	0	Q160597
7	13	Caecilia Metella	Q139550	Quintus Caecilius Metellus Balearicus	Q138399	Caecilia Metella	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
7	13	Caecilia Metella	Q72834	Lucius Caecilius Metellus Calvus	Q141414	Caecilia Metella	52	0	Q138399 Q138403 Q139550 Q139559 Q139560 Q141413 Q141414 Q144077 Q148066 Q148080 Q151743 Q151792 Q151822 Q151844 Q151874 Q72834 Q72858 Q72984 Q73146 Q73311 Q73458 Q73563 Q73566 Q73581 Q73677 Q73680 Q73683 Q73686 Q73782 Q73785 Q73788 Q73791 Q73887 Q73890 Q73970 Q74091 Q74159 Q74162 Q74213 Q78243 Q78393 Q78396 Q78525 Q78528 Q78630 Q78633 Q78636 Q78639 Q78725 Q78728 Q78752 Q78812
