qid	label	wikidata_qid	verdict	name_score	detail
Q47817	中山英親	Q108856011	unverifiable	0.00	local '中山英親' vs Wikidata '中山英親' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47820	Li Song Qian Guang	Q108857720	unverifiable	0.00	local 'Li Song Qian Guang' vs Wikidata '裏松謙光' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47821	高倉範久	Q102246608	unverifiable	0.00	local '高倉範久' vs Wikidata '高倉範久' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47825	藪嗣義	Q108857480	unverifiable	0.00	local '藪嗣義' vs Wikidata '藪嗣義' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47828	Daughter of Ikeda Masanao (wife of Yotsutsuji Kimiyoshi)	Q108847046	unverifiable	0.00	local 'Daughter of Ikeda Masanao (wife of Yotsutsuji Kimiyoshi)' vs Wikidata '池田政直の娘 (四辻公万の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47829	芝山広豊の娘 (石井行忠の妻)	Q110643349	unverifiable	0.00	local '芝山広豊の娘 (石井行忠の妻)' vs Wikidata '芝山広豊の娘 (石井行忠の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47832	Sou Gong Tong	Q108857636	unverifiable	0.00	local 'Sou Gong Tong' vs Wikidata '藪公通' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47836	Xi Si Sip Gong Yin	Q108857665	unverifiable	0.00	local 'Xi Si Sip Gong Yin' vs Wikidata '西四辻公尹' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47838	Ryudzodzi Iesumi	Q11679394	unverifiable	0.00	local 'Ryudzodzi Iesumi' vs Wikidata '龍造寺家純' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47842	Kumasiro Ieyosi	Q134300030	unverifiable	0.00	local 'Kumasiro Ieyosi' vs Wikidata 'Кумасиро Иэёси' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47850	法性院 (石井常延の娘)	Q107159417	unverifiable	0.00	local '法性院 (石井常延の娘)' vs Wikidata '法性院 (石井常延の娘)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47858	石井信忠	Q11584865	unverifiable	0.00	local '石井信忠' vs Wikidata '石井信忠' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47864	Mu Ye Fu Mei	Q108684389	unverifiable	0.00	local 'Mu Ye Fu Mei' vs Wikidata '牧野富美' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47866	百武茂兼	Q109000144	unverifiable	0.00	local '百武茂兼' vs Wikidata '百武茂兼' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47868	Song Ping Ba Zhong	Q108684410	unverifiable	0.00	local 'Song Ping Ba Zhong' vs Wikidata '松平八重' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47874	小笠原長将	Q106664211	unverifiable	0.00	local '小笠原長将' vs Wikidata '小笠原長将' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47890	Kanetsuki Yosida	Q109321304	unverifiable	0.00	local 'Kanetsuki Yosida' vs Wikidata '吉田兼敦' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47894	高辻長純	Q109308642	unverifiable	0.00	local '高辻長純' vs Wikidata '高辻長純' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47898	梅小路共方	Q110157643	unverifiable	0.00	local '梅小路共方' vs Wikidata '梅小路共方' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47912	Princess Katsuhime (daughter of Shimazu Narinobu)	Q108093489	unverifiable	0.00	local 'Princess Katsuhime (daughter of Shimazu Narinobu)' vs Wikidata '勝姫 (島津斉宣の娘)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47926	小早川繁平	Q11460863	unverifiable	0.00	local '小早川繁平' vs Wikidata '小早川繁平' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47940	Keijuin (concubine of Sagara Yoriyuki)	Q111091811	unverifiable	0.00	local 'Keijuin (concubine of Sagara Yoriyuki)' vs Wikidata '慶寿院 (相良頼之の側室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47951	深受院	Q108824529	unverifiable	0.00	local '深受院' vs Wikidata '深受院' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47955	有馬孝純	Q11516770	unverifiable	0.00	local '有馬孝純' vs Wikidata '有馬孝純' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47963	冷泉為栄	Q110733009	unverifiable	0.00	local '冷泉為栄' vs Wikidata '冷泉為栄' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47968	Gao Mu Yi Zi	Q134614832	unverifiable	0.00	local 'Gao Mu Yi Zi' vs Wikidata '高木衣子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q47987	中条持胤の娘 (水無瀬親具の妻)	Q109829288	unverifiable	0.00	local '中条持胤の娘 (水無瀬親具の妻)' vs Wikidata '中条持胤の娘 (水無瀬親具の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48003	多羅尾光雅	Q58139850	unverifiable	0.00	local '多羅尾光雅' vs Wikidata '多羅尾光雅' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48011	浅井政澄	Q11556943	unverifiable	0.00	local '浅井政澄' vs Wikidata '浅井政澄' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48015	織田勝久	Q109666018	unverifiable	0.00	local '織田勝久' vs Wikidata '織田勝久' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48023	飯尾重宗の娘 (星合具泰の妻)	Q108761194	unverifiable	0.00	local '飯尾重宗の娘 (星合具泰の妻)' vs Wikidata '飯尾重宗の娘 (星合具泰の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48039	下間頼善	Q108684909	unverifiable	0.00	local '下間頼善' vs Wikidata '下間頼善' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48047	下間融慶	Q109657431	unverifiable	0.00	local '下間融慶' vs Wikidata '下間融慶' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48051	柳原資俊	Q110080144	unverifiable	0.00	local '柳原資俊' vs Wikidata '柳原資俊' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48055	松平得寿子	Q108101096	unverifiable	0.00	local '松平得寿子' vs Wikidata '松平得寿子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48064	小林狭妻	Q108845633	unverifiable	0.00	local '小林狭妻' vs Wikidata '小林狭妻' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48084	松平多代	Q108101075	unverifiable	0.00	local '松平多代' vs Wikidata '松平多代' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48088	松平伊代	Q108101087	unverifiable	0.00	local '松平伊代' vs Wikidata '松平伊代' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48092	松平留姫	Q108101144	unverifiable	0.00	local '松平留姫' vs Wikidata '松平留姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48093	Zhong Shan Yin Zi	Q110073972	unverifiable	0.00	local 'Zhong Shan Yin Zi' vs Wikidata '中山尹子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48096	松平喜尾	Q108845828	unverifiable	0.00	local '松平喜尾' vs Wikidata '松平喜尾' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48100	有馬喜伊	Q110050441	unverifiable	0.00	local '有馬喜伊' vs Wikidata '有馬喜伊' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48105	Teng Gu Wei Sui	Q113208229	unverifiable	0.00	local 'Teng Gu Wei Sui' vs Wikidata '藤谷為遂' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48109	Liu Yuan Liang Zi	Q134615087	unverifiable	0.00	local 'Liu Yuan Liang Zi' vs Wikidata '柳原良子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48113	Ji Tian Liang Chang	Q111171446	unverifiable	0.00	local 'Ji Tian Liang Chang' vs Wikidata '吉田良長' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48124	Ikeda Masanao (Lord of Kamogata Domain)	Q11551927	unverifiable	0.00	local 'Ikeda Masanao (Lord of Kamogata Domain)' vs Wikidata '池田政直 (鴨方藩主)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48136	池田政方の娘 (大関増備の正室)	Q111141000	unverifiable	0.00	local '池田政方の娘 (大関増備の正室)' vs Wikidata '池田政方の娘 (大関増備の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48144	三沢村為	Q108907575	unverifiable	0.00	local '三沢村為' vs Wikidata '三沢村為' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48152	設楽貞喬	Q111127025	unverifiable	0.00	local '設楽貞喬' vs Wikidata '設楽貞喬' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48161	久世通夏	Q110884463	unverifiable	0.00	local '久世通夏' vs Wikidata '久世通夏' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48164	Tian Cun Okane	Q111104571	unverifiable	0.00	local 'Tian Cun Okane' vs Wikidata '田村おかね' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48180	伊達村泰	Q11380802	unverifiable	0.00	local '伊達村泰' vs Wikidata '伊達村泰' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48181	Guo Dao Zhi Xian	Q59779624	unverifiable	0.00	local 'Guo Dao Zhi Xian' vs Wikidata '鍋島直賢' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48184	細川興昌	Q11605980	unverifiable	0.00	local '細川興昌' vs Wikidata '細川興昌' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48188	牧野信成の娘 (細川興隆の正室)	Q108485547	unverifiable	0.00	local '牧野信成の娘 (細川興隆の正室)' vs Wikidata '牧野信成の娘 (細川興隆の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48192	細川興栄	Q11605983	unverifiable	0.00	local '細川興栄' vs Wikidata '細川興栄' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48224	藤谷為信の娘 (上冷泉為村の正室)	Q109817708	unverifiable	0.00	local '藤谷為信の娘 (上冷泉為村の正室)' vs Wikidata '藤谷為信の娘 (上冷泉為村の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48228	冷泉為泰	Q109817452	unverifiable	0.00	local '冷泉為泰' vs Wikidata '冷泉為泰' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48232	三室戸光村	Q110164785	unverifiable	0.00	local '三室戸光村' vs Wikidata '三室戸光村' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48236	入江為良	Q110165700	unverifiable	0.00	local '入江為良' vs Wikidata '入江為良' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48240	冷泉為村の娘 (舟橋則賢の妻)	Q110165760	unverifiable	0.00	local '冷泉為村の娘 (舟橋則賢の妻)' vs Wikidata '冷泉為村の娘 (舟橋則賢の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48244	冷泉為村の娘 (山科敬言の妻)	Q110165864	unverifiable	0.00	local '冷泉為村の娘 (山科敬言の妻)' vs Wikidata '冷泉為村の娘 (山科敬言の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48248	上冷泉安	Q110165872	unverifiable	0.00	local '上冷泉安' vs Wikidata '上冷泉安' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48264	Ji Tian Liang Lian	Q111171407	unverifiable	0.00	local 'Ji Tian Liang Lian' vs Wikidata '吉田良連' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48272	柳沢千賀	Q110876587	unverifiable	0.00	local '柳沢千賀' vs Wikidata '柳沢千賀' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48276	松平乗政の娘 (松平信孝の正室)	Q134567533	unverifiable	0.00	local '松平乗政の娘 (松平信孝の正室)' vs Wikidata '松平乗政の娘 (松平信孝の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48297	Jian Zao Ying Xiong	Q121355415	unverifiable	0.00	local 'Jian Zao Ying Xiong' vs Wikidata '諫早英雄' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48308	松倉重政の娘 (藤堂嘉以の正室)	Q109862314	unverifiable	0.00	local '松倉重政の娘 (藤堂嘉以の正室)' vs Wikidata '松倉重政の娘 (藤堂嘉以の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48309	Xiao Li Yuan Ming Zi	Q108496964	unverifiable	0.00	local 'Xiao Li Yuan Ming Zi' vs Wikidata '小笠原明子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48312	裏辻公視	Q108855898	unverifiable	0.00	local '裏辻公視' vs Wikidata '裏辻公視' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48313	Duo Jiu Mei Zi	Q134366277	unverifiable	0.00	local 'Duo Jiu Mei Zi' vs Wikidata 'Харуко Таку' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48316	本多康将の娘 (松平重栄の正室のち甘露寺方長の正室)	Q108799179	unverifiable	0.00	local '本多康将の娘 (松平重栄の正室のち甘露寺方長の正室)' vs Wikidata '本多康将の娘 (松平重栄の正室のち甘露寺方長の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48320	甘露寺輔長	Q110909054	unverifiable	0.00	local '甘露寺輔長' vs Wikidata '甘露寺輔長' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48324	甘露寺康隆	Q111296897	unverifiable	0.00	local '甘露寺康隆' vs Wikidata '甘露寺康隆' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48356	関長盛	Q108096916	unverifiable	0.00	local '関長盛' vs Wikidata '関長盛' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48360	大河内親忠	Q109248602	unverifiable	0.00	local '大河内親忠' vs Wikidata '大河内親忠' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48364	星合親泰	Q109249802	unverifiable	0.00	local '星合親泰' vs Wikidata '星合親泰' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48368	田丸顕晴	Q110265753	unverifiable	0.00	local '田丸顕晴' vs Wikidata '田丸顕晴' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48370	Guo Dao Mao Jun	Q134349758	unverifiable	0.00	local 'Guo Dao Mao Jun' vs Wikidata 'Набэсима Сигэтоси' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48372	和田惟助	Q108692651	unverifiable	0.00	local '和田惟助' vs Wikidata '和田惟助' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48382	Mao Li Jiu Ju	Q119343174	unverifiable	0.00	local 'Mao Li Jiu Ju' vs Wikidata '毛利就擧' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48389	安藤重信の娘 (本多正盛の正室)	Q110955429	unverifiable	0.00	local '安藤重信の娘 (本多正盛の正室)' vs Wikidata '安藤重信の娘 (本多正盛の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48393	安藤重常	Q111027719	unverifiable	0.00	local '安藤重常' vs Wikidata '安藤重常' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48397	正寿院 (秋田盛季の正室)	Q111081298	unverifiable	0.00	local '正寿院 (秋田盛季の正室)' vs Wikidata '正寿院 (秋田盛季の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48398	Shui Ye Gong	Q134605477	unverifiable	0.00	local 'Shui Ye Gong' vs Wikidata '水野釭' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48405	池田秀次郎	Q111044014	unverifiable	0.00	local '池田秀次郎' vs Wikidata '池田秀次郎' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48409	松平利佐姫	Q111080483	unverifiable	0.00	local '松平利佐姫' vs Wikidata '松平利佐姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48413	池田政房	Q54292097	unverifiable	0.00	local '池田政房' vs Wikidata '池田政房' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48417	池田政胤の娘 (池田長恵の妻)	Q111152901	unverifiable	0.00	local '池田政胤の娘 (池田長恵の妻)' vs Wikidata '池田政胤の娘 (池田長恵の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48421	Jiu Jing Mi Ji	Q111050657	unverifiable	0.00	local 'Jiu Jing Mi Ji' vs Wikidata '酒井米姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48429	池田政芳	Q111018238	unverifiable	0.00	local '池田政芳' vs Wikidata '池田政芳' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48434	孔玠	Q28418238	unverifiable	0.00	local '孔玠' vs Wikidata '孔玠' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48437	池田兼子	Q111026050	unverifiable	0.00	local '池田兼子' vs Wikidata '池田兼子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48438	孔璠	Q28418390	unverifiable	0.00	local '孔璠' vs Wikidata '孔璠' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48441	池田治政の七女 (佐野茂好正室)	Q111196304	unverifiable	0.00	local '池田治政の七女 (佐野茂好正室)' vs Wikidata '池田治政の七女 (佐野茂好正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48442	孔詞	Q61720074	unverifiable	0.00	local '孔詞' vs Wikidata '孔詞' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48446	孔昭礼	Q61721620	unverifiable	0.00	local '孔昭礼' vs Wikidata '孔昭礼' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48450	彭紹咸	Q133277805	unverifiable	0.00	local '彭紹咸' vs Wikidata '彭紹咸' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48453	池田長興の娘 (池田昭訓の妻)	Q111187581	unverifiable	0.00	local '池田長興の娘 (池田昭訓の妻)' vs Wikidata '池田長興の娘 (池田昭訓の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48462	彭蕓孫	Q134266600	unverifiable	0.00	local '彭蕓孫' vs Wikidata '彭蕓孫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48469	諏訪頼水	Q30252558	unverifiable	0.00	local '諏訪頼水' vs Wikidata '諏訪頼水' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48473	稲垣長茂	Q11596533	unverifiable	0.00	local '稲垣長茂' vs Wikidata '稲垣長茂' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48479	李氏	Q133288791	unverifiable	0.00	local '李氏' vs Wikidata '李氏' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48487	柯昌济	Q11109164	unverifiable	0.00	local '柯昌济' vs Wikidata '柯昌济' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48491	柯昌泗	Q112966729	unverifiable	0.00	local '柯昌泗' vs Wikidata '柯昌泗' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48492	安藤重元	Q110955441	unverifiable	0.00	local '安藤重元' vs Wikidata '安藤重元' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48496	安藤重矩	Q110955450	unverifiable	0.00	local '安藤重矩' vs Wikidata '安藤重矩' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48500	内藤政季	Q113285656	unverifiable	0.00	local '内藤政季' vs Wikidata '内藤政季' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48515	刘广琴	Q133805204	unverifiable	0.00	local '刘广琴' vs Wikidata '刘广琴' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48519	陳梧慶	Q133858104	unverifiable	0.00	local '陳梧慶' vs Wikidata '陳梧慶' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48520	戸田光清	Q112045901	unverifiable	0.00	local '戸田光清' vs Wikidata '戸田光清' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48536	植村政春	Q111143479	unverifiable	0.00	local '植村政春' vs Wikidata '植村政春' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48576	黒田屋世姫	Q110903188	unverifiable	0.00	local '黒田屋世姫' vs Wikidata '黒田屋世姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48604	酒井忠啓	Q111050032	unverifiable	0.00	local '酒井忠啓' vs Wikidata '酒井忠啓' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48612	酒井斐姫	Q110726377	unverifiable	0.00	local '酒井斐姫' vs Wikidata '酒井斐姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48636	水野しゃむ姫	Q108884546	unverifiable	0.00	local '水野しゃむ姫' vs Wikidata '水野しゃむ姫' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48639	紀清蘩	Q133823632	unverifiable	0.00	local '紀清蘩' vs Wikidata '紀清蘩' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48643	紀氏	Q134176947	unverifiable	0.00	local '紀氏' vs Wikidata '紀氏' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48660	Goto Tsumiti	Q134298876	unverifiable	0.00	local 'Goto Tsumiti' vs Wikidata 'Гото Цумити' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48672	Isakhaya Ofuku	Q134349792	unverifiable	0.00	local 'Isakhaya Ofuku' vs Wikidata 'Исахая Офуку' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48676	Ryudzodzi Iekhira	Q134300249	unverifiable	0.00	local 'Ryudzodzi Iekhira' vs Wikidata 'Рюдзодзи Иэхира' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48680	Riudzodzi N	Q134281382	unverifiable	0.90	local 'Riudzodzi N' vs Wikidata 'Рюдзодзи N' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48684	Ryudzodzi Iekharu	Q11679391	unverifiable	0.00	local 'Ryudzodzi Iekharu' vs Wikidata '龍造寺家晴' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48688	Isakhaya Kiyonao	Q65095702	unverifiable	0.00	local 'Isakhaya Kiyonao' vs Wikidata '諫早清直' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48692	Isakhaya Sigekado	Q59551787	unverifiable	0.00	local 'Isakhaya Sigekado' vs Wikidata '諫早茂門' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48696	Isakhaya Sigemoto	Q41698965	unverifiable	0.00	local 'Isakhaya Sigemoto' vs Wikidata '諫早茂元' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48712	小出有敬	Q111272321	unverifiable	0.00	local '小出有敬' vs Wikidata '小出有敬' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48728	姉小路実紀	Q110135936	unverifiable	0.00	local '姉小路実紀' vs Wikidata '姉小路実紀' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48732	姉小路実武	Q110135962	unverifiable	0.00	local '姉小路実武' vs Wikidata '姉小路実武' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48736	柳沢安忠	Q11534394	unverifiable	0.00	local '柳沢安忠' vs Wikidata '柳沢安忠' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48744	柳沢経隆	Q11534415	unverifiable	0.00	local '柳沢経隆' vs Wikidata '柳沢経隆' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48748	柳沢時睦	Q11534404	unverifiable	0.00	local '柳沢時睦' vs Wikidata '柳沢時睦' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48760	柳沢春子	Q110728019	unverifiable	0.00	local '柳沢春子' vs Wikidata '柳沢春子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48764	真田照	Q110885113	unverifiable	0.00	local '真田照' vs Wikidata '真田照' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48771	Ju Tuo Zhi	Q12583370	unverifiable	0.00	local 'Ju Tuo Zhi' vs Wikidata '거타지' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48772	柳沢信復	Q110875000	unverifiable	0.00	local '柳沢信復' vs Wikidata '柳沢信復' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48780	六角広寿	Q110875203	unverifiable	0.00	local '六角広寿' vs Wikidata '六角広寿' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48784	柳沢里之	Q8516001	unverifiable	0.00	local '柳沢里之' vs Wikidata '야나기사와 사토유키' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48788	柳沢信昌の娘 (柳沢信著の正室)	Q110876592	unverifiable	0.00	local '柳沢信昌の娘 (柳沢信著の正室)' vs Wikidata '柳沢信昌の娘 (柳沢信著の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48792	柳沢信昌の娘 (柳沢信有の正室)	Q110877111	unverifiable	0.00	local '柳沢信昌の娘 (柳沢信有の正室)' vs Wikidata '柳沢信昌の娘 (柳沢信有の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48796	柳沢信昌の娘 (風早実秋の妻)	Q110878611	unverifiable	0.00	local '柳沢信昌の娘 (風早実秋の妻)' vs Wikidata '柳沢信昌の娘 (風早実秋の妻)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48799	Q84511372	Q84511372	unverifiable	0.00	local 'Q84511372' vs Wikidata '貞和太后' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48800	柳沢信以	Q134458639	unverifiable	0.00	local '柳沢信以' vs Wikidata '柳沢信以' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48804	青木信周の娘 (柳沢正春の養女)	Q134458699	unverifiable	0.00	local '青木信周の娘 (柳沢正春の養女)' vs Wikidata '青木信周の娘 (柳沢正春の養女)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48808	青木信子	Q134458706	unverifiable	0.00	local '青木信子' vs Wikidata '青木信子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48813	若宮友興	Q11616264	unverifiable	0.00	local '若宮友興' vs Wikidata '若宮友興' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48815	玉龙帖木儿	Q38963222	unverifiable	0.00	local '玉龙帖木儿' vs Wikidata '玉龙帖木儿' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48819	按浑察	Q38962866	unverifiable	0.00	local '按浑察' vs Wikidata '按浑察' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48821	土方雄信	Q113244728	unverifiable	0.00	local '土方雄信' vs Wikidata '土方雄信' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48829	曽雌税子	Q110733511	unverifiable	0.00	local '曽雌税子' vs Wikidata '曽雌税子' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48831	察哥	Q10955145	unverifiable	0.00	local '察哥' vs Wikidata '察哥' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48836	耶律南仙	Q8258522	unverifiable	0.00	local '耶律南仙' vs Wikidata '耶律南仙' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48839	任皇后 (西夏崇宗)	Q8258488	unverifiable	0.00	local '任皇后 (西夏崇宗)' vs Wikidata '任皇后 (西夏崇宗)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
Q48845	朽木久 (松平乗紀の正室)	Q134570017	unverifiable	0.00	local '朽木久 (松平乗紀の正室)' vs Wikidata '朽木久 (松平乗紀の正室)' — placeholder or a different writing system, so the id can be neither confirmed nor faulted
