qid	birth_precision	death_precision
Q77354		11
Q77357		11
Q77363		11
Q77366		11
Q77369		11
Q77372		11
Q77375		11
Q77378		11
Q77381		11
Q77384		11
Q77396		11
Q77402		11
Q77405		11
Q77411	11	11
Q77413	9	
Q77414		11
Q77417		11
Q77420		11
Q77423		11
Q77426		11
Q77429		11
Q77432		11
Q77435		11
Q77438		11
Q77453		11
Q77456		11
Q77459		11
Q77462		11
Q77465		11
Q77468		11
Q77471		11
Q77474		11
Q77483		11
Q77486		11
Q77489		11
Q77492		11
Q77495		11
Q77498		11
Q77501		11
Q77504		11
Q77507		11
Q77510		11
Q77513		11
Q77516		11
Q77519		11
Q77522		11
Q77525		11
Q77531	11	
Q77537		11
Q77546	9	9
Q77552		11
Q77555		11
Q77558		11
Q77561	11	11
Q77564	11	11
Q77567		11
Q77569	9	11
Q77570		11
Q77572	11	
Q77573		11
Q77575	9	
Q77576		11
Q77578	9	9
Q77579		11
Q77582		11
Q77591		11
Q77594		11
Q77597		11
Q77600		11
Q77603		11
Q77611	11	11
Q77612		11
Q77614	11	11
Q77615		11
Q77618		11
Q77624		11
Q77627		11
Q77632		11
Q77634		11
Q77637		11
Q77640		11
Q77641	9	11
Q77644	9	9
Q77646	11	11
Q77647	9	
Q77676	11	11
Q77679	11	11
Q77686	9	
Q77692	11	11
Q77693		11
Q77696		11
Q77702		11
Q77705		11
Q77720		11
Q77723		11
Q77729		11
Q77747	11	11
Q77785	9	11
Q77786		11
Q77788	9	9
Q77789		11
Q77791	9	11
Q77792		11
Q77795	11	11
Q77798	11	11
Q77804		11
Q77808		11
Q77811		11
Q77814		11
Q77817		11
Q77820		11
Q77823		11
Q77826		11
Q77827	11	11
Q77829		11
Q77832		11
Q77833	11	11
Q77835		11
Q77838		11
Q77841		11
Q77844		11
Q77847		11
Q77848	9	9
Q77850		11
Q77851	9	11
Q77853		11
Q77854	11	
Q77856		11
Q77859		11
Q77862		11
Q77865		11
Q77868		11
Q77871		11
Q77874		11
Q77877		11
Q77880		11
Q77883		11
Q77886		11
Q77889		11
Q77892		11
Q77895		11
Q77898		11
Q77899	11	9
Q77901		11
Q77904		11
Q77907		11
Q77910		11
Q77913		11
Q77916		11
Q77919		11
Q77922		11
Q77925		11
Q77928		11
Q77932		11
Q77935		11
Q77938		11
Q77941		11
Q77944		11
Q77947		11
Q77950		11
Q77958	9	9
Q77965		11
Q77971		11
Q77974		11
Q77977		11
Q77986	9	11
Q77989	11	11
Q77992		9
Q77995	11	11
Q77998	9	11
Q78000	11	9
Q78003	9	9
Q78006	11	11
Q78007	11	11
Q78010	11	11
Q78013	9	11
Q78016	11	11
Q78019	11	11
Q78024	11	11
Q78025	11	11
Q78027	9	11
Q78028	9	9
Q78031	9	
Q78034	9	11
Q78037	9	11
Q78040	9	
Q78043	11	11
Q78046	11	11
Q78049	9	11
Q78052	9	11
Q78055	11	11
Q78061	11	11
Q78063	9	9
Q78064	10	
Q78066	9	9
Q78067	11	
Q78069		9
Q78070	10	
Q78073	11	11
Q78076	11	
Q78082	11	11
Q78085	11	11
Q78088	11	11
Q78091	9	9
Q78097	9	9
Q78100	9	9
Q78106		11
Q78109	11	11
Q78114	11	11
Q78121		11
Q78124		11
Q78130	11	11
Q78133	11	11
Q78139	11	11
Q78142	11	11
Q78145	11	11
Q78151	11	11
Q78153	9	11
Q78156	9	11
Q78171	9	9
Q78174	9	9
Q78181	11	11
Q78186		11
Q78187	9	
Q78189	9	9
Q78190	11	11
Q78193	9	9
Q78195	9	11
Q78211	11	11
Q78214	11	11
Q78217	11	11
Q78223	11	11
Q78226	10	11
Q78229	11	11
Q78232	11	11
Q78241	11	11
Q78243	9	9
Q78244	11	11
Q78247	11	11
Q78256	11	11
Q78259	11	11
Q78262	11	11
Q78270	9	9
Q78271	11	11
Q78274	11	11
Q78280	11	11
Q78283	11	11
Q78286	11	11
Q78292	9	11
Q78303		9
Q78304	11	11
Q78307	11	11
Q78316	11	11
Q78319	11	11
Q78322	11	11
Q78328	11	11
Q78330	9	9
Q78334	11	11
Q78340	9	
Q78342	9	9
Q78343	11	11
Q78345	9	11
Q78346	11	11
Q78348	9	9
Q78349	11	11
Q78352	11	11
Q78355		11
Q78358	11	11
Q78360	9	9
Q78361	11	11
Q78363	9	
Q78364	9	
Q78367	11	11
Q78370	11	11
Q78373	11	11
Q78376	11	11
Q78379	11	9
Q78385	9	
Q78388	9	9
Q78391	11	11
Q78393		9
Q78394	11	11
Q78397	11	11
Q78400	11	11
Q78423	9	9
Q78448	11	
Q78451	11	11
Q78454	11	
Q78460	11	
Q78463	11	11
Q78465	9	
Q78466	11	
Q78469	11	11
Q78472	11	11
Q78475	11	
Q78478	9	11
Q78480	9	11
Q78481	11	
Q78484	11	11
Q78486	9	9
Q78487	11	11
Q78490	11	11
Q78493	11	11
Q78495	9	11
Q78496	9	9
Q78511	11	11
Q78514	11	
Q78517	11	11
Q78520	11	11
Q78523	11	11
Q78525	9	9
Q78526	11	11
Q78529	9	9
Q78532	11	11
Q78535	11	11
Q78541	11	11
Q78544	11	11
Q78547	11	11
Q78550	11	11
Q78553	11	11
Q78556	11	
Q78559	9	
Q78562	11	
Q78565	9	
Q78574	11	11
Q78576	9	
Q78577	11	11
Q78580	11	11
Q78586	11	11
Q78589		9
Q78591	9	11
Q78592	11	11
Q78594	9	11
Q78595	9	9
Q78598	9	9
Q78601	11	11
Q78609	9	9
Q78630	9	9
Q78704	9	9
Q78713	9	9
Q78719	9	10
Q78747		9
Q78753		11
Q78756	11	11
Q78759	9	9
Q78768	9	9
Q78770	9	9
Q78771	9	9
Q78774	9	9
Q78776	9	9
Q78777	9	11
Q78780	9	9
Q78783		9
Q78786		9
Q78789		11
Q78792	9	9
Q78795		9
Q78801		11
Q78810		11
Q78813		11
Q78816		11
Q78820		11
Q78826	9	
Q78835		11
Q78836	9	9
Q78841	11	
Q78844		11
Q78847		11
Q78850		11
Q78853	11	11
Q78856	11	
Q78859		11
Q78862		11
Q78865	11	
Q78871		11
Q78874		11
Q78877		11
Q78880		11
Q78883		11
Q78886		11
Q78889	11	11
Q78911	9	9
Q78916		11
Q78919		11
Q78922		11
Q78925		11
Q78928		11
Q78931		11
Q78934		11
Q78937		11
Q78940		11
Q78943		11
Q78946		11
Q78949		11
Q78952		11
Q78953	9	9
Q78955		11
Q78956	9	
Q78958		11
Q78961		11
Q78964		11
Q78967		11
Q78970		11
Q78973		11
Q78974	9	9
Q78976		11
Q78979		11
Q78982		11
Q78985		11
Q78988		11
Q78991		11
Q78994		11
Q78997		11
Q79000		11
Q79003		11
Q79006		11
Q79009		11
Q79012		11
Q79015		11
Q79018		11
Q79021		11
Q79024		11
Q79027		11
Q79030		11
Q79033		11
Q79036	11	11
Q79046	11	11
Q79049		11
Q79052		11
Q79055	11	11
Q79063	9	9
Q79073		11
Q79076		11
Q79079		11
Q79103		11
Q79106		11
Q79109		11
Q79112		11
Q79115		11
Q79118		11
Q79124	11	11
Q79127		11
Q79130		11
Q79136	11	11
Q79139		11
Q79145		11
Q79148		11
Q79151		11
Q79160		11
Q79163		11
Q79166		11
Q79169	11	11
Q79172		11
Q79187		11
Q79190	11	11
Q79193	11	11
Q79196	9	9
Q79199	11	11
Q79202	11	11
Q79204		11
Q79213		11
Q79219		11
Q79234	9	9
Q79240	9	
Q79249	9	9
Q79252		9
Q79258		9
Q79261	9	9
Q79264	11	11
Q79285	11	
Q79297	9	9
Q79300	9	9
Q79306		9
Q79309	9	9
Q79315	9	
Q79321	9	9
Q79324		9
Q79327		9
Q79333	9	
Q79336	9	9
Q79342		11
Q79369		9
Q79375		9
Q79378	9	9
Q79384	11	
Q79387	11	
Q79390	11	
Q79393	11	11
Q79396		11
Q79399		11
Q79405	9	9
Q79411	11	11
Q79417		9
Q79420	9	
Q79423	11	
Q79428	9	
Q79431	9	
Q79434	11	11
Q79437		9
Q79440		11
Q79443		9
Q79451	9	
Q79454	11	
Q79460	11	
Q79466	11	
Q79472	11	
Q79484		9
Q79493		11
Q79496		11
Q79499		11
Q79502		11
Q79505		11
Q79508		11
Q79511		11
Q79517	9	9
Q79520		11
Q79523		11
Q79526		11
Q79529		11
Q79535		11
Q79538	9	9
Q79541	11	11
Q79544	11	11
Q79547	11	11
Q79550	11	
Q79556		11
Q79562		11
Q79568		11
Q79574		11
Q79577		11
Q79580		11
Q79583		11
Q79586		11
Q79589		11
Q79592		11
Q79595		11
Q79598		11
Q79601		11
Q79604		11
Q79607		11
Q79610		11
Q79616	11	11
Q79619		11
Q79622		11
Q79628		11
Q79631		11
Q79634		11
Q79643	9	9
Q79646	11	11
Q79649	11	11
Q79652	9	9
Q79655	9	9
Q79658	11	11
Q79661	9	9
Q79664	11	11
Q79667	9	9
Q79670	9	9
Q79673	9	9
Q79676	9	9
Q79679	9	9
Q79682	9	11
Q79685	9	9
Q79688	9	9
Q79701	9	9
Q79704	9	
Q79707	9	9
Q79713		11
Q79716		11
Q79725		11
Q79726		11
Q79732		11
Q79735		11
Q79738		11
Q79741	11	11
Q79744		11
Q79750		11
Q79753	9	9
Q79756		11
Q79759		11
Q79765		11
Q79768		11
Q79771		11
Q79774		11
Q79777	11	11
Q79801		11
Q79807		11
Q79810		11
Q79813		11
Q79819		11
Q79822		11
Q79825	11	11
Q79831		11
Q79834		11
Q79837		11
Q79840		11
Q79846		11
Q79849		11
Q79852		11
Q79861		11
Q79864		11
Q79867		11
Q79879		11
Q79882		11
Q79894	11	11
Q79897		11
Q79915		11
Q79918		11
Q79921		11
Q79927		11
Q79930		11
Q79933		11
Q79936		11
Q79939	11	11
Q79945		11
Q79948	11	11
Q79951	11	
Q79954		11
Q79957		11
Q79960		11
Q79963		11
Q79966	11	11
Q79969		11
Q79975	9	11
Q79981		11
Q79990		11
Q79993		11
Q79996		11
Q80008		11
Q80014	11	11
Q80017	11	11
Q80023	11	11
Q80026		11
Q80032		11
Q80038	11	11
Q80041	9	11
Q80044	9	9
Q80047	9	9
Q80050	11	9
Q80056	9	9
Q80065	9	11
Q80068	11	11
Q80074	9	9
Q80077	9	
Q80080	11	11
Q80086	9	
Q80089	11	
Q80092	9	
Q80095	9	
Q80098	9	
Q80107	9	9
Q80110	9	9
Q80113	11	
Q80119	9	11
Q80128	11	
Q80131	11	11
Q80137	9	9
Q80152	9	
Q80176	11	11
Q80179	9	9
Q80182	11	
Q80191		11
Q80194	11	11
Q80197		11
Q80206	11	11
Q80209		11
Q80212		11
Q80215		11
Q80218		11
Q80221		11
Q80224	11	9
Q80227	9	9
Q80230		11
Q80233		11
Q80236		11
Q80239		11
Q80242	11	11
Q80245		11
Q80248		11
Q80251		11
Q80254		11
Q80257		11
Q80260		11
Q80269		11
Q80272		11
Q80275	11	11
Q80278		11
Q80281	11	11
Q80284	9	9
Q80287		11
Q80290		11
Q80293		11
Q80296	11	11
Q80305		11
Q80308		11
Q80317	11	11
Q80320	11	11
Q80323		11
Q80326		11
Q80329	9	9
Q80341		11
Q80347		11
Q80350		11
Q80368		11
Q80374		11
Q80383		11
Q80386		11
Q80392	9	9
Q80398	9	9
Q80401		11
Q80407		11
Q80410		11
Q80413		11
Q80416		11
Q80419		11
Q80422		11
Q80425		11
Q80428		11
Q80434		11
Q80437		11
Q80443		11
Q80446		11
Q80449		11
Q80452		11
Q80455		11
Q80458		11
Q80461		11
Q80473		11
Q80476		11
Q80479		11
Q80482	11	11
Q80485		11
Q80488		11
Q80497		11
Q80500	9	9
Q80503	11	
Q80512		11
Q80515		11
Q80518		11
Q80520		11
Q80523		11
Q80527		11
Q80530		11
Q80533		11
Q80536		11
Q80539		11
Q80542		11
Q80544	11	11
Q80547		11
Q80550		11
Q80556		11
Q80558		11
Q80560		11
Q80563		11
Q80568		11
Q80571		11
Q80574		11
Q80577		11
Q80580		11
Q80583		11
Q80586		11
Q80589		11
Q80592		11
Q80595		11
Q80598		11
Q80601		11
Q80604		11
Q80607		11
Q80619		11
Q80622	11	11
Q80625	11	11
Q80628		11
Q80634		11
Q80637		11
Q80655		11
Q80664		9
Q80670	11	11
Q80673	11	11
Q80679		11
Q80688	11	11
Q80692	11	11
Q80697		11
Q80701		11
Q80705		11
Q80710		11
Q80713	11	9
Q80719		11
Q80723		11
Q80728	11	9
Q80737		11
Q80743		11
Q80749		11
Q80752		11
Q80755	11	11
Q80767		11
Q80774		11
Q80777	11	11
Q80779	11	11
Q80789		11
Q80792	11	11
Q80794	11	11
Q80796		11
Q80800		11
Q80808	11	11
Q80816		11
Q80821		11
Q80825		11
Q80830		11
Q80834		11
Q80839		11
Q80844		11
Q80848		11
Q80857		11
Q80862		11
Q80871		11
Q80876	11	11
Q80880	11	11
Q80885		11
Q80894		11
Q80899		11
Q80903		11
Q80908		11
Q80912	11	11
Q80932		11
Q80936		11
Q80950	11	11
Q80964		11
Q80969	11	11
Q80987		11
Q80992		11
Q80997		11
Q81001		11
Q81006	11	11
Q81015	11	11
Q81025	11	11
Q81028		11
Q81031		11
Q81034		11
Q81037		11
Q81040		11
Q81052	11	11
Q81055		11
Q81058		9
Q81067		11
Q81070		11
Q81073		11
Q81079		11
Q81082		11
Q81085	11	9
Q81088		11
Q81091		11
Q81094		11
Q81097		11
Q81100		11
Q81103		11
Q81106		11
Q81109		11
Q81112		11
Q81115	11	11
Q81118		11
Q81121		11
Q81124		11
Q81130		11
Q81133	11	11
Q81136		11
Q81139		11
Q81142	11	9
Q81145	11	11
Q81148		11
Q81154	9	
Q81157	9	9
Q81160	11	
Q81163	9	9
Q81166	11	
Q81169	11	11
Q81172	11	11
Q81175		11
Q81184	9	9
Q81187		11
Q81189	9	11
Q81195	11	9
Q81207	11	11
Q81220		11
Q81224		11
Q81227		11
Q81230	11	11
Q81236		11
Q81242	11	11
Q81245		11
Q81248	11	11
Q81251	11	9
Q81254	11	11
Q81263	11	11
Q81266	11	11
Q81269		11
Q81272		11
Q81275		11
Q81278		11
Q81281		11
Q81284		11
Q81290		11
Q81293		11
Q81296		11
Q81299		11
Q81302		11
Q81305		11
Q81314		11
Q81317		11
Q81320		11
Q81323		11
Q81326		11
Q81329		11
Q81335		11
Q81338		11
Q81356		11
Q81359		11
Q81362		11
Q81404		11
Q81407		11
Q81413		11
Q81422		11
Q81425		11
Q81436		11
Q81439		11
Q81445	11	11
Q81448		11
Q81451		11
Q81454	11	11
Q81457		11
Q81460	11	11
Q81463		11
Q81466		11
Q81469		11
Q81472		9
Q81970	11	
Q85263	9	9
Q85528	9	
Q85532		9
Q85698		9
Q85808		9
Q85855		9
Q85985		9
Q86191		9
Q86241	7	
Q86269	7	9
Q86559		11
Q86577		11
Q86599		11
Q86623	11	11
Q86629	11	11
Q86635	11	11
Q86641	11	11
Q86659	11	11
Q86665	11	
Q86667	11	11
Q86671	11	
Q86675	11	
Q86679	11	11
Q86681		11
Q86683	11	
Q86689	11	11
Q86695	11	
Q86699	11	
Q86703		11
Q86705	11	
Q86707	11	
Q86717	11	
Q86719	11	
Q86725	11	
Q86727	11	
Q86732	11	
Q86734	11	
Q86736	11	
Q86740	11	
Q86742	11	
Q86744		11
Q86746	11	
Q86750	11	
Q86752		11
Q86756	11	
Q86760	11	
Q86762	11	
Q86764	11	
Q86766	11	
Q87902		11
Q87908		11
Q87926	11	
Q87944		11
Q87950	11	11
Q87954		11
Q87976		11
Q87984		11
Q87988	11	
Q87996	11	11
Q88016	11	
Q88018		11
Q88026	11	
Q88036		11
Q88040		11
Q88042	11	11
Q88052	11	
Q88054		11
Q88062		11
Q88072	11	
Q88084		11
Q88098		11
Q88144		11
Q88150	11	
Q88154	11	
Q88158		11
Q88190	11	
Q88194		11
Q88224		11
Q88228	11	
Q88230		11
Q88242		11
Q88262		11
Q88264		11
Q88308		11
Q88316	11	
Q88334	11	
Q88342	11	
Q88344		11
Q88360	11	11
Q88372		11
Q88408		11
Q88450	11	11
Q88452	11	11
Q88458		11
Q88462	11	
Q88476	11	
Q88482		11
Q88488		11
Q88500	11	11
Q88502		11
Q88510	11	11
Q88536	11	11
Q88538		11
Q88564	11	
Q88578	11	
Q88596	11	
Q88602	11	11
Q88604	11	11
Q88610		11
Q88612	11	11
Q88618	11	
Q88624		11
Q88628	11	
Q88636		11
Q88648		11
Q88660	11	11
Q88662	11	
Q88666	11	11
Q88692	11	11
Q88694	11	
Q88696	11	11
Q88705	11	11
Q88725	11	
Q88737	11	11
Q88739	11	11
Q88749	11	11
Q88751	11	
Q88753	11	
Q88785		11
Q88791		11
Q88799		11
Q88823	11	11
Q88825	11	
Q88827		11
Q88833	11	11
Q88835		11
Q88859	11	11
Q88880	11	11
Q88882	11	11
Q88906		11
Q88910		11
Q88916	11	
Q88918	11	11
Q88924	11	
Q88948	11	
Q88950	11	
Q88960	11	
Q88974	11	
Q88984		11
Q89008	11	11
Q89016	11	
Q89029	11	11
Q89035	11	
Q89039	11	11
Q89041	11	11
Q89045	11	
Q89047		11
Q89049	11	
Q89059	11	
Q89063	11	11
Q89069	11	11
Q89071	11	
Q89073	11	
Q89087	11	
Q89101	11	11
Q89123	11	11
Q89133	11	11
Q89151	11	
Q89157	11	
Q89165		11
Q89171		11
Q89173	11	
Q89181	11	11
Q89193	11	
Q89195	11	
Q89197		11
Q89199	11	11
Q89201	11	
Q89203		11
Q89207	11	
Q89213	11	
Q89219		11
Q89221	11	11
Q89235	11	
Q89239	11	
Q89243	11	11
Q89259	11	11
Q89273		11
Q89277		11
Q89295		11
Q89303	11	11
Q89311		11
Q89315	11	11
Q89319		11
Q89327	11	
Q89335	11	
Q89337	11	11
Q89339	11	11
Q89341	11	11
Q89343	11	11
Q89349		11
Q89353		11
Q89355	11	11
Q89357		11
Q89363	11	11
Q89367	11	11
Q89381	11	11
Q89423	11	11
Q89443	11	
Q89453	11	
Q89459	11	
Q89461	11	
Q89463	11	
Q89465	11	11
Q89467		11
Q89475	11	11
Q89483	11	11
Q89491	11	
Q89493	11	
Q89500		11
Q89510		11
Q89512	11	
Q89514		11
Q89516		11
Q89522		11
Q89526	11	11
Q89530	11	
Q89532		11
Q89542	11	11
Q89556	11	
Q89574		11
Q89584	11	11
Q89645	11	
Q89653	11	
Q89655	11	11
Q89657		11
Q89683	11	11
Q89689	11	
Q89691	11	11
Q89709	11	11
Q89715		11
Q89721		11
Q89749		11
Q89773	11	
Q89776	9	9
Q89809		11
Q89827		11
Q89833	11	11
Q89860	9	
Q89897	11	
Q89905		11
Q89925	11	
Q89929	11	
Q89931	11	11
Q89967		11
Q89969	11	11
Q89971	11	11
Q89973	11	11
Q89987		11
Q89993	11	
Q90017	11	
Q90027	11	11
Q90031	11	
Q90033	11	
Q90037	11	11
Q90073	11	
Q90085	11	11
Q90145	11	11
Q90165	11	
Q90177		11
Q90179		11
Q90195	11	11
Q90205	11	
Q90209		11
Q90211	11	11
Q90213	11	
Q90215	11	
Q90217	11	
Q90221		11
Q90229	11	11
Q90231		11
Q90233	11	11
Q90682		11
Q90688	9	
Q90700		11
Q90712	11	11
Q90713	11	11
Q90721	11	11
Q90723	11	11
Q90731	11	11
Q90737		11
Q90743	11	
Q90747	11	
Q90753	11	
Q90761	11	
Q90763	11	
Q90769	11	11
Q90771		11
Q90811		11
Q90831		11
Q90841	11	11
Q90843		11
Q90857		11
Q90861		11
Q90867		11
Q90871	11	
Q90879	11	
Q90890		11
Q90904	11	11
Q90910	11	
Q90922		11
Q90928	11	
Q90946		11
Q90954		11
Q90988		11
Q91012		11
Q91026	11	11
Q91034		11
Q91066		11
Q91096	11	11
Q91158	11	
Q91204	11	11
Q91216		11
Q91238	11	
Q91244		11
Q91260	11	
Q91314	11	11
Q91324	11	
Q91342	11	
Q91346	11	
Q91370	11	
Q91372	11	
Q91386	11	
Q91390	11	11
Q91398	11	
Q91404	11	
Q91406	11	11
Q91420		11
Q91426	11	11
Q91438	11	
Q91444	11	
Q91454		11
Q91470		11
Q91486	11	
Q91506	11	11
Q91530	11	
Q91536	11	11
Q91544	11	
Q91548	11	
Q91550	11	
Q91552	11	11
Q91566		11
Q91572	11	11
Q91574	11	11
Q91584		11
Q91592	11	11
Q91594	11	11
Q91596		11
Q91606		11
Q91614		11
Q91636	11	
Q91638	11	
Q91642	11	11
Q91668	11	11
Q91710		11
Q91731		11
Q91733	11	11
Q91745		11
Q91747		11
Q91761		11
Q91763		11
Q91773	11	11
Q91781		11
Q91783	11	
Q91789	11	11
Q91791	11	
Q91793	11	11
Q91803	11	
Q91805		11
Q91841	11	11
Q91857	11	11
Q91859	11	11
Q91863		11
Q91883	11	11
Q91905		11
Q91912	11	
Q91920	11	11
Q91962	11	11
Q91964	11	
Q91966	11	
Q91972	11	
Q91976	11	
Q91984		11
Q91988		11
Q92004	11	
Q92020	11	11
Q92032	11	
Q92042	11	
Q92044	11	11
Q92046	11	11
Q92054		11
Q92098	11	
Q92100	11	
Q92116		11
Q92130		11
Q92132		11
Q92182		11
Q92192	11	11
Q92228	11	11
Q92234	11	11
Q92250		11
Q92262		11
Q92264		11
Q92274	11	
Q92276		11
Q92278		11
Q92280	11	
Q92282	11	11
Q92290	11	
Q92292	11	
Q92294	11	
Q92300	11	11
Q92304	11	
Q92308	11	
Q92310	11	11
Q92312	11	
Q92314	11	11
Q92316	11	
Q92328		11
Q92360	11	
Q92364	11	11
Q92366	11	11
Q92384	11	
Q92386	11	
Q92400		11
Q92404		11
Q92406	11	
Q92408	11	
Q92410	11	
Q92412	11	11
Q92414	11	
Q92478	11	
Q92484	11	
Q92489		11
Q92501		11
Q92503	11	
Q92509		11
Q92583	11	
Q92611	11	
Q92647	11	
Q92659	11	
Q92661		11
Q92663	11	
Q92673		11
Q92677	11	
Q92681	11	11
Q92708	11	
Q92718	11	11
Q92734	11	
Q92736		11
Q92738	11	
Q92740		11
Q92756	11	11
Q92760	11	
Q92772		11
Q92778	11	
Q92780	11	
Q92789	11	11
Q92793	11	
Q92795	11	
Q92797	11	
Q92813	11	
Q92825	11	
Q92851	11	
Q92859		11
Q92864	11	11
Q92878	11	
Q92880	11	
Q92908	11	
Q92936	11	
Q92940	11	
Q92946	11	
Q92948	11	
Q92950	11	
Q92954	11	
Q92958	11	11
Q92962	11	
Q92964	11	
Q92966	11	
Q92972	11	11
Q92974	11	
Q92988	11	
Q92994	11	11
Q93000		11
Q93012		11
Q93024	11	11
Q93044	11	
Q93054		11
Q93076	11	
Q93080		11
Q93086		11
Q93104		11
Q93108	11	11
Q93112		11
Q93152		11
Q93158		11
Q93160	11	
Q93164	11	
Q93172		11
Q93181	11	
Q93203	11	11
Q93211	11	
Q93243	11	
Q93259		11
Q93267		11
Q93277	11	
Q93317		11
Q93323	11	
Q93333	11	11
Q93339	11	11
Q93343	11	
Q93345	11	
Q93347	11	
Q93349	11	
Q93357	11	
Q93359		11
Q93361	11	
Q93363	11	11
Q93365		11
Q93371	11	
Q93375	11	11
Q93377	11	
Q93379	11	
Q93381		11
Q93383		11
Q93385		11
Q93391	11	
Q93393	11	
Q93395	11	11
Q93399	11	
Q93401	11	
Q93403	11	
Q93405	11	11
Q93417	11	
Q93419	11	
Q93421	11	11
Q93429	11	11
Q93431	11	
Q93433	11	
Q93437	11	11
Q93441	11	11
Q93445	11	11
Q93447	11	
Q93449		11
Q93451	11	
Q93453		11
Q93455	11	
Q93457	11	
Q93461		11
Q93467	11	
Q93471	11	
Q93491	11	
Q93506		11
Q93520	11	11
Q93522	11	11
Q93524	11	11
Q93542	11	
Q93544	11	
Q93552	11	
Q93556	11	11
Q93560	11	11
Q93570	11	
Q93572	11	
Q93576	11	
Q93586	11	
Q93592	11	
Q93624		11
Q93628		11
Q93642	11	11
Q93648	11	11
Q93658	11	
Q93668	11	
Q93672	11	
Q93674	11	11
Q93678	11	
Q93686	11	
Q93688	11	
Q93690	11	
Q93692	11	11
Q93694	11	
Q93704	11	
Q93706	11	
Q93710	11	
Q93714	11	
Q93734		11
Q93738		11
Q93740		11
Q93746	11	
Q93754	11	
Q93788		11
Q93836		11
Q93852		11
Q93884		11
Q93891		11
Q93907	11	11
Q93915	11	11
Q93935		11
Q93951	11	11
Q93957	11	11
Q93978	11	11
Q93980		11
Q93982		11
Q93994	11	
Q93996	11	
Q94025		11
Q94026	11	
Q94032	11	11
Q94034	11	11
Q94036		11
Q94038		11
Q94048	11	11
Q94050		11
Q94052		11
Q94054		11
Q94056	11	11
Q94080	11	11
Q94102	11	11
Q94106	11	11
Q94108	11	
Q94161	11	
Q94163	11	11
Q94169		11
Q94197	11	
Q94209	11	
Q94211	11	
Q94215		11
Q94223	11	11
Q94227	11	
Q94229	11	
Q94269	11	
Q94271		11
Q94273		11
Q94275	11	11
Q94277	11	11
Q94287	11	
Q94295	11	11
Q94303	11	11
Q94305	11	11
Q94325	11	11
Q94353	11	11
Q94361	11	
Q94405	11	
Q94413	11	
Q94415	11	
Q94445	11	
Q94475	11	11
Q94485	11	11
Q94487	11	11
Q94559		11
Q94838	11	11
Q94840		11
Q94842		11
Q94850		11
Q94854		11
Q94862		11
Q94926	11	11
Q94956	11	11
Q94980		11
Q95005	11	
Q95013	11	
Q95017	11	
Q95081		11
Q95111	11	11
Q95113		11
Q95141		11
Q95189	11	
Q95223	11	11
Q95303	11	11
Q95343		11
Q95345		11
Q95347		11
Q95375	11	11
Q95404		11
Q95422	11	11
Q95424		11
Q95706	11	11
Q96082	11	
Q96157		11
Q96198	11	11
Q96200		11
Q96202	11	
Q96206		11
Q96214	11	11
Q96216	11	11
Q96218	11	
Q96224	11	11
Q96226	11	11
Q96264		9
Q96274	11	
Q96352		11
Q96356		11
Q96364		11
Q96366		11
Q96370		11
Q96381		11
Q96472	11	
Q96888	9	9
Q96938	11	
Q96948		11
Q96962	11	11
Q97027		11
Q97029		11
Q97125	11	
Q97143	11	11
Q97324	11	
Q97426		11
Q97540	11	11
Q97546	11	
Q97550	11	11
Q97556	11	
Q97560		11
Q97562		11
Q97564	11	
Q97568	11	11
Q97570	11	11
Q97572	11	11
Q97574		11
Q97578	11	11
Q97582	11	11
Q97586	11	11
Q97620	11	11
Q97626		11
Q97656	11	11
Q97819		11
Q97821		11
Q97825		11
Q97837	11	
Q97841		11
Q97861		11
Q98239	9	
Q99314	11	11
Q99334	11	11
Q99627	9	11
Q99725	9	
Q99799	9	11
Q99815	9	9
Q99819	9	11
Q99839	9	11
Q99899	11	11
Q99903	11	9
Q99907	9	9
Q100007		9
Q100308	9	9
Q100342	9	
Q100427	11	9
Q100435		9
Q100441	9	11
Q100443	11	11
Q100483	9	9
Q100758	11	11
Q100760	9	9
Q100808		9
Q100832		9
Q100912	9	9
Q100914	9	11
Q100948	9	11
Q100976	9	9
Q101361	9	11
Q101513	11	11
Q101621	9	9
Q101623	9	9
Q101639	9	9
Q101643	9	
Q101657	9	
Q101659	9	9
Q101663	9	
Q101677	9	9
Q101679	9	11
Q101718		10
Q101722		11
Q101732	9	9
Q101748	9	9
Q101750	9	9
Q101756	9	9
Q101764	9	9
Q101766	9	
Q101804	9	9
Q101806	9	9
Q101808	9	9
Q101814		9
Q101818		9
Q101824	9	11
Q101826	9	
Q101856	9	
Q101860	9	
Q101886	9	9
Q101890	9	9
Q101904	9	9
Q101910	9	9
Q101934	9	9
Q101936	9	9
Q101938	9	9
Q101940		9
Q101944	9	10
Q101968	9	9
Q101974	9	9
Q101976	9	
Q102004	9	9
Q102020	9	
Q102045	10	
Q102057	9	9
Q102059	9	9
Q102067	9	
Q102083		11
Q102093	9	
Q102095	9	9
Q102117	9	
Q102139	9	9
Q102181	9	
Q102187	9	
Q102189	9	
Q102213		9
Q102217		9
Q102235	9	
Q102285	9	
Q102297	9	9
Q102345	9	10
Q102347	9	9
Q102363	9	
Q102365	9	
Q102377	11	11
Q102387	9	
Q102397	9	9
Q102417		9
Q102433		9
Q102451	9	9
Q102461	9	
