qid,english_label,english_description,label_count,description_count,geni_ids,geni_count
Q100098,"{'language': 'en', 'value': 'Ramiro ""El Ciego""  Froilaz de León'}",,1,0,6000000001699447669,1
Q100100,"{'language': 'en', 'value': 'Fruela  Aznares de Asturias'}",,1,0,6000000149639610834,1
Q100102,"{'language': 'en', 'value': 'Ossoris  Duque de Estrada'}",,1,0,6000000052823336967,1
Q100104,"{'language': 'en', 'value': 'Gutierre  Ossorio Duque'}",,1,0,6000000052823029055,1
Q100106,"{'language': 'en', 'value': 'Urraca'}",,1,0,6000000003645870588,1
Q100108,"{'language': 'en', 'value': 'Eudo  (Endo)'}",,1,0,6000000003493155483,1
Q100110,"{'language': 'en', 'value': 'Fortis'}",,1,0,6000000003493155488,1
Q100112,"{'language': 'en', 'value': 'Urraca'}",,1,0,6000000003493155494,1
Q100114,"{'language': 'en', 'value': 'Aznar  Fruela'}",,1,0,6000000003493155505,1
Q100116,"{'language': 'en', 'value': ""Diego  'Porcelos' Rodríguez de Castilla""}",,1,0,6000000004283193362,1
Q100118,"{'language': 'en', 'value': '{Unknown}  Porcelos'}",,1,0,6000000009860206722,1
Q100120,"{'language': 'en', 'value': 'Gutina  de Castilla'}",,1,0,6000000001412873288,1
Q100122,"{'language': 'en', 'value': 'Marello  Díaz'}",,1,0,6000000012136048522,1
Q100124,"{'language': 'en', 'value': 'Gómez  Díaz'}",,1,0,6000000012135943892,1
Q100126,"{'language': 'en', 'value': 'Urraca Paterna  Díaz de Castilla'}",,1,0,6000000010571245755,1
Q100128,"{'language': 'en', 'value': 'Fernando  Díaz'}",,1,0,6000000012136169269,1
Q100130,"{'language': 'en', 'value': 'Diego  Díaz'}",,1,0,6000000012135635006,1
Q100132,"{'language': 'en', 'value': 'Gonzalo  Díaz'}",,1,0,6000000012135971431,1
Q100134,"{'language': 'en', 'value': 'Rodrigo el Abolmondar Díaz'}",,1,0,6000000012135816105,1
Q100136,"{'language': 'en', 'value': 'Gontroda Gundemariz'}",,1,0,6000000004533735685,1
Q100138,"{'language': 'en', 'value': 'Conde Gonzalo  Fernández'}",,1,0,6000000046654773625,1
Q100140,"{'language': 'en', 'value': 'Ero  Fernández de Lugo'}",,1,0,6000000001412968233,1
Q100142,"{'language': 'en', 'value': 'Ermesenda  Eris de Lugo'}",,1,0,6000000001412937087,1
Q100144,"{'language': 'en', 'value': 'Santa Godiña'}",,1,0,6000000011884955775,1
Q100146,"{'language': 'en', 'value': 'Gonçalo  Soares'}",,1,0,6000000020896150628,1
Q100148,"{'language': 'en', 'value': 'Muni de  Novelas'}",,1,0,6000000007387709280,1
Q100150,"{'language': 'en', 'value': 'Echigues'}",,1,0,6000000007152232364,1
Q100152,"{'language': 'en', 'value': 'Arnaldo'}",,1,0,6000000003637326569,1
Q100154,"{'language': 'en', 'value': 'Godo  Arnaldes de Baião'}",,1,0,6000000000193253172,1
Q100156,"{'language': 'en', 'value': 'Gosendo  Arnaldes'}",,1,0,6000000003637312051,1
Q100158,"{'language': 'en', 'value': 'Gotinha  Fromariz'}",,1,0,6000000003828015016,1
Q100160,"{'language': 'en', 'value': 'Paio  Pires de Guimarães'}",,1,0,6000000011662014728,1
Q100162,"{'language': 'en', 'value': 'Fernão  Pires de Guimarães'}",,1,0,6000000001435528154,1
Q100164,"{'language': 'en', 'value': 'Pero  Pires de Guimarães'}",,1,0,6000000014916549084,1
Q100166,"{'language': 'en', 'value': 'Sancho  Duque de Estrada'}",,1,0,6000000052823670871,1
Q100168,"{'language': 'en', 'value': 'Nunilona'}",,1,0,6000000210273401934,1
Q100170,"{'language': 'en', 'value': 'Pedro  Theon'}",,1,0,6000000001412968290,1
Q100172,"{'language': 'en', 'value': 'Brunilde'}",,1,0,6000000018146155045,1
Q100174,"{'language': 'en', 'value': 'Brunilde'}",,1,0,6000000002502325138,1
Q100176,"{'language': 'en', 'value': 'Desconocida'}","{'language': 'en', 'value': 'wife of Hermenegildo'}",1,1,6000000004869217831,1
Q100178,"{'language': 'en', 'value': 'Na. Mendes de Asturias'}",,1,0,6000000004869217803,1
Q100180,"{'language': 'en', 'value': 'Alfonso  Betótiz'}",,1,0,6000000005038481512,1
Q100182,"{'language': 'en', 'value': 'Madama  Galinda'}",,1,0,6000000004848651522,1
Q100184,"{'language': 'en', 'value': 'Galinda  Bernardo'}",,1,0,6000000004589777528,1
Q100186,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000003983855600,1
Q100188,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000003274446261,1
Q100190,"{'language': 'en', 'value': 'Aloito  Gutiérrez'}",,1,0,6000000090019441086,1
Q100192,"{'language': 'en', 'value': 'Egilona'}",,1,0,6000000017663318275,1
Q100194,"{'language': 'en', 'value': 'Vimara  Peres'}",,1,0,6000000003570398395,1
Q100196,"{'language': 'en', 'value': 'N.N.'}",,1,0,6000000005791174546,1
Q100198,"{'language': 'en', 'value': 'Auvidia  Vimaranes'}",,1,0,6000000004006139924,1
Q100200,"{'language': 'en', 'value': 'Fernando Rodriguez  de Monterroso'}",,1,0,6000000007192013315,1
Q100202,"{'language': 'en', 'value': 'Diego  Fernández'}",,1,0,6000000013262800864,1
Q100204,"{'language': 'en', 'value': 'N.N.'}",,1,0,6000000001089523001,1
Q100206,"{'language': 'en', 'value': 'Lucídio  Alvites'}",,1,0,6000000001864370043,1
Q100208,"{'language': 'en', 'value': 'Aloito  Lucídiz'}",,1,0,6000000078149972803,1
Q100210,"{'language': 'en', 'value': 'Nuno  Alvites'}",,1,0,6000000001089456249,1
Q100212,"{'language': 'en', 'value': 'D.Ero Arnaldes de Baião'}",,1,0,6000000003828009581,1
Q100214,"{'language': 'en', 'value': 'Goldegodo'}",,1,0,6000000003827894240,1
Q100216,"{'language': 'en', 'value': 'Gondesendo  Soares'}",,1,0,6000000008773030435,1
Q100218,"{'language': 'en', 'value': 'Sarracina'}",,1,0,6000000001412929521,1
Q100220,"{'language': 'en', 'value': 'Bermudo  Froilaz de Trastámara'}",,1,0,6000000007068521484,1
Q100222,"{'language': 'en', 'value': 'Conde Rodrigo  Fróilaz'}",,1,0,6000000003983732451,1
Q100224,"{'language': 'en', 'value': 'Muniadomna (Tuttadomna)  Froilaz'}",,1,0,6000000004262219786,1
Q100226,"{'language': 'en', 'value': 'Munio  Forjaz de Coimbra'}",,1,0,6000000001412929505,1
Q100228,"{'language': 'en', 'value': 'Gutierre II  Menéndez'}",,1,0,6000000078132093509,1
Q100230,"{'language': 'en', 'value': 'Gonzalo  Muneoniz'}",,1,0,6000000004262219780,1
Q100232,"{'language': 'en', 'value': 'Elvira  Muñoz'}",,1,0,6000000003273873016,1
Q100234,"{'language': 'en', 'value': 'Gutierre  Muñoz'}",,1,0,6000000113586720385,1
Q100236,"{'language': 'en', 'value': 'F. Arias Muñoz  de la TUDESIA'}",,1,0,6000000003273729819,1
Q100238,"{'language': 'en', 'value': 'Goto  Muñoz'}",,1,0,6000000003493162882,1
Q100240,"{'language': 'en', 'value': 'Hermesinda  Muñoz'}",,1,0,6000000003273724993,1
Q100242,"{'language': 'en', 'value': 'Gonzalo  Muñoz'}",,1,0,6000000004006012229,1
Q100244,"{'language': 'en', 'value': 'Doña Gundina'}",,1,0,6000000018800141583,1
Q100246,"{'language': 'en', 'value': 'Giraldo  Muñoz'}",,1,0,6000000003297959406,1
Q100248,"{'language': 'en', 'value': 'Elvira Arias e Velasquita  de Celanova'}",,1,0,6000000003087068393,1
Q100250,"{'language': 'en', 'value': 'Egas  Moniz'}",,1,0,6000000001435415803,1
Q100252,"{'language': 'en', 'value': 'Toda  Nuñez'}",,1,0,6000000009979618243,1
Q100254,"{'language': 'en', 'value': 'Teobaldo Nunes de Celanova  Conde de Celanova'}",,1,0,6000000008462800259,1
Q100256,"{'language': 'en', 'value': 'Fernán  González'}",,1,0,6000000005597706401,1
Q100258,"{'language': 'en', 'value': 'Ildaura  Peláez Betotes'}",,1,0,6000000008580589848,1
Q100260,"{'language': 'en', 'value': 'Aragonta (Gontroda)  Peláez'}",,1,0,6000000004533589845,1
Q100262,"{'language': 'en', 'value': 'Savarico  Peláez'}",,1,0,6000000004110298155,1
Q100264,"{'language': 'en', 'value': 'Froila  Peláez'}",,1,0,6000000004110298137,1
Q100266,"{'language': 'en', 'value': 'Arias  Peláez'}",,1,0,6000000032176754239,1
Q100268,"{'language': 'en', 'value': 'Hermenegildo  Peláez'}",,1,0,6000000004110298149,1
Q100270,"{'language': 'en', 'value': 'Elvira  Pais Daza'}",,1,0,6000000003151941079,1
Q100272,"{'language': 'en', 'value': 'Aloyto  Lucido de Saavedra'}",,1,0,6000000004343638705,1
Q100274,"{'language': 'en', 'value': 'Arias  Aloytez de Saavedra Gutiérrez'}",,1,0,6000000039234555607,1
Q100276,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000013262887127,1
Q100278,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000004333375349,1
Q100280,"{'language': 'en', 'value': 'Jimeno  Díaz'}",,1,0,6000000004052772413,1
Q100282,"{'language': 'en', 'value': 'Gonzalo  González de Figueroa'}",,1,0,6000000006281290006,1
Q100284,"{'language': 'en', 'value': 'Remón  González de Figueroa'}",,1,0,6000000003637361699,1
Q100286,"{'language': 'en', 'value': 'González de Figueroa'}",,1,0,6000000186553608821,1
Q100288,"{'language': 'en', 'value': 'Elvira  Bernardes'}",,1,0,6000000011813122129,1
Q100290,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000004045685126,1
Q100292,"{'language': 'en', 'value': 'Vela  Gutiérrez Osorio'}",,1,0,6000000004045537384,1
Q100294,"{'language': 'en', 'value': 'Dordia Osorez'}",,1,0,6000000007150899697,1
Q100296,"{'language': 'en', 'value': 'Nuño  Ossorez'}",,1,0,6000000015681231655,1
Q100298,"{'language': 'en', 'value': 'Odrocia'}",,1,0,6000000042060281722,1
Q100300,"{'language': 'en', 'value': 'Elvira  Rodríguez'}",,1,0,6000000012152573873,1
Q100302,"{'language': 'en', 'value': 'Gonzina'}",,1,0,6000000042060409567,1
Q100304,"{'language': 'en', 'value': 'Flamula'}",,1,0,6000000042060889142,1
Q100306,"{'language': 'en', 'value': 'Ordonho  Velasques'}",,1,0,6000000042061160862,1
Q100310,"{'language': 'en', 'value': 'Teresa  Ramírez de León'}",,1,0,6000000000424637932,1
Q100312,"{'language': 'en', 'value': 'Vermudo'}",,1,0,6000000004142190907,1
Q100314,"{'language': 'en', 'value': 'Urraca  Núñez Osorio'}",,1,0,6000000020561913085,1
Q100316,"{'language': 'en', 'value': 'Gausfred Berenguer  de Cabrera'}",,1,0,6000000007150774373,1
Q100318,"{'language': 'en', 'value': 'Gutierre Gausfredo  Osoriez'}",,1,0,6000000042061168952,1
Q100320,"{'language': 'en', 'value': 'Nuño  Ozores'}",,1,0,6000000007150815578,1
Q100322,"{'language': 'en', 'value': 'Rodrigo  Vázquez, Señor de Chaves'}",,1,0,6000000011769337390,1
Q100324,"{'language': 'en', 'value': 'Onneca u Oneca  Sánchez de Pamplona'}",,1,0,6000000004150184231,1
Q100326,"{'language': 'en', 'value': 'Ordoño IV ""El Malo""  de León'}",,1,0,6000000002401087149,1
Q100328,"{'language': 'en', 'value': 'Iñiga ( Urraca ) Jimenez de  Castilla'}",,1,0,5718189356850070915,1
Q100330,"{'language': 'en', 'value': 'Onega'}",,1,0,6000000013998629523,1
Q100332,"{'language': 'en', 'value': 'Godinho  das Astúrias'}",,1,0,6000000001655948982,1
Q100334,"{'language': 'en', 'value': 'Lovesendo  Ramírez de Amaya'}",,1,0,4068107661440020572,1
Q100336,"{'language': 'en', 'value': 'Urraca de Navarra, reina consorte de León'}",,1,0,4879200175480032209,1
Q100338,"{'language': 'en', 'value': 'Elvira  Ramírez'}",,1,0,6000000004149823715,1
Q100340,"{'language': 'en', 'value': 'Sancho I ""El Craso""  de León'}",,1,0,6000000003593750913,1
Q100342,"{'language': 'en', 'value': 'Ortiga  Ramírez'}",,1,0,6000000007754294050,1
Q100344,"{'language': 'en', 'value': 'Ero  Ordóñez'}",,1,0,6000000032170819892,1
Q100346,"{'language': 'en', 'value': 'Gosteo  Ordóñez'}",,1,0,6000000006277848287,1
Q100348,"{'language': 'en', 'value': 'Grixevera  Alvarez de Asturias'}",,1,0,6000000011782297469,1
Q100350,"{'language': 'en', 'value': 'Auria o Oria'}",,1,0,6000000007427665201,1
Q100352,"{'language': 'en', 'value': 'Onneca o Íñiga  Fortúnez de Pamplona'}",,1,0,6000000004313804007,1
Q100354,"{'language': 'en', 'value': 'Íñigo Fortúnez'}",,1,0,6000000006908086076,1
Q100356,"{'language': 'en', 'value': 'Aznar  Fortúnez'}",,1,0,6000000006908193359,1
Q100358,"{'language': 'en', 'value': 'Velasco Fortúnez'}",,1,0,6000000004052729589,1
Q100360,"{'language': 'en', 'value': 'Lope  Fortúnez'}",,1,0,6000000001992127988,1
Q100362,"{'language': 'en', 'value': 'N.N.'}",,1,0,6000000194593386910,1
Q100364,"{'language': 'en', 'value': 'Aznar  Sánchez de Larraún'}",,1,0,6000000010492313608,1
Q100366,"{'language': 'en', 'value': 'Velasquita  Sánchez'}",,1,0,6000000194594439852,1
Q100368,"{'language': 'en', 'value': 'García  Sánchez'}",,1,0,6000000023497095267,1
Q100370,"{'language': 'en', 'value': 'Iñigo  Garcés'}",,1,0,6000000023496936387,1
Q100372,"{'language': 'en', 'value': 'Aznar II  Galíndez'}",,1,0,6000000000825212631,1
Q100374,"{'language': 'en', 'value': 'Galindo II  Aznarez'}",,1,0,6000000004056791182,1
Q100376,"{'language': 'en', 'value': 'Garzía  Aznar'}",,1,0,6000000012230903375,1
Q100378,"{'language': 'en', 'value': 'Sancha  Aznar'}",,1,0,6000000006907800135,1
Q100380,"{'language': 'en', 'value': 'Iñigo  Jiménez'}",,1,0,6000000026261235500,1
Q100382,"{'language': 'en', 'value': 'Onneca  la Vascona'}",,1,0,6000000191219345842,1
Q100384,"{'language': 'en', 'value': 'García  Iñiguez'}",,1,0,6000000037545194236,1
Q100386,"{'language': 'en', 'value': 'Fortún  Iñiguez de Pamplona'}",,1,0,6000000204945221840,1
Q100388,"{'language': 'en', 'value': 'Assona  Iñiguez de Pamplona'}",,1,0,6000000204945227843,1
Q100390,"{'language': 'en', 'value': 'Muza  daughter of Ibn Musa Banu Qasi'}",,1,0,6000000012263275369,1
Q100392,"{'language': 'en', 'value': 'García el Malo Galíndez, conde de Aragón'}",,1,0,6000000001758949700,1
Q100394,"{'language': 'en', 'value': 'Galindo I  Garcés'}",,1,0,6000000011675196602,1
Q100396,"{'language': 'en', 'value': 'Musa Ibn Galindo'}",,1,0,6000000000442000080,1
Q100398,"{'language': 'en', 'value': 'Fernando  Ansúrez'}",,1,0,6000000015185075299,1
Q100401,"{'language': 'en', 'value': 'Asur  Fernández'}",,1,0,6000000015185137170,1
Q100403,"{'language': 'en', 'value': 'María  Fernández'}",,1,0,6000000029039136194,1
Q100405,"{'language': 'en', 'value': 'Nuño él de Castrojeriz Muñoz, conde de Castilla'}",,1,0,6000000006290748620,1
Q100407,"{'language': 'en', 'value': 'N.N.  Rodríguez de Castilla'}",,1,0,6000000000908088530,1
Q100409,"{'language': 'en', 'value': 'Nuño él de Roa Núñez, conde de Castilla'}",,1,0,6000000015184760926,1
Q100411,"{'language': 'en', 'value': 'Gonzalo  Betótiz'}",,1,0,6000000004954958423,1
Q100413,"{'language': 'en', 'value': 'Teresa  Eriz'}",,1,0,6000000007427965254,1
Q100415,"{'language': 'en', 'value': 'Iberia  González'}",,1,0,6000000013248971264,1
Q100417,"{'language': 'en', 'value': 'Gontrodo  González'}",,1,0,6000000013262814028,1
Q100419,"{'language': 'en', 'value': 'Cde. Hermenegildo González'}",,1,0,6000000013262733149,1
Q100421,"{'language': 'en', 'value': 'Fernán'}",,1,0,6000000002837396239,1
Q100423,"{'language': 'en', 'value': 'Elvira Garcia  Fernandez'}",,1,0,6000000003493174138,1
Q100425,"{'language': 'en', 'value': 'Gonzalo  Fernández de Lara, Conde de Lara, Bureva y Aza'}",,1,0,6000000004283167081,1
Q100429,"{'language': 'en', 'value': 'Munia  de Castilla'}",,1,0,6000000003827288540,1
Q100431,"{'language': 'en', 'value': 'Valdovin  Fernández'}",,1,0,6000000015733358461,1
Q100433,"{'language': 'en', 'value': 'Fronilda  Fernández'}",,1,0,6000000004343334912,1
Q100437,"{'language': 'en', 'value': 'Pedro  de Palencia'}",,1,0,6000000015733475028,1
Q100439,"{'language': 'en', 'value': 'Álvaro  Herrámeliz'}",,1,0,6000000001699492613,1
Q100445,"{'language': 'en', 'value': 'Belasquita'}",,1,0,6000000013041801774,1
Q100447,"{'language': 'en', 'value': 'García I  Sánchez'}",,1,0,6000000013042218251,1
Q100449,"{'language': 'en', 'value': 'Órbita  Sánchez de Navarra'}",,1,0,6000000004149785601,1
Q100451,"{'language': 'en', 'value': 'Galíndez'}",,1,0,6000000047507975853,1
Q100453,"{'language': 'en', 'value': 'Aurea  da Gasconha'}",,1,0,6000000202825207852,1
Q100455,"{'language': 'en', 'value': 'Toda (Dau of Aznar) Aznarez  de Aragón'}",,1,0,6000000009275517466,1
Q100457,"{'language': 'en', 'value': 'Ximeno  Aznar'}",,1,0,6000000047507293883,1
Q100459,"{'language': 'en', 'value': 'Amulina  --'}",,1,0,6000000008394986410,1
Q100461,"{'language': 'en', 'value': 'Muhammad ibn Muhammad'}",,1,0,6000000012133662359,1
Q100463,"{'language': 'en', 'value': 'Aldonza  Núñez'}",,1,0,6000000149649428821,1
Q100465,"{'language': 'en', 'value': 'Pelayo  Froilaz'}",,1,0,6000000149599211863,1
Q100467,"{'language': 'en', 'value': 'NN  Duque de Estrada'}",,1,0,6000000113160136087,1
Q100469,"{'language': 'en', 'value': 'Aznar  Purceliz'}",,1,0,6000000003493155499,1
Q100471,"{'language': 'en', 'value': 'Rodrigo I'}",,1,0,6000000000424637456,1
Q100473,"{'language': 'en', 'value': 'Sancha  Gundemarez De Vasconia'}",,1,0,6000000015172607627,1
Q100475,"{'language': 'en', 'value': 'Sulabella  Díaz de Castilla'}",,1,0,6000000002968166561,1
Q100477,"{'language': 'en', 'value': 'Nuña'}",,1,0,6000000063356859185,1
Q100479,"{'language': 'en', 'value': 'Fernando  Assúrez'}",,1,0,6000000063356944957,1
Q100481,"{'language': 'en', 'value': 'Fernando  Muñoz de Castrojeriz ""El Negro""'}",,1,0,6000000012135980961,1
Q100485,"{'language': 'en', 'value': 'Cde. Rodrigo Fernández'}",,1,0,6000000015185769342,1
Q100487,"{'language': 'en', 'value': 'Flámula'}",,1,0,6000000015185464680,1
Q100489,"{'language': 'en', 'value': 'Nuño  Fernández de Amaya'}",,1,0,6000000011301024908,1
Q100491,"{'language': 'en', 'value': 'Aldura'}",,1,0,6000000015184658987,1
Q100493,"{'language': 'en', 'value': 'Bermudo  Alvarez'}",,1,0,6000000000033479687,1
Q100495,"{'language': 'en', 'value': 'Rodrigo II  Bermudez de Castilla'}",,1,0,6000000000033577204,1
Q100497,"{'language': 'en', 'value': 'Justa'}",,1,0,6000000015184863425,1
Q100499,"{'language': 'en', 'value': 'NN  NN'}",,1,0,6000000007016138768,1
Q100501,"{'language': 'en', 'value': 'Gundemaro  Pinióliz de Braga'}",,1,0,6000000003152354706,1
Q100503,"{'language': 'en', 'value': 'Justa  Gondemarez de Asturias'}",,1,0,5153035963070106413,1
Q100505,"{'language': 'en', 'value': 'Arnaldo  de Spoleto'}",,1,0,4179732132180059855,1
Q100507,"{'language': 'en', 'value': 'Pedro  Orminguez'}",,1,0,6000000011884675164,1
Q100509,"{'language': 'en', 'value': 'Trodili'}",,1,0,6000000011626343146,1
Q100511,"{'language': 'en', 'value': 'Echigues'}",,1,0,6000000007152166394,1
Q100513,"{'language': 'en', 'value': 'Gomes  Echigues'}",,1,0,6000000000046128142,1
Q100515,"{'language': 'en', 'value': 'Soeiro  Echigues'}",,1,0,6000000008462655492,1
Q100517,"{'language': 'en', 'value': 'Leonguida  Soares'}",,1,0,6000000006719808183,1
Q100519,"{'language': 'en', 'value': 'Soeiro  Guedes'}",,1,0,6000000003024575223,1
Q100521,"{'language': 'en', 'value': 'Leuginda  Arnaldes de Baião'}",,1,0,6000000001412870900,1
Q100523,"{'language': 'en', 'value': 'Egas Gondesendes, senhor de Baião'}",,1,0,6000000001412870869,1
Q100525,"{'language': 'en', 'value': 'Elvira  Fernandes'}",,1,0,6000000007989584819,1
Q100527,"{'language': 'en', 'value': 'Raimundo  Pais de Riba de Vizela'}",,1,0,6000000007438611276,1
Q100529,"{'language': 'en', 'value': 'Pero  Pires de Guimarães'}",,1,0,6000000011662110388,1
Q100531,"{'language': 'en', 'value': 'Usco  Godins de Lanhoso'}",,1,0,6000000001435528160,1
Q100533,"{'language': 'en', 'value': 'D. Martim  Fernandes de Riba de Vizela'}",,1,0,6000000001412921372,1
Q100535,"{'language': 'en', 'value': 'João  Fernandes de Riba de Vizela'}",,1,0,6000000001435528142,1
Q100537,"{'language': 'en', 'value': 'Maria  Pais'}",,1,0,6000000014916348871,1
Q100539,"{'language': 'en', 'value': 'N.N.'}",,1,0,6000000005790658979,1
Q100541,"{'language': 'en', 'value': 'Hermenegild Peres  of Asturia'}",,1,0,6000000008248641879,1
Q100543,"{'language': 'en', 'value': 'Arias  Lucido de Saavedra'}",,1,0,6000000004343721763,1
Q100545,"{'language': 'en', 'value': 'Bermudo  Arias'}",,1,0,6000000000492574962,1
Q100547,"{'language': 'en', 'value': 'Silo  Arias'}",,1,0,6000000000493017035,1
Q100549,"{'language': 'en', 'value': 'Lucido  Arias de Saavedra'}",,1,0,6000000004343865698,1
Q100551,"{'language': 'en', 'value': 'Tetón  Betótiz'}",,1,0,6000000013262960314,1
Q100553,"{'language': 'en', 'value': 'Tello  Betótiz'}",,1,0,6000000013263186619,1
Q100555,"{'language': 'en', 'value': 'Teodo  Betótiz'}",,1,0,6000000013262729903,1
Q100557,"{'language': 'en', 'value': 'Aragunte  Betótiz'}",,1,0,6000000013263392332,1
Q100559,"{'language': 'en', 'value': 'N.N.  Betótiz'}",,1,0,6000000013263032600,1
Q100561,"{'language': 'en', 'value': 'Ximeno  Vela'}",,1,0,6000000008943763488,1
Q100563,"{'language': 'en', 'value': 'Bernardo  Ximénez'}",,1,0,6000000008943713155,1
Q100565,"{'language': 'en', 'value': 'Constantino  de Quiroz'}",,1,0,6000000001342088053,1
Q100567,"{'language': 'en', 'value': 'Sancho  Bernardo de Quiroz'}",,1,0,6000000001342087190,1
Q100569,"{'language': 'en', 'value': 'Argilo  x'}",,1,0,6000000018801326007,1
