qid,english_label,english_description,label_count,description_count,wikidata_qids,geni_ids,wikidata_count,geni_count
Q61103,Li Jiao,Tang dynasty person CBDB = 174460,7,1,Q45604246,6000000074739866828,1,1
Q61106,Li Zhuan,Tang dynasty person CBDB = 174468,7,1,Q45604752,6000000074739352968,1,1
Q61109,Li Tao,Tang dynasty person CBDB = 174471,7,1,Q45604941,6000000074739586918,1,1
Q61112,Li Ai,Tang dynasty person CBDB = 174473,7,1,Q45605070,6000000074739322058,1,1
Q61118,Cui Pang,Tang dynasty person CBDB = 161179,8,1,Q45451080,6000000074717147986,1,1
Q61136,Li Lianqing,"person, CBDB = 174444",8,1,Q45603219,6000000074739722890,1,1
Q61139,Li Lan,Tang dynasty person CBDB = 174449,8,1,Q45603543,6000000074739733885,1,1
Q61140,"{'language': 'en', 'value': 'Arcadius'}",Roman Emperor from 395–408 (377-408),82,26,Q159369,6000000002119938632,1,1
Q61142,Li Hua,Tang dynasty person CBDB = 174450,7,1,Q45603605,6000000074739812842,1,1
Q61173,"{'language': 'en', 'value': 'Vettius Justus, I'}",politician,13,14,Q1239423,6000000000315893217,1,1
Q61179,Wei Yi,Northern Zhou person CBDB = 31183,8,1,Q45419247,6000000075344244898,1,1
Q61235,"{'language': 'en', 'value': 'Neratia Galla'}",member of the Constantinian dynasty that ruled the Roman Empire,16,5,Q653221,6000000003827324679,1,1
Q61239,Li Jie,Tang dynasty person CBDB = 189196,7,1,Q10338578,6000000074750266236,1,1
Q61242,Li Liang,Tang dynasty person CBDB = 189194,9,2,Q10338604,6000000074750265186,1,1
Q61245,Li E,Tang dynasty person CBDB = 189197,8,1,Q10338646,6000000074749923465,1,1
Q61251,Li Xian,Tang dynasty person CBDB = 189198,7,2,Q11098005,6000000074750676843,1,1
Q61254,Li Chen,Tang dynasty person CBDB = 189192,9,1,Q11098007,6000000074750216204,1,1
Q61257,Li Qian,Tang dynasty person CBDB = 189195,7,1,Q10338690,6000000074750372035,1,1
Q61263,Princess Linzhen,,8,1,Q10877223,6000000074750936823,1,1
Q61268,"{'language': 'en', 'value': 'Aelia Eudoxia'}",Empress consort of the Byzantine Emperor Arcadius,45,16,Q232981,6000000007233026152,1,1
Q61290,Li Shi,daughter of Li Shi,7,1,Q15954431,6000000074750677999,1,1
Q61293,Emperor Shunzong of Tang,emperor of the Tang Dynasty,31,17,Q9760,6000000010801513590,1,1
Q61296,Li Shi,daughter of Li Shi,8,1,Q16603663,6000000074750825910,1,1
Q61299,Li Shi,,8,1,Q65809721,6000000074750206387,1,1
Q61329,Dou Keliang,Tang dynasty person CBDB = 31823,9,1,Q45420388,6000000075368995821,1,1
Q61334,"{'language': 'en', 'value': 'Fausta'}",Roman empress and second wife of Constantine I,52,11,Q231063,6000000008211661175,1,1
Q61344,Li Shi,wife of Zhang Qu She,7,2,Q65809839,6000000074767524001,1,1
Q61400,"{'language': 'en', 'value': 'Gaius Vettius, VII'}",Roman consul 316 AD,13,7,Q1131441,6000000003828392237,1,1
Q61428,Guo Ai,Tang dynasty politician,6,1,Q15901919,6000000074750095053,1,1
Q61431,Empress Dowager Guo,Chinese empress dowager；唐人﹐女﹐字郭皇后(憲宗后)。古今女史﹐蘭閨寶錄有著錄。,15,9,Q5374477,6000000074750197952,1,1
Q61433,"{'language': 'en', 'value': 'Petronia Probiana  Volusianus'}",Daughter of Lucius Publilius Petronius Volusianus,3,2,Q113026094,6000000030546439091,1,1
Q61434,Guo Zhao,Tang dynasty politician,8,1,Q28414285,6000000074750179988,1,1
Q61437,Guo Xian,Tang dynasty person CBDB = 145845,8,1,Q45480719,6000000074750221928,1,1
Q61440,Guo Cong,Tang dynasty person CBDB = 19260,8,1,Q45391676,6000000074749794282,1,1
Q61446,Shen Ming,Tang dynasty person CBDB = 32348,9,2,Q45421388,6000000075399070923,1,1
Q61449,Li Xu,Tang dynasty person CBDB=189180,7,1,Q45546722,6000000074750667017,1,1
Q61452,Li Xie,Tang dynasty person CBDB = 189172,7,1,Q45546280,6000000074750706020,1,1
Q61455,Li Wei,Tang dynasty person CBDB = 189165,7,1,Q45545842,6000000074750502185,1,1
Q61458,Li Feng,Tang dynasty person CBDB = 189166,8,1,Q45545905,6000000074750833903,1,1
Q61461,Li Zhu,Tang dynasty person CBDB = 189178,7,1,Q45546595,6000000074750799993,1,1
Q61464,Li Hui,Tang dynasty person CBDB = 189170,7,1,Q45546151,6000000074750211325,1,1
Q61467,Li Fang,Tang dynasty person CBDB = 189168,8,1,Q45546031,6000000074750735022,1,1
Q61470,Li Cheng,Tang dynasty person CBDB = 189184,7,1,Q45546976,6000000074750777986,1,1
Q61473,Li Xin,Tang dynasty person CBDB = 189182,7,1,Q45546849,6000000074750672070,1,1
Q61476,Li Zheng,"person, CBDB = 154778",7,1,Q45652062,6000000074750591058,1,1
Q61479,Li Hu,Tang dynasty person CBDB = 189186,7,1,Q45547101,6000000074750971857,1,1
Q61482,Li Shi,,8,1,Q65809966,6000000074749907667,1,1
Q61488,Li Yi,Tang dynasty person CBDB = 189160,8,1,Q45545518,6000000074750441263,1,1
Q61491,Li Yong,Tang dynasty person CBDB = 189163,7,1,Q45545711,6000000074750508107,1,1
Q61497,Li Mou,Tang dynasty person CBDB = 189598,8,1,Q45570419,6000000074749995576,1,1
Q61518,Li Zixu,Tang dynasty person CBDB = 146308,7,1,Q11113738,6000000074749391808,1,1
Q61521,Pei Liu,Tang dynasty person CBDB = 31983,8,1,Q45420673,6000000075375958874,1,1
Q61524,Xiao Wei,Tang dynasty person CBDB=171729,9,1,Q45450456,6000000074733170907,1,1
Q61527,Xiao Pei,Tang dynasty person CBDB = 171730,9,1,Q45450519,6000000074732576273,1,1
Q61530,Xiao Ru,Tang dynasty person CBDB = 171731,9,1,Q45450580,6000000074732855071,1,1
Q61533,Xiao Si,Tang dynasty person CBDB = 171732,9,1,Q45450644,6000000074733305874,1,1
Q61593,Xiao Heng,Tang dynasty person CBDB = 33111,9,2,Q22813977,6000000021150948489,1,1
Q61596,Xiao Wu,Tang dynasty person CBDB = 33112,9,2,Q22813981,6000000021151155640,1,1
Q61598,"{'language': 'en', 'value': 'Maximian, Western Roman Emperor'}",Roman emperor,73,25,Q46768,6000000000930944231,1,1
Q61599,Xiao Jian,Tang dynasty person CBDB = 12266,8,1,Q45373977,6000000074733093902,1,1
Q61602,Xiao Zhan,Tang dynasty person CBDB = 12267,8,1,Q45373981,6000000021151195411,1,1
Q61605,Su Gui,Chancellor during the reigns of 3 emperors,10,2,Q7630335,6000000074729409256,1,1
Q61608,Su Mou,Tang dynasty person CBDB = 181579,7,1,Q45684235,6000000074730292935,1,1
Q61623,Pei Sijin,Tang dynasty person CBDB = 171164,13,1,Q45664595,6000000057601097835,1,1
Q61626,Zhang Zhi,Tang dynasty person CBDB = 31399,8,1,Q45419630,6000000075345013910,1,1
Q61629,Zhang Chu,Tang dynasty person CBDB = 31415,8,1,Q45419659,6000000022699771819,1,1
Q61631,"{'language': 'en', 'value': 'Eutropia'}",Roman empress as the wife of Maximian,38,13,Q45530,6000000005241028746,1,1
Q61632,Zhang Meng,Tang dynasty person CBDB = 93543,9,2,Q45536810,6000000075344584117,1,1
Q61653,Cui Pang,Tang dynasty person CBDB = 32278,8,1,Q45421243,6000000075344328983,1,1
Q61656,Cui Zhi,Chinese chancellor,12,1,Q5192727,6000000075344491853,1,1
Q61664,"{'language': 'en', 'value': 'Saint Helena of the Cross'}","saint, first wife of Roman emperor Constantius Chlorus, and mother of Emperor Constantine the Great (250-330)",83,27,Q170164,6000000002122805101,1,1
Q61692,Jiang Xia,Tang dynasty person CBDB = 31461,9,1,Q10943605,6000000075345038973,1,1
Q61694,"{'language': 'en', 'value': 'Gaius Vettius  .'}",3rd century Roman senator and consul in 280,13,10,Q740413,6000000003828392216,1,1
Q61695,Pei Dafang,Tang dynasty person CBDB = 31980,8,1,Q45420667,6000000075376625823,1,1
Q61698,Pei Xuji,Tang dynasty person CBDB=31982,8,1,Q45420671,6000000075369246190,1,1
Q61727,"{'language': 'en', 'value': 'Cossinia'}",Daughter of Cossinius Rufinus,2,2,Q113026350,6000000003828392223,1,1
Q61759,"{'language': 'en', 'value': 'Lucius Publius Petronius  Volusianus'}",,9,1,Q24934686,6000000030545790782,1,1
Q61792,"{'language': 'en', 'value': 'Annia  Annullinus'}",Daughter of Caius Annius Anullinus,2,2,Q113025929,6000000030546860889,1,1
Q61821,Lu Teng,Northern Zhou person CBDB = 32771,9,2,Q45422159,6000000075402472821,1,1
Q61917,Xiao Zan,Tang dynasty person CBDB = 145680,8,1,Q45472574,6000000074733057891,1,1
Q61920,Xiao Fu,"person, CBDB = 146366",9,1,Q45507596,6000000074733195873,1,1
Q61923,Wuwan Jiong,Northern Wei person CBDB = 33009,9,1,Q45422598,6000000075403323837,1,1
Q61924,"{'language': 'en', 'value': 'Flavius Eutropius'}",probably fictitious father of Constantius Chlorus,13,10,Q1001936,6000000006101240845,1,1
Q61935,Liu Huanjun,"person, CBDB = 195029",9,1,Q45564112,6000000074699938385,1,1
Q61938,Liu Fu,Tang dynasty person CBDB = 20218,8,1,Q45394611,6000000074752964858,1,1
Q61957,"{'language': 'en', 'value': 'Claudia Crispina'}",supposed mother of emperor Constantius Chlorus,12,5,Q867859,6000000006101240850,1,1
Q61980,Du Jingtong,Tang dynasty person CBDB = 30863,7,1,Q45418669,6000000075327361083,1,1
Q61983,Fang Bozu,Northern Wei person CBDB=195025,8,1,Q45385209,6000000021151014406,1,1
Q61989,Fang Mou,Tang dynasty person CBDB = 172933,8,1,Q45517644,6000000074747095235,1,1
Q61992,Fang Ning,Tang dynasty person CBDB = 172948,8,1,Q45518608,6000000074747399916,1,1
Q61995,Fang Kerang,Tang dynasty person CBDB = 172950,8,1,Q45518732,6000000074747385977,1,1
Q62001,Cui Jing,Northern Wei person CBDB = 31698,8,1,Q26197287,6000000075344574837,1,1
Q62010,Li Xiang,,9,0,Q24839027,6000000055769345936,1,1
Q62013,Li Shuyin,"person, CBDB = 174154",7,1,Q26159687,6000000055769715279,1,1
Q62019,,,1,0,Q56598162,6000000055771013964,1,1
Q62022,,,2,0,Q22099010,6000000055804687946,1,1
Q62023,"{'language': 'en', 'value': 'Gaius Vettius, V'}",Roman senator and consul in 250,12,11,Q720474,6000000003828392202,1,1
Q62025,,,2,0,Q17991559,6000000055804752825,1,1
Q62042,Li Cheng,"person, CBDB = 165894",9,1,Q15204851,6000000075401475152,1,1
Q62045,,,1,0,Q133472591,6000000055769670909,1,1
Q62063,Li Jin,"person, CBDB = 173411",7,1,Q19852797,6000000075401366174,1,1
Q62089,"{'language': 'en', 'value': 'Cossinius'}",,7,2,Q24951538,6000000003828392230,1,1
Q62099,Dugu Sijian,Tang dynasty person CBDB = 32923,8,1,Q45422435,6000000075402868979,1,1
Q62102,Dugu Shenshu,Tang dynasty person CBDB = 32945,9,3,Q18871131,6000000075401843351,1,1
Q62105,Cui Yuan,Tang dynasty person CBDB = 32298,8,1,Q18908584,6000000075344260038,1,1
Q62108,Cui Tao,Tang dynasty person CBDB = 32302,8,1,Q45421281,6000000075344417034,1,1
Q62111,Cui Dan,Tang dynasty person CBDB = 32303,9,2,Q45421282,6000000075344462872,1,1
Q62114,Cui Du,Tang dynasty person CBDB = 32306,7,1,Q45421286,6000000075344083239,1,1
Q62120,Doulu Ji,Sui dynasty person CBDB = 30962,9,1,Q11633161,6000000075327772335,1,1
Q62122,Cui Ting,Northern Wei person CBDB = 31268,9,1,Q18226570,6000000075343945130,1,1
Q62131,Cui Xiaofen,Northern Wei person CBDB = 177927,9,1,Q17991570,6000000075344542822,1,1
Q62146,Lu Taijun,Tang dynasty person CBDB = 32596,7,1,Q45421837,6000000075401230155,1,1
Q62156,"{'language': 'en', 'value': 'Gaius Annius  Annullinus'}",Roman senator,12,9,Q1174024,6000000030546143814,1,1
Q62164,Li Ruoyu,"person, CBDB = 187968",7,1,Q45472875,6000000075060609930,1,1
Q62167,Li Chenghan,"person, CBDB = 187970",7,1,Q45473004,6000000075060459977,1,1
Q62197,Xue Jian,Tang dynasty person CBDB = 180676,8,1,Q45650898,6000000074749777935,1,1
Q62200,Xue Rong,Tang dynasty person CBDB = 95052,12,2,Q45631810,6000000074749610086,1,1
Q62203,Xue Yi,Tang dynasty person CBDB = 180678,8,1,Q45651016,6000000074749613020,1,1
Q62209,Xue Lang,Tang dynasty person CBDB = 180682,8,1,Q45651257,6000000074749801919,1,1
Q62212,Li Chengguang,Tang dynasty person CBDB = 188079,7,1,Q45479304,6000000075060763945,1,1
Q62215,Li Yu,Tang dynasty person CBDB = 188088,7,1,Q45479876,6000000075061130832,1,1
Q62218,Li Ji,Tang dynasty person CBDB = 188101,7,1,Q45480706,6000000075060950929,1,1
Q62221,Li Zuo,Tang dynasty person CBDB = 188102,7,1,Q45480767,6000000075060997920,1,1
Q62224,Li Mou,Tang dynasty person CBDB=188110,8,1,Q45481279,6000000075060911932,1,1
Q62227,Li Li,Tang dynasty person CBDB = 188117,8,1,Q45481727,6000000075061188860,1,1
Q62230,Li Ning,Tang dynasty person CBDB=188118,7,1,Q45481793,6000000075061230821,1,1
Q62233,Li Ju,Tang dynasty person CBDB = 188119,8,1,Q45481858,6000000075061225822,1,1
Q62236,Li Yao,Tang dynasty person CBDB = 188120,7,1,Q45481924,6000000075060815953,1,1
Q62239,Li Shi,Tang dynasty person CBDB = 188121,7,1,Q45481987,6000000075061233821,1,1
Q62242,Li Yi,Tang dynasty person CBDB = 188126,8,1,Q45482306,6000000075061229827,1,1
Q62245,Li Xu,Tang dynasty person CBDB = 188130,7,1,Q45482558,6000000075060797036,1,1
Q62248,Li Yin,Tang dynasty person CBDB = 188136,7,1,Q45482937,6000000075060754990,1,1
Q62251,Li Yin,Tang dynasty person CBDB = 188142,7,1,Q45483319,6000000075061235842,1,1
Q62254,Li Shi,Tang dynasty person CBDB = 188147,7,1,Q45483637,6000000075061082874,1,1
Q62255,"{'language': 'en', 'value': 'Aurelia Pompeiana'}",supposed ancient Roman noblewoman,2,2,Q109793322,6000000012328291449,1,1
Q62257,Li Xiaosui,Tang dynasty person CBDB = 188163,7,1,Q45484658,6000000075061052885,1,1
Q62260,Li Mou,Tang dynasty person CBDB = 188169,8,1,Q45485046,6000000075060599976,1,1
Q62263,Li Lv,Tang dynasty person CBDB = 188170,8,1,Q45485111,6000000075061040886,1,1
Q62266,Li Rui,Tang dynasty person CBDB = 188174,7,1,Q45485369,6000000075060197126,1,1
Q62269,Li Xiang,Tang dynasty person CBDB = 188182,7,1,Q45485878,6000000075061057889,1,1
Q62272,Li Hui,Tang dynasty person CBDB = 188186,7,1,Q45486133,6000000075060286100,1,1
Q62275,Li Zhou,Tang dynasty person CBDB = 188187,7,1,Q45486196,6000000075060293998,1,1
Q62278,Li Xu,Tang dynasty person CBDB = 188211,7,1,Q45487728,6000000075060054302,1,1
Q62281,Wei Ping,Tang dynasty person CBDB = 176018,8,1,Q45681959,6000000074745864889,1,1
Q62287,Liu Xian,Eastern Jin dynasty person CBDB = 31709,8,1,Q45420194,6000000075346490830,1,1
Q62290,Liu Gai,Liu Song dynasty person CBDB = 31712,8,2,Q45420198,6000000075346356912,1,1
Q62293,Liu Mou,"person, CBDB = 171388",8,1,Q45673665,6000000074747072830,1,1
Q62296,Liu Shiming,Northern Wei person CBDB=31717,9,1,Q45420206,6000000074746334420,1,1
Q62302,Pei Rensu,Northern Zhou person CBDB=31893,8,1,Q45420504,6000000075375389838,1,1
Q62308,Pei Dan,Tang dynasty person CBDB = 33002,8,1,Q45422586,6000000075375845833,1,1
Q62351,"{'language': 'en', 'value': 'Gaius Vettius, IV'}",Roman consul 221 AD,11,4,Q745547,6000000003828392188,1,1
Q62570,"{'language': 'en', 'value': 'Gaius Annius Anullinus Geminus  Percennianus'}",,7,1,Q24934688,6000000030546515402,1,1
Q62704,"{'language': 'en', 'value': 'Commodus Pompeianus'}",grandson of Roman emperor Marcus Aurelius,12,10,Q716684,6000000007495878854,1,1
Q63192,"{'language': 'en', 'value': 'Annia Aurelia Galeria Lucilla'}",daughter of Roman Emperor Marcus Aurelius (died 182),39,11,Q242466,6000000003645864052,1,1
Q68223,"{'language': 'en', 'value': 'Marcus Ulpius Traianus Maior'}",father of emperor Trajan,33,13,Q714856,6000000003645989983,1,1
Q68256,"{'language': 'en', 'value': 'Marcia'}",mother of Roman emperor Trajan,31,9,Q3132611,6000000036368898440,1,1
Q68283,"{'language': 'en', 'value': 'Nerva, Roman Emperor'}",emperor of Ancient Rome,86,32,Q1424,6000000010249948712,1,1
Q68455,"{'language': 'en', 'value': 'Titus Curtilius Mancia'}",suffect consul 55 AD,14,10,Q11916322,6000000003645864847,1,1
Q68521,"{'language': 'en', 'value': 'Titia Marcellia'}",great-great-grandmother of Marcus Aurelius,1,1,Q107638264,6000000142105895054,1,1
Q68650,"{'language': 'en', 'value': 'Alexio II, Priest-King of Emesa'}",1st century Roman Client Priest King of Emesa,12,6,Q5517437,6000000006874867859,1,1
Q68812,"{'language': 'en', 'value': 'Gnaeus Hosidius Geta'}",1st century AD Roman senator and general,16,6,Q1223428,6000000041263106644,1,1
Q68903,Johann Sebastian Paetsch,American musician,20,29,Q6216250,6000000046613142096,1,1
Q69076,Pujie,Chinese politician and younger brother of Puyi (1907-1994),45,16,Q77895,6000000008737218535,1,1
Q69079,Huisheng,Chinese princess (1938–1957),23,9,Q699199,6000000013331157405,1,1
Q69183,Sindae,Ruler of Goguryeo kingdom of Korea (89-179),25,8,Q498530,6000000028246439795,1,1
Q69263,"{'language': 'en', 'value': 'Magna'}",wife of Crassus,14,5,Q774986,6000000012762842001,1,1
Q69282,Tang Yao,Northern Wei person CBDB = 31092,9,2,Q45419076,6000000074747813117,1,1
Q69285,Li Simu,Northern Wei person CBDB=32728,8,1,Q17992815,6000000075401711077,1,1
Q69288,Li Yanzhi,Northern Wei person CBDB = 31124,9,2,Q11522382,6000000075337494998,1,1
Q69291,Li Mou,Tang dynasty person CBDB = 186963,8,1,Q45692374,6000000074733390552,1,1
Q69294,Li Yanzhi,Tang dynasty person CBDB = 186946,7,1,Q45691924,6000000074734720985,1,1
Q69296,Marcus Licinius Crassus Frugi,Roman consul 27 AD,15,15,Q1233627,6000000012762929983,1,1
Q69297,Li Lin,Tang dynasty person CBDB = 186956,8,1,Q45692174,6000000074735154822,1,1
Q69300,Li Mou,Tang dynasty person CBDB = 186987,8,1,Q45692964,6000000074734348216,1,1
Q69303,Li Mou,Tang dynasty person CBDB = 186989,8,1,Q45693019,6000000074734924896,1,1
Q69306,Li Chengkuang,Tang dynasty person CBDB = 186951,8,2,Q17025857,6000000074734313193,1,1
Q69312,Li Mou,Tang dynasty person CBDB = 187254,8,1,Q45699690,6000000074735358890,1,1
Q69318,Li Zongheng,Tang dynasty person CBDB = 187288,7,1,Q45700559,6000000074735058153,1,1
Q69327,Li Jing,Tang dynasty person CBDB = 145611,8,1,Q45469083,6000000074735454835,1,1
Q69480,Li Dan,Tang dynasty person CBDB = 187112,8,1,Q45696251,6000000074734878916,1,1
Q69483,Li Yuanliang,Tang dynasty person CBDB = 187196,7,1,Q45698402,6000000074735288863,1,1
Q69486,Li Yuandao,Tang dynasty person CBDB = 187197,7,1,Q45698428,6000000074735147924,1,1
Q69489,Li Yuangui,Tang dynasty person CBDB = 187198,7,1,Q45698453,6000000074734810060,1,1
Q69492,Li Yuanhui,Tang dynasty person CBDB=187199,7,1,Q45698481,6000000074735281829,1,1
Q69495,Li Yuanjian,Tang dynasty person CBDB = 187200,7,1,Q45698507,6000000074734777146,1,1
Q69498,Li Yuanju,Tang dynasty person CBDB = 187201,7,1,Q45698532,6000000074735096944,1,1
Q69501,Li Yuanming,Tang dynasty person CBDB = 187202,7,1,Q45698558,6000000074734628071,1,1
Q69504,Li Yuanheng,Tang dynasty person CBDB = 187209,7,1,Q45698740,6000000074734578228,1,1
Q69507,Li Yuanfu,Tang dynasty person CBDB = 187210,7,1,Q45698767,6000000074735361825,1,1
Q69510,Li Yuanbi,Tang dynasty person CBDB = 195918,7,1,Q45615437,6000000074734375251,1,1
Q69513,Li Xun,Tang dynasty person CBDB = 187158,7,1,Q45697429,6000000074735338838,1,1
Q69516,Li Dunli,Tang dynasty person CBDB = 187182,8,1,Q45698038,6000000074734375283,1,1
Q69519,Li Zhi,Tang dynasty person CBDB = 187186,7,1,Q45698143,6000000074735047044,1,1
Q69522,Li Lun,Tang dynasty person CBDB = 187213,8,1,Q45698842,6000000074735097989,1,1
Q69537,Li Yi,Tang dynasty person CBDB = 146249,9,1,Q45502186,6000000075399525935,1,1
Q69561,Li Shi,daughter of Li Ping,8,2,Q65803831,6000000075398676573,1,1
Q69567,Li Mou,Tang dynasty person CBDB = 191511,8,1,Q45655848,6000000075399098218,1,1
Q69573,Li Zongshi,Tang dynasty person CBDB = 144933,7,1,Q45645221,6000000075398964280,1,1
Q69651,Li Shihui,Tang dynasty person CBDB = 187408,7,1,Q45440124,6000000075399502905,1,1
Q69660,Cui Yue,Later Zhao person CBDB = 31517,10,1,Q45419845,6000000075345602836,1,1
Q69663,Cui Qian,former Yan person CBDB = 31518,9,1,Q45419847,6000000075342367581,1,1
Q69711,Liu Daiwei,Northern Zhou person CBDB=31766,9,1,Q11534311,6000000075345880181,1,1
Q69714,Liu Mou,Tang dynasty person CBDB = 178167,8,1,Q45510761,6000000074712798007,1,1
Q69717,Liu Jianzhi,Tang dynasty person CBDB = 178172,8,1,Q45511080,6000000074713138867,1,1
Q69720,Liu Ezhi,Tang dynasty person CBDB = 178182,8,1,Q45511714,6000000074713230821,1,1
Q69723,Liu Yingzhi,Tang dynasty person CBDB = 178184,8,1,Q45511841,6000000074712756038,1,1
Q69726,Liu Tingzhi,Tang dynasty person CBDB = 178188,8,1,Q45512094,6000000074712788982,1,1
Q69729,Liu Gen,Tang dynasty person CBDB = 178190,8,1,Q45512221,6000000074713208830,1,1
Q69732,Liu Mou,Tang dynasty person CBDB = 178201,9,1,Q45512915,6000000075399238876,1,1
Q69735,,,1,0,Q133467929,6000000048526000905,1,1
Q69738,Liu Zan,Tang dynasty person CBDB = 178213,8,1,Q45513425,6000000048526251822,1,1
Q69741,Liu Chengyan,Tang dynasty person CBDB = 31792,8,1,Q45420339,6000000075372317848,1,1
Q69747,Liu Congyu,Tang dynasty person CBDB = 18326,8,1,Q28481678,6000000075346479913,1,1
Q69750,Liu Mou,Tang dynasty person CBDB = 178108,8,1,Q45507845,6000000074713150824,1,1
Q69753,Liu Guangting,Tang dynasty person CBDB = 178111,8,1,Q45508035,6000000074713048895,1,1
Q69756,Liu Chongting,Tang dynasty person CBDB = 178112,8,1,Q45508100,6000000074712757919,1,1
Q69820,"{'language': 'en', 'value': 'Marcus Ulpius  Trainanus Salvius Titianus'}","Roman from Hispania who joined the patricians, grandfather of emperor Trajan",4,3,Q112897589,6000000010502212759,1,1
Q69907,"{'language': 'en', 'value': 'Antonia Furnilla'}",mother-in-law of Roman emperor Titus and possibly grandmother of emperor Trajan,3,2,Q104869095,6000000003736732760,1,1
Q69940,"{'language': 'en', 'value': 'Quintus Marcius Barea Sura, Senator'}",grandfather of emperor Trajan,17,8,Q16203434,6000000012502759517,1,1
Q69942,Su Xie,Northern Wei person CBDB = 11593,7,1,Q45371938,6000000074729712195,1,1
Q69945,Su Cheng,Tang dynasty person CBDB = 32403,7,1,Q45421496,6000000074729967031,1,1
Q69948,Su Chen,Tang dynasty person CBDB = 181589,7,1,Q45684543,6000000074730433873,1,1
Q69951,Su Gan,Tang dynasty person CBDB = 11602,7,1,Q45371969,6000000074730240925,1,1
Q69955,Su Jun,Tang dynasty person CBDB = 181557,7,1,Q45683644,6000000074730369897,1,1
