qid,geni_ids,wikidata_qids
Q100148,6000000007387709280,
Q100150,6000000007152232364,
Q100152,6000000003637326569,
Q100154,6000000000193253172,
Q100156,6000000003637312051,
Q100158,6000000003828015016,
Q100160,6000000011662014728,
Q100162,6000000001435528154,
Q100164,6000000014916549084,
Q100166,6000000052823670871,
Q100168,6000000210273401934,
Q100170,6000000001412968290,
Q100172,6000000018146155045,
Q100174,6000000002502325138,
Q100176,"6000000004869217831",
Q100178,6000000004869217803,
Q100180,6000000005038481512,
Q100182,6000000004848651522,
Q100184,6000000004589777528,
Q100186,6000000003983855600,
Q100188,6000000003274446261,
Q100190,6000000090019441086,
Q100192,6000000017663318275,
Q100194,6000000003570398395,
Q100196,6000000005791174546,
Q100198,6000000004006139924,
Q100200,6000000007192013315,
Q100202,6000000013262800864,
Q100204,6000000001089523001,
Q100206,6000000001864370043,
Q100208,6000000078149972803,
Q100210,6000000001089456249,
Q100212,6000000003828009581,
Q100214,6000000003827894240,
Q100216,6000000008773030435,
Q100218,6000000001412929521,
Q100220,6000000007068521484,
Q100222,6000000003983732451,
Q100224,6000000004262219786,
Q100226,6000000001412929505,
Q100228,6000000078132093509,
Q100230,6000000004262219780,
Q100232,6000000003273873016,
Q100234,6000000113586720385,
Q100236,6000000003273729819,
Q100238,6000000003493162882,
Q100240,6000000003273724993,
Q100242,6000000004006012229,
Q100244,6000000018800141583,
Q100246,6000000003297959406,
Q100248,6000000003087068393,
Q100250,6000000001435415803,
Q100252,6000000009979618243,
Q100254,6000000008462800259,
Q100256,6000000005597706401,
Q100258,6000000008580589848,
Q100260,6000000004533589845,
Q100262,6000000004110298155,
Q100264,6000000004110298137,
Q100266,6000000032176754239,
Q100268,6000000004110298149,
Q100270,6000000003151941079,
Q100272,6000000004343638705,
Q100274,6000000039234555607,
Q100276,6000000013262887127,
Q100278,6000000004333375349,
Q100280,6000000004052772413,
Q100282,6000000006281290006,
Q100284,6000000003637361699,
Q100286,6000000186553608821,
Q100288,6000000011813122129,
Q100290,6000000004045685126,
Q100292,6000000004045537384,
Q100294,6000000007150899697,
Q100296,6000000015681231655,
Q100298,6000000042060281722,
Q100300,6000000012152573873,
Q100302,6000000042060409567,
Q100304,6000000042060889142,
Q100306,6000000042061160862,
Q100310,6000000000424637932,
Q100312,6000000004142190907,
Q100314,6000000020561913085,
Q100316,6000000007150774373,
Q100318,6000000042061168952,
Q100320,6000000007150815578,
Q100322,6000000011769337390,
Q100324,6000000004150184231,
Q100326,6000000002401087149,
Q100328,5718189356850070915,
Q100330,6000000013998629523,
Q100332,6000000001655948982,
Q100334,4068107661440020572,
Q100336,4879200175480032209,
Q100338,6000000004149823715,
Q100340,6000000003593750913,
Q100342,6000000007754294050,
Q100344,6000000032170819892,
Q100346,6000000006277848287,
Q100348,6000000011782297469,
Q100350,6000000007427665201,
Q100352,6000000004313804007,
Q100354,6000000006908086076,
Q100356,6000000006908193359,
Q100358,6000000004052729589,
Q100360,6000000001992127988,
Q100362,6000000194593386910,
Q100364,6000000010492313608,
Q100366,6000000194594439852,
Q100368,6000000023497095267,
Q100370,6000000023496936387,
Q100372,6000000000825212631,
Q100374,6000000004056791182,
Q100376,6000000012230903375,
Q100378,6000000006907800135,
Q100380,6000000026261235500,
Q100382,6000000191219345842,
Q100384,6000000037545194236,
Q100386,6000000204945221840,
Q100388,6000000204945227843,
Q100390,6000000012263275369,
Q100392,6000000001758949700,
Q100394,6000000011675196602,
Q100396,6000000000442000080,
Q100398,6000000015185075299,
Q100401,6000000015185137170,
Q100403,6000000029039136194,
Q100405,6000000006290748620,
Q100407,6000000000908088530,
Q100409,6000000015184760926,
Q100411,6000000004954958423,
Q100413,6000000007427965254,
Q100415,6000000013248971264,
Q100417,6000000013262814028,
Q100419,6000000013262733149,
Q100421,6000000002837396239,
Q100423,6000000003493174138,
Q100425,6000000004283167081,
Q100429,6000000003827288540,
Q100431,6000000015733358461,
Q100433,6000000004343334912,
Q100437,6000000015733475028,
Q100439,6000000001699492613,
Q100445,6000000013041801774,
Q100447,6000000013042218251,
Q100449,6000000004149785601,
Q100451,6000000047507975853,
Q100453,6000000202825207852,
Q100455,6000000009275517466,
Q100457,6000000047507293883,
Q100459,6000000008394986410,
Q100461,6000000012133662359,
Q100463,6000000149649428821,
Q100465,6000000149599211863,
Q100467,6000000113160136087,
Q100469,6000000003493155499,
Q100471,6000000000424637456,
Q100473,6000000015172607627,
Q100475,6000000002968166561,
Q100477,6000000063356859185,
Q100479,6000000063356944957,
Q100481,6000000012135980961,
Q100485,6000000015185769342,
Q100487,6000000015185464680,
Q100489,6000000011301024908,
Q100491,6000000015184658987,
Q100493,6000000000033479687,
Q100495,6000000000033577204,
Q100497,6000000015184863425,
Q100499,6000000007016138768,
Q100501,6000000003152354706,
Q100503,5153035963070106413,
Q100505,4179732132180059855,
Q100507,6000000011884675164,
Q100509,6000000011626343146,
Q100511,6000000007152166394,
Q100513,6000000000046128142,
Q100515,6000000008462655492,
Q100517,6000000006719808183,
Q100519,6000000003024575223,
Q100521,6000000001412870900,
Q100523,6000000001412870869,
Q100525,6000000007989584819,
Q100527,6000000007438611276,
Q100529,6000000011662110388,
Q100531,6000000001435528160,
Q100533,6000000001412921372,
Q100535,6000000001435528142,
Q100537,6000000014916348871,
Q100539,6000000005790658979,
Q100541,6000000008248641879,
Q100543,6000000004343721763,
Q100545,6000000000492574962,
Q100547,6000000000493017035,
Q100549,6000000004343865698,
Q100551,6000000013262960314,
Q100553,6000000013263186619,
Q100555,6000000013262729903,
Q100557,6000000013263392332,
Q100559,6000000013263032600,
Q100561,6000000008943763488,
Q100563,6000000008943713155,
Q100565,6000000001342088053,
Q100567,6000000001342087190,
Q100569,6000000018801326007,
Q100571,6000000018800267846,
Q100573,6000000001412929360,
Q100575,6000000001412929352,
Q100577,6000000003296909013,
Q100579,6000000024583079793,
Q100581,6000000024582929678,
Q100583,6000000013262800870,
Q100585,6000000001089559082,
Q100587,6000000013262861661,
Q100589,6000000013263287433,
Q100591,6000000005790986904,
Q100593,6000000001864370036,
Q100595,6000000078149838312,
Q100597,6000000017137405496,
Q100599,6000000001089456286,
Q100601,6000000008772812145,
Q100603,6000000008773020563,
Q100605,6000000007150861989,
Q100607,6000000007151166308,
Q100609,6000000004005980627,
Q100611,6000000000305000404,
Q100613,6000000078132657932,
Q100615,6000000089894683300,
Q100617,6000000003298213011,
Q100619,6000000018800396402,
Q100621,6000000018800311739,
Q100623,6000000018800633086,
Q100625,6000000003297951341,
Q100627,6000000003297988350,
Q100629,6000000008462787422,
Q100631,6000000008462818542,
Q100633,6000000001435415815,
Q100635,4179946460940064007,
Q100637,6000000008462728872,
Q100639,6000000002487912490,
Q100641,6000000013725179333,
Q100643,6000000013262976621,
Q100645,6000000008615639004,
Q100647,6000000004343865705,
Q100649,6000000007383300812,
Q100651,6000000004343543900,
Q100653,6000000000493546817,
Q100655,6000000000493886339,
Q100657,6000000039234492419,
Q100659,6000000078168868403,
Q100661,6000000000114627350,
Q100663,6000000012149684759,
Q100665,6000000010954479358,
Q100667,6000000018801029328,
Q100669,6000000007409211549,
Q100671,6000000007409382319,
Q100673,6000000186554892918,
Q100675,6000000186556069907,
Q100677,6000000186556601839,
Q100679,6000000186556164873,
Q100681,6000000192171985866,
Q100683,6000000001736464155,
Q100685,6000000027230246063,
Q100687,6000000027230349224,
Q100690,6000000007159015355,
Q100692,6000000004283028432,
Q100694,6000000004999097855,
Q100696,6000000004999097862,
Q100698,6000000012152573868,
Q100700,6000000008463025320,
Q100702,6000000006323535187,
Q100704,6000000128262330822,
Q100706,6000000006323412723,
Q100708,6000000003983647397,
Q100710,6000000004052772407,
Q100712,6000000007150827754,
Q100714,6000000007150950849,
Q100716,6000000007151025470,
Q100718,6000000007150846578,
Q100720,6000000034398126803,
Q100722,6000000020024654868,
Q100724,6000000007151711870,
Q100726,6000000030331875821,
Q100728,6000000035573113547,
Q100730,6000000097031234976,
Q100732,6000000001412911042,
Q100734,4068099193130010323,
Q100736,6000000013038081724,
Q100738,6000000004304723931,
Q100740,6000000003493155857,
Q100742,6000000012997471309,
Q100744,6000000015182191831,
Q100746,6000000004343682610,
Q100748,6000000006277856253,
Q100750,6000000039234521118,
Q100752,6000000063357433963,
Q100754,6000000004262323150,
Q100756,6000000000157584946,
Q100758,6000000012230468710,
Q100760,6000000000544097815,
Q100762,6000000013017309410,
Q100764,6000000000878034258,
Q100766,6000000011493927131,
Q100768,6000000011494349338,
Q100770,6000000078944350822,
Q100772,6000000013042178143,
Q100774,6000000013505857444,
Q100776,4879430965030047317,
Q100778,6000000013505897162,
Q100780,6000000001699492591,
Q100782,6000000013505892444,
Q100784,6000000031734629721,
Q100786,6000000013506069275,
Q100788,6000000013042239407,
Q100790,6000000013505855455,
Q100792,6000000013505925223,
Q100794,6000000035549549040,
Q100796,6000000035549457325,
Q100798,6000000035549531319,
Q100800,6000000001699485992,
Q100802,6000000031735143142,
Q100804,6000000031734850638,
Q100806,6000000006277535391,
Q100810,6000000023496936393,
Q100812,6000000023497346847,
Q100814,6000000018800893970,
Q100816,6000000014934379052,
Q100818,6000000001992130079,
Q100820,6000000014933649945,
Q100822,6000000013042053902,
Q100824,6000000003637361235,
Q100826,6000000003637361218,
Q100828,6000000004058800000,
Q100830,6000000014933676871,
Q100834,6000000003133261699,
Q100836,6000000004058953728,
Q100838,6000000014007214284,
Q100840,4179621947050073407,
Q100842,6000000037545165599,
Q100844,6000000204945142834,
Q100846,6000000017104126181,
Q100848,6000000015185094518,
Q100850,6000000003748804867,
Q100852,6000000004054767925,
Q100854,6000000004054767931,
Q100856,6000000004054767937,
Q100858,6000000004054767943,
Q100860,6000000015184935930,
Q100862,6000000003827957565,
Q100864,6000000000380451093,
Q100866,6000000029039029237,
Q100868,6000000029039029256,
Q100870,6000000029039301059,
Q100872,6000000015172687211,
Q100874,6000000015172742096,
Q100876,6000000003827576905,
Q100878,6000000004284828886,
Q100880,6000000015185159775,
Q100882,6000000007754293964,
Q100884,6000000001864356093,
Q100886,6000000193737592823,
Q100888,6000000013248789583,
Q100890,6000000207174573829,
Q100892,6000000013262437161,
Q100894,6000000013262794968,
Q100896,6000000013262946859,
Q100898,6000000013262941393,
Q100900,6000000009238197363,
Q100902,6000000006277511164,
Q100904,6000000000729466065,
Q100906,6000000000727525797,
Q100908,6000000000129100293,
Q100910,5674316069420101529,
Q100916,6000000002188170540,
Q100918,6000000000035142137,
Q100920,6000000003827922532,
Q100922,6000000006290748732,
Q100924,6000000015541191204,
Q100926,6000000000114653280,
Q100928,6000000012996705396,
Q100930,6000000003726334365,
Q100932,6000000006951629328,
Q100934,6000000002010133365,
Q100936,6000000012996857239,
Q100938,6000000012996542836,
Q100940,6000000012996666517,
Q100942,6000000012996210939,
Q100944,6000000012996953484,
Q100946,6000000087742361930,
Q100950,6000000000128773458,
Q100952,6000000002401006211,
Q100954,6000000002187750539,
Q100956,6000000013040160339,
Q100958,6000000013040084566,
Q100960,6000000013040220308,
Q100964,6000000015733320853,
Q100966,6000000015732862980,
Q100968,6000000027747862289,
Q100970,6000000027749720965,
Q100972,6000000013042215291,
Q100974,6000000001744902607,
Q100978,6000000136977358888,
Q100980,6000000136913683890,
Q100982,6000000006907008471,
Q100984,6000000136913644932,
Q100987,6000000181362501825,
Q100989,6000000181362392823,
Q100991,6000000013042111597,
Q100993,6000000004015507665,
Q100995,6000000003827698179,
Q100997,6000000137229979821,
Q100999,6000000137230072821,
Q101001,6000000137229920822,
Q101003,6000000013042192526,
Q101005,6000000013042078946,
Q101007,6000000002459921160,
Q101009,6000000000424646987,
Q101011,6000000066609978896,
Q101013,6000000047506164920,
Q101015,6000000013401638940,
Q101017,6000000013401755885,
Q101019,6000000149649160872,
Q101021,6000000010910804098,
Q101023,6000000022141487939,
Q101025,6000000007305683029,
Q101027,6000000001412873322,
Q101029,6000000004672977234,
Q101031,6000000000908088464,
Q101033,6000000003737120485,
Q101035,6000000059563958674,
Q101037,6000000015185444718,
Q101039,6000000006270130045,
Q101041,6000000000033452789,
Q101043,6000000000033480591,
Q101045,6000000003827252189,
Q101047,4876716933670046790,
Q101049,5153237919510106313,
Q101051,6000000003152511225,
Q101053,6000000006175404311,
Q101055,6000000006250867049,
Q101057,6000000006250201541,
Q101059,6000000010842313276,
Q101061,6000000001864373690,
Q101063,6000000011812551151,
Q101065,6000000012515393157,
Q101067,6000000000138418705,
Q101069,6000000000138433509,
Q101071,6000000015171633958,
Q101073,6000000015539177021,
Q101075,6000000011768229956,
Q101077,6000000011828924964,
Q101079,6000000015539174284,
Q101081,6000000000046033345,
Q101083,6000000000047619651,
Q101085,6000000002487912497,
Q101087,6000000008462624558,
Q101089,6000000001435415794,
Q101091,6000000148809174825,
Q101093,6000000148805873825,
Q101095,6000000071661279313,
Q101097,6000000085140077936,
Q101099,6000000148804003845,
Q101101,6000000148804198877,
Q101103,6000000000040050657,
Q101105,6000000002908398545,
Q101107,6000000000040005591,
Q101109,6000000154156818821,
Q101111,6000000000008083868,
Q101113,6000000177860328822,
Q101115,6000000011727382292,
Q101117,6000000184866201821,
Q101119,6000000003828009545,
Q101121,6000000006784151163,
Q101123,6000000001412870878,
Q101125,6000000000040025635,
Q101127,6000000032129351000,
Q101129,6000000061217949848,
Q101131,6000000021965986454,
Q101133,6000000011662233253,
Q101135,6000000014916378179,
Q101137,6000000011662209216,
Q101139,6000000000040048613,
Q101141,6000000014916534336,
Q101143,3926969818650030022,
Q101145,6000000045900586923,
Q101147,6000000008460859430,
Q101149,6000000004996208829,
Q101151,6000000004996208836,
Q101153,6000000013886044831,
Q101155,6000000001412918968,
Q101157,6000000008574657538,
Q101159,6000000009905432691,
Q101161,6000000016167226495,
Q101163,6000000001412921381,
Q101165,6000000001435415581,
Q101167,6000000020239121170,
Q101169,6000000008595166759,
Q101171,6000000000044092371,
Q101173,6000000203266562823,
Q101175,6000000008500188072,
Q101177,6000000020239247923,
Q101179,6000000001435528148,
Q101181,6000000001435528129,
Q101183,6000000019600431144,
Q101185,6000000013885193328,
Q101187,6000000014466594690,
Q101189,6000000001412900724,
Q101191,6000000000083088330,
Q101193,6000000001412900705,
Q101195,6000000015550792033,
Q101197,6000000008248641882,
Q101199,6000000008248641859,
Q101201,6000000013262876099,
Q101203,6000000013262826826,
Q101205,6000000013263418321,
Q101207,6000000013262928136,
Q101209,6000000003927531422,
Q101211,6000000030855335566,
Q101213,6000000030855589240,
Q101215,6000000004262353841,
Q101217,6000000018800940575,
Q101219,6000000018801076643,
Q101221,6000000018801278126,
Q101223,6000000018801368002,
Q101225,6000000006591976147,
Q101227,6000000001412929344,
Q101229,6000000174936216300,
Q101231,6000000003296904115,
Q101233,6000000007016733239,
Q101235,6000000004335287604,
Q101237,6000000090521088844,
Q101239,6000000013984824781,
Q101241,6000000024583083786,
Q101243,6000000004335278126,
Q101245,6000000003827568474,
Q101247,6000000071552149300,
Q101249,6000000003983559795,
Q101251,5549799310990079196,
Q101253,6000000017137443611,
Q101255,6000000001089553087,
Q101257,6000000008773054333,
Q101259,6000000001412921531,
Q101261,6000000003637345243,
Q101263,6000000007068708192,
Q101265,6000000017389634455,
Q101267,6000000007821686289,
Q101269,6000000006591901100,
Q101271,6000000039571755676,
Q101273,6000000004998795389,
Q101275,6000000001089395047,
Q101277,6000000004998795352,
Q101279,6000000004998795364,
Q101281,6000000004998795377,
Q101283,6000000004998795383,
Q101285,6000000004998795395,
Q101287,6000000003795440235,
Q101289,6000000003300857317,
Q101291,6000000018800604202,
Q101293,6000000039571978276,
Q101295,6000000003298025566,
Q101297,6000000003511932539,
Q101299,6000000008462749677,
Q101301,6000000008462771805,
Q101303,6000000001435415784,
Q101305,6000000013884115187,
Q101307,6000000149586753125,
Q101309,6000000149587277129,
Q101311,6000000149586940091,
Q101313,6000000149588453851,
Q101315,6000000149588110004,
Q101317,6000000000033288277,
Q101319,6000000216921527826,
Q101321,6000000216921145861,
Q101323,6000000007387096731,
Q101325,6000000007387160702,
Q101327,6000000007386995918,
Q101329,6000000003827890785,
Q101331,6000000001435415610,
Q101333,6000000020828528170,
Q101335,6000000000046041189,
Q101337,6000000006988332452,
Q101339,6000000145930111837,
Q101341,6000000039234261756,
Q101343,6000000039234634956,
Q101345,6000000078171454221,
Q101347,6000000012149866488,
Q101349,6000000008248436781,
Q101351,6000000006290748819,
Q101353,6000000006174872773,
Q101355,6000000012150140526,
Q101357,6000000012150137393,
Q101359,6000000012150233421,
Q101363,6000000006323615093,
Q101365,6000000006323188959,
Q101367,6000000012149966280,
Q101369,6000000004099064858,
Q101371,6000000010913954497,
Q101373,6000000003589270190,
Q101375,6000000012150869524,
Q101377,6000000003493155443,
Q101379,6000000012996307783,
Q101381,6000000010954191129,
Q101383,6000000007409317511,
Q101385,6000000007409259511,
Q101387,6000000177994272823,
Q101389,6000000027229916386,
Q101391,6000000000514211999,
Q101393,6000000010895752062,
Q101395,6000000012150462823,
Q101397,6000000003827568504,
Q101399,6000000003827568437,
Q101401,6000000003827568443,
Q101403,6000000004533651416,
Q101405,6000000005789329209,
Q101407,6000000078823372968,
Q101409,6000000193862939884,
Q101411,6000000193862925885,
Q101413,6000000003827568343,
Q101415,6000000003827568304,
Q101417,6000000031735355084,
Q101419,6000000006954278036,
Q101421,6000000001699492713,
Q101423,6000000003983755091,
Q101425,6000000008640492680,
Q101427,6000000006290748579,
Q101429,6000000001699492817,
Q101431,6000000026165108829,
Q101433,6000000002188307415,
Q101435,6000000015613590455,
Q101437,6000000011128301162,
Q101439,6000000007151750224,
Q101441,6000000007151322733,
Q101443,6000000003749003238,
Q101445,6000000001736464086,
Q101447,6000000006175746012,
Q101449,6000000021745697228,
Q101451,6000000003589231271,
Q101453,6000000012913607877,
Q101455,6000000007151379980,
Q101457,6000000003493284681,
Q101459,6000000008491893076,
Q101461,6000000012140012147,
Q101463,6000000007058571963,
Q101465,6000000007386692192,
Q101467,4068084227010048440,
Q101469,4068078558290123221,
Q101471,6000000006410990497,
Q101473,6000000013017027147,
Q101475,6000000013045412710,
Q101477,6000000016170900621,
Q101479,6000000013019864392,
Q101481,6000000015183116833,
Q101483,6000000015183081277,
Q101485,6000000015183247036,
Q101487,6000000015183199267,
Q101489,6000000015183109763,
Q101491,6000000015183110555,
Q101493,6000000015183148673,
Q101495,6000000063356308930,
Q101497,6000000015182410937,
Q101499,6000000039234508074,
Q101501,6000000000493784956,
Q101503,6000000008532115424,
Q101505,6000000001734411153,
Q101507,6000000000157757375,
Q101509,6000000004965041297,
Q101511,6000000000877867735,
Q101513,6000000000877994374,
Q101515,6000000013401693373,
Q101517,4069109711460048112,
Q101519,6000000000025321188,
Q101521,4069098829580048103,
Q101523,4885056500550062062,
Q101525,4885074634600058124,
Q101527,6000000037545097946,
Q101529,6000000013505802512,
Q101531,6000000013505723814,
Q101533,6000000013505798349,
Q101535,6000000013506008045,
Q101537,6000000013505898350,
Q101539,6000000013505528918,
Q101541,6000000050548108972,
Q101543,6000000050547636126,
Q101545,6000000013042211684,
Q101547,4884900691210070573,
Q101549,4884913554120015326,
Q101551,4884929610970057796,
Q101553,4884935562340070848,
Q101555,4884941506340047803,
Q101557,6000000013505958148,
Q101559,6000000013505891532,
Q101561,6000000035549392306,
Q101563,6000000035549206549,
Q101565,6000000035549857848,
Q101567,6000000031734949565,
Q101569,6000000031735849425,
Q101571,6000000031736086043,
Q101573,6000000031735963194,
Q101575,6000000031735963219,
Q101577,6000000006277563486,
Q101579,6000000003983557511,
Q101581,6000000023497346853,
Q101583,6000000023497202202,
Q101585,6000000018801234170,
Q101587,6000000013042053896,
Q101589,6000000004533672090,
Q101591,6000000000035665655,
Q101593,6000000014933287948,
Q101595,6000000013712583837,
Q101597,6000000012261687296,
Q101599,6000000047981931549,
Q101601,6000000204872601825,
Q101603,4179621973270034928,
Q101605,6000000080064707567,
Q101607,6000000078363074783,
Q101609,6000000020319007651,
Q101611,6000000007818790141,
Q101613,4279794152710045460,
Q102691,6000000031963917171,
Q102693,6000000001501032228,
Q102695,6000000000486301165,
Q102697,6000000000486102574,
Q102699,6000000000486299093,
Q102701,6000000009958478755,
Q102703,6000000000877951589,
Q102705,6000000000878034309,
Q102707,6000000000878058186,
Q102709,6000000000878098190,
Q102711,6000000000878140429,
Q102713,6000000039156777947,
Q102715,6000000039156825839,
Q102717,6000000013998722234,
Q102719,6000000015280445648,
Q102721,6000000007427569283,
Q102723,4068111691660010327,
Q102725,6000000007754294045,
Q102727,4885059149920133210,
Q102729,4885080121110070642,
Q102731,6000000050546738659,
Q102733,6000000050548588866,
Q102735,6000000050548244029,
Q102737,6000000050548683829,
Q102739,6000000050548683833,
Q102741,6000000050547647229,
Q102743,6000000050546038848,
Q102745,6000000050547925143,
Q102747,4884910368200127483,
Q102749,4884918431510070584,
Q102751,4884951013820070615,
Q102753,6000000004333499623,
Q102755,6000000031735699507,
Q102757,6000000031736045141,
Q102759,6000000031735806472,
Q102761,5272432907750102178,
Q102763,6000000023497202208,
Q102765,6000000000437050264,
Q102767,6000000003937199008,
Q102769,6000000003937199003,
Q102774,6000000010995321373,
Q102776,6000000010995436332,
Q102778,6000000008630657908,
Q102780,6000000004325639137,
Q102782,6000000014036421235,
Q102784,6000000011301349600,
Q102786,5095495599080081838,
Q102787,6000000001374258247,
Q102789,6000000217783717824,
Q102791,6000000217784033823,
Q102793,6000000217784186838,
Q102795,6000000047982516882,
Q102797,6000000204872352846,
Q102799,6000000204872705823,
Q102801,6000000078052148526,
Q102803,6000000009305082755,
Q102805,6000000012463496251,
Q102807,6000000037544423526,
Q102809,6000000037544482570,
Q102811,6000000008280157326,
Q102813,6000000000296286774,
Q102815,6000000008280178235,
Q102817,6000000009135082354,
Q102819,6000000009135080571,
Q102821,6000000003883434008,
Q102823,6000000017907261145,
Q102825,6000000003493155543,
Q102827,4279787555100045019,
Q102829,6000000003748885364,
Q102831,6000000006816915069,
Q102833,6000000006988706172,
Q102835,6000000003748960079,
Q102837,6000000003493287312,
Q102839,6000000003493287319,
Q102841,6000000014852865055,
Q102843,6000000008010025730,
Q102845,6000000021808674233,
Q102847,6000000021808571597,
Q102849,6000000194720170828,
Q102851,6000000004045532001,
Q102853,6000000194720083827,
Q102855,6000000006175662350,
Q102857,6000000194720201824,
Q102859,6000000012913732314,
Q102861,6000000012913431735,
Q102863,6000000006175180939,
Q102865,6000000000379871678,
Q102867,6000000014200400085,
Q102869,6000000011610239928,
Q102871,5095717113140101148,
Q102873,6000000004673207320,
Q102875,6000000019239574125,
Q102877,5095682045890100564,
Q102879,6000000000437605339,
Q102881,6000000040564403007,
Q102883,6000000004988735770,
Q102885,6000000001411523327,
Q102887,6000000008301527994,
Q102889,6000000013486739972,
Q102891,6000000015183371589,
Q102893,6000000012525979328,
Q102895,6000000000727772081,
Q102897,6000000011063051262,
Q102899,6000000001588444625,
Q102901,4880891073850057158,
Q102903,6000000000656963382,
Q102905,6000000003937192237,
Q102907,6000000004333146461,
Q102911,6000000002188179590,
Q102915,6000000015730258477,
Q102917,6000000002188179203,
Q102919,6000000002188179188,
Q102921,5095509947460053783,
Q102923,6000000000035002629,
Q102925,6000000006277537320,
Q102927,6000000003827957349,
Q102929,6000000003828338455,
Q102931,6000000011116918743,
Q102933,6000000011116581754,
Q102935,6000000017081510638,
Q102937,6000000012686347747,
Q102939,6000000002135173282,
Q102943,6000000009297506092,
Q102945,6000000009297892503,
Q102947,6000000006784412086,
Q102949,6000000005006583004,
Q102951,6000000015733404465,
Q102953,6000000027749552047,
Q102955,6000000027748939179,
Q102957,6000000027746448325,
Q102959,6000000178159954840,
Q102961,6000000002006507112,
Q102963,6000000003120636568,
Q102965,6000000000424707367,
Q102967,6000000004032256496,
Q102969,6000000002304382218,
Q102971,6000000000682909923,
Q102973,6000000016465465677,
Q102975,6000000004533613148,
Q102977,5280728383000047097,
Q102979,6000000004383533327,
Q102981,6000000004383531253,
Q102983,6000000004383585528,
Q102985,6000000006977036908,
Q102987,6000000016465179266,
Q102989,6000000000682391584,
Q102991,6000000003051222217,
Q102993,6000000011410307017,
Q102995,6000000004250858860,
Q102997,6000000004250955805,
Q102999,6000000004325521430,
Q103001,6000000007150899481,
Q103003,6000000002187798968,
Q103005,6000000002187798936,
Q103007,6000000002187798975,
Q103009,6000000014068804901,
Q103011,6000000003675401081,
Q103013,6000000139885460180,
Q103015,6000000002188162507,
Q103017,6000000009438313077,
Q103019,6000000039567674940,
Q103021,6000000181362428854,
Q103023,6000000181362491822,
Q103025,6000000013433119888,
Q103027,6000000013433076108,
Q103029,6000000210070273826,
Q103031,6000000013433254339,
Q103033,6000000016170380726,
Q103035,6000000013432873033,
Q103037,6000000016170858442,
Q103039,6000000004533735654,
Q103041,6000000013433224145,
Q103043,6000000047977741821,
Q103045,6000000006175282418,
Q103047,6000000006175034780,
Q103049,6000000042110898992,
Q103051,5095664458470070770,
Q103053,6000000007069097595,
Q103055,4180323288100034990,
Q103057,6000000005039335406,
Q103059,6000000000823026331,
Q103061,6000000009305166243,
Q103063,390852027630002207,
Q103065,6000000026188979304,
Q103067,6000000171737311898,
Q103069,6000000011832466444,
Q103071,6000000011658853416,
Q103073,6000000017235932013,
Q103075,6000000002187801090,
Q103077,6000000009056997918,
Q103079,6000000010913835380,
Q103081,6000000199402078891,
Q103083,6000000022141494890,
Q103085,6000000010913962236,
Q103087,6000000034851921157,
Q103089,6000000004672879999,
Q103091,6000000000033550117,
Q103093,6000000195121533853,
Q103095,6000000014200944005,
Q103097,6000000004670056962,
Q103099,6000000003982973629,
Q103101,6000000002980014649,
